,SPARC (6678)
ACH-000004,0.003617578024028268
ACH-000005,0.2150914028674298
ACH-000007,-0.07640964314748518
ACH-000009,-1.3403558962956924e-05
ACH-000011,0.04986856688282424
ACH-000012,-0.045662993536260084
ACH-000013,-0.044681371994871835
ACH-000014,0.05945764722883084
ACH-000015,-0.07832466928786719
ACH-000017,-0.018752918097873262
ACH-000018,-0.045052853237838086
ACH-000019,0.23682447417407235
ACH-000021,-0.037320538441736766
ACH-000022,-0.04589182964415413
ACH-000025,0.1547529408858155
ACH-000028,0.13598848005019384
ACH-000030,0.028074029277748727
ACH-000035,-0.04222000035251381
ACH-000036,-0.011977492723603315
ACH-000037,-0.06923356590823355
ACH-000039,-0.2580450572201006
ACH-000040,-0.108187185589633
ACH-000041,0.08368851192673132
ACH-000042,-0.08638234387239414
ACH-000045,0.018069212976653624
ACH-000047,-0.10882234405555018
ACH-000052,0.01740785698267079
ACH-000053,-0.07920083850285539
ACH-000054,-0.2436476385310179
ACH-000055,-0.048343666206175216
ACH-000060,-0.047350165338951436
ACH-000067,0.06141325505436791
ACH-000070,0.03951975155624676
ACH-000075,-0.14534550400167492
ACH-000078,0.05660486079159684
ACH-000082,0.07806601260979111
ACH-000085,-0.06523487443134529
ACH-000086,-0.2420916086020696
ACH-000087,0.08652371753203042
ACH-000092,0.07994734412806097
ACH-000095,-0.04304733204983294
ACH-000097,0.008223984925754838
ACH-000098,-0.07254484780403153
ACH-000099,0.04415028839464774
ACH-000108,-0.14029839134450528
ACH-000113,-0.027879775986799797
ACH-000116,-0.03334215374142785
ACH-000118,-0.03946434771671151
ACH-000120,-0.0215076916016096
ACH-000123,0.0206728646127634
ACH-000127,-0.056710003472322114
ACH-000128,-0.1064091574123131
ACH-000132,0.0823653138025678
ACH-000133,0.10215172491650587
ACH-000137,-0.13513010815204346
ACH-000138,0.047779082189062544
ACH-000142,0.05235246399814388
ACH-000143,0.11065327331264366
ACH-000146,-0.04798281087616544
ACH-000148,0.07245370641680783
ACH-000150,-0.15137618098410974
ACH-000152,-0.2010844724236041
ACH-000153,0.021222667011652555
ACH-000159,0.034241866710681745
ACH-000160,-0.008900108229908445
ACH-000163,-0.04742739174405074
ACH-000167,-0.3796263972909605
ACH-000168,-0.0053913326294917656
ACH-000169,-0.07440152529062567
ACH-000178,0.04748165709339799
ACH-000183,0.010837337968547377
ACH-000188,-0.1292478664593646
ACH-000189,-0.1283517562016556
ACH-000190,0.07437413408348766
ACH-000198,0.04156684130156392
ACH-000203,0.2475189176013652
ACH-000204,-0.04345358647218064
ACH-000206,0.07472976249450702
ACH-000207,0.00466973775850287
ACH-000208,-0.07025328807833235
ACH-000210,-0.17441231948579705
ACH-000211,-0.0468607931620134
ACH-000215,-0.03392742008164112
ACH-000221,0.024422812609548608
ACH-000222,-0.16186026769811926
ACH-000223,-0.1254659799055778
ACH-000226,0.02727352235284484
ACH-000227,0.0489429719800815
ACH-000228,0.06564155759235184
ACH-000231,0.014016995553707496
ACH-000232,-0.06470316327332186
ACH-000233,0.07110818688134654
ACH-000234,0.011654006606262805
ACH-000235,-0.002930820348450065
ACH-000237,-0.057127062101030614
ACH-000238,0.010244269255367413
ACH-000242,0.10980867361941474
ACH-000243,-0.07012768835816098
ACH-000244,-0.03183571754354363
ACH-000246,-0.0195504533059994
ACH-000248,-0.06590311107708946
ACH-000250,-0.04365777606538835
ACH-000251,-0.0716013132897136
ACH-000252,-0.14735707827032934
ACH-000253,-0.02803865895124739
ACH-000255,-0.004388065002571851
ACH-000256,-0.01003012821147178
ACH-000257,0.0765181892807224
ACH-000258,-0.1897349862351528
ACH-000259,-0.11114177934366072
ACH-000260,0.004317423569232959
ACH-000261,0.04528184514459821
ACH-000262,0.07800298331742701
ACH-000263,-0.010406423107068994
ACH-000264,-0.03273841210577714
ACH-000265,-0.015505840086532809
ACH-000266,-0.04123299493715748
ACH-000272,0.043153543709955375
ACH-000274,-0.04596529391626286
ACH-000277,0.006899928751284677
ACH-000278,-0.06352215636245681
ACH-000279,-0.04111184232825461
ACH-000280,-0.0182230504457728
ACH-000281,-0.07260797212501563
ACH-000288,-0.07734846655232502
ACH-000291,-0.03781477385732016
ACH-000293,-0.006822965430884763
ACH-000294,0.06724666783715852
ACH-000295,-0.12190762124501073
ACH-000296,-0.15587577444626854
ACH-000302,-0.05778650205785536
ACH-000304,0.1599413935826602
ACH-000307,-0.02544878408956687
ACH-000308,0.021666023793244338
ACH-000310,0.013889061398434635
ACH-000311,-0.0706012028814584
ACH-000312,0.040637427470998286
ACH-000315,-0.05204798511254505
ACH-000316,-0.232017820260227
ACH-000317,0.04022873833380698
