,KPNA5 (3841)
ACH-000004,0.13530638539756504
ACH-000005,0.4263683090459864
ACH-000007,0.24867902440901796
ACH-000009,0.20508365063934614
ACH-000011,0.2878096517808806
ACH-000012,0.15944338385413195
ACH-000013,0.10416595731757636
ACH-000014,0.21646910556015775
ACH-000015,0.2637909477400911
ACH-000017,0.12892010904249504
ACH-000018,-0.025959520588702968
ACH-000019,0.4076704989992724
ACH-000021,0.08271041554872256
ACH-000022,0.28974353622505017
ACH-000025,0.23146790587318036
ACH-000028,0.2007327298576384
ACH-000030,0.2536834049826417
ACH-000035,0.13026229155615604
ACH-000036,0.15567401649773288
ACH-000037,0.29494386103564163
ACH-000039,0.3394375303320174
ACH-000040,0.22048183579688832
ACH-000041,0.17432054298173824
ACH-000042,0.16154796852329742
ACH-000045,0.2277599556119245
ACH-000047,0.14917985796184507
ACH-000052,0.18459316177596635
ACH-000053,0.17747239546380772
ACH-000054,0.08777160202959268
ACH-000055,0.16297307580170256
ACH-000060,0.11902906484320802
ACH-000067,0.15764881077754112
ACH-000070,0.2274972120240295
ACH-000075,0.1931433710354492
ACH-000078,0.2649737516258542
ACH-000082,0.17502713393850078
ACH-000085,0.0683075992280617
ACH-000086,0.1513371752388006
ACH-000087,0.3734488852975944
ACH-000092,0.1618566826846413
ACH-000095,0.19676656982840832
ACH-000097,0.09419012349735116
ACH-000098,0.25207517004401364
ACH-000099,0.18608406426134896
ACH-000108,0.1885590607159956
ACH-000113,0.094942891097327
ACH-000116,0.20472046729216525
ACH-000118,0.21900813319124476
ACH-000120,0.3003821889547037
ACH-000123,0.2368225426208444
ACH-000127,0.1622740384808863
ACH-000128,0.2981882127475931
ACH-000132,0.05254697350251401
ACH-000133,0.15693474338164168
ACH-000137,0.14787568003625354
ACH-000138,0.227139094181537
ACH-000142,0.215730533986644
ACH-000143,0.24100456403975415
ACH-000146,0.3041124624498814
ACH-000148,0.14192554012951097
ACH-000150,0.155379014856933
ACH-000152,0.28175207560218496
ACH-000153,0.06213529373321376
ACH-000159,0.20985412113225194
ACH-000160,0.14667032750543565
ACH-000163,0.09139951478834296
ACH-000167,0.2833529533183949
ACH-000168,0.23612988150600756
ACH-000169,0.2040832732978118
ACH-000178,0.2352385509274384
ACH-000183,0.2232101590211563
ACH-000188,0.24814786324291385
ACH-000189,0.011805388857329915
ACH-000190,0.1859979966331736
ACH-000198,0.2568384519608701
ACH-000203,0.5299974982220307
ACH-000204,0.10790876247107954
ACH-000206,0.1166101665465345
ACH-000207,0.16027186888969674
ACH-000208,-0.07127671800000683
ACH-000210,0.4912903498236316
ACH-000211,0.22035296436989413
ACH-000215,0.09412689773281784
ACH-000221,0.2307926194265435
ACH-000222,0.13194500814578325
ACH-000223,0.12589945314262413
ACH-000226,0.17681368364680902
ACH-000227,0.16874703797892848
ACH-000228,0.1532364739336162
ACH-000231,0.2544709827079334
ACH-000232,0.18842379462385955
ACH-000233,0.15725922933846878
ACH-000234,0.2535719452635181
ACH-000235,0.09431224477043157
ACH-000237,0.1788086783083707
ACH-000238,0.14493699905947144
ACH-000242,0.2333526773359975
ACH-000243,0.17467770946462105
ACH-000244,-0.0556661637037731
ACH-000246,0.09464905150814806
ACH-000248,0.2189329216906979
ACH-000250,0.2241122833876054
ACH-000251,0.08291080989089103
ACH-000252,0.1537104748748997
ACH-000253,0.15981675671827705
ACH-000255,0.2004379882589241
ACH-000256,0.1279307298288758
ACH-000257,0.3998314913976191
ACH-000258,0.22284437387740547
ACH-000259,0.1609911931087442
ACH-000260,0.21772690815474105
ACH-000261,0.1409512441544944
ACH-000262,0.2303773127155501
ACH-000263,-0.05424070587840821
ACH-000264,0.1370499545859038
ACH-000265,0.08652073856523687
