,GBAS (2631)
ACH-000004,0.18831305032005446
ACH-000005,0.4531651057800913
ACH-000007,-0.10744242360793703
ACH-000009,0.2005352075541204
ACH-000011,0.1778765578848322
ACH-000012,0.16386020059007786
ACH-000013,0.21129135136434687
ACH-000014,0.17438298363979035
ACH-000015,0.13434567550688045
ACH-000017,0.3387644151604419
ACH-000018,-0.12119364765069544
ACH-000019,0.021092324159377108
ACH-000021,0.12771171393860745
ACH-000022,0.21860597428485687
ACH-000025,-0.0017750363409678425
ACH-000028,0.3258014656310765
ACH-000030,0.13896001715052386
ACH-000035,0.1627197221675142
ACH-000036,0.09352992618445194
ACH-000037,0.20163151825880726
ACH-000039,0.20523681695370613
ACH-000040,0.07694835492891218
ACH-000041,0.2387648425618473
ACH-000042,0.030412182585822
ACH-000045,0.22556394090588897
ACH-000047,0.05064649900295115
ACH-000052,0.166484265953493
ACH-000053,0.14445086077158195
ACH-000054,0.040120541818457436
ACH-000055,0.07710387888738787
ACH-000060,0.0641934676869965
ACH-000067,0.14863375198265924
ACH-000070,0.2444189955517041
ACH-000075,0.03513967295025154
ACH-000078,0.08645849925705157
ACH-000082,0.016268761189874963
ACH-000085,-0.01657577117457341
ACH-000086,0.16056122613876292
ACH-000087,0.2330625848895676
ACH-000092,0.2509886133209987
ACH-000095,0.07205904430374008
ACH-000097,0.1710751660003208
ACH-000098,0.13303452158879867
ACH-000099,0.09482812295723243
ACH-000108,0.04422285730199862
ACH-000113,0.2383841978630234
ACH-000116,0.1500529995968521
ACH-000118,0.0944952398690902
ACH-000120,0.21122821328063845
ACH-000123,0.2660279615998596
ACH-000127,0.12883218069643804
ACH-000128,0.08076567030136693
ACH-000132,0.306095015857038
ACH-000133,0.05050629876478308
ACH-000137,0.10799336852462517
ACH-000138,0.20474684244324232
ACH-000142,0.2447019818327861
ACH-000143,0.18519415835647587
ACH-000146,0.12584008092304202
ACH-000148,0.09752144689388176
ACH-000150,0.0977070908681333
ACH-000152,0.18668356570013286
ACH-000153,0.1097938167185511
ACH-000159,0.037420775457610814
ACH-000160,0.03976743194056585
ACH-000163,0.1548234330735269
ACH-000167,0.058305773541987974
ACH-000168,0.19013140160776199
ACH-000169,0.05873289561026114
ACH-000178,0.21446718731649214
ACH-000183,0.2350803109612159
ACH-000188,0.08745836793146355
ACH-000189,-0.034700019039801175
ACH-000190,0.23178636166699315
ACH-000198,0.19141860315909925
ACH-000203,-0.3957691310506521
ACH-000204,0.2881182710958117
ACH-000206,0.010437932745436224
ACH-000207,0.0901715001940228
ACH-000208,0.2414597139208103
ACH-000210,0.19244735061177995
ACH-000211,0.2023327102733001
ACH-000215,0.1981375662539099
ACH-000221,-0.06629092904311182
ACH-000222,0.1438156414206833
ACH-000223,0.23267560531483975
ACH-000226,0.21191628522926914
ACH-000227,0.2661054394798849
ACH-000228,-0.032329708707907204
ACH-000231,0.08864632280427484
ACH-000232,0.044148044281686255
ACH-000233,0.2600908912504856
ACH-000234,0.1526721778541625
ACH-000235,0.0926548625565248
ACH-000237,0.04473074582623622
ACH-000238,0.022116735093262018
ACH-000242,0.18436673301281556
ACH-000243,0.08025177788694085
ACH-000244,0.19083015545889373
ACH-000246,0.16698447208222109
ACH-000248,0.33613813561087297
ACH-000250,0.1845954329614882
ACH-000251,0.10718720051492392
ACH-000252,-0.0751072713264273
ACH-000253,-0.025692825777131702
ACH-000255,0.2265375988355069
ACH-000256,0.2256426659824377
ACH-000257,0.10653958547905963
ACH-000258,0.10482187899524227
ACH-000259,0.0852478309572318
ACH-000260,0.2515482312946848
ACH-000261,0.2316410473267677
ACH-000262,0.2594932797833689
ACH-000263,0.05440032363024698
ACH-000264,0.18555999413452676
ACH-000265,0.04526341959779938
ACH-000266,0.003939510936216936
ACH-000272,0.12748152716757816
ACH-000274,0.6077018280160521
ACH-000277,0.2067452321184872
ACH-000278,0.18602242957125925
ACH-000279,0.21845348099999432
