,GYPC (2995)
ACH-000004,0.07237685324786762
ACH-000005,0.16732521880794418
ACH-000007,-0.03640255300996489
ACH-000009,-0.10306521417889956
ACH-000011,0.15421749444270014
ACH-000012,-0.0021324462230434653
ACH-000013,-0.060092807959415226
ACH-000014,-0.01887690882911416
ACH-000015,0.03766670814575486
ACH-000017,0.08268625719087377
ACH-000018,-0.003536349644020715
ACH-000019,-0.17997548056621068
ACH-000021,0.049802479363831656
ACH-000022,0.017770230401119032
ACH-000025,0.12266458871178855
ACH-000028,-0.009856452126102972
ACH-000030,-0.02713908038178084
ACH-000035,0.09187958389124168
ACH-000036,-0.08398194066415335
ACH-000037,-0.10620137411977223
ACH-000039,0.13959457969477465
ACH-000040,0.04965245412661346
ACH-000041,0.03397277360238585
ACH-000042,0.10975099646258896
ACH-000045,0.015749636381026392
ACH-000047,-0.03866912723748004
ACH-000052,-0.13742512927899814
ACH-000053,0.09603306088857336
ACH-000054,-0.005422795551606093
ACH-000055,0.15236652025085556
ACH-000060,-0.029575350582394886
ACH-000067,0.00492052072200324
ACH-000070,0.0036542483441832454
ACH-000075,0.01873686481201563
ACH-000078,-0.03293365107957129
ACH-000082,-0.050078091944095945
ACH-000085,0.05291457741454664
ACH-000086,-0.02038537266498609
ACH-000087,-0.13643683430182954
ACH-000092,-0.0732686189818555
ACH-000095,0.026878920815536486
ACH-000097,-0.043179614203471064
ACH-000098,-0.0707117308709303
ACH-000099,0.00639971782941178
ACH-000108,0.047172080929369836
ACH-000113,-0.01534101550169429
ACH-000116,0.04157390760238711
ACH-000118,0.00873142868668179
ACH-000120,-0.0184400396037062
ACH-000123,0.20496905358410106
ACH-000127,-0.005897183203923924
ACH-000128,0.08664335041338525
ACH-000132,-0.02852870274317632
ACH-000133,-0.05298325571669614
ACH-000137,0.0104877828624103
ACH-000138,0.05016466084180976
ACH-000142,0.01959842081570777
ACH-000143,-0.029342763855711686
ACH-000146,-0.00787096739036267
ACH-000148,0.09621044627020782
ACH-000150,0.012539043647703243
ACH-000152,-0.096603185013466
ACH-000153,-0.0007703627958068629
ACH-000159,-0.0074557975627205595
ACH-000160,-0.07820315673374888
ACH-000163,-0.02279125379430065
ACH-000167,-0.03181031610133947
ACH-000168,-0.02167270437128089
ACH-000169,0.11676215970375164
ACH-000178,0.029772104911736576
ACH-000183,0.03575716069696972
ACH-000188,0.014106698262080782
ACH-000189,0.07142689712366086
ACH-000190,-0.0943767969157983
ACH-000198,-0.026407010787545555
ACH-000203,-0.1880599206049044
ACH-000204,-0.14033822262782436
ACH-000206,-0.0821651311135525
ACH-000207,-0.05516398839105211
ACH-000208,0.014369867434156091
ACH-000210,0.0038985989082114298
ACH-000211,0.03488679470827566
ACH-000215,0.04950819582873583
ACH-000221,0.020670182033342702
ACH-000222,-0.023420393567867133
ACH-000223,-0.25401616987066106
ACH-000226,-0.009892487029075284
ACH-000227,-0.13950877606761752
ACH-000228,0.010713528108938596
ACH-000231,-0.006302644437141014
ACH-000232,-0.011471378196127984
ACH-000233,-0.019633645355025462
ACH-000234,-0.02010870561230879
ACH-000235,0.019767131048068782
ACH-000237,-0.03921742399618608
ACH-000238,0.017076705076121017
ACH-000242,-0.2324654408518769
ACH-000243,-0.11408449304712577
ACH-000244,-0.01371737034084373
ACH-000246,-0.02255050408941166
ACH-000248,-0.01835212009035301
ACH-000250,-0.02710633185578276
ACH-000251,0.01009403090833958
ACH-000252,0.01095375129771403
ACH-000253,0.07428945976485828
ACH-000255,-0.049253960928334534
ACH-000256,0.04592388767891031
ACH-000257,0.13223342548522524
ACH-000258,-0.1287573602791764
ACH-000259,-0.035010249223319995
ACH-000260,-0.05792713133858091
ACH-000261,-0.018787468530694608
ACH-000262,-0.08059411771285033
ACH-000263,-0.16227661573157556
ACH-000264,0.007017818115541745
ACH-000265,0.08051838522787526
ACH-000266,-0.07394159552683502
ACH-000272,0.07450906090339704
ACH-000274,-0.050218081891440655
ACH-000277,0.014500869361574303
ACH-000278,0.08083747986373642
ACH-000279,-0.09394261134778492
ACH-000280,0.1479293701513776
ACH-000281,-0.01852132066952428
ACH-000288,-0.03670407226945413
ACH-000291,-0.01620712130605416
ACH-000293,0.00407731943166042
ACH-000294,-0.0278829146858644
ACH-000295,0.003859526418835575
ACH-000296,0.044441296439558
ACH-000302,-0.062224845980045476
ACH-000304,-0.12778244032215808
ACH-000307,-0.01209516586582969
ACH-000308,0.02151473828857941
ACH-000310,-0.12604797374679794
ACH-000311,0.05726487183268926
ACH-000312,-0.04987239841835121
ACH-000315,0.02934699737764859
ACH-000316,-0.06396075659125157
ACH-000317,0.15625206976755826
ACH-000318,0.011639219868673402
ACH-000319,0.05802724484421552
ACH-000320,-0.054772017839749665
ACH-000322,0.0007981535093006076
ACH-000323,-0.009490653500745284
ACH-000324,0.012756606163141528
ACH-000329,-0.027239852082661026
ACH-000330,0.03318793140096694
ACH-000331,-0.01880639873715144
ACH-000332,-0.029459823964756757
ACH-000334,0.00885467594788401
ACH-000335,-0.05267718214052133
ACH-000336,0.035526250350072335
ACH-000337,0.08175188165553215
ACH-000338,0.2943198065909731
ACH-000339,0.0033823665363353385
ACH-000341,0.03760994915265478
ACH-000348,0.01287712161432846
ACH-000350,0.10825055819249964
ACH-000352,0.04278028353543529
