,SURF4 (6836)
ACH-000004,-0.2150617740720968
ACH-000005,-0.0690254324463896
ACH-000007,-0.08988186668567066
ACH-000009,-0.06437482131032506
ACH-000011,-0.06246090897640275
ACH-000012,-0.11028373524859074
ACH-000013,-0.06495663836911346
ACH-000014,0.1100800906111519
ACH-000015,-0.4432515601974664
ACH-000017,-0.06645444287849807
ACH-000018,-0.027047586799022524
ACH-000019,-0.03719278424912738
ACH-000021,-0.052605107763635785
ACH-000022,-0.06340681887408131
ACH-000025,-0.03579611353912765
ACH-000028,-0.30837872509530945
ACH-000030,0.053970855637819705
ACH-000035,-0.0988307421167287
ACH-000036,-0.7838496456536564
ACH-000037,-0.3474747428808849
ACH-000039,-0.005361274275452611
ACH-000040,-0.19467865611873447
ACH-000041,-0.3042608547446971
ACH-000042,-0.032829696172941035
ACH-000045,0.04030745816830826
ACH-000047,0.055062534273904534
ACH-000052,0.02117445726819763
ACH-000053,-0.08416874749904119
ACH-000054,-0.08792082433085187
ACH-000055,-0.016134891185867806
ACH-000060,-0.041028331010692316
ACH-000067,-0.0897409928897174
ACH-000070,-0.044716632011567684
ACH-000075,-0.05452949803159385
ACH-000078,-0.0905854139028847
ACH-000082,-0.1350471692175235
ACH-000085,-0.0049118236112965525
ACH-000086,-0.11014887697261226
ACH-000087,-0.05328715970457177
ACH-000092,-0.3283711330682613
ACH-000095,-0.057250917022175274
ACH-000097,-0.19384158837036497
ACH-000098,-0.22576841429171626
ACH-000099,-0.26073239259596964
ACH-000108,-0.1524119086439542
ACH-000113,-0.0944748805507917
ACH-000116,-0.09648453288537792
ACH-000118,0.05237266151521741
ACH-000120,-0.5820711173226899
ACH-000123,-0.4109753997265562
ACH-000127,0.060802491755489574
ACH-000128,-0.20642538640859812
ACH-000132,-0.05843220677904979
ACH-000133,-0.4148831372170924
ACH-000137,-0.047953911102406176
ACH-000138,-0.11468855570271196
ACH-000142,-0.12448747740803293
ACH-000143,0.10214603549288616
ACH-000146,0.24318873172341665
ACH-000148,-0.18334778719359449
