,MT2A (4502)
ACH-000208,-0.2406363769858927
ACH-000210,-0.4509567661318649
ACH-000211,-0.4245133639188972
ACH-000215,-0.4143150768577902
ACH-000221,-0.2435487445957241
ACH-000222,-0.2277105569873357
ACH-000223,-0.5238722918073825
ACH-000226,-0.5784515584003852
ACH-000227,-0.3586432522633263
ACH-000228,-0.4495488612455304
ACH-000231,-0.2653996354223561
ACH-000232,-0.5712113951164001
ACH-000233,-0.3173151699184125
ACH-000234,-0.344967634677666
ACH-000235,-0.3255242976760516
ACH-000237,-0.3859975494047431
ACH-000238,-0.4046444999458848
ACH-000242,-0.8387866547852729
ACH-000243,-0.447934250173411
ACH-000244,-0.7153680804953708
ACH-000246,-0.2553039678763757
ACH-000248,-0.5985927153662343
ACH-000250,-0.35364854854485833
ACH-000251,-0.24280084615915765
ACH-000252,-0.2488810899752885
ACH-000253,-0.43372699190012304
ACH-000255,-0.19937854619179055
ACH-000256,-0.3647468541331157
ACH-000257,-0.13358039552549425
ACH-000258,-0.5516238831134299
ACH-000259,-0.29097823133057626
ACH-000260,-0.4177680560131949
ACH-000261,-0.4457713451012291
ACH-000262,-0.2619547214167642
ACH-000263,-0.4431578356002303
ACH-000264,-0.4866125039173307
ACH-000265,-0.3339709090468293
ACH-000266,-0.34524522895941945
ACH-000272,-0.4072907246859272
ACH-000274,-0.3634898410369888
ACH-000277,-0.30382363329143464
ACH-000278,-0.4238771348930049
ACH-000279,-0.3346429273775341
ACH-000280,-0.16952396805766487
ACH-000281,-0.3979495029791501
ACH-000288,-0.38049129925918296
ACH-000291,-0.2633858344416189
ACH-000293,-0.4412627958081174
ACH-000294,-0.41652167983794586
ACH-000295,-0.07785632750768949
ACH-000296,-0.3172314032832293
ACH-000302,-0.2264438669194397
ACH-000304,-0.3871323487472905
ACH-000307,-0.4629349882868085
ACH-000308,-0.4435524147383543
ACH-000310,-0.4765489995823024
ACH-000311,-0.3830686882079916
ACH-000312,-0.4538948164307521
ACH-000315,-0.2440048871388816
ACH-000316,-0.6414084767262639
ACH-000317,-0.45170178060194
ACH-000318,-0.17689768601705155
ACH-000319,-0.4775843412900894
ACH-000320,-0.4273991279570289
ACH-000322,-0.3889703288590787
ACH-000323,-0.3952981041169733
ACH-000324,-0.35271667961585185
ACH-000329,-0.3793052151094105
ACH-000330,-0.5022449559283116
ACH-000331,-0.4345388722965667
ACH-000332,-0.3969423741601282
ACH-000334,-0.8683954435374162
ACH-000335,-0.3989515499246344
ACH-000336,-0.0940856126326104
ACH-000337,-0.5702640231998741
ACH-000338,-0.3834537582655199
ACH-000339,-0.5527373311573055
ACH-000341,-0.4486670718454404
ACH-000348,-0.43478944741547737
ACH-000350,-0.3386068743959037
ACH-000352,-0.3526988521145486
ACH-000356,-0.09440019118903056
ACH-000361,-0.4238043515469506
ACH-000362,-0.341780826356503
ACH-000363,-0.4739042619650979
ACH-000364,-0.4815713537854784
ACH-000365,-0.36575493064721293
ACH-000366,-0.25557647578618986
ACH-000368,-0.2500825151242299
ACH-000374,-0.2992067640758896
ACH-000375,-0.2476420767122021
ACH-000376,-0.4127189936181767
ACH-000381,-0.33718792071037323
ACH-000383,-0.3604262940618942
ACH-000387,-0.4221669721148175
ACH-000389,-0.5389587892787224
ACH-000390,-0.3782939051099943
ACH-000393,-0.4699679662971046
ACH-000395,-0.4301188757621165
ACH-000396,-0.7480621835457945
ACH-000397,-0.5297318418737326
ACH-000401,-0.5572190271093992
ACH-000402,-0.7576158079337363
ACH-000403,-0.5468702786161557
ACH-000404,-0.26550693096140465
ACH-000406,-0.286428685830342
ACH-000407,-0.17182868616621788
ACH-000408,-0.40192627639796025
ACH-000410,-0.3861609477482904
ACH-000411,-0.4169367864504557
ACH-000414,-0.3377377300484954
ACH-000415,-0.4204533259527876
ACH-000416,-0.50412407078274
ACH-000420,-0.4790141125396302
ACH-000421,-0.3654871480716306
ACH-000424,-0.4910209672684911
ACH-000425,-0.2623505511749903
ACH-000426,-0.3641132986761391
ACH-000427,-0.4580489540234378
ACH-000433,-0.19123549724809996
ACH-000435,-0.1654198628216757
ACH-000436,-0.3605529987119561
ACH-000444,-0.3170000730475884
ACH-000445,-0.25204260488997515
ACH-000448,-0.2509563255779845
ACH-000450,-0.3266279715415298
ACH-000452,-0.245702421206194
ACH-000454,-0.4692591043515612
ACH-000458,-0.3007920359206401
ACH-000459,-0.5410142143059097
ACH-000460,-0.41161468232091536
ACH-000461,-0.206054029670372
ACH-000463,-0.3789147218805669
ACH-000464,-0.25115708085820204
ACH-000466,-0.4781598902988095
ACH-000467,-0.35668441368704795
ACH-000468,-0.3569390704913711
ACH-000469,-0.44902274392906105
ACH-000470,-0.3121808759393425
ACH-000471,-0.37480364794494003
ACH-000472,-0.3481181341695249
ACH-000473,-0.35294975625169306
ACH-000475,-0.5852205179819323
ACH-000476,-0.6026936781938207
ACH-000477,-0.3729712809652059
ACH-000479,-0.3390969343592713
ACH-000480,-0.3739846864744291
ACH-000481,-0.40629345213747375
ACH-000483,-0.20858185800399245
ACH-000484,-0.3517279539481989
ACH-000485,-0.51391036962628
ACH-000486,-0.3193382121957951
ACH-000487,-0.37278284166386016
ACH-000488,-0.7757988550955209
ACH-000490,-0.4259150492790281
ACH-000491,-0.4382818825509671
ACH-000495,-0.5012419086213239
ACH-000496,-0.42084955075985575
ACH-000499,-0.5630016174652901
ACH-000500,-0.4971465542367451
ACH-000502,-0.2767514304022057
ACH-000503,-0.13783727973635804
ACH-000505,-0.4888825817508688
ACH-000507,-0.5299210680743883
ACH-000510,-0.2921053643880208
ACH-000511,-0.4342045144830925
ACH-000512,-0.22706312184668945
ACH-000516,-0.43992151117497136
ACH-000517,-0.4240341149722648
ACH-000518,-0.3747705677246351
ACH-000520,-0.5538729076580642
ACH-000521,-0.3028492660789384
ACH-000522,-0.4596457087315703
ACH-000524,-0.5064393918325987
ACH-000527,-0.4036195790261473
ACH-000528,-0.3473953531622591
ACH-000537,-0.69980186328055
ACH-000541,-0.5504887423985779
ACH-000542,-0.4752393831403727
ACH-000544,-0.4871625385700297
ACH-000545,-0.4352118627617447
ACH-000547,-0.5647210445774089
ACH-000548,-0.5593042625211355
ACH-000549,-0.4884206547689375
ACH-000550,-0.5849446583854813
ACH-000552,-0.43919080007433214
ACH-000556,-0.4588624016234046
ACH-000557,-0.3209966828350477
ACH-000569,-0.06030536024718739
ACH-000570,-0.4662706927252378
ACH-000571,-0.4588354546243278
ACH-000573,-0.24790001738865874
ACH-000576,-0.3660858192824798
ACH-000579,-0.3535092889764888
ACH-000580,-0.3111190071015686
ACH-000584,-0.4068116847808547
ACH-000585,-0.4029806751550373
ACH-000588,-0.4557246282253648
ACH-000589,-0.5161611253980619
ACH-000591,-0.4200920306106603
ACH-000593,-0.2365452592238127
ACH-000600,-0.398831919473654
ACH-000601,-0.4298016605912373
ACH-000605,-0.4438267142352691
ACH-000606,-0.2986472475685882
ACH-000608,-0.3769492275603096
ACH-000614,-0.3895082876526153
ACH-000616,-0.5329944424092036
ACH-000618,-0.2035086683413854
ACH-000619,-0.4546600607242338
ACH-000620,-0.32937671462594675
ACH-000621,-0.4924222903738844
ACH-000622,-0.34218492679030155
ACH-000623,-0.3158453699282054
ACH-000624,-0.4887583098758002
ACH-000627,-0.3223986849963885
ACH-000630,-0.21651183860385853
ACH-000631,-0.6510542312502475
ACH-000632,-0.25136590789811714
ACH-000633,-0.4368788115712489
ACH-000637,-0.6021111758970953
ACH-000638,-0.4897995269548019
ACH-000646,-0.2553926979223205
ACH-000647,-0.5592742094573969
ACH-000648,-0.411503977627421
ACH-000649,-0.3331330000936795
ACH-000651,-0.4748101036119495
ACH-000652,-0.0965216800088312
ACH-000653,-0.3012583947984072
ACH-000657,-0.3458379132709332
ACH-000658,-0.4353552148988633
ACH-000661,-0.38770511788595147
ACH-000662,-0.4132060989073011
ACH-000663,-0.3391204074370829
ACH-000665,-0.3157021401037956
ACH-000671,-0.3716346848233728
ACH-000672,-0.2791182434018231
ACH-000673,-0.32444723807229525
ACH-000676,-0.4588033842050422
ACH-000677,-0.4851385953193901
ACH-000681,-0.2937879915660254
ACH-000683,-0.34208176506065835
ACH-000684,-0.2985420849050745
ACH-000688,-0.6059378724360674
ACH-000693,-0.39550648872071104
ACH-000694,-0.27628881305428266
ACH-000695,-0.3603047662149833
ACH-000696,-0.3528257144199905
ACH-000697,-0.09987427444027594
ACH-000699,-0.30336723040202945
ACH-000701,-0.3968265905428745
ACH-000706,-0.4082703981295965
ACH-000711,-0.2688368382134571
ACH-000713,-0.5962844390329732
ACH-000714,-0.4374046735863888
ACH-000718,-0.39360438171528506
ACH-000720,-0.29065674614351944
ACH-000721,-0.3836098200241116
ACH-000724,-0.7196040981049607
ACH-000725,-0.4405765502011
ACH-000732,-0.36972240662709976
ACH-000734,-0.3692105221222493
ACH-000735,-0.31706068416740235
ACH-000736,-0.357314698296732
ACH-000738,-0.4704231149626365
ACH-000746,-0.6909501055084453
ACH-000747,-0.5582391401232006
ACH-000748,-0.4585386906073345
ACH-000753,-0.4349386854714799
ACH-000756,-0.2992463111891565
ACH-000757,-0.1677931428571046
ACH-000758,-0.9483489830563248
ACH-000760,-0.3453882519304839
ACH-000762,-0.30845805533382786
ACH-000763,-0.725787810813415
ACH-000764,-0.2444514549561285
ACH-000765,-0.32044614676334804
ACH-000766,-0.3675755870265574
ACH-000767,-0.43071333020182295
ACH-000768,-0.4628589528540851
ACH-000769,-0.3457981317996967
ACH-000770,-0.4533892004696994
ACH-000771,-0.4846905297185717
ACH-000773,-0.4400803348338788
ACH-000776,-0.37055140591582103
ACH-000777,-0.3256346037993498
ACH-000778,-0.28601668106111466
ACH-000781,-0.3404910352750972
ACH-000782,-0.2166499829813538
ACH-000783,-0.3891624618132047
ACH-000784,-0.3417559353535117
ACH-000785,-0.4186201327666919
ACH-000787,-0.4328983027858123
ACH-000788,-0.30522769710785697
ACH-000791,-0.3580441860105784
ACH-000792,-0.38724440013755534
ACH-000794,-0.4550553189595426
ACH-000796,-0.4125711903578805
ACH-000798,-0.4934657254472258
ACH-000799,-0.3314281247048997
ACH-000800,-0.9219069683942744
ACH-000802,-0.4518118904116293
ACH-000804,-0.5616100847381694
ACH-000805,-0.2067747743146079
ACH-000809,-0.4182925552720579
ACH-000810,-0.013743181492480609
ACH-000811,-0.3309636888180483
ACH-000817,-0.7146277283923859
ACH-000819,-0.2203753246870147
ACH-000820,-0.6814441288212488
ACH-000821,-0.3748342053702821
ACH-000822,-0.2320313569754724
ACH-000823,-0.22806605594088325
ACH-000824,-0.3237767416556601
ACH-000827,-0.4011516318111101
ACH-000829,-0.5054360947197178
ACH-000831,-0.5459549436413474
ACH-000832,-0.3063926048159415
ACH-000833,-0.4912988444564628
ACH-000834,-0.4975027342223218
ACH-000835,-0.3677975199876843
ACH-000836,-0.5205634270237071
ACH-000837,-0.31519080499008123
ACH-000838,-0.1148893449525984
ACH-000839,-0.4744087333767058
ACH-000840,-0.6612989118837319
ACH-000841,-0.4162741177695483
ACH-000843,-0.4481661758398472
ACH-000846,-0.5865597393901586
ACH-000847,-0.1961472297816484
ACH-000848,-0.4239752574331197
ACH-000849,-0.3688786957937121
ACH-000851,-0.31754582900222195
ACH-000855,-0.5639833857243495
ACH-000856,-0.32729141543560464
ACH-000858,-0.32627963404961263
ACH-000859,-0.37320303617437256
ACH-000861,-0.41345970397345744
ACH-000862,-0.4119464169980683
ACH-000865,-0.428448707137321
ACH-000866,-0.5963327124824652
ACH-000867,-0.3098980008728906
ACH-000869,-0.4016258201894905
ACH-000872,-0.38210177089056496
ACH-000873,-0.2639655063426892
ACH-000876,-0.4359764484890272
ACH-000878,-0.5019263157380256
ACH-000880,-0.4903749102341161
ACH-000881,-0.4612889950794173
ACH-000882,-0.37971874168929176
ACH-000884,-0.3553725550971757
ACH-000885,-0.3784679393555849
ACH-000887,-0.3912411819450429
ACH-000889,-0.2582624881945758
ACH-000896,-0.3875686542881012
ACH-000898,-0.26735878039744604
ACH-000900,-0.4769719462087657
ACH-000901,-0.40621442101676297
ACH-000905,-0.3915802921461072
ACH-000906,-0.4766279874375785
ACH-000907,-0.31779520467498196
ACH-000910,-0.5120806507666632
ACH-000911,-0.4021810821284619
ACH-000912,-0.4264064525852759
ACH-000913,-0.28523248898065195
ACH-000915,-0.3042006751660029
ACH-000916,-0.05255133801900205
ACH-000917,-0.3742646593950651
ACH-000920,-0.5712234655436239
ACH-000921,-0.2618146357715356
ACH-000924,-0.5673574760074541
ACH-000926,-0.6308067210144154
ACH-000928,-0.4079282365808197
ACH-000929,-0.2786522869162963
ACH-000932,-0.4546116205077738
ACH-000935,-0.3049713938568841
ACH-000936,-0.35021872982315994
ACH-000937,-0.34993605768554664
ACH-000938,-0.3081690755888772
ACH-000939,-0.4185332189691614
ACH-000941,-0.4500192681925579
ACH-000943,-0.34912758511777464
ACH-000946,-0.3533163611366104
ACH-000947,-0.2480149271892567
ACH-000948,-0.3582789694739469
ACH-000950,-0.3440842442294288
ACH-000953,-0.33658144494185305
ACH-000954,-0.25141427536932465
ACH-000957,-0.4817636373234338
ACH-000958,-0.5552136270397203
ACH-000960,-0.3085685582294063
ACH-000963,-0.3761701386992432
ACH-000968,-0.4450565997137309
ACH-000969,-0.5081372748580474
ACH-000972,-0.7159511841397875
ACH-000973,-0.3943893790084915
ACH-000974,-0.4132896950561388
ACH-000978,-0.5264293296180486
ACH-000984,-0.3616090152309571
ACH-000986,-0.5034402743295832
ACH-000988,-0.3418527717288758
ACH-000993,-0.3964541698327179
ACH-000994,-0.4359945361860746
ACH-000996,-0.3365627676357219
ACH-001001,-0.4672578446644775
ACH-001020,-0.2919899570977669
ACH-001028,-0.3178524734455603
ACH-001031,-0.4662571816101975
ACH-001038,-0.4584110407493853
ACH-001048,-0.2462536038374489
ACH-001050,-0.32467109125933163
ACH-001053,-0.20778690019106286
ACH-001054,-0.2921678875036934
ACH-001061,-0.4694600544024154
ACH-001067,-0.4140261631433264
ACH-001075,-0.4692762700371526
ACH-001096,-0.30389582409872984
ACH-001111,-0.7863457236649238
ACH-001119,-0.24708426019433424
ACH-001128,-0.1258129933424194
ACH-001134,-0.23894160578915286
ACH-001151,-0.5097682702124766
ACH-001163,-0.3204576641626317
ACH-001164,-0.3930921059057553
ACH-001183,-0.3059537463356477
ACH-001192,-0.4140352663224684
ACH-001193,-0.041716916491699486
ACH-001196,-0.2473692952945492
ACH-001197,-0.3005267606163796
ACH-001205,-0.4022135048149261
ACH-001211,-0.31971739160546075
ACH-001212,-0.21749302616162974
ACH-001228,-0.37998463653508
ACH-001232,-0.3323084179033464
ACH-001239,-0.41873797389316986
ACH-001270,-0.4259993845983803
ACH-001274,-0.4042388479737644
ACH-001275,-0.4162675505110472
ACH-001277,-0.3637901599517779
ACH-001278,-0.5807200093162576
ACH-001280,-0.5403917119996748
ACH-001283,-0.2581231000863164
ACH-001289,-0.3616745726173245
ACH-001300,-0.2829630083909057
ACH-001301,-0.452312876952656
ACH-001302,-0.5265613467160527
ACH-001306,-0.4003019378578325
ACH-001318,-0.5176494538643981
ACH-001322,-0.41521135844931895
ACH-001328,-0.3536833968992082
ACH-001332,-0.5416468631265029
ACH-001336,-0.418778133777255
ACH-001346,-0.4803525625385521
ACH-001353,-0.6101260257888108
ACH-001354,-0.09934977219975727
ACH-001367,-0.14837284578990506
ACH-001368,-0.4465669840124729
ACH-001374,-0.6084069064379735
ACH-001377,-0.4083589169120431
ACH-001380,-0.3772489979497785
ACH-001391,-0.5469491056606903
ACH-001408,-0.3313317335334513
ACH-001430,-0.2590490970068365
ACH-001431,-0.09295922025492644
ACH-001450,-0.4219220544824002
ACH-001496,-0.4181452947493856
ACH-001500,-0.2307021901803685
ACH-001523,-0.4512695680657137
ACH-001532,-0.5023194209496046
ACH-001550,-0.36627940836960704
ACH-001552,-0.3183912022177081
ACH-001554,-0.3574822004473547
ACH-001654,-0.3610621560416141
ACH-001735,-0.7779826532702867
ACH-001736,-0.4870606670695942
ACH-001737,-1.4253187141000987
ACH-001740,-0.3751516793918879
ACH-001745,-0.3254568667905657
ACH-001765,-0.3570623795992788
