,NUPL1 (9818)
ACH-000004,-0.33038922856306513
ACH-000005,-0.22837727258525106
ACH-000007,-0.2165777909551514
ACH-000009,-0.42842665970796007
ACH-000011,-0.2294719830364643
ACH-000012,-0.2973766336977487
ACH-000013,-0.4019369933596913
ACH-000014,-0.17651179713132786
ACH-000015,-0.6314740122624357
ACH-000017,-0.3680749678117285
ACH-000018,-0.2829190909030257
ACH-000019,-0.270386457907195
ACH-000021,-0.4014980728414976
ACH-000022,-0.07714568055302229
ACH-000025,-0.31845483016028925
ACH-000028,-0.24248432076790186
ACH-000030,-0.18770377714665432
ACH-000035,-0.5260466277490504
ACH-000036,-0.11363697003630605
ACH-000037,-0.37643156644962
ACH-000039,-0.18661562952539493
ACH-000040,-0.5350749776829359
ACH-000041,-0.2111815670080086
ACH-000042,-0.4620620145080681
ACH-000045,-0.08472413321566236
ACH-000047,-0.2630882799744249
ACH-000052,-0.389917093753889
ACH-000053,-0.2648260011892064
ACH-000054,-0.19403252709883356
ACH-000055,-0.0914195743348753
ACH-000060,-0.4460448930856431
ACH-000067,-0.5294407917224683
ACH-000070,-0.4576303475864086
ACH-000075,-0.4177867267671682
ACH-000078,-0.0965513107529405
ACH-000082,-0.292724185353234
ACH-000085,-0.4988250452272669
ACH-000086,-0.32401776717276576
ACH-000087,-0.537430233006026
ACH-000092,-0.17160582174573638
ACH-000095,-0.25601515027470745
ACH-000097,-0.20359786411112984
ACH-000098,-0.3471118273495118
ACH-000099,-0.17726204297042825
ACH-000108,-0.4411314834626232
ACH-000113,-0.3546382244229849
ACH-000116,-0.4936834159980773
ACH-000118,-0.5505233025153058
ACH-000120,-0.3394917754409106
ACH-000123,-0.280418568219878
ACH-000127,-0.30972768091678976
ACH-000128,-0.421811576100851
ACH-000132,-0.3938960437986325
ACH-000133,-0.3752230861855005
ACH-000137,-0.6145900812260262
ACH-000138,-0.4043474950827404
ACH-000142,-0.40148595880445576
ACH-000143,-0.5721228522175829
ACH-000146,-0.2606162299416281
ACH-000148,-0.327078415197202
ACH-000150,-0.33481518241811625
