,UNC13B (10497)
ACH-000004,-0.041049381270681085
ACH-000005,-0.1118363162202858
ACH-000007,-0.03968985126665424
ACH-000009,-0.26093686785920994
ACH-000011,-0.02241048787051569
ACH-000012,-0.0554795616504245
ACH-000013,-0.14331480506297786
ACH-000014,-0.2719181705331133
ACH-000015,-0.16206098702336952
ACH-000017,-0.12344789940511287
ACH-000018,-0.2937481085986853
ACH-000019,0.07800368261669031
ACH-000021,-0.15329241205372218
ACH-000022,-0.19756703928452846
ACH-000025,-0.1307325490358398
ACH-000028,-0.011031448048435031
ACH-000030,-0.1590333860536027
ACH-000035,0.028500786600112037
ACH-000036,0.041370147670426696
ACH-000037,-0.2493771609364923
ACH-000039,-0.20808598810818812
ACH-000040,-0.01984093468474112
ACH-000041,-0.2313112244756101
ACH-000042,-0.06407005125133211
ACH-000045,-0.213427969596178
ACH-000047,-0.008087348141636681
ACH-000052,0.08859065689552809
ACH-000053,-0.060247443901418125
ACH-000054,-0.08066905648290575
ACH-000055,-0.24833120477351395
ACH-000060,-0.06450411579804266
ACH-000067,-0.06278800099459016
ACH-000070,-0.048369877364652016
ACH-000075,0.05278247736890428
ACH-000078,-0.0959600861395822
ACH-000082,-0.25262459079386423
ACH-000085,-0.31274244969301346
ACH-000086,-0.07775587002301254
ACH-000087,-0.04190798949764167
ACH-000092,-0.11968892780356385
ACH-000095,-0.06812770807761231
ACH-000097,-0.0496886954287774
ACH-000098,-0.14121613633005914
ACH-000099,-0.09218446147590573
ACH-000108,-0.1014116953295514
ACH-000113,-0.02162145658559652
ACH-000116,0.04191130118815505
ACH-000118,-0.009001062342163845
ACH-000120,-0.02687961079590897
ACH-000123,-0.09647017929112713
ACH-000127,0.02229974540365661
ACH-000128,-0.12498821856786507
ACH-000132,-0.12489636260142425
ACH-000133,-0.07953030490515298
ACH-000137,-0.04780231846856628
ACH-000138,-0.039201841759974286
ACH-000142,-0.035228537059531224
ACH-000143,0.08846390933148539
ACH-000146,-0.0998383906510183
ACH-000148,-0.13192433350283211
ACH-000150,-0.12533587228010265
ACH-000152,-0.057508590739189076
ACH-000153,0.0021949870680872748
ACH-000159,-0.08273245088540404
ACH-000160,-0.15340002982225204
ACH-000163,-0.1918251723373879
ACH-000167,-0.02428152427360226
ACH-000168,-0.07937778613202874
ACH-000169,-0.15755996678020254
ACH-000178,-0.10126777017290046
ACH-000183,-0.07337884727029426
ACH-000188,-0.2526641786394236
ACH-000189,-0.22605672765506415
ACH-000190,-0.06720476814342216
ACH-000198,-0.19782186535283103
ACH-000203,-0.16606373384992484
ACH-000204,-0.3537243099118126
ACH-000206,-0.04067870556410416
ACH-000207,-0.07311067761752492
ACH-000208,-0.15087976367059153
ACH-000210,-0.12325904909220756
ACH-000211,-0.09950543643018173
ACH-000215,-0.15890257002883704
ACH-000221,-0.19484046650779524
ACH-000222,-0.3959157928488921
ACH-000223,-0.07126081243020617
ACH-000226,-0.2909934367596764
ACH-000227,-0.10648266195357706
ACH-000228,-0.08844286121517192
ACH-000231,-0.10549251088645613
ACH-000232,-0.026992094871440157
ACH-000233,-0.14299842054807052
ACH-000234,-0.08464062494963095
ACH-000235,-0.09705287402770184
ACH-000237,-0.14482831055816214
ACH-000238,-0.20257844225794502
ACH-000242,-0.07368224811482822
ACH-000243,-0.1308189965264133
ACH-000244,-0.08121109785099984
ACH-000246,-0.13599520907146748
ACH-000248,0.019066131756404037
ACH-000250,-0.05216502695946743
ACH-000251,-0.025667001252035058
ACH-000252,-0.04270617873914713
ACH-000253,-0.009989736805540932
ACH-000255,-0.12567720707183505
ACH-000256,0.100667129725811
ACH-000257,-0.20695625629614195
ACH-000258,-0.011101665264891569
ACH-000259,-0.1042746046389129
ACH-000260,-0.09944145009178763
ACH-000261,-0.1308484521205858
ACH-000262,0.0331204569806295
ACH-000263,-0.276955710641002
ACH-000264,-0.16191392656826067
ACH-000265,-0.11431473792774442
ACH-000266,-0.08716984358635699
ACH-000272,-0.06463110108214608
ACH-000274,-0.14584884308625018
ACH-000277,-0.04985988717888034
ACH-000278,-0.1402729398101368
ACH-000279,-0.05030742107351471
ACH-000280,-0.07457747838096565
ACH-000281,0.042983073804602506
ACH-000288,-0.0821588850635011
ACH-000291,-0.17480061522179008
ACH-000293,-0.07848846320313127
ACH-000294,-0.07981224445131746
ACH-000295,0.05179214451325092
ACH-000296,-0.038473388311598695
ACH-000302,-0.06681292739334685
ACH-000304,0.0831184955724264
ACH-000307,-0.1056304528913361
ACH-000308,-0.14150809591258887
ACH-000310,-0.12600880289647892
ACH-000311,-0.12278036157171393
ACH-000312,0.0341667454463999
ACH-000315,-0.16292313899516075
