,CABS1 (85438)
ACH-000004,-0.06416512946579231
ACH-000005,0.10002929498072573
ACH-000007,-0.12146460139434402
ACH-000009,0.012153837959484852
ACH-000011,0.0006499578397026228
ACH-000012,0.1123298176181985
ACH-000013,0.11317430712765544
ACH-000014,0.1868746786646448
ACH-000015,0.022943785704748608
ACH-000017,0.037833674013574715
ACH-000018,0.06889464067876462
ACH-000019,-0.011202190749974094
ACH-000021,0.06686762512938876
ACH-000022,-0.010076281837485046
ACH-000025,0.0251355634678174
ACH-000028,0.09674989008018944
ACH-000030,0.05554927581336254
ACH-000035,0.04713000409649688
ACH-000036,-0.018427680698518203
ACH-000037,0.05989791768099539
ACH-000039,-0.008106969763904811
ACH-000040,0.09080839541900923
ACH-000041,0.04956853213991199
ACH-000042,0.1008239965245554
ACH-000045,0.048856673230605815
ACH-000047,-0.016127534802928382
ACH-000052,0.1454860994801089
ACH-000053,0.07317899992851018
ACH-000054,0.03320397678484601
ACH-000055,0.1587331662447701
ACH-000060,0.06619400301141083
ACH-000067,0.0019689141426302396
ACH-000070,-0.13146296154083076
ACH-000075,0.05206205482507181
ACH-000078,-0.061508454404489786
ACH-000082,0.044080807190566465
ACH-000085,0.2952128134053427
ACH-000086,0.06671820056257732
ACH-000087,0.0971442896936856
ACH-000092,0.11605515065281807
ACH-000095,-0.005523894337559051
ACH-000097,-0.048716119297514064
ACH-000098,-0.006505603744364408
ACH-000099,0.038301155748403364
ACH-000108,0.07161323852591553
ACH-000113,0.10459164330208713
ACH-000116,-0.0994415412527942
ACH-000118,-0.02205010060688859
ACH-000120,0.03711336682302845
ACH-000123,-0.0410696407762905
ACH-000127,0.0025752437562569018
ACH-000128,0.10293515294749944
ACH-000132,0.08901684054781027
ACH-000133,0.039395912863596214
ACH-000137,0.1467987461218413
ACH-000138,0.1698033721083097
ACH-000142,0.07773829954358491
ACH-000143,-0.0702470446007885
ACH-000146,0.04240520464017953
ACH-000148,0.06880480872914671
ACH-000150,0.06734032418274694
ACH-000152,0.09178515885069248
ACH-000153,-0.07130760216041834
ACH-000159,0.10159329572885284
ACH-000160,-0.04056632753533655
ACH-000163,0.058822359505649124
ACH-000167,0.11518158189706874
ACH-000168,0.2321724558810663
ACH-000169,0.05900064587666795
ACH-000178,0.02461947161067836
ACH-000183,0.0944612870025224
ACH-000188,0.0036980192381942303
ACH-000189,-0.338113029519047
ACH-000190,-0.013142967817640702
ACH-000198,0.10347184796385324
ACH-000203,-0.02507541481896381
