,PDPK1 (5170)
ACH-000210,-0.44433349373378944
ACH-000211,-0.5617832133462155
ACH-000215,-0.6374294077046861
ACH-000221,-0.39529767503617175
ACH-000222,-0.7148533897443636
ACH-000223,-0.07656043594144002
ACH-000226,-0.4589601921544539
ACH-000227,-0.3935040914529389
ACH-000228,-0.3442831308412961
ACH-000231,-0.5290260394551836
ACH-000232,-0.6346068092563227
ACH-000233,-0.4231289279525029
ACH-000234,-0.4584995508546847
ACH-000235,-0.44750922908952295
ACH-000237,-0.4968166787793721
ACH-000238,-0.4625661044514847
ACH-000242,-0.5698694553944806
ACH-000243,-0.5173150942181141
ACH-000244,-0.4342469963008732
ACH-000246,-0.35819360954980073
ACH-000248,-0.3448052134554181
ACH-000250,-0.3863583090967667
ACH-000251,-0.3450683759645942
ACH-000252,-0.6457101303282273
ACH-000253,-0.4576826212169287
ACH-000255,-0.5003078392151581
ACH-000256,-0.3614364271607368
ACH-000257,-0.472945150542256
ACH-000258,-0.4610947316859436
ACH-000259,-0.3835914624826991
ACH-000260,-0.601736599152722
ACH-000261,-0.5231399990568847
ACH-000262,-0.5937821474814529
ACH-000263,-0.7327250869323998
ACH-000264,-0.38466114568325216
ACH-000265,-0.4284912592718663
ACH-000266,-0.42814325174466106
ACH-000272,-0.5634630175457932
ACH-000274,-0.4744254779986799
ACH-000277,-0.3324156682393
ACH-000278,-0.3771503167410025
ACH-000279,-0.5311668554733473
ACH-000280,-0.6729236588807683
ACH-000281,-0.3874525685177094
ACH-000288,-0.8097585012278848
ACH-000291,-0.5404758264854219
ACH-000293,-0.3876829365128385
ACH-000294,-0.4442248240111597
ACH-000295,-0.7535799710009625
ACH-000296,-0.2995844953265387
ACH-000302,-0.3884180522458621
ACH-000304,-0.5279048451555856
ACH-000307,-0.5436124429169825
ACH-000308,-0.5099971493580436
ACH-000310,-0.5383114682337999
ACH-000311,-0.4875356721916698
ACH-000312,-0.3482627229149329
ACH-000315,-0.639943980937739
ACH-000316,-0.463655517360415
ACH-000317,-0.6964471544441513
ACH-000318,-0.3367786082211719
ACH-000319,-0.4833171646343775
ACH-000320,-0.4772821660311714
ACH-000322,-0.6285326132974004
ACH-000323,-0.4397471450521685
ACH-000324,-0.46220898906725705
ACH-000329,-0.27711239661010123
ACH-000330,-0.6586308291898535
ACH-000331,-0.3950302894144421
ACH-000332,-0.49102372875208006
ACH-000334,-0.4089319132512565
ACH-000335,-0.5070234994433339
ACH-000336,-0.2648660346964057
ACH-000337,-0.638913348292585
ACH-000338,-0.5891840661787803
ACH-000339,-0.4111154356562624
ACH-000341,-0.4085348812271287
ACH-000348,-0.5391902038904894
ACH-000350,-0.205775164711172
ACH-000352,-0.2961989162815142
ACH-000356,-0.6566752467819258
ACH-000361,-0.4334399066535579
ACH-000362,-0.4670448274466946
ACH-000363,-0.4517300979367479
ACH-000364,-0.5321362222161833
ACH-000365,-0.4599000812227407
ACH-000366,-0.44834936352765387
ACH-000368,-0.5860374518348465
ACH-000374,-0.6836529591887974
ACH-000375,-0.5476658401785779
ACH-000376,-0.5651492212706112
ACH-000381,-0.5400907468929973
ACH-000383,-0.3964530494167815
ACH-000387,-0.079450670698056
ACH-000389,-0.6029543558301501
ACH-000390,-0.3852476393358644
ACH-000393,-0.24996310053802945
ACH-000395,-0.5342922454617944
ACH-000396,-0.5625415932868875
ACH-000397,-0.6629105117390258
ACH-000401,-0.5185816726629286
ACH-000402,0.3998836792107329
ACH-000403,-0.5564875348877993
ACH-000404,-0.4281890370098681
ACH-000406,-0.6378325293056923
ACH-000407,-0.3856788448789456
ACH-000408,-0.8583953218687121
ACH-000410,-0.5905406086749155
ACH-000411,-0.36319681253589375
ACH-000414,-0.3697161739098088
ACH-000415,-0.6441927200814377
ACH-000416,-0.398088317186197
ACH-000420,-0.4173551959891172
ACH-000421,-0.4869594318111554
ACH-000424,-0.4351257691202198
ACH-000425,-0.662335614537076
ACH-000426,-0.37039926332612094
ACH-000427,-0.4618004367227983
ACH-000433,-0.6286689320599116
ACH-000435,-0.4122587882448041
ACH-000436,-0.7206684336912806
ACH-000444,-0.5825367614784628
ACH-000445,-0.6674229994434854
ACH-000448,-0.33946593253681545
ACH-000450,-0.4097225053640574
ACH-000452,-0.4661029468937586
ACH-000454,-0.6719468748496337
ACH-000458,-0.46886960193043603
ACH-000459,-0.556324189282808
ACH-000460,-0.7682191002541688
ACH-000461,-0.3850176688029587
ACH-000463,-0.5428827418680946
ACH-000464,-0.619229087756825
ACH-000466,-0.4029325443012027
ACH-000467,-0.5726682803766159
ACH-000468,-0.7204808736643431
ACH-000469,-0.3307304556053848
ACH-000470,-0.1330071667660344
ACH-000471,-0.7465274504734534
ACH-000472,-0.33173448944720396
ACH-000473,-0.5899227229707771
ACH-000475,-0.3656700680536105
ACH-000476,-0.6338607678099701
ACH-000477,-0.3747289541636378
ACH-000479,-0.6532002987913905
ACH-000480,-0.3694877386976601
ACH-000481,-0.4394663340063062
ACH-000483,-0.4747267604178187
ACH-000484,-0.24403703939969584
ACH-000485,-0.491685225996352
ACH-000486,-0.3504539706885926
ACH-000487,-0.4456174172610713
ACH-000488,-0.5257824615520335
ACH-000490,-0.4038700228576647
ACH-000491,-0.4390610741726354
ACH-000495,-0.5044222433653746
ACH-000496,-0.6210750583345223
ACH-000499,-0.4750461279600384
ACH-000500,-0.08282564275842742
ACH-000502,-0.5259004570784824
ACH-000503,-0.2545593474298176
ACH-000505,-0.5373645858498555
ACH-000507,-0.5111306516700346
ACH-000510,-0.4842534533686315
ACH-000511,-0.4932760997910435
ACH-000512,-0.39044436686590267
ACH-000516,-0.3894609299163954
ACH-000517,-0.4340158982763221
ACH-000518,-0.4840625958083864
ACH-000520,-0.5284248048474536
ACH-000521,-0.6936897327403199
ACH-000522,-0.5406186975527572
ACH-000524,-0.4496935046242164
ACH-000527,-0.5450471617743813
ACH-000528,-0.4084839431553573
ACH-000537,-0.6434621641729382
ACH-000541,-0.7735682539479013
ACH-000542,-0.5631974398855858
ACH-000544,-0.3990376294819835
ACH-000545,-0.6829695559503555
ACH-000547,-0.6841777214883651
ACH-000548,-0.4742733362096502
ACH-000549,-0.6247202792561207
ACH-000550,-0.8025473746020549
ACH-000552,-0.4598760924312728
ACH-000556,-0.3118916059519771
ACH-000557,-0.4749379409292424
ACH-000569,-0.3881295656169511
ACH-000570,-0.5698335901898813
ACH-000571,-0.4303939226125537
ACH-000573,-0.3764962270286159
ACH-000576,-0.6928953845774117
ACH-000579,-0.2753999478950725
ACH-000580,-0.6446525382725382
ACH-000584,-0.5415283604300338
ACH-000585,-0.6704327916799554
ACH-000588,-0.35668202750494515
ACH-000589,-0.44734643700018195
ACH-000591,-0.7491454939925078
ACH-000593,-0.4828872571538474
ACH-000600,-0.7524233137966287
ACH-000601,-0.4605397751631785
ACH-000605,-0.4751646507928111
ACH-000606,-0.5143974081952345
ACH-000608,-0.2555797836888369
ACH-000614,-0.3942355940913413
ACH-000616,-0.3919725088589519
ACH-000618,-0.15814653750203064
ACH-000619,-0.46846731919686696
ACH-000620,-0.4892968359505229
ACH-000621,-0.2476448237511546
ACH-000622,-0.4942045564159878
ACH-000623,-0.5025364055468926
ACH-000624,-0.2077007515557507
ACH-000627,-0.4158033009042447
ACH-000630,-0.7468928236945988
ACH-000631,-0.5051220406987125
ACH-000632,-0.6245009943379096
ACH-000633,-0.4311207217758779
ACH-000637,-0.34972067753128633
ACH-000638,-0.4841027536646683
ACH-000646,-0.5565164800592097
ACH-000647,-0.3932884423590189
ACH-000648,-0.3808579753248496
ACH-000649,-0.3791965273231053
ACH-000651,-0.3279295825512951
ACH-000652,-0.6833801226557377
ACH-000653,-0.4154583577251005
ACH-000657,-0.5292475485226987
ACH-000658,-0.4741216186039444
ACH-000661,-0.451131427555995
ACH-000662,-0.2402888635441564
ACH-000663,-0.5246340936057892
ACH-000665,-0.5255083468504727
ACH-000671,-0.7050150313460498
ACH-000672,-0.4550485066093995
ACH-000673,-0.4670962851175353
ACH-000676,-0.3977413052433999
ACH-000677,-0.4524100821041095
ACH-000681,-0.5231169032327484
ACH-000683,-0.4759979287117869
ACH-000684,-0.5708445128634719
ACH-000688,-0.5413441904127175
ACH-000693,-0.3340113539608054
ACH-000694,-0.4501396252475655
ACH-000695,-0.5657380180521634
ACH-000696,-0.4193130880198036
ACH-000697,-0.1809719396157354
ACH-000699,-0.5473891214054195
ACH-000701,-0.2648473123547753
ACH-000706,-0.4686229164478565
ACH-000711,-0.4587409368349239
ACH-000713,-0.3480079624682848
ACH-000714,-0.2449415732300557
ACH-000718,-0.35768299822632105
ACH-000720,-0.4864198299111116
ACH-000721,-0.6689792609340875
ACH-000724,-0.3323277906176997
ACH-000725,-0.571749308221168
ACH-000732,-0.4510234500919308
ACH-000734,-0.504922642023994
ACH-000735,-0.34842013260143123
ACH-000736,-0.6905550053429909
ACH-000738,-0.33579004294897663
ACH-000746,-0.3759615638216304
ACH-000747,-0.6372378497168523
ACH-000748,-0.6255579176165317
ACH-000753,-0.4155362867377123
ACH-000756,-0.4947602960023251
ACH-000757,-0.5910720435742883
ACH-000758,-0.1343261859472688
ACH-000760,-0.22438869438617406
ACH-000762,-0.502548356039881
ACH-000763,-0.4662297613757658
ACH-000764,-0.5647242290499941
ACH-000765,-0.5854582054747695
ACH-000766,-0.8772918571347453
ACH-000767,-0.5954492584269254
ACH-000768,-0.3559523367350861
ACH-000769,-0.453035705613178
ACH-000770,-0.4678264522045649
ACH-000771,-0.5815000659895883
ACH-000773,-0.5489417238594829
ACH-000776,-0.54682774185549
ACH-000777,-0.4584794173529032
ACH-000778,-0.5112382853423529
ACH-000781,-0.3893555650216172
ACH-000782,-0.31619249183304204
ACH-000783,-0.24374226470808566
ACH-000784,-0.6001353958233249
ACH-000785,-0.3542232573006209
ACH-000787,-0.5643326066
ACH-000788,-0.6284110149569416
ACH-000791,-0.5688312269707437
ACH-000792,-0.6385794552734827
ACH-000794,-0.4158643008950072
ACH-000796,-0.4444326815064766
ACH-000798,-0.6813837880953291
ACH-000799,-0.541561785518194
ACH-000800,-0.35918109542320464
ACH-000802,-0.6011022265001932
ACH-000804,-0.3835670496157576
ACH-000805,-0.2354558466058229
ACH-000809,-0.4949739423546888
ACH-000810,-0.3247436242782688
ACH-000811,-0.5544412810926055
ACH-000817,-0.4138972643409284
ACH-000819,-0.5598417880424599
ACH-000820,-0.6101790260412931
ACH-000821,-0.4892837619464732
ACH-000822,-0.06248972996958831
ACH-000823,-0.4438353465383145
ACH-000824,-0.4906641103401757
ACH-000827,-0.6287692982854199
ACH-000829,-0.3960754790577894
ACH-000831,-0.2621189447347944
ACH-000832,-0.5388138801603437
ACH-000833,-0.4204642361700042
ACH-000834,-0.5851667166125037
ACH-000835,-0.5521238561780925
ACH-000836,-0.5151170868469744
ACH-000837,-0.3465228462952244
ACH-000838,-0.7082785290344318
ACH-000839,-0.4661103378008755
ACH-000840,-0.25619366415585965
ACH-000841,-0.5811995397395895
ACH-000843,-0.3568276031506412
ACH-000846,-0.19168045312332832
ACH-000847,-0.5042977702399702
ACH-000848,-0.5266800248828579
ACH-000849,-0.5700567823580811
ACH-000851,-0.5832113325897975
ACH-000855,-0.4525672878321492
ACH-000856,-0.4708494000526929
ACH-000858,-0.4931066780278822
ACH-000859,-0.4002548261717852
ACH-000861,-0.41438222323550666
ACH-000862,-0.2027380636953132
ACH-000865,-0.3139217741202989
ACH-000866,-0.7065292841943875
ACH-000867,-0.32212791054649165
ACH-000869,-0.2318693068440695
ACH-000872,-0.4715843887439478
ACH-000873,-0.6332347774129385
ACH-000876,-0.6585704006354453
ACH-000878,-0.5050565220295582
ACH-000880,-0.4738627247159698
ACH-000881,-0.4978793163447855
ACH-000882,-0.44657472565249984
ACH-000884,-0.503534569822785
ACH-000885,-0.3487096884969573
ACH-000887,-0.34006124157492673
ACH-000889,-0.5642964908109563
ACH-000896,-0.5735273851320846
ACH-000898,-0.4936278244524104
ACH-000900,-0.6711516191285043
ACH-000901,-0.574531053636829
ACH-000905,-0.6323272593284678
ACH-000906,-0.35937978282679345
ACH-000907,-0.7785480992075295
ACH-000910,-0.4506085870735874
ACH-000911,-0.4690565403518549
ACH-000912,-0.4466061603336488
ACH-000913,-0.5720273796768903
ACH-000915,-0.6291395879806451
ACH-000916,-0.6196928545944465
ACH-000917,-0.6599117469288908
ACH-000920,-0.2242423493148072
ACH-000921,-0.4257255874950273
ACH-000924,-0.4049391473933193
ACH-000926,-0.6069612643284547
ACH-000928,-0.8034890159739733
ACH-000929,-0.6475118149923722
ACH-000932,-0.4831127218035855
ACH-000935,-0.5899947924633923
ACH-000936,-0.41586902079913374
ACH-000937,-0.4534678326055763
ACH-000938,-0.4962845545218893
ACH-000939,-0.7774333341170516
ACH-000941,-0.5068399716633993
ACH-000943,-0.620654552240938
ACH-000946,-0.18120020651237104
ACH-000947,-0.3510458949633929
ACH-000948,-0.4029700888601625
ACH-000950,-0.3752104445406246
ACH-000953,-0.5657793375128083
ACH-000954,-0.7023317599667108
ACH-000957,-0.498946010697492
ACH-000958,-0.4632216773354742
ACH-000960,-0.6079871768328916
ACH-000963,-0.4420944322141108
ACH-000968,-0.5722480544977605
ACH-000969,-0.3640009506458887
ACH-000972,-0.7946200883684147
ACH-000973,-0.27131661091861264
ACH-000974,-0.2262674168734524
ACH-000978,-0.17291772221007828
ACH-000984,-0.3129752364611213
ACH-000986,-0.6131011674877803
ACH-000988,-0.4060303612736624
ACH-000993,-0.5658794204431477
ACH-000994,-0.4451064711632864
ACH-000996,-0.3256231297586432
ACH-001001,-0.3901614212562925
ACH-001020,-0.4352142428741337
ACH-001028,-0.33793163117429953
ACH-001031,-0.4763157445217941
ACH-001038,-0.4113436535081632
ACH-001048,-0.41536371179125786
ACH-001050,-0.8042137280515014
ACH-001053,-0.5941998818786239
ACH-001054,-0.6574592165534364
ACH-001061,-0.4978408181179202
ACH-001067,-0.7025479161133028
ACH-001075,-0.4413726584988969
ACH-001096,-0.6047292141776777
ACH-001111,-0.3753366784970728
ACH-001119,-0.5230848025818292
ACH-001128,-0.8805266915902293
ACH-001134,-0.5217476603758773
ACH-001151,-0.308255851421528
ACH-001163,-0.5325845519231709
ACH-001164,-0.4902860668863389
ACH-001183,-0.521593487306935
ACH-001192,-0.553676891060191
ACH-001193,-0.5193366924769351
ACH-001196,-0.5962082866971263
ACH-001197,-0.4877827273373471
ACH-001205,-0.4686125631521201
ACH-001211,-0.4128324387302781
ACH-001212,-0.5561177499302932
ACH-001228,-0.2284385736871972
ACH-001232,-0.4883616134438213
ACH-001239,-0.7258298113046123
ACH-001270,-0.3588978640520279
ACH-001274,-0.2640443082309049
ACH-001275,-0.28444058282580803
ACH-001277,-0.39080030192531934
ACH-001278,-0.3349756038588714
ACH-001280,-0.6828170082569933
ACH-001283,-0.4206672691784653
ACH-001289,-0.36678990296727176
ACH-001300,-0.5038001291783616
ACH-001301,-0.4451350102828629
ACH-001302,-0.8398345970804714
ACH-001306,-0.5837069288535452
ACH-001318,-0.4861325727799796
ACH-001322,-0.4478550395450474
ACH-001328,-0.47282766695237505
ACH-001332,-0.4786329792339894
ACH-001336,-0.7499158324284598
ACH-001346,-0.4189766662791967
ACH-001353,-0.4382671489929094
ACH-001354,-0.403690429661223
ACH-001367,-0.3627295102954165
ACH-001368,-0.6958181113753132
ACH-001374,-0.6105468274126831
ACH-001377,-0.3471642759649585
ACH-001380,-0.18892687156437915
ACH-001391,-0.3744180349477819
ACH-001408,-0.7026328891368279
ACH-001430,-0.6805259541771213
ACH-001431,-0.4948686581883833
ACH-001450,-0.45345864137662
ACH-001496,-0.6022884661561705
ACH-001500,-0.6281429273614179
ACH-001523,-0.464297934852256
ACH-001532,-0.4796739977687439
ACH-001550,-0.3844212103592056
ACH-001552,-0.7185356236521642
ACH-001554,-0.6174738734812322
ACH-001654,-0.5898633412000024
ACH-001735,-0.4767240509122289
ACH-001736,-0.38795560647785815
ACH-001737,-0.2145402339435676
ACH-001740,-0.6686746120506727
ACH-001745,-0.6539745713457401
ACH-001765,-0.5813308038006637
