,SEC11C (90701)
ACH-000004,0.25537985001805186
ACH-000005,0.33260401401092377
ACH-000007,0.1418170840905992
ACH-000009,0.2400338615662792
ACH-000011,0.2748980714493797
ACH-000012,0.20637678113164595
ACH-000013,0.17126312395531587
ACH-000014,0.18325253826534732
ACH-000015,0.3292946204936391
ACH-000017,0.3080369465346838
ACH-000018,0.318232399089063
ACH-000019,0.4233447991254205
ACH-000021,0.3047968237931782
ACH-000022,0.2752376891513072
ACH-000025,0.2352408379735512
ACH-000028,0.2008861834681137
ACH-000030,0.1871149289538435
ACH-000035,0.31163086000460266
ACH-000036,0.2487011110569012
ACH-000037,0.13512986596826695
ACH-000039,0.16542519113480614
ACH-000040,0.3024299642021787
ACH-000041,0.2726037009236394
ACH-000042,0.21363681420039896
ACH-000045,0.2227844663723389
ACH-000047,0.26570643647620845
ACH-000052,0.05951001438204344
ACH-000053,0.2228876407096047
ACH-000054,0.3534586932328851
ACH-000055,0.27975915541296065
ACH-000060,0.2657529544811394
ACH-000067,0.26988060235957984
ACH-000070,0.2332812798053519
ACH-000075,0.3897611414615855
ACH-000078,0.21390118501624691
ACH-000082,0.1828325762524388
ACH-000085,0.2723463712927536
ACH-000086,0.42250136455062504
ACH-000087,0.1337836980135794
ACH-000092,0.28199980267088026
ACH-000095,0.25210683937105843
ACH-000097,0.1273401320042062
ACH-000098,0.28841703658023043
ACH-000099,0.18946596418893327
ACH-000108,0.19145045338020292
ACH-000113,0.2438115085455745
ACH-000116,0.301280674846206
ACH-000118,0.2638347803201857
ACH-000120,0.027803905971862164
ACH-000123,0.14074718700508662
ACH-000127,0.2232672712730101
ACH-000128,0.22022591212380485
ACH-000132,0.17537164993383408
ACH-000133,0.22450249242613815
ACH-000137,0.26288765330644703
ACH-000138,0.2862649934680256
ACH-000142,0.2496126932656495
ACH-000143,0.0309485057299908
ACH-000146,0.2482973061721967
ACH-000148,0.27542981961978524
ACH-000150,0.2810771935456432
ACH-000152,0.21970694523770812
ACH-000153,0.3164883637713629
ACH-000159,0.19643163628232868
ACH-000160,0.3481214181095008
ACH-000163,0.3250154899159328
ACH-000167,0.5375062883677271
ACH-000168,0.024041286094874832
ACH-000169,0.1823348316687036
ACH-000178,0.3203569422976666
ACH-000183,0.16667282327633734
ACH-000188,0.291533608640116
ACH-000189,0.2480711093766372
ACH-000190,0.14674075747537094
ACH-000198,0.2738750343423173
ACH-000203,-0.1405539139756944
ACH-000204,0.4071653629039769
ACH-000206,0.20121578775583407
ACH-000207,0.3383387849350197
ACH-000208,0.1987066600104108
ACH-000210,0.5349693980871374
ACH-000211,0.28930435558058953
ACH-000215,0.15149453635966362
ACH-000221,0.19149097048676397
ACH-000222,0.3250319562688745
ACH-000223,0.13568360124465625
ACH-000226,0.2473020981799913
ACH-000227,0.5042545135709255
ACH-000228,0.1050920962793391
ACH-000231,0.32508739488112065
ACH-000232,0.28594474049190066
ACH-000233,0.2469256754205688
ACH-000234,0.3052760154951079
ACH-000235,0.2383313038223829
ACH-000237,0.29532404378763955
ACH-000238,0.2362662922647956
ACH-000242,0.7589985874544675
ACH-000243,0.19153499059967288
ACH-000244,0.010136357635433014
ACH-000246,0.04938989017999525
ACH-000248,0.2046438305909244
ACH-000250,0.2107418573970696
ACH-000251,0.12326953194129955
ACH-000252,0.1542391454745869
ACH-000253,0.1284341713610588
ACH-000255,0.2264159931832557
ACH-000256,0.3003512254819648
ACH-000257,0.21379607690914965
ACH-000258,0.2860563375761445
ACH-000259,0.2288148553240692
ACH-000260,0.16265923082341802
ACH-000261,0.3012610164651336
ACH-000262,0.363666676780188
ACH-000263,0.41814526292844656
ACH-000264,0.15695513665278885
ACH-000265,0.21397142866713076
ACH-000266,0.19113475003147526
ACH-000272,0.19174406066424704
ACH-000274,0.2352916546431852
ACH-000277,0.19213497117765796
ACH-000278,0.2945547809240932
ACH-000279,0.2742312596473213
ACH-000280,0.20852447211746766
ACH-000281,0.13562069150050055
ACH-000288,0.3092607156802761
ACH-000291,0.26188145035028143
ACH-000293,0.19867440682587506
ACH-000294,0.3297456572446125
ACH-000295,0.1961590566633023
ACH-000296,0.1816410740319044
ACH-000302,0.16464124644087685
ACH-000304,0.12306412295922355
ACH-000307,0.31139388989558026
ACH-000308,0.15243411841740778
ACH-000310,0.2576949082077056
ACH-000311,0.18672070805614285
ACH-000312,0.2708587450547059
ACH-000315,0.2305718729422457
