,MS4A6A (64231)
ACH-000004,-0.4105898558968338
ACH-000005,-0.5086844435587544
ACH-000007,-0.28141659213112696
ACH-000009,-0.1971743541676749
ACH-000011,-0.12430031445056698
ACH-000012,-0.1416895961730061
ACH-000013,-0.22195677754921528
ACH-000014,-0.1757532887568448
ACH-000015,-0.15102280641241098
ACH-000017,-0.20845011791353169
ACH-000018,-0.21319790287024185
ACH-000019,-0.1923722641285086
ACH-000021,-0.2431838331933761
ACH-000022,-0.21127578550044615
ACH-000025,-0.2777665964510954
ACH-000028,-0.2542675785434214
ACH-000030,-0.20417269183328488
ACH-000035,-0.19655150545082686
ACH-000036,-0.2287521524538219
ACH-000037,-0.1326532025383783
ACH-000039,-0.3530071754093823
ACH-000040,-0.2628712126624881
ACH-000041,-0.2635326681530831
ACH-000042,-0.12726379427338289
ACH-000045,-0.3923824632071876
ACH-000047,-0.2170973613043932
ACH-000052,-0.22556677567243102
ACH-000053,-0.16920402091361378
ACH-000054,-0.12890465337651275
ACH-000055,-0.2867701068425351
ACH-000060,-0.24809408309822034
ACH-000067,-0.10136971623554594
ACH-000070,-0.28206648738787304
ACH-000075,-0.16284054445518995
ACH-000078,-0.17191023234520042
ACH-000082,-0.28901730855798663
ACH-000085,-0.265172095196147
ACH-000086,-0.2361713347533205
ACH-000087,-0.11497108721975435
ACH-000092,-0.1894864188789622
ACH-000095,-0.20931733956667112
ACH-000097,-0.20901270004431846
ACH-000098,-0.18338629874052476
ACH-000099,-0.10554204204779924
ACH-000108,-0.2170004910664028
ACH-000113,-0.21899949819812656
ACH-000116,-0.3419125980974598
ACH-000118,-0.19184815850397852
ACH-000120,-0.18577889712238985
ACH-000123,-0.282188910393101
ACH-000127,-0.1218876304496946
ACH-000128,-0.2383781261306119
ACH-000132,-0.16355378732195386
ACH-000133,-0.2547494683273136
ACH-000137,-0.2121384667510045
ACH-000138,-0.3182036315237691
ACH-000142,-0.4530502934259416
ACH-000143,-0.23722534424498876
ACH-000146,-0.2562274179691173
ACH-000148,-0.18177161062820985
ACH-000150,-0.12298533665409155
ACH-000152,-0.15394405146159287
ACH-000153,-0.3814415637224665
ACH-000159,-0.20941411910158225
ACH-000160,-0.2531874078098305
ACH-000163,-0.24214374949329304
ACH-000167,-0.057725984677547686
ACH-000168,-0.032676643726529606
ACH-000169,-0.12635936995661498
ACH-000178,-0.19964270726634728
ACH-000183,-0.17628620999660566
ACH-000188,-0.2616630883309413
ACH-000189,-0.08441949717089417
ACH-000190,-0.3837921698235133
ACH-000198,-0.2556231764421532
ACH-000203,-0.09784782596312344
ACH-000204,-0.31999968200900897
ACH-000206,-0.09282655796142952
ACH-000207,-0.3333845442969857
ACH-000208,-0.021152622642057483
ACH-000210,-0.04022230351294562
ACH-000211,-0.3374797383572246
ACH-000215,-0.1889117385278279
ACH-000221,-0.3078294069475244
ACH-000222,-0.28819026375650136
ACH-000223,-0.2016854909915405
ACH-000226,-0.22510481813713706
ACH-000227,-0.2858309359180228
ACH-000228,-0.2620127689705352
ACH-000231,-0.28633445210043995
ACH-000232,-0.18969555887776407
ACH-000233,-0.19480202325143803
ACH-000234,-0.16412376530660522
ACH-000235,-0.1983283739263352
ACH-000237,-0.24753016924207985
ACH-000238,-0.1294079382712142
ACH-000242,-0.28159740635357644
ACH-000243,-0.1126274858215492
ACH-000244,-0.1750961363288266
ACH-000246,-0.19237313637207706
ACH-000248,-0.17338521227287765
ACH-000250,-0.24684502159460986
ACH-000251,-0.11997849886139746
ACH-000252,-0.15538769832808974
ACH-000253,-0.23587361529686884
ACH-000255,-0.1642478162353703
ACH-000256,-0.3122981940969705
ACH-000257,-0.2510240038616895
ACH-000258,-0.11660561645755642
ACH-000259,-0.1689846572066084
ACH-000260,-0.2376433353077073
ACH-000261,-0.3314375434270556
ACH-000262,-0.13185574059886562
ACH-000263,-0.5577738425151657
ACH-000264,-0.2482087073355
ACH-000265,-0.2256486539491815
ACH-000266,-0.17627371305531264
ACH-000272,-0.16417798867506112
ACH-000274,-0.16570463426961496
ACH-000277,-0.13213548912071574
ACH-000278,-0.21900910498716344
ACH-000279,-0.12879949276559402
ACH-000280,-0.2597219093861173
ACH-000281,-0.17022658840417804
ACH-000288,-0.2503830578336028
ACH-000291,-0.08903298897595031
ACH-000293,-0.3507537493407246
ACH-000294,-0.2759393707062364
ACH-000295,-0.29362923348540304
ACH-000296,-0.30693841596416177
ACH-000302,-0.23141753568520002
ACH-000304,-0.16118419743094226
ACH-000307,-0.15895072771079327
ACH-000308,-0.3183652020504095
ACH-000310,-0.20311684604821706
ACH-000311,-0.15740359031163606
ACH-000312,-0.1345455247218905
ACH-000315,-0.16664867668062852
ACH-000316,-0.32806634947911484
ACH-000317,-0.382235708587642
ACH-000318,-0.3689658898399503
ACH-000319,-0.31068972042110465
ACH-000320,-0.17187205958722465
ACH-000322,-0.10404548392714964
ACH-000323,-0.21377938567624016
ACH-000324,-0.20335435054755654
ACH-000329,-0.2273619824217317
ACH-000330,-0.1921727214354936
ACH-000331,-0.2170815892007648
ACH-000332,-0.17887227521141438
ACH-000334,-0.20665827406806864
ACH-000335,-0.31822227751091936
ACH-000336,-0.3784604106921123
ACH-000337,-0.4703353991325075
ACH-000338,-0.13257112373924335
ACH-000339,-0.1026186676684743
ACH-000341,-0.14400019729549546
ACH-000348,-0.2855174113148639
ACH-000350,-0.08610234987305254
ACH-000352,-0.2256516557436515
ACH-000356,-0.3004806613194102
ACH-000361,-0.21100203955994284
ACH-000362,-0.30374239929021496
ACH-000363,-0.16580572026179194
ACH-000364,-0.1987724329829461
ACH-000365,-0.30553115580130435
ACH-000366,-0.3322328200998487
ACH-000368,-0.17054497192911414
ACH-000374,-0.3288979835796021
ACH-000375,-0.0873282950662837
ACH-000376,-0.26653743552819714
ACH-000381,-0.4417270491520893
ACH-000383,-0.22267069213708396
ACH-000387,-0.16086758890219302
ACH-000389,-0.21258091515961236
ACH-000390,-0.25873360436368154
ACH-000393,-0.2851626139580283
ACH-000395,-0.16926540362202214
ACH-000396,-0.1226001980775086
ACH-000397,-0.2507723942796876
ACH-000401,-0.2407799789346815
ACH-000402,-0.1883153322647596
ACH-000403,-0.1953444944979242
ACH-000404,-0.07113861776077292
ACH-000406,-0.2271108446700691
ACH-000407,-0.3378083896357366
ACH-000408,-0.2842741038804661
ACH-000410,-0.2251577720700889
ACH-000411,-0.21947356056480466
ACH-000414,-0.17070823007339958
ACH-000415,-0.2613359154783016
ACH-000416,-0.1441584053978931
ACH-000420,-0.2092665123480192
ACH-000421,-0.2283630044510173
ACH-000424,-0.15658747773169407
ACH-000425,-0.15421629434078446
ACH-000426,-0.1271134010069469
ACH-000427,-0.020317612818969183
ACH-000433,-0.26442991271399585
ACH-000435,-0.1076159665121019
ACH-000436,-0.1596638019083176
ACH-000444,-0.19527294440846452
ACH-000445,-0.07822574435657287
ACH-000448,-0.1920858656966248
ACH-000450,-0.03539163385939422
ACH-000452,-0.2464564322001522
ACH-000454,-0.1878226706566876
ACH-000458,-0.31202232709082645
ACH-000459,-0.09913354080958316
ACH-000460,-0.189864308315815
ACH-000461,-0.420827461265712
ACH-000463,-0.17646107642883824
ACH-000464,-0.18309794057763387
ACH-000466,-0.12048826457732595
ACH-000467,-0.22572686264344366
ACH-000468,-0.2828705410460564
ACH-000469,-0.2999559018950536
ACH-000470,-0.1589192316469482
ACH-000471,-0.1833970495586036
ACH-000472,-0.1250408709325607
ACH-000473,-0.2478368387148181
ACH-000475,-0.1524259755136989
ACH-000476,-0.18238752762044672
ACH-000477,-0.326488589630078
ACH-000479,-0.1692139244859681
ACH-000480,-0.2310938904389444
ACH-000481,-0.2211498399601011
ACH-000483,-0.4107678814724115
ACH-000484,-0.2669674515003721
ACH-000485,-0.051135438082592126
ACH-000486,-0.2240015362185062
ACH-000487,-0.1418402310766769
ACH-000488,-0.18849644005255725
ACH-000490,-0.16353875048257416
ACH-000491,-0.1547793490494542
ACH-000495,-0.09026391396168193
ACH-000496,-0.2534939570010137
ACH-000499,-0.3260961915326411
ACH-000500,-0.1676857830596013
ACH-000502,-0.2932070524845322
ACH-000503,-0.550051905622941
ACH-000505,-0.2534261937618845
ACH-000507,-0.046424678822351934
ACH-000510,-0.1982415481063053
ACH-000511,-0.1334285357147005
ACH-000512,-0.28913925182099004
ACH-000516,-0.2042002236487884
ACH-000517,-0.21688672928311348
ACH-000518,-0.3155264999320346
ACH-000520,-0.2273333309152679
ACH-000521,-0.1016647699403974
ACH-000522,-0.22045241045722694
ACH-000524,-0.1706363784341839
ACH-000527,-0.1437157088584664
ACH-000528,-0.22157969255947768
ACH-000537,-0.23490450693541634
ACH-000541,-0.5666148996955518
ACH-000542,-0.12144938837131836
ACH-000544,-0.06880965566253916
ACH-000545,-0.3116960637039935
ACH-000547,-0.3105717739423465
ACH-000548,-0.2851598078245409
ACH-000549,-0.25219762330877205
ACH-000550,-0.1241665618055284
ACH-000552,-0.09734807349056204
ACH-000556,-0.1710294273336401
ACH-000557,-0.1750568625761073
ACH-000569,-0.4540062132643464
ACH-000570,-0.2662888243775905
ACH-000571,-0.2650582592732031
ACH-000573,-0.29467590158416257
ACH-000576,-0.1943203844966408
ACH-000579,-0.2533549933026808
ACH-000580,-0.24247648195121504
ACH-000584,-0.2652350790380185
ACH-000585,-0.262160313476671
ACH-000588,-0.24460031641098395
ACH-000589,-0.12666103069536808
ACH-000591,-0.15101467055873333
ACH-000593,-0.24770796431379066
ACH-000600,-0.25844192685851464
ACH-000601,-0.23100616959234335
ACH-000605,-0.0921425324312378
ACH-000606,-0.3663563338719645
ACH-000608,-0.21191248826193154
ACH-000614,-0.2435069652143553
ACH-000616,-0.15802779978560128
ACH-000618,-0.24848561785957946
ACH-000619,-0.24749213225231875
ACH-000620,-0.18837597018891225
ACH-000621,-0.25257773796620536
ACH-000622,-0.13430287629123305
ACH-000623,-0.2104046536672897
ACH-000624,-0.22262788592359048
ACH-000627,-0.16220906393840412
ACH-000630,-0.18465897315846425
ACH-000631,-0.6046762025106815
ACH-000632,-0.3080215618844401
ACH-000633,-0.20699919560504884
ACH-000637,-0.3694168560849129
ACH-000638,-0.19154598468181291
ACH-000646,-0.0605127074373527
ACH-000647,-0.23373240239811666
ACH-000648,-0.2299637483747749
ACH-000649,-0.2497468151378197
ACH-000651,-0.007380837724087469
ACH-000652,-0.24679839293998354
ACH-000653,-0.2854727966795476
ACH-000657,-0.2290622886717431
ACH-000658,-0.32987087634921874
ACH-000661,-0.4242471336926037
ACH-000662,-0.3985697985181825
ACH-000663,-0.24676215352264755
ACH-000665,-0.2807800753196534
ACH-000671,-0.25012032494185066
ACH-000672,-0.2781926558786875
ACH-000673,-0.20750478860913088
ACH-000676,-0.11292634196831634
ACH-000677,-0.23121214312584865
ACH-000681,-0.35728380933115617
ACH-000683,-0.21425657399472509
ACH-000684,-0.07995829056563254
ACH-000688,-0.10517024604682068
ACH-000693,-0.1758598404508976
ACH-000694,-0.20135088760931089
ACH-000695,-0.14259512125769372
ACH-000696,-0.2009840836288559
ACH-000697,0.08204750219848549
ACH-000699,-0.201508009219506
ACH-000701,-0.21665865280430804
