,CNN2 (1265)
ACH-000004,-0.3773108626274903
ACH-000005,-0.3388662827647121
ACH-000007,-0.4560680333762605
ACH-000009,-0.4066857606117589
ACH-000011,-0.24258546680899465
ACH-000012,-0.4786236699682392
ACH-000013,-0.3796519939490683
ACH-000014,-0.5433943228246327
ACH-000015,-0.5487910972499127
ACH-000017,-0.3689908680896801
ACH-000018,-0.5555625953323882
ACH-000019,-0.3529978209449493
ACH-000021,-0.5841542328300081
ACH-000022,-0.5218555266276558
ACH-000025,-0.502872421838274
ACH-000028,-0.5184578527459837
ACH-000030,-0.6695671829756723
ACH-000035,-0.4108063341958208
ACH-000036,-0.4920299140016369
ACH-000037,-0.3168458129206532
ACH-000039,-0.5390877805265155
ACH-000040,-0.3837742645024413
ACH-000041,-0.4720358333465834
ACH-000042,-0.42022538500984014
ACH-000045,-0.399859955200542
ACH-000047,-0.4947848683675587
ACH-000052,-0.3583480078330083
ACH-000053,-0.43842438277132895
ACH-000054,-0.4327678343733047
ACH-000055,-0.6454552792181034
ACH-000060,-0.5594984045014921
ACH-000067,-0.5314610292079683
ACH-000070,-0.4157766126472853
ACH-000075,-0.4614435902219188
ACH-000078,-0.5164769758192899
ACH-000082,-0.4559570495553728
ACH-000085,-0.5631729527716943
ACH-000086,-0.6676583042307308
ACH-000087,-0.273987513248601
ACH-000092,-0.44771550249047387
ACH-000095,-0.4271250651869716
ACH-000097,-0.6250987948276735
ACH-000098,-0.673913996943184
ACH-000099,-0.4771659144330908
ACH-000108,-0.5805870132370428
ACH-000113,-0.37306264507011205
ACH-000116,-0.4984006793672023
ACH-000118,-0.4430807504749958
ACH-000120,-0.5730766070012178
ACH-000123,-0.4489852792433896
ACH-000127,-0.6242341331623161
ACH-000128,-0.23720478472005235
ACH-000132,-0.660866813276845
ACH-000133,-0.4950808789718848
ACH-000137,-0.5842490246932486
ACH-000138,-0.4951673326975263
ACH-000142,-0.4166851129261217
ACH-000143,-0.5571000012241032
ACH-000146,-0.3390606614404182
ACH-000148,-0.4555256431392974
ACH-000150,-0.5117923668037514
ACH-000152,-0.548390154995091
ACH-000153,-0.22048684838517976
ACH-000159,-0.5177521826970825
ACH-000160,-0.4538548719084842
ACH-000163,-0.5461857269316589
ACH-000167,-0.1962165436949024
ACH-000168,-0.5671254487858941
ACH-000169,-0.3836008851787765
ACH-000178,-0.5407754779098756
ACH-000183,-0.7075857437526807
ACH-000188,-0.5606796224328677
ACH-000189,-0.6385252998916271
ACH-000190,-0.386628673238834
ACH-000198,-0.4372014255608183
ACH-000203,-0.7152077119195978
ACH-000204,-0.4613709978528278
ACH-000206,-0.5595162214291313
ACH-000207,-0.3952683641564861
ACH-000208,-0.4610843002820823
ACH-000210,-0.5438922973335955
ACH-000211,-0.559643254993739
ACH-000215,-0.599627472371425
ACH-000221,-0.653565392106354
ACH-000222,-0.3423975984560069
ACH-000223,-0.6195899546041578
ACH-000226,-0.5378603765967862
ACH-000227,-0.4573444940448663
ACH-000228,-0.4789565630363375
ACH-000231,-0.5465190120767199
ACH-000232,-0.5483119157629277
ACH-000233,-0.4438092492538036
ACH-000234,-0.5164729251973219
ACH-000235,-0.4837217940691002
ACH-000237,-0.6896184857351303
ACH-000238,-0.4337883362702023
ACH-000242,-0.5464596929389939
ACH-000243,-0.3272098260138893
ACH-000244,-0.4165138979569248
ACH-000246,-0.4816361801103213
ACH-000248,-0.4388668176469946
ACH-000250,-0.590131687321867
ACH-000251,-0.43857888395965067
ACH-000252,-0.8435663312929811
ACH-000253,-0.4310718168352353
ACH-000255,-0.4380808234607303
ACH-000256,-0.4734262054104194
ACH-000257,-0.5480045659296074
ACH-000258,-0.4863564104948783
ACH-000259,-0.4346818001798274
ACH-000260,-0.5567681908516758
ACH-000261,-0.5936009894129278
ACH-000262,-0.4764191846324155
ACH-000263,-0.584000844049855
ACH-000264,-0.6572081819580009
ACH-000265,-0.3468570255380013
ACH-000266,-0.5362681536268799
ACH-000272,-0.5172483692803674
ACH-000274,-0.6819380260587744
ACH-000277,-0.4086163591251041
ACH-000278,-0.4960993281735645
ACH-000279,-0.4777879223568089
ACH-000280,-0.499191063736526
ACH-000281,-0.6875343505374294
ACH-000288,-0.38437545524406025
ACH-000291,-0.5483922222998534
ACH-000293,-0.5801346729021928
ACH-000294,-0.3117185698116989
ACH-000295,-0.5288452277059543
ACH-000296,-0.8298054215336431
ACH-000302,-0.4688806966243562
ACH-000304,-0.4127914731189123
ACH-000307,-0.41149803941247415
ACH-000308,-0.5107179351916734
ACH-000310,-0.6522742022858495
ACH-000311,-0.3519050491659325
ACH-000312,-0.3885230065486757
ACH-000315,-0.5196454159694152
ACH-000316,-0.5005497925088057
ACH-000317,-0.22808164732453964
ACH-000318,-0.4171490281539226
ACH-000319,-0.4475768696749333
ACH-000320,-0.4198613893238975
ACH-000322,-0.5052907905108793
ACH-000323,-0.482439168357674
ACH-000324,-0.4691045870400999
ACH-000329,-0.3585406867828934
ACH-000330,-0.22209683567986285
ACH-000331,-0.5552559204463723
ACH-000332,-0.552781492845086
ACH-000334,-0.5860459682869464
ACH-000335,-0.4044057910888693
ACH-000336,-0.5112769798474961
ACH-000337,-0.7429354255774739
ACH-000338,-0.2655882322534641
ACH-000339,-0.5203771821755897
ACH-000341,-0.5505675311477458
ACH-000348,-0.3086380088565351
ACH-000350,-0.3679255672597752
ACH-000352,-0.6414625558092087
ACH-000356,-0.2871751180015905
ACH-000361,-0.7952449065744823
ACH-000362,-0.3215740564882276
ACH-000363,-0.3972428878409285
ACH-000364,-0.6445030779518731
ACH-000365,-0.5744165325604588
ACH-000366,-0.5086259645486971
ACH-000368,-0.4854784408407454
ACH-000374,-0.4696718072995454
ACH-000375,-0.5841827559661742
ACH-000376,-0.4979644318857926
ACH-000381,-0.4387426395464667
ACH-000383,-0.4331584623917759
ACH-000387,-0.5314959328409974
ACH-000389,-0.507880093226788
ACH-000390,-0.5265843716245223
ACH-000393,-0.5403071128507466
ACH-000395,-0.44193109546891374
ACH-000396,-0.6238554611020674
ACH-000397,-0.3980040446214499
ACH-000401,-0.6542717770493278
ACH-000402,-0.3081239848104213
ACH-000403,-0.6534383619991337
ACH-000404,-0.5477188635205584
ACH-000406,-0.2964881806609613
ACH-000407,-0.4668986927761684
ACH-000408,-0.6067320548355841
ACH-000410,-0.3999608066144708
ACH-000411,-0.5048920812328752
ACH-000414,-0.499457273431379
ACH-000415,-0.4766893329783574
ACH-000416,-0.5940653560381246
ACH-000420,-0.36375872722575936
ACH-000421,-0.4598482173667073
ACH-000424,-0.3781705020211613
ACH-000425,-0.4077767112345612
ACH-000426,-0.5465323578962974
ACH-000427,-0.5025759231881205
ACH-000433,-0.4384926522599418
ACH-000435,-0.3458974708061942
ACH-000436,-0.6586222421623507
ACH-000444,-0.4076685478611948
ACH-000445,-0.7062879633721272
ACH-000448,-0.4930401209107915
ACH-000450,-0.5782909371384718
ACH-000452,-0.348898749568144
ACH-000454,-0.4449937499774103
ACH-000458,-0.44003204135305496
ACH-000459,-0.32671257315835395
ACH-000460,-0.4845499918124616
ACH-000461,-0.5827493130744174
ACH-000463,-0.5180600313520363
ACH-000464,-0.4837569502186961
ACH-000466,-0.6612031948009368
ACH-000467,-0.4228319930366074
ACH-000468,-0.4530153088782933
ACH-000469,-0.5653711845208048
ACH-000470,-0.4544046166785683
