,TUBA3C (7278)
ACH-000004,-0.28556026282222835
ACH-000005,-0.06938428513885267
ACH-000007,-0.4333344063723628
ACH-000009,-0.06051290075643475
ACH-000011,-0.3162688225788091
ACH-000012,-0.13090607301381416
ACH-000013,-0.1956679253109399
ACH-000014,-0.17325042565195475
ACH-000015,-0.37119690211412576
ACH-000017,-0.05789094265843499
ACH-000018,-0.0690819030525252
ACH-000019,-0.06745541759490359
ACH-000021,-0.3182271495918611
ACH-000022,-0.10736381613149833
ACH-000025,-0.2256746416142593
ACH-000028,-0.202412753266114
ACH-000030,-0.1752248892631008
ACH-000035,-0.2456164706816549
ACH-000036,-0.12268134450380212
ACH-000037,-0.15807058530706494
ACH-000039,-0.17023536722835253
ACH-000040,-0.18959887106220516
ACH-000041,-0.1799553590304183
ACH-000042,-0.4097232587461245
ACH-000045,-0.16966432216684774
ACH-000047,-0.22640773074475304
ACH-000052,-0.2520502842487328
ACH-000053,-0.13578789229746366
ACH-000054,-0.1992252581784537
ACH-000055,-0.178990200512836
ACH-000060,-0.2893858311606661
ACH-000067,-0.24937987686775864
ACH-000070,-0.2607030822200573
ACH-000075,-0.32182683486535124
ACH-000078,-0.2605489447860145
ACH-000082,-0.06571314992959656
ACH-000085,-0.23389577356461905
ACH-000086,-0.20016286616415144
ACH-000087,-0.01040683797623151
ACH-000092,-0.14184779988683607
ACH-000095,-0.1504446544265071
ACH-000097,-0.15483906265444364
ACH-000098,-0.1961818991380945
ACH-000099,-0.3505354640697646
ACH-000108,-0.11411209903240095
ACH-000113,-0.2434898393983752
ACH-000116,-0.2531974238056001
ACH-000118,-0.2335330149584975
ACH-000120,-0.02649928415617086
ACH-000123,-0.18846033522638855
ACH-000127,-0.2663449736012156
ACH-000128,-0.2384065890217138
ACH-000132,-0.2230261376693788
ACH-000133,-0.188408216055202
ACH-000137,-0.1823077365231241
ACH-000138,-0.09642307544579858
ACH-000142,0.024614722227412896
ACH-000143,-0.14712219375518926
ACH-000146,-0.07273502832173002
ACH-000148,-0.21074988153549487
ACH-000150,-0.2925832224853204
ACH-000152,-0.28313546815349483
ACH-000153,-0.1526604106713609
ACH-000159,-0.16849810218048672
ACH-000160,-0.1872962116605932
ACH-000163,-0.1209679466494576
ACH-000167,0.0740468189607873
ACH-000168,-0.2484552713897551
ACH-000169,-0.12612787801558914
ACH-000178,-0.14386089438797978
ACH-000183,-0.02985121047872932
ACH-000188,-0.2519313767328325
ACH-000189,-0.2786928925432644
ACH-000190,-0.1095167021128311
ACH-000198,-0.15670238841186052
ACH-000203,-0.2839125935731989
ACH-000204,-0.3223280421839783
ACH-000206,-0.26763625855599404
ACH-000207,0.013850357417951334
ACH-000208,-0.20546568297088325
ACH-000210,-0.2801081710045505
ACH-000211,-0.2782684804359623
ACH-000215,-0.22342914304528266
ACH-000221,-0.33365313074126424
ACH-000222,-0.056561269815537676
ACH-000223,-0.2295072598670324
ACH-000226,-0.20860301990184651
ACH-000227,-0.2981471511830514
ACH-000228,-0.3248351895217213
ACH-000231,-0.30910414794026764
ACH-000232,-0.14880609896813415
ACH-000233,-0.054738173372373584
ACH-000234,-0.12077360001916088
ACH-000235,-0.11661964851217856
ACH-000237,-0.20816351493621052
ACH-000238,-0.13992679018778956
ACH-000242,-0.1788950221749216
ACH-000243,-0.08590421478247695
ACH-000244,-0.19521323177552868
ACH-000246,-0.18778071301263627
ACH-000248,-0.2650115623104772
ACH-000250,-0.23429108570643356
ACH-000251,-0.2824394074585101
ACH-000252,-0.02431034204686067
ACH-000253,-0.1839198909648214
ACH-000255,-0.1298930543610749
ACH-000256,-0.3987177921224163
ACH-000257,-0.2770726066684192
ACH-000258,-0.3975548747107109
ACH-000259,-0.15525859675842044
ACH-000260,-0.11688524205460099
ACH-000261,-0.13900695455566092
ACH-000262,-0.19229166934458497
ACH-000263,0.0371243558237857
ACH-000264,-0.3746972250202355
ACH-000265,-0.33544062986850337
ACH-000266,-0.22490949551825615
ACH-000272,-0.21708891337373812
ACH-000274,-0.15125616669761086
ACH-000277,-0.1620886411866237
ACH-000278,-0.251955419138678
ACH-000279,-0.1988790129159489
ACH-000280,-0.23773970655928955
ACH-000281,-0.12471773466646642
ACH-000288,-0.24223861266662294
ACH-000291,-0.3268439435229657
ACH-000293,-0.15754498909653175
ACH-000294,-0.15985274522751133
ACH-000295,-0.30573737079434066
ACH-000296,-0.0698236433409462
ACH-000302,-0.2838206109484264
ACH-000304,-0.053432906908351036
ACH-000307,-0.25431060367864583
ACH-000308,-0.09644197734651687
ACH-000310,-0.012729109857813371
ACH-000311,-0.07435565894924312
ACH-000312,-0.01316677990349563
ACH-000315,-0.1823824581698425
ACH-000316,-0.11125771544297634
ACH-000317,-0.1293105119607579
ACH-000318,-0.11201197831831712
ACH-000319,-0.04722821655385182
ACH-000320,-0.15775792344925546
ACH-000322,-0.2650395656997708
ACH-000323,-0.2298039865298841
ACH-000324,-0.26805580627493364
ACH-000329,-0.17249534965568689
ACH-000330,-0.2898323557067337
ACH-000331,-0.32976068266900144
ACH-000332,-0.12321786591780785
ACH-000334,-0.1826263621694008
ACH-000335,0.00747930652324469
ACH-000336,-0.16559137625710332
ACH-000337,-0.2141099309553296
ACH-000338,-0.2088702466161577
ACH-000339,-0.05835878325970679
ACH-000341,-0.05831650379490279
ACH-000348,-0.18317912793422386
ACH-000350,-0.0988672208528734
ACH-000352,-0.3730983536851053
ACH-000356,-0.3008948344133713
ACH-000361,-0.1654960080979636
ACH-000362,-0.11042807388507332
ACH-000363,-0.18013879095396668
ACH-000364,-0.3196623463928798
ACH-000365,-0.2085326455224256
ACH-000366,-0.13486842900274196
ACH-000368,-0.1175158870226265
ACH-000374,0.07549477937766055
ACH-000375,-0.18587008288219695
ACH-000376,-0.2468987513949445
ACH-000381,-0.4279161451828439
ACH-000383,-0.1843486897386746
ACH-000387,-0.13275952530145307
ACH-000389,-0.2260348733226568
ACH-000390,-0.3191798218305902
ACH-000393,-0.2296491686186285
ACH-000395,-0.13045604054614782
ACH-000396,-0.276521887546893
ACH-000397,-0.2063020519031784
ACH-000401,-0.12432005673240018
ACH-000402,-0.4367826284562329
ACH-000403,-0.2908873577731213
ACH-000404,-0.1859685307729053
ACH-000406,-0.18983912226516086
ACH-000407,-0.12127651303760065
ACH-000408,-0.2528496650095498
ACH-000410,-0.26766034265440936
ACH-000411,-0.3558109791809593
ACH-000414,-0.15549700527338686
ACH-000415,-0.2228523878297839
ACH-000416,-0.1654262138396093
ACH-000420,-0.31208210492770383
ACH-000421,-0.26035005100880776
ACH-000424,-0.18471760157603548
ACH-000425,-0.1804588862545728
ACH-000426,-0.4216582215817062
