,LRRC75A (388341)
ACH-000004,-0.016078808937957708
ACH-000005,-0.3309796446091701
ACH-000007,-0.15344701091672508
ACH-000009,-0.4619918968686408
ACH-000011,-0.2557996619552265
ACH-000012,-0.15237473947889071
ACH-000013,-0.2955139502809743
ACH-000014,0.17782652983756028
ACH-000015,-0.24170772945609806
ACH-000017,-0.23770129964295106
ACH-000018,-0.2897757277160827
ACH-000019,-0.05110107133651588
ACH-000021,-0.1050331515455492
ACH-000022,-0.3117743802687523
ACH-000025,-0.014557142975865509
ACH-000028,-0.1941732769254615
ACH-000030,-0.13898799676566062
ACH-000035,-0.2974635835910752
ACH-000036,-0.3531160946466442
ACH-000037,-0.19872081734259872
ACH-000039,-0.10079194163893304
ACH-000040,-0.39519828789344197
ACH-000041,-0.37438834923990505
ACH-000042,-0.34816391334072344
ACH-000045,-0.4116556428058085
ACH-000047,-0.17671430081225645
ACH-000052,-0.3824875467091233
ACH-000053,-0.2195455826007116
ACH-000054,-0.11836990549212127
ACH-000055,-0.2617724451920874
ACH-000060,-0.2459793320494277
ACH-000067,-0.4131055990220422
ACH-000070,-0.20750528595945394
ACH-000075,-0.1982324128439656
ACH-000078,-0.30825363441172404
ACH-000082,-0.4166092926282477
ACH-000085,-0.5655265714264945
ACH-000086,-0.06994637861278342
ACH-000087,-0.22172094580279805
ACH-000092,-0.3372904570969742
ACH-000095,-0.22142904312650305
ACH-000097,-0.37298314356696616
ACH-000098,-0.2569135078471565
ACH-000099,-0.140093862920331
ACH-000108,0.024007577648565682
ACH-000113,-0.16798771765782167
ACH-000116,-0.2609416986271725
ACH-000118,-0.039620156142587334
ACH-000120,-0.23655906403985355
ACH-000123,-0.052951436223311686
ACH-000127,-0.1381448069314696
ACH-000128,-0.11899558605705415
ACH-000132,-0.2213046322605166
ACH-000133,-0.37956874420448655
ACH-000137,-0.28806698135310904
ACH-000138,-0.08665715196133676
ACH-000142,-0.20340687738913665
ACH-000143,-0.3636329089356606
ACH-000146,-0.12151684858198868
ACH-000148,-0.30920293372022123
ACH-000150,-0.3118950523355638
ACH-000152,-0.2538796605786161
ACH-000153,-0.4497828194480529
ACH-000159,-0.09925069800650532
ACH-000160,-0.19990025162411346
ACH-000163,-0.34365986296894496
ACH-000167,-0.043387736361562984
ACH-000168,-0.12398429312278987
ACH-000169,-0.3121336474700157
ACH-000178,-0.13044527927733676
ACH-000183,-0.014827778849425715
ACH-000188,-0.37987597270364665
ACH-000189,-0.08221554594054442
ACH-000190,-0.1840566071824623
ACH-000198,-0.027005743896121686
ACH-000203,0.11194658359464256
ACH-000204,-0.2355821631633615
ACH-000206,-0.20470852930216635
ACH-000207,-0.2745756214716413
ACH-000208,-0.3108772439127456
ACH-000210,-0.10663757481887542
ACH-000211,-0.14029529848318584
ACH-000215,-0.13510201409918324
ACH-000221,-0.14059131223629706
ACH-000222,-0.2848315540926981
ACH-000223,-0.016792183903234326
ACH-000226,-0.3949634934438987
ACH-000227,-0.3224294900243799
ACH-000228,-0.29672069149093155
ACH-000231,-0.21905023596656095
ACH-000232,-0.13529930836316398
ACH-000233,-0.07768733872428052
ACH-000234,-0.14716078137337116
ACH-000235,-0.1939924071993967
ACH-000237,-0.2360397716364964
ACH-000238,-0.6887254311365587
ACH-000242,-0.34957247193114804
ACH-000243,-0.2470360690790373
ACH-000244,-0.1252841631275146
ACH-000246,-0.2428444573893085
ACH-000248,-0.08173552294011521
ACH-000250,-0.21616656629657965
ACH-000251,-0.18022617653065406
ACH-000252,-0.09376491830519966
ACH-000253,-0.11516678718353215
ACH-000255,-0.3306777252636878
ACH-000256,-0.2612790935230921
ACH-000257,0.014985339300703556
ACH-000258,-0.3189470664483112
ACH-000259,-0.21672052228452365
