,RFC5 (5985)
ACH-000004,-1.0975848541714996
ACH-000005,-0.8944856421312419
ACH-000007,-0.6027488694511822
ACH-000009,-0.8522951099848631
ACH-000011,-0.7680775602218641
ACH-000012,-0.862851753012935
ACH-000013,-0.8558205023915803
ACH-000014,-0.8446373459666487
ACH-000015,-0.8540544265355255
ACH-000017,-1.019045541827844
ACH-000018,-0.9311122072393004
ACH-000019,-0.6920193100677682
ACH-000021,-0.991116869158958
ACH-000022,-0.7865819975195746
ACH-000025,-1.1048335874731523
ACH-000028,-0.727297631586678
ACH-000030,-0.8580295428959063
ACH-000035,-0.9329654216425236
ACH-000036,-0.963893843562386
ACH-000037,-0.6917202600643292
ACH-000039,-0.8557724333104856
ACH-000040,-0.8054635549757342
ACH-000041,-0.8045721369463704
ACH-000042,-0.9247263301223348
ACH-000045,-0.8114663609012471
ACH-000047,-0.7771697774792733
ACH-000052,-0.8758933575128199
ACH-000053,-0.8104499913766018
ACH-000054,-0.7512887566275257
ACH-000055,-1.0959967809796254
ACH-000060,-0.8232044905864059
ACH-000067,-0.8612266888096031
ACH-000070,-1.032281746151866
ACH-000075,-0.8010632577683863
ACH-000078,-0.7699957164258674
ACH-000082,-0.6926539222495992
ACH-000085,-0.6873555513459942
ACH-000086,-0.989157311169294
ACH-000087,-0.6837216525199438
ACH-000092,-0.9044471000833394
ACH-000095,-0.7307237299966561
ACH-000097,-0.7656589049734409
ACH-000098,-0.8081476074030923
ACH-000099,-0.834544415080576
ACH-000108,-0.7309557905496791
ACH-000113,-0.6952072197872514
ACH-000116,-0.8570903370865065
ACH-000118,-0.8283760594689358
ACH-000120,-0.9530272701545008
ACH-000123,-0.8843732923394472
ACH-000127,-0.8089927469254522
ACH-000128,-0.8960455290790478
ACH-000132,-1.0846696052336473
ACH-000133,-0.8816849100178424
ACH-000137,-1.0262592172878249
ACH-000138,-0.8089923118645105
ACH-000142,-0.7634238341782341
ACH-000143,-0.7031483329784095
ACH-000146,-0.913106684888102
ACH-000148,-0.919966216302462
ACH-000150,-1.1083332371088963
ACH-000152,-0.9436906073314449
ACH-000153,-0.8533283068032717
ACH-000159,-0.6721167395995571
ACH-000160,-0.9082130673277522
ACH-000163,-0.9281934165722228
ACH-000167,-0.8280901501451137
ACH-000168,-0.8558669548562133
ACH-000169,-0.7968612872185035
ACH-000178,-0.9453085404456348
ACH-000183,-0.8044651778095371
ACH-000188,-0.6686899492875699
ACH-000189,-0.9547815461278508
ACH-000190,-0.9467658819037889
ACH-000198,-0.8783354341920292
ACH-000203,-0.7379091110963927
ACH-000204,-0.6094865614597631
ACH-000206,-0.8902719322601944
ACH-000207,-0.7055821750468566
ACH-000208,-0.9415373620473644
ACH-000210,-1.0008521293577732
ACH-000211,-0.9266578502322972
ACH-000215,-0.9664270358313009
ACH-000221,-1.1964054755835332
ACH-000222,-0.7717676711361867
ACH-000223,-1.0778170567690804
ACH-000226,-0.8264030163631266
ACH-000227,-1.0403051980751774
ACH-000228,-0.8624996751538925
ACH-000231,-1.0472559059842703
ACH-000232,-0.8236810147948337
ACH-000233,-0.8012091698321708
ACH-000234,-0.6930155365420474
ACH-000235,-0.749815399619247
ACH-000237,-0.8866244303293471
ACH-000238,-0.9616590775741432
ACH-000242,-0.9969812469919892
ACH-000243,-0.8030113405367664
ACH-000244,-0.3961126183265774
ACH-000246,-0.8205688691103671
ACH-000248,-0.9245481609598049
ACH-000250,-0.7454075103316185
ACH-000251,-1.0374670925119192
ACH-000252,-1.0020470506850252
ACH-000253,-0.7783621106692737
ACH-000255,-0.8564569667002773
ACH-000256,-0.980587558139864
ACH-000257,-0.8446664747994382
ACH-000258,-0.6558080463014789
ACH-000259,-0.8206221147403463
ACH-000260,-0.7531682341027209
ACH-000261,-0.8949168228818164
ACH-000262,-0.8928302457484392
ACH-000263,-0.7049455101017603
ACH-000264,-0.9349013719631162
ACH-000265,-0.8269495185584466
ACH-000266,-0.9068079288394948
ACH-000272,-0.8308229491405622
ACH-000274,-0.6316817107960396
ACH-000277,-0.6628843958628516
ACH-000278,-1.2039082871736395
ACH-000279,-0.8641425603005386
ACH-000280,-0.6681373187154338
ACH-000281,-0.9737301762293324
ACH-000288,-0.9567042372594315
ACH-000291,-0.8132219857690802
ACH-000293,-0.7616328783465998
ACH-000294,-0.7723356640988441
ACH-000295,-0.932191140817398
ACH-000296,-0.9310469316098566
ACH-000302,-0.7761642733223452
ACH-000304,-1.0210408757627865
ACH-000307,-0.7345081952136477
ACH-000308,-1.1081813786689378
ACH-000310,-0.7078071208696022
ACH-000311,-0.7524149005132122
ACH-000312,-0.8560569790918178
ACH-000315,-0.8743802946260821
ACH-000316,-0.9973792859727002
ACH-000317,-0.9311538189174882
ACH-000318,-0.8131912814536193
ACH-000319,-1.0007216505451653
ACH-000320,-0.9223754754521593
ACH-000322,-0.7585088119178878
ACH-000323,-1.0483239330690663
ACH-000324,-0.7925805315906361
ACH-000329,-0.8691614222932829
ACH-000330,-0.8518637908966799
ACH-000331,-0.9352143283214921
ACH-000332,-0.7566831690730859
ACH-000334,-0.6550668818801504
ACH-000335,-0.8258288657920502
ACH-000336,-0.911788537152557
ACH-000337,-0.6535263654976011
ACH-000338,-1.2583548292026685
ACH-000339,-0.9648275164879692
ACH-000341,-0.7245472406439131
ACH-000348,-0.8576742126425992
ACH-000350,-0.6312852799443694
ACH-000352,-0.8144433434763199
ACH-000356,-0.772570296433103
ACH-000361,-0.8799439981240925
ACH-000362,-0.8978989461092554
ACH-000363,-0.7296450287373994
ACH-000364,-0.9786247910244013
ACH-000365,-0.9243830158269222
ACH-000366,-0.8406597914585691
ACH-000368,-0.8751509204455671
ACH-000374,-0.9219026566569776
ACH-000375,-0.8972883310576705
ACH-000376,-0.8091965971298561
ACH-000381,-0.6820603068000589
ACH-000383,-0.8507673176628051
ACH-000387,-0.9304170793120572
ACH-000389,-0.9911586913188544
ACH-000390,-0.7459304018040498
ACH-000393,-0.7392839324430353
ACH-000395,-0.7033791124171441
ACH-000396,-0.9645016197368826
ACH-000397,-1.023567198625739
ACH-000401,-0.9796357990925474
ACH-000402,-0.75291628839443
ACH-000403,-0.8293747580133072
ACH-000404,-0.8008223925536968
ACH-000406,-0.9219586962496586
ACH-000407,-0.9810384922382708
ACH-000408,-0.887798449725772
ACH-000410,-0.9034312104445441
ACH-000411,-0.8779547942688908
ACH-000414,-0.6718923272352654
ACH-000415,-0.922592580667248
ACH-000416,-1.0741761873811049
ACH-000420,-0.8768761948208477
ACH-000421,-0.8582990289614394
ACH-000424,-0.8090586697829405
ACH-000425,-0.6881054657617739
ACH-000426,-0.5465082424389541
ACH-000427,-0.846718296380189
ACH-000433,-0.8796391135043194
ACH-000435,-0.9722400004906662
ACH-000436,-0.8495837288707601
ACH-000444,-0.7519414579960768
ACH-000445,-0.9796111431195058
ACH-000448,-0.7769515534293732
ACH-000450,-0.5330913155715705
ACH-000452,-0.9525333836925484
ACH-000454,-0.8210288049442275
ACH-000458,-0.7209609933870215
ACH-000459,-0.3056508765200849
ACH-000460,-0.8479821094380995
ACH-000461,-0.8027074513535353
ACH-000463,-0.7886167944492901
ACH-000464,-0.7555813594783067
ACH-000466,-0.7883359599210876
ACH-000467,-0.8280548204040584
ACH-000468,-0.8834416069095117
ACH-000469,-0.8996773501110923
ACH-000470,-0.9439006417746006
ACH-000471,-0.8084398725486432
ACH-000472,-0.7824180640721028
ACH-000473,-0.8190904518990177
ACH-000475,-0.8374170539102916
ACH-000476,-0.5507297919531486
ACH-000477,-0.5445224435889335
ACH-000479,-0.7520516813543755
ACH-000480,-0.9577366393768884
ACH-000481,-1.0680987294813211
ACH-000483,-0.657328765423245
ACH-000484,-0.8500997535474768
ACH-000485,-0.612703083261443
ACH-000486,-0.7790975955563254
ACH-000487,-0.816177899175737
ACH-000488,-0.6948427941889633
ACH-000490,-0.7364658101806777
ACH-000491,-0.7064624091157471
ACH-000495,-0.8220078866887098
ACH-000496,-0.9024749648223164
ACH-000499,-0.9399775951849793
ACH-000500,-1.4240439085665282
ACH-000502,-0.7069280343837732
ACH-000503,-0.8042147291991432
ACH-000505,-0.7990757217459197
ACH-000507,-0.6537311214815112
ACH-000510,-0.9506554684252254
ACH-000511,-0.8816370895006026
ACH-000512,-1.0019513577875545
ACH-000516,-0.7745256211687167
ACH-000517,-0.8165338489005856
ACH-000518,-0.7807600070316187
ACH-000520,-1.026531011674166
ACH-000521,-0.8612839928146713
ACH-000522,-1.1125862752978837
ACH-000524,-0.7777794039646261
ACH-000527,-0.8949221353516722
ACH-000528,-0.8745299292061505
ACH-000537,-0.9020458557551864
ACH-000541,-0.7890454865117397
ACH-000542,-0.9713316956246544
ACH-000544,-0.9703008925388577
ACH-000545,-0.9481841355531624
ACH-000547,-0.4887215963406906
ACH-000548,-0.7382834781454755
ACH-000549,-0.8094986433585181
ACH-000550,-1.0295562500956004
ACH-000552,-0.7666923292943603
ACH-000556,-0.7126412645546063
ACH-000557,-0.7779685304620504
ACH-000569,-0.6758375046556235
ACH-000570,-0.6341053519638505
ACH-000571,-0.6637389245581106
ACH-000573,-0.8707782825664885
ACH-000576,-0.7456466403607713
ACH-000579,-0.72718847618707
ACH-000580,-0.7892255372753343
ACH-000584,-0.9718467547335244
ACH-000585,-0.9068097230486232
ACH-000588,-0.7542293323620182
ACH-000589,-0.7444258277163771
ACH-000591,-0.8079948854746226
ACH-000593,-0.8157706576835323
ACH-000600,-0.7016417327123262
ACH-000601,-0.8854954403669588
ACH-000605,-0.8775453311742979
ACH-000606,-0.8640002533235103
ACH-000608,-0.7053562704776924
ACH-000614,-0.7517281755784986
ACH-000616,-0.8932308733130232
ACH-000618,-0.8213526480117019
ACH-000619,-0.7172710226394516
ACH-000620,-0.9100851365444054
ACH-000621,-0.7305222545721244
ACH-000622,-0.8811285513503978
ACH-000623,-0.8009334396078056
ACH-000624,-0.6891547678215281
ACH-000627,-0.8522942771399692
ACH-000630,-0.7441959662689778
ACH-000631,-1.0315940668852543
ACH-000632,-0.9446445686462784
ACH-000633,-0.6197303883680949
ACH-000637,-0.7758433074268669
ACH-000638,-0.7491600880071019
ACH-000646,-0.4556460375324858
ACH-000647,-0.8073956612460746
ACH-000648,-0.70029535444007
ACH-000649,-0.8085909770015293
ACH-000651,-0.8742582027261069
ACH-000652,-0.7387835227864592
ACH-000653,-0.9273164802450092
ACH-000657,-0.7449221042006884
ACH-000658,-0.7801530921877108
ACH-000661,-0.7476402839048073
ACH-000662,-0.7218820855996682
ACH-000663,-0.7938522789839217
ACH-000665,-1.0065415753221378
ACH-000671,-0.7198680116790654
ACH-000672,-0.8255397682868159
ACH-000673,-0.8183498584763835
ACH-000676,-1.0205293217763736
