,ADPRM (56985)
ACH-000004,0.09153927011970804
ACH-000005,0.2423900654249572
ACH-000007,0.2449295963876025
ACH-000009,0.07182547311844646
ACH-000011,0.19376184410265296
ACH-000012,0.10433822520643478
ACH-000013,0.1357584714524522
ACH-000014,0.11935736667216455
ACH-000015,0.12612787470791675
ACH-000017,0.07099571217067112
ACH-000018,0.08680184486612816
ACH-000019,0.4352255980880866
ACH-000021,0.17431415089477645
ACH-000022,0.1389319714874697
ACH-000025,0.0962773215353952
ACH-000028,0.19964999771703315
ACH-000030,0.07369199756940305
ACH-000035,-0.0217471975542661
ACH-000036,0.16926759544482173
ACH-000037,0.12237954337261138
ACH-000039,0.23525432906145466
ACH-000040,0.09765300096941464
ACH-000041,0.009166981232034186
ACH-000042,-0.1106563185329848
ACH-000045,-0.03389605410587915
ACH-000047,0.06034501741480613
ACH-000052,0.0639494550295779
ACH-000053,0.24659167628168965
ACH-000054,0.2407980903960312
ACH-000055,-0.06386290277672682
ACH-000060,0.100485773015263
ACH-000067,0.09182675098422076
ACH-000070,0.21307655320442528
ACH-000075,0.1522938159368976
ACH-000078,0.1680818938686158
ACH-000082,0.144464956835572
ACH-000085,-0.17346713202860126
ACH-000086,0.13336790573782786
ACH-000087,0.1130402856832686
ACH-000092,0.16781610272267505
ACH-000095,0.03248852027109191
ACH-000097,0.053092453850381666
ACH-000098,0.13214925445957967
ACH-000099,0.12769116600755911
ACH-000108,0.2007553899911738
ACH-000113,0.2194452250856911
ACH-000116,0.12962528090583342
ACH-000118,0.10483388486169387
ACH-000120,0.1609665630785372
ACH-000123,0.07741498810473897
ACH-000127,0.1618459316240475
ACH-000128,0.1988114191085312
ACH-000132,0.17209101103572275
ACH-000133,0.04281116330535895
ACH-000137,-0.02010585392557796
ACH-000138,0.13197941881431505
ACH-000142,0.14753474647422318
ACH-000143,0.1047999726053702
ACH-000146,0.10977127263760786
ACH-000148,0.04253923330667173
ACH-000150,0.1476316869622684
ACH-000152,0.0439353765631168
ACH-000153,0.17201216596521654
ACH-000159,0.1842417583319698
ACH-000160,0.10290755953304832
ACH-000163,0.13137548759216575
ACH-000167,-0.028646065343672655
ACH-000168,0.10536073810153726
ACH-000169,0.13847270803591752
ACH-000178,0.0857090452834659
ACH-000183,0.2055662647368571
