,LACRT (90070)
ACH-000004,0.03538561089613757
ACH-000005,-0.2580985698599997
ACH-000007,-0.055435137127918636
ACH-000009,-0.033432212264219635
ACH-000011,0.07662494370295563
ACH-000012,-0.03841685791000846
ACH-000013,-0.10614090513270186
ACH-000014,0.18414213463149445
ACH-000015,-0.12066135007593748
ACH-000017,-0.11983708664142904
ACH-000018,0.17183651671848302
ACH-000019,-0.08370479794102106
ACH-000021,-0.039489596799465364
ACH-000022,-0.05492843973244101
ACH-000025,-0.10446762575043418
ACH-000028,-0.03855537337553727
ACH-000030,-0.034606126685576374
ACH-000035,-0.05766594937239715
ACH-000036,0.13579516435139188
ACH-000037,-0.037599568770165015
ACH-000039,0.1832090120521908
ACH-000040,-0.21791275505484126
ACH-000041,-0.21867507885891466
ACH-000042,0.012825278664298166
ACH-000045,-0.08055954114266181
ACH-000047,0.14091798541802114
ACH-000052,-0.2295966836723369
ACH-000053,-0.01312186526267027
ACH-000054,-0.09815332879921057
ACH-000055,-0.006269973364336037
ACH-000060,0.2002259038073624
ACH-000067,-0.03975714874885095
ACH-000070,-0.021270897850382487
ACH-000075,-0.02268745897344096
ACH-000078,0.14221972866099525
ACH-000082,-0.031124001763701583
ACH-000085,-0.07525529965573051
ACH-000086,-0.12871430619077714
ACH-000087,-0.1383050615280175
ACH-000092,-0.013960478266902256
ACH-000095,0.005286437114187442
ACH-000097,0.035497129373300816
ACH-000098,0.10712144236060964
ACH-000099,0.0014766459997423347
ACH-000108,0.0736074460025987
ACH-000113,0.0040142788909345
ACH-000116,0.05454268716351232
ACH-000118,-0.0726087033373915
ACH-000120,0.006114476032448042
ACH-000123,-0.03365135370962949
ACH-000127,0.031358945890835474
ACH-000128,-0.04282498436375503
ACH-000132,0.015022746069418473
ACH-000133,-0.12746601417654513
ACH-000137,0.1045145037048178
ACH-000138,0.012142640442654794
ACH-000142,0.11166711655475836
ACH-000143,0.06722106634840816
ACH-000146,0.053495342785167516
ACH-000148,0.018444000733969304
ACH-000150,-0.2535863612133499
ACH-000152,-0.10492270065399796
ACH-000153,0.07801191317805489
ACH-000159,-0.012616817374256857
ACH-000160,-0.13847084380323113
ACH-000163,0.024553533157114844
ACH-000167,0.3378362706902429
ACH-000168,-0.09864089954842048
ACH-000169,0.004708961142111894
ACH-000178,-0.10608857473064956
ACH-000183,-0.009040243502263748
ACH-000188,0.0342320095585995
ACH-000189,0.17949087927644827
ACH-000190,-0.299401484431919
ACH-000198,-0.042525575925083166
ACH-000203,0.15924477645990726
ACH-000204,-0.12208724549749862
ACH-000206,0.10512455697231357
ACH-000207,0.07963218415786377
ACH-000208,-0.10082562218075393
ACH-000210,-0.0724848031580161
ACH-000211,0.035328786607429045
ACH-000215,-0.0573870189383256
ACH-000221,-0.052619641237334286
