,ARL2BP (23568)
ACH-000004,-0.07017957589620709
ACH-000005,-0.2107380602290465
ACH-000007,0.06209257919113027
ACH-000009,-0.018751574912834083
ACH-000011,0.09765473080584704
ACH-000012,-0.0619229462430177
ACH-000013,0.017395833832624576
ACH-000014,-0.11822384504017157
ACH-000015,0.2516104642918468
ACH-000017,-0.13669914905371014
ACH-000018,-0.10856544336915512
ACH-000019,-0.12913121397520735
ACH-000021,0.02339080428399533
ACH-000022,0.06371120952267319
ACH-000025,0.015045482535635216
ACH-000028,-0.033751796337241624
ACH-000030,0.05034254191569846
ACH-000035,-0.19229165568865966
ACH-000036,-0.10170658741578344
ACH-000037,-0.3450374369153294
ACH-000039,0.08267852005221027
ACH-000040,-0.15559767562718216
ACH-000041,-0.01783704497864131
ACH-000042,-0.08916373508479554
ACH-000045,0.04373878990397962
ACH-000047,-0.14161664611835606
ACH-000052,-0.07540220656396998
ACH-000053,-0.022441133433898974
ACH-000054,-0.095315209072915
ACH-000055,0.017835619631839134
ACH-000060,-0.0831461832805931
ACH-000067,-0.055968096172669464
ACH-000070,0.1452566781023377
ACH-000075,-0.4979161101464364
ACH-000078,0.00740081490054702
ACH-000082,-0.06180359533276662
ACH-000085,0.19465192697925696
ACH-000086,-0.09564880881549866
ACH-000087,-0.02270593502184257
ACH-000092,-0.05009024569446417
ACH-000095,-0.01795400497680835
ACH-000097,-0.17964494551479124
ACH-000098,-0.038496425152666866
ACH-000099,-0.18131263844960072
ACH-000108,0.09272180908289747
ACH-000113,-0.144640641693714
ACH-000116,0.0523647240506308
ACH-000118,-0.027534940377443647
ACH-000120,-0.12808682247215195
ACH-000123,0.13211300218191224
ACH-000127,-0.0393184653450517
ACH-000128,0.031712167542678166
ACH-000132,-0.29866836513930256
ACH-000133,-0.10127243269612324
ACH-000137,-0.07936420004228932
ACH-000138,-0.07219525939471888
ACH-000142,0.05385900962708151
ACH-000143,0.0279138912788792
ACH-000146,0.10094993928989617
ACH-000148,-0.06072913892169963
ACH-000150,-0.029194540880763557
ACH-000152,-0.11889334539881387
ACH-000153,0.11093532046373927
ACH-000159,-0.09108739044047633
ACH-000160,0.1874064425184872
ACH-000163,0.13277159087960128
ACH-000167,0.3817562513083307
ACH-000168,-0.11197957757684808
ACH-000169,0.08810782345849064
ACH-000178,-0.01153958352277542
ACH-000183,0.09401231878926967
ACH-000188,-0.04527568236613778
ACH-000189,0.16154343798737406
ACH-000190,0.17254111584997653
ACH-000198,0.059533029307693476
ACH-000203,-0.5520274670234265
ACH-000204,-0.2648953249287631
ACH-000206,-0.11432444032331135
ACH-000207,0.061261198290403336
ACH-000208,-0.4174879743480431
ACH-000210,-0.09082786801726536
ACH-000211,-0.04550888171102265
ACH-000215,-0.028429685545190837
ACH-000221,0.026199159445786598
ACH-000222,-0.022513004164582046
ACH-000223,-0.23986198281697665
ACH-000226,-0.051680005504660065
ACH-000227,-0.1406323606361869
ACH-000228,0.019306414282130792
ACH-000231,0.013180419496782714
ACH-000232,-0.07515687540527545
ACH-000233,0.005298123076470911
ACH-000234,-0.03278587186117553
ACH-000235,-0.08260879870713192
ACH-000237,-0.1223347522083869
ACH-000238,-0.014341873580526203
ACH-000242,0.17496516481001198
ACH-000243,-0.08172390461218237
ACH-000244,-0.12410315874493208
ACH-000246,-0.13939967308882031
ACH-000248,-0.07225864921428789
ACH-000250,-0.048586486832457344
ACH-000251,0.09808670239234847
ACH-000252,-0.11436456974636765
ACH-000253,-0.0039116631532443965
ACH-000255,-0.12065189435514485
ACH-000256,0.0635136327856921
ACH-000257,-0.091581342547517
ACH-000258,-0.04490199658781213
ACH-000259,-0.08586339070759713
ACH-000260,0.02917588547735512
ACH-000261,-0.185885178942247
ACH-000262,-0.3140423214616165
ACH-000263,-0.09612537606751048
ACH-000264,-0.15542179025521308
ACH-000265,0.13343757678114346
ACH-000266,-0.16566673006341182
ACH-000272,-0.07609201196923564
ACH-000274,-0.017407435525226004
ACH-000277,0.0899330615338018
ACH-000278,-0.008790526944089244
ACH-000279,0.08117591989654832
ACH-000280,0.11246158081353373
ACH-000281,-0.09788433460068917
ACH-000288,-0.17021538493525054
ACH-000291,0.055139431466395696
ACH-000293,-0.062374311563748674
ACH-000294,0.198905038232068
ACH-000295,0.0009951574231767842
ACH-000296,-0.12497716584407405
ACH-000302,-0.05654286894500466
ACH-000304,0.0579891944011836
ACH-000307,0.05958242583262314
ACH-000308,-0.0464380070910953
ACH-000310,0.044965977459663284
ACH-000311,-0.004686225867371596
ACH-000312,-0.06781350560522569
ACH-000315,0.19306887433952552
ACH-000316,-0.03845630956042696
ACH-000317,0.11805819144933072
ACH-000318,-0.03852826679976947
ACH-000319,-0.18291372090316635
ACH-000320,-0.16523487696094455
ACH-000322,-0.31547706453400914
ACH-000323,0.06858223074116229
ACH-000324,0.052852232298939934
ACH-000329,-0.14761291370179833
ACH-000330,-0.06197825717022727
ACH-000331,-0.0819653213824666
ACH-000332,-0.009277996725898132
ACH-000334,0.03594649822520818
ACH-000335,-0.03256285100081615
ACH-000336,-0.16094839159941446
ACH-000337,-0.3257778364238032
ACH-000338,-0.15571183570000896
ACH-000339,0.005270215941371529
ACH-000341,-0.008449795822179394
ACH-000348,-0.10743978936007928
ACH-000350,0.07785572650764434
ACH-000352,-0.045441701913589976
ACH-000356,-0.11614223418447055
ACH-000361,0.0474882940196435
ACH-000362,0.10145948547649894
ACH-000363,-0.03223974131382446
ACH-000364,-0.11216987167214784
ACH-000365,-0.03858037993443753
ACH-000366,0.05506655276164578
ACH-000368,-0.14679768656396072
ACH-000374,-0.08436381454009978
ACH-000375,-0.0755905922208818
ACH-000376,0.13697938895292674
ACH-000381,-0.05267428981450477
ACH-000383,-0.04072214486280755
ACH-000387,0.10476813490789648
ACH-000389,-0.12679273236791966
ACH-000390,-0.0979582669926608
ACH-000393,-0.101001272561129
ACH-000395,-0.11812014646128112
ACH-000396,0.08358643118543163
ACH-000397,-0.05809761085978271
ACH-000401,-0.005490132572625484
ACH-000402,-0.2645705711370968
ACH-000403,-0.14640848596222233
ACH-000404,0.08987926972216673
ACH-000406,0.02024934595894949
ACH-000407,-0.08074401052918216
ACH-000408,0.1337944589974435
ACH-000410,-0.06732361385886987
ACH-000411,-0.3807535126533162
ACH-000414,-0.05263719938198917
ACH-000415,0.07642513251034891
ACH-000416,-0.03586978841964211
ACH-000420,0.050877170892817465
ACH-000421,0.032841510350000866
ACH-000424,0.01684177892887212
ACH-000425,-0.015901786713694674
ACH-000426,0.15330839929823425
ACH-000427,-0.14304840650210093
ACH-000433,-0.1438161591106906
ACH-000435,-0.006686768471486998
ACH-000436,-0.14243299965216166
ACH-000444,-0.05368860800997139
ACH-000445,0.04187184642013851
ACH-000448,-0.04320700424704728
ACH-000450,0.01517635140120067
ACH-000452,0.014588969702265316
ACH-000454,-0.004105060614273542
ACH-000458,0.14245520723378938
ACH-000459,0.12901730532375735
ACH-000460,-0.12761891227119684
ACH-000461,0.04160418747635125
ACH-000463,-0.2612721380071761
ACH-000464,-0.12611394385324046
ACH-000466,-0.15913414756988295
ACH-000467,-0.1683962455083976
ACH-000468,0.20966355377072787
ACH-000469,-0.023260889542468275
ACH-000470,0.006668886739160674
ACH-000471,-0.08679157459582698
ACH-000472,-0.09032960805065754
ACH-000473,0.13065571906070494
ACH-000475,-0.0885108888746302
ACH-000476,-0.10775783340187667
ACH-000477,0.006907508289294052
ACH-000479,-0.22429157154179852
ACH-000480,-0.005676141894406175
ACH-000481,0.03180441698242616
ACH-000483,-0.0028544347161872157
ACH-000484,-0.13256031453658262
ACH-000485,-0.19589440500703315
ACH-000486,-0.1631352137921495
ACH-000487,0.042503812888256665
ACH-000488,-0.11895796320696968
ACH-000490,-0.07254234382418699
ACH-000491,0.07863860872642894
ACH-000495,-0.01159231007412203
ACH-000496,0.019210504479192102
ACH-000499,0.015824725450921426
ACH-000500,0.36872749010753497
