,HSPD1 (3329)
ACH-000004,-1.0691017099788331
ACH-000005,-1.070332837539092
ACH-000007,-0.9521777377947426
ACH-000009,-1.0119515700895487
ACH-000011,-1.0463226953277225
ACH-000012,-0.8979519295648021
ACH-000013,-0.943815928761266
ACH-000014,-0.7508526876786309
ACH-000015,-0.9358400349447692
ACH-000017,-0.889598386525745
ACH-000018,-1.1657342551598242
ACH-000019,-0.6384007393331929
ACH-000021,-0.8070435605240526
ACH-000022,-0.8267132016495293
ACH-000025,-0.828188478932736
ACH-000028,-0.9475586345724396
ACH-000030,-0.9650207243535138
ACH-000035,-0.9149952564968288
ACH-000036,-0.6430524836375674
ACH-000037,-0.40054080293708816
ACH-000039,-0.9059402612358509
ACH-000040,-1.1160807845844936
ACH-000041,-0.8880909973106117
ACH-000042,-0.7558854629073831
ACH-000045,-0.9574430013855872
ACH-000047,-1.0876542990345308
ACH-000052,-0.9626485682942246
ACH-000053,-1.0166002971196382
ACH-000054,-0.8594260351395931
ACH-000055,-1.0076838151754608
ACH-000060,-1.0370565073657292
ACH-000067,-0.8707535301957537
ACH-000070,-1.0020355408713189
ACH-000075,-0.8341967789944413
ACH-000078,-0.8450187972922723
ACH-000082,-0.9552096397485976
ACH-000085,-1.1041845683434819
ACH-000086,-1.030186963064269
ACH-000087,-0.9614686262963492
ACH-000092,-0.8640793373967347
ACH-000095,-0.9001205228341116
ACH-000097,-0.9047817089697806
ACH-000098,-0.9674780525149388
ACH-000099,-0.7885619015619434
ACH-000108,-0.7873840513745154
ACH-000113,-0.8023692927480806
ACH-000116,-0.8376092919232944
ACH-000118,-0.9555930275096268
ACH-000120,-0.7610480910342385
ACH-000123,-0.9106743931575709
ACH-000127,-0.8861155312699122
ACH-000128,-1.077097962788755
ACH-000132,-0.9290143611883688
ACH-000133,-0.8390259027673134
ACH-000137,-0.9166418129550548
ACH-000138,-0.9247709009401908
ACH-000142,-0.9350350943768176
ACH-000143,-0.9000163067149769
ACH-000146,-0.7517703001433416
ACH-000148,-1.0870071056054498
ACH-000150,-0.9143161032569782
ACH-000152,-0.987375961932478
ACH-000153,-0.8973986600150017
ACH-000159,-0.8693202428093628
ACH-000160,-1.1256156074825872
ACH-000163,-0.8577667409924791
ACH-000167,-1.2083418867137417
ACH-000168,-0.7797297526308581
ACH-000169,-0.964610695634472
ACH-000178,-0.8630946913814042
ACH-000183,-0.7805673621682064
ACH-000188,-0.8770349166891858
ACH-000189,-0.8892683626438798
ACH-000190,-1.0012881344938136
ACH-000198,-1.0123395435949618
ACH-000203,-0.7349597663472344
ACH-000204,-0.8461078384561175
ACH-000206,-0.8775758491323106
ACH-000207,-0.6633011930599886
ACH-000208,-1.1109182826477624
ACH-000210,-0.7184533765316873
ACH-000211,-1.039364237859283
ACH-000215,-0.89840378594909
ACH-000221,-0.9360039834203456
ACH-000222,-1.089603822183662
ACH-000223,-0.9259251879074348
ACH-000226,-0.6768859883387999
ACH-000227,-0.7194796658033773
ACH-000228,-0.9689658897850656
ACH-000231,-1.0521989110805423
ACH-000232,-0.8697170003125875
ACH-000233,-0.9439233644704988
ACH-000234,-0.8530513732175287
ACH-000235,-0.8234025260710822
