,TBCB (1155)
ACH-000004,-1.2167723732827895
ACH-000005,-0.8096051827511315
ACH-000007,-1.2611034770570155
ACH-000009,-1.1659127008962624
ACH-000011,-1.324457881187301
ACH-000012,-0.9916076562746609
ACH-000013,-1.2970814392296048
ACH-000014,-1.0595372840782558
ACH-000015,-1.4977461230746272
ACH-000017,-0.8795634506244131
ACH-000018,-1.1958777628825907
ACH-000019,-1.281819436131432
ACH-000021,-1.2944438878773767
ACH-000022,-1.1546539415636186
ACH-000025,-1.1920623640932841
ACH-000028,-1.0113783645808276
ACH-000030,-1.208411085445838
ACH-000035,-1.1753231912814082
ACH-000036,-1.0815989432984845
ACH-000037,-1.237802484606402
ACH-000039,-1.0848944283526372
ACH-000040,-1.16340286180254
ACH-000041,-1.1675365113370484
ACH-000042,-1.3453743473499975
ACH-000045,-0.9483361694929272
ACH-000047,-0.7746045017321017
ACH-000052,-1.2921674013305364
ACH-000053,-1.0587960052325611
ACH-000054,-1.0717642878345608
ACH-000055,-1.1328373846094175
ACH-000060,-1.1086764250606669
ACH-000067,-1.1784071075599742
ACH-000070,-0.851434357406013
ACH-000075,-1.0364961806110542
ACH-000078,-1.1657212693049952
ACH-000082,-1.2657509284943869
ACH-000085,-1.2534912786249617
ACH-000086,-1.153951665368382
ACH-000087,-1.2638612066866461
ACH-000092,-1.0846030025913855
ACH-000095,-0.8045729633604094
ACH-000097,-1.0419338953860209
ACH-000098,-1.1338477096995316
ACH-000099,-0.8987633574861859
ACH-000108,-1.1712259400747005
ACH-000113,-0.9754080130164048
ACH-000116,-1.1079632329996514
ACH-000118,-1.3325224035354124
ACH-000120,-1.1463266187688743
ACH-000123,-1.2387138671518376
ACH-000127,-1.0536817940481822
ACH-000128,-1.096187766369575
ACH-000132,-1.2077225392671356
ACH-000133,-1.3329619859109612
ACH-000137,-1.1732291969992863
ACH-000138,-1.1183271376791044
ACH-000142,-1.2200633366148017
ACH-000143,-1.2509964259601076
ACH-000146,-1.1479225307851455
ACH-000148,-1.24251100311599
ACH-000150,-1.3419775960310962
ACH-000152,-1.0526868626322785
ACH-000153,-0.9626295167180378
ACH-000159,-0.8907952647438341
ACH-000160,-1.5732258197322255
ACH-000163,-1.1198837099307302
ACH-000167,-1.8487801864646405
ACH-000168,-1.2155991576157723
ACH-000169,-1.130061128522739
ACH-000178,-1.258937867678823
ACH-000183,-1.2656094242860518
ACH-000188,-1.0383742170646897
ACH-000189,-1.2070225066485245
ACH-000190,-1.162943772565375
ACH-000198,-0.8812366699842772
ACH-000203,-0.4665328330174449
ACH-000204,-0.9466703663588958
ACH-000206,-1.602573243913347
ACH-000207,-1.3907317894475553
ACH-000208,-1.2684058639162723
ACH-000210,-1.036469512159558
ACH-000211,-1.0523959837320092
ACH-000215,-1.0731576534957985
ACH-000221,-1.236744943405382
ACH-000222,-1.2754452440410324
ACH-000223,-1.333010544155009
ACH-000226,-1.1613829613867963
ACH-000227,-0.9174780345611976
ACH-000228,-1.0837946329496144
ACH-000231,-0.9667601704763884
ACH-000232,-1.077630654366991
ACH-000233,-1.2853059790222638
ACH-000234,-1.009185679069473
ACH-000235,-1.1205111512142076
ACH-000237,-1.288559094094134
ACH-000238,-1.1448655881720873
ACH-000242,-0.9018175067711328
ACH-000243,-1.1751463166491616
ACH-000244,-1.2764693393971356
ACH-000246,-1.1200142926052041
ACH-000248,-1.4437193968391409
ACH-000250,-0.9574414722051636
ACH-000251,-1.3779212509256025
ACH-000252,-1.2349229188592905
ACH-000253,-1.1540201174472702
ACH-000255,-1.1131285332726313
ACH-000256,-1.0037701727935917
ACH-000257,-0.6352267717460295
ACH-000258,-0.7127335911455865
ACH-000259,-1.1994672647967457
ACH-000260,-1.1675205637253656
ACH-000261,-1.1754806763334231
ACH-000262,-1.1830063237711068
ACH-000263,-0.7647374133184505
ACH-000264,-1.071548737796992
ACH-000265,-1.1809099813938415
ACH-000266,-1.2824005812647552
ACH-000272,-0.9364669328858856
ACH-000274,-1.071354290616859
ACH-000277,-1.1589192796909111
ACH-000278,-1.3081793793946488
ACH-000279,-1.0073891197399687
ACH-000280,-1.302521846402332
ACH-000281,-1.1723235550243014
ACH-000288,-1.0825120796599053
ACH-000291,-1.0563578493556494
ACH-000293,-1.0377463367825477
ACH-000294,-1.3052409913690208
ACH-000295,-1.311593909016044
ACH-000296,-1.1494569655760485
ACH-000302,-0.8186412187563867
ACH-000304,-0.8036024314549436
ACH-000307,-1.129219442562075
ACH-000308,-1.29229185469281
ACH-000310,-0.7049713767749028
ACH-000311,-0.9436075298833256
ACH-000312,-1.2313931558697475
ACH-000315,-1.1885723956946492
ACH-000316,-1.0138392154725469
ACH-000317,-0.8407478402079481
ACH-000318,-1.2169320543458846
ACH-000319,-1.0998549846744978
ACH-000320,-1.1463867640772851
ACH-000322,-1.003160719640121
ACH-000323,-1.1834446323570311
ACH-000324,-1.0347815857629463
ACH-000329,-1.181171971890686
ACH-000330,-1.1425981287171578
ACH-000331,-1.2148654621362445
ACH-000332,-1.0493416309763108
ACH-000334,-0.5913512354792773
ACH-000335,-1.0748352134875696
ACH-000336,-1.2473500789111327
ACH-000337,-1.0153921408925843
ACH-000338,-1.5323867543246767
ACH-000339,-1.0872007229734548
ACH-000341,-1.3912520975681564
ACH-000348,-1.1950292462686334
ACH-000350,-1.1220139729877594
ACH-000352,-1.1392727457016267
ACH-000356,-1.0863671166773978
ACH-000361,-0.9790098857317521
ACH-000362,-0.9596301862142445
