,CGB5 (93659)
ACH-000004,-0.11447094877907993
ACH-000005,-0.21374450946955284
ACH-000007,-0.3208446043259249
ACH-000009,-0.2607319871796506
ACH-000011,-0.2747800266415549
ACH-000012,-0.2090113410726851
ACH-000013,-0.4480634817424332
ACH-000014,-0.3014914324220181
ACH-000015,-0.2637204816666268
ACH-000017,-0.1227711576837936
ACH-000018,-0.1630853610796635
ACH-000019,-0.07802149668131447
ACH-000021,-0.2418117934578628
ACH-000022,-0.20366597225647692
ACH-000025,-0.17552473930684753
ACH-000028,-0.16875372573625588
ACH-000030,-0.2269971589532203
ACH-000035,-0.09831183615814527
ACH-000036,-0.13873903262753226
ACH-000037,-0.2484453918326361
ACH-000039,-0.1954078203544344
ACH-000040,-0.23382435640284105
ACH-000041,-0.10680031383444354
ACH-000042,-0.1663484523037443
ACH-000045,-0.2923351120113482
ACH-000047,-0.3320421679647463
ACH-000052,-0.3156987319733933
ACH-000053,-0.3167617617656545
ACH-000054,-0.2679613925454465
ACH-000055,-0.27113284964162165
ACH-000060,-0.2350151912752736
ACH-000067,-0.2901315598069064
ACH-000070,-0.3773654126982882
ACH-000075,-0.21736227385881854
ACH-000078,-0.3157885401411749
ACH-000082,-0.21217006921705986
ACH-000085,-0.2939793917316401
ACH-000086,-0.23376168294208585
ACH-000087,-0.28847916053291506
ACH-000092,-0.29067100522283
ACH-000095,-0.26190813915734346
ACH-000097,-0.2760525705708413
ACH-000098,-0.2665506508563725
ACH-000099,-0.2168198892792237
ACH-000108,-0.2960848742741119
ACH-000113,-0.2145104402352251
ACH-000116,-0.1818546515300927
ACH-000118,-0.2877036823777392
ACH-000120,-0.2575726909241444
ACH-000123,-0.22032228356168165
ACH-000127,-0.17920167824718286
ACH-000128,-0.20973338358034915
ACH-000132,-0.2437203555066527
ACH-000133,-0.31341760010512665
ACH-000137,-0.4525576765807029
ACH-000138,-0.2891513764373887
ACH-000142,-0.24893514205745546
ACH-000143,-0.2378075655533488
ACH-000146,-0.2719998702986561
ACH-000148,-0.15625667459458836
ACH-000150,-0.14633242868648422
ACH-000152,-0.09965076953777388
ACH-000153,-0.2660976077794726
ACH-000159,-0.19485872027310647
ACH-000160,-0.18676253742579055
ACH-000163,-0.18313851913751866
ACH-000167,-0.157897082896657
ACH-000168,-0.15690563743826508
ACH-000169,-0.2363025318227449
ACH-000178,-0.2933539835893489
ACH-000183,-0.24066210343532746
ACH-000188,-0.29451998523220346
ACH-000189,-0.2531682946128221
ACH-000190,-0.2629939999580172
ACH-000198,-0.2151359284582256
ACH-000203,-0.32298079256633216
ACH-000204,-0.2816219245204399
ACH-000206,-0.4964792524863398
ACH-000207,-0.1987594505881475
ACH-000208,-0.07493391620254829
ACH-000210,-0.17462471307477656
ACH-000211,-0.267249464439985
ACH-000215,-0.25443876537513194
ACH-000221,-0.2578034238389862
ACH-000222,-0.43156665978701264
ACH-000223,-0.15358551802480716
ACH-000226,-0.2518912429886291
ACH-000227,-0.04080888905405039
ACH-000228,-0.2312589568923077
ACH-000231,-0.11347323069294778
ACH-000232,-0.1449746555722854
ACH-000233,-0.2428594969154201
ACH-000234,-0.17432550251097764
ACH-000235,-0.21595017567672545
ACH-000237,-0.33259938959568563
ACH-000238,-0.18662802791051705
ACH-000242,-0.5123743338586394
ACH-000243,-0.21581895706234194
ACH-000244,-0.1036429886970377
ACH-000246,-0.2407588353183165
ACH-000248,-0.1616066466927778
ACH-000250,-0.20700285593226167
ACH-000251,-0.3773520785499048
ACH-000252,-0.3081182624557952
ACH-000253,-0.11641202244997675
ACH-000255,-0.2505470970015957
ACH-000256,-0.3600697359063313
ACH-000257,-0.2799767958527562
ACH-000258,-0.17447223166198728
ACH-000259,-0.22381937836231616
ACH-000260,-0.2511607849860198
ACH-000261,-0.1999178006027546
ACH-000262,-0.21645119884305786
ACH-000263,0.01236862028981394
ACH-000264,-0.07881050344187747
ACH-000265,-0.174651771201634
ACH-000266,-0.254765175310518
ACH-000272,-0.10842874990278333
ACH-000274,-0.27169417101820265
ACH-000277,-0.2081635111134397
ACH-000278,-0.2184404663410398
ACH-000279,-0.1827516657198548
ACH-000280,-0.3495482810549653
ACH-000281,-0.2769889619096527
ACH-000288,-0.16896181634152074
ACH-000291,-0.17882328426564986
ACH-000293,-0.20346277157202813
ACH-000294,-0.3229999589622413
ACH-000295,-0.23588362887858236
ACH-000296,-0.1452556389156966
ACH-000302,-0.32109331067506364
ACH-000304,-0.11247997640335268
ACH-000307,-0.1389631299245858
ACH-000308,-0.35924545968987354
ACH-000310,-0.10548803143158927
ACH-000311,-0.3208529335516471
ACH-000312,-0.13413032542377445
ACH-000315,-0.2999574541809196
ACH-000316,-0.09865839988282377
ACH-000317,-0.07289630771990861
ACH-000318,-0.2917153635692441
ACH-000319,-0.2391174011407529
ACH-000320,-0.19545240394977853
ACH-000322,-0.27977595717591697
ACH-000323,-0.25838392455581016
ACH-000324,-0.12650905973688506
ACH-000329,-0.19530201295038968
ACH-000330,-0.2031747643947332
ACH-000331,-0.2785424645488624
ACH-000332,-0.2975243683031688
ACH-000334,-0.045291246185481686
ACH-000335,-0.29479818900419785
ACH-000336,-0.18713722309156566
ACH-000337,-0.34198844186786714
ACH-000338,-0.4053563460808519
ACH-000339,-0.25736777284224704
ACH-000341,-0.3778767270039134
ACH-000348,-0.10459728742436772
ACH-000350,-0.2692072742528034
ACH-000352,-0.2138145878980561
ACH-000356,-0.18866541957794314
ACH-000361,-0.15335226751882092
ACH-000362,-0.2533848753869173
ACH-000363,-0.2395746140781112
ACH-000364,-0.35605123345819006
ACH-000365,-0.16623860352806336
ACH-000366,-0.35803738148171066
ACH-000368,-0.2280734542927947
ACH-000374,-0.2886883891790886
ACH-000375,-0.2591014001804444
ACH-000376,-0.19451416333942806
ACH-000381,-0.3308835075919969
ACH-000383,-0.21780357283632548
ACH-000387,-0.15578934946679066
ACH-000389,-0.35765679514930204
ACH-000390,-0.17678719020235767
ACH-000393,-0.23226740206866694
ACH-000395,-0.3548642948548726
ACH-000396,-0.21503183443467475
ACH-000397,-0.25941995303588944
ACH-000401,-0.4590966045413396
ACH-000402,-0.08723905971895272
ACH-000403,-0.094979104291819
ACH-000404,-0.0044483915356726715
ACH-000406,-0.22561522619743765
ACH-000407,-0.2286610573740436
ACH-000408,-0.324439941747194
ACH-000410,-0.21815233422288186
ACH-000411,-0.3254383052965178
ACH-000414,-0.2643880253081053
ACH-000415,-0.12521829928156586
ACH-000416,-0.16317726180399367
ACH-000420,-0.11958843540260725
ACH-000421,-0.2493066719985683
ACH-000424,-0.2751942981311372
ACH-000425,-0.2302947626745161
ACH-000426,-0.13202527463052846
ACH-000427,-0.22010084555715945
ACH-000433,-0.400950742577517
ACH-000435,-0.3382436826621608
ACH-000436,-0.20907062460448125
ACH-000444,-0.26087728406743
ACH-000445,-0.22638623982929398
ACH-000448,-0.2704281060222816
ACH-000450,-0.26347338540418497
ACH-000452,-0.11279814284922772
ACH-000454,-0.20776407976885475
ACH-000458,-0.3645532349634023
ACH-000459,-0.3672843087217887
ACH-000460,-0.2551925783732075
ACH-000461,-0.08360965915448268
ACH-000463,-0.19823857578414375
ACH-000464,-0.3063163372474422
ACH-000466,-0.2086292167359043
ACH-000467,-0.2519781248442109
ACH-000468,-0.3013633357950168
ACH-000469,-0.20300436425651386
ACH-000470,-0.2376497651833417
ACH-000471,-0.23407373332422315
ACH-000472,-0.2536844381924641
ACH-000473,-0.2456285071559095
ACH-000475,-0.16451683317520407
ACH-000476,-0.2019547642713488
ACH-000477,-0.2810967340960641
ACH-000479,-0.15947985104825366
ACH-000480,-0.17444898079757776
ACH-000481,-0.10994286890918924
ACH-000483,-0.06334928113170885
ACH-000484,-0.2595306205228997
ACH-000485,-0.1408253517537144
ACH-000486,-0.3446756685186669
ACH-000487,-0.13623005436130098
ACH-000488,-0.2884172101963163
ACH-000490,-0.2247997478941367
ACH-000491,-0.2610780248332669
ACH-000495,-0.18976815775637434
ACH-000496,-0.19294395656803534
ACH-000499,-0.3626661397838992
ACH-000500,-0.09738386173544104
ACH-000502,-0.1977456173875212
ACH-000503,-0.3753208145002157
ACH-000505,-0.2125846445290587
ACH-000507,-0.25861162702890483
ACH-000510,-0.42810061518509257
ACH-000511,-0.30474953458422543
ACH-000512,-0.22094142775535455
ACH-000516,-0.3475371309685137
ACH-000517,-0.18681738650853102
ACH-000518,-0.2533971604836654
ACH-000520,-0.2268176006733905
ACH-000521,-0.2034057652816269
ACH-000522,-0.1022464522969665
ACH-000524,-0.262780554845526
ACH-000527,-0.23459979569946604
ACH-000528,-0.20202128223713994
ACH-000537,-0.12691583320222433
ACH-000541,-0.12756187176585956
ACH-000542,-0.3129890964939553
ACH-000544,-0.15520561563153878
ACH-000545,-0.2441369229584483
ACH-000547,-0.308032243862938
ACH-000548,-0.2828132949044482
ACH-000549,-0.21733290256395135
ACH-000550,-0.16937894784904098
ACH-000552,-0.30280780206625313
ACH-000556,-0.24803109842067925
ACH-000557,-0.15556672798850912
ACH-000569,-0.326040729764444
ACH-000570,-0.1796668942736782
ACH-000571,-0.2616371001896242
ACH-000573,-0.28092441945556706
ACH-000576,-0.2423883934371571
ACH-000579,-0.33099871435243905
ACH-000580,-0.20052463310552399
ACH-000584,-0.2568259908761932
ACH-000585,-0.3244027515487689
ACH-000588,-0.2711462814026964
ACH-000589,-0.31184986692366296
ACH-000591,-0.1324338877857636
ACH-000593,-0.21282201105735035
ACH-000600,-0.2367031704475428
ACH-000601,-0.20650200749089875
ACH-000605,-0.1279707811675063
ACH-000606,-0.20166014559082165
ACH-000608,-0.1834450019389108
ACH-000614,-0.280173282375432
ACH-000616,-0.21056341174392254
ACH-000618,-0.2847099220338605
ACH-000619,-0.08940608795812052
ACH-000620,-0.2678216667117481
ACH-000621,-0.3662098483655237
ACH-000622,-0.1843033975035024
ACH-000623,-0.2182158460173755
ACH-000624,-0.2807124202029012
ACH-000627,-0.4044942597419886
ACH-000630,-0.18396109430802288
ACH-000631,-0.4324904454901702
ACH-000632,-0.1558323700978144
ACH-000633,-0.1084649059890721
ACH-000637,-0.2854438209138479
ACH-000638,-0.2278355496148873
ACH-000646,-0.1938290189056074
ACH-000647,-0.15160990329893695
ACH-000648,-0.34985937873221434
ACH-000649,-0.2523907749007337
ACH-000651,-0.2459572437557497
ACH-000652,-0.2677861572033852
ACH-000653,-0.2698850360181958
ACH-000657,-0.18724896860088094
ACH-000658,-0.12238640901405827
ACH-000661,-0.38630563466812395
ACH-000662,-0.3579631306407757
ACH-000663,-0.3542894513735681
ACH-000665,-0.2296668468648965
ACH-000671,-0.32029449300233315
ACH-000672,-0.2076932606135502
ACH-000673,-0.2587429903110384
ACH-000676,-0.18861262257583136
ACH-000677,-0.303939394491073
ACH-000681,-0.29156252923196546
ACH-000683,-0.08260717930371164
ACH-000684,-0.2633344846902861
ACH-000688,-0.22957624959222844
ACH-000693,-0.2182028903954885
ACH-000694,-0.2551363540490937
ACH-000695,-0.2576750190952198
ACH-000696,-0.3224685190889771
ACH-000697,-0.2861039762935178
ACH-000699,-0.29894038804274004
ACH-000701,-0.25524061244199303
ACH-000706,-0.2379279975452952
