,NPAT (4863)
ACH-000004,-0.5076461680944779
ACH-000005,-0.5142458790745524
ACH-000007,-0.9499714973655056
ACH-000009,-0.4997127729122786
ACH-000011,-0.6844329678241804
ACH-000012,-0.6333950482159584
ACH-000013,-0.9313294962084324
ACH-000014,-0.8651073500157321
ACH-000015,-0.7140523761696136
ACH-000017,-0.4853736790642072
ACH-000018,-0.6067961305325748
ACH-000019,-0.5778357057744427
ACH-000021,-0.4835883009228695
ACH-000022,-0.6713688962856387
ACH-000025,-0.46869806901635497
ACH-000028,-0.7207476811342962
ACH-000030,-0.5492397323707617
ACH-000035,-0.8432225659762429
ACH-000036,-0.6997179810040653
ACH-000037,-0.19258659799080136
ACH-000039,-0.5794433462360318
ACH-000040,-0.6147089123270958
ACH-000041,-0.5258033008967424
ACH-000042,-0.5986736390329179
ACH-000045,-0.6522722053931489
ACH-000047,-0.587879364136198
ACH-000052,-0.7493367503120472
ACH-000053,-0.8952109731501942
ACH-000054,-0.5904658244965644
ACH-000055,-0.8146811446102092
ACH-000060,-0.5619135587743197
ACH-000067,-0.5128713119677331
ACH-000070,-0.6650510279499171
ACH-000075,-1.0226535571854751
ACH-000078,-0.6560250641851236
ACH-000082,-0.9151427239263976
ACH-000085,-0.7678276292232781
ACH-000086,-0.6292425320246834
ACH-000087,-0.7820786774190787
ACH-000092,-0.6032417022106724
ACH-000095,-0.6480694210929989
ACH-000097,-0.8164830495742854
ACH-000098,-0.7993538192275479
ACH-000099,-0.6886069394150142
ACH-000108,-0.6202150491106555
ACH-000113,-0.7153827341016207
ACH-000116,-0.7847651060919807
ACH-000118,-0.8403422529362118
ACH-000120,-0.8114495135611747
ACH-000123,-0.7887867812867672
ACH-000127,-0.4028156421576223
ACH-000128,-0.4564552125857913
ACH-000132,-0.5428496518736718
ACH-000133,-0.802497502261312
ACH-000137,-0.9093262463720232
ACH-000138,-0.6839230441251942
ACH-000142,-0.7304979896127836
ACH-000143,-0.7380627795637069
ACH-000146,-0.7062753199842063
ACH-000148,-0.613339201090143
ACH-000150,-0.6193672755406853
ACH-000152,-0.5999704715864385
ACH-000153,-0.6235664156702521
ACH-000159,-0.6812336114961175
ACH-000160,-0.4820859222389384
ACH-000163,-0.607367663387714
ACH-000167,-0.6828063367684907
ACH-000168,-0.6699578641050998
ACH-000169,-0.7505611085697412
ACH-000178,-0.7876077210464101
ACH-000183,-0.6931088629717479
ACH-000188,-0.5613179834574612
ACH-000189,-0.5126820674922538
ACH-000190,-0.3701138172621683
ACH-000198,-0.8467344114545342
ACH-000203,-0.6748122896892405
ACH-000204,-0.4966099763106891
ACH-000206,-0.7484995954565417
ACH-000207,-0.5336058201805094
ACH-000208,-0.8025166905394737
ACH-000210,-0.8156550512954889
ACH-000211,-0.6189934553072838
ACH-000215,-0.5590509102604578
ACH-000221,-0.8199215579505673
ACH-000222,-0.527154679019045
ACH-000223,-0.8759125843720743
ACH-000226,-0.7398990223793024
ACH-000227,-0.7699449610057044
ACH-000228,-0.9069540721417372
ACH-000231,-0.8684552786244506
ACH-000232,-0.5333631973478258
ACH-000233,-0.7264435840623986
ACH-000234,-0.6960337100001971
ACH-000235,-0.6449452515217972
ACH-000237,-0.5690090553116738
ACH-000238,-0.6577132775742375
ACH-000242,-0.6777877121061573
ACH-000243,-0.6685813720999196
ACH-000244,-0.4008911945455779
ACH-000246,-0.7316189368789984
ACH-000248,-0.5536595687600413
ACH-000250,-0.6762547243829716
ACH-000251,-0.7964223265860548
ACH-000252,-0.38716462515503614
ACH-000253,-0.8328729946162521
ACH-000255,-0.594817050153896
ACH-000256,-0.5974473326521048
ACH-000257,-0.7521257522203242
ACH-000258,-1.182470614810069
ACH-000259,-0.7730807610879101
ACH-000260,-0.927443614922822
ACH-000261,-0.5948986389367213
ACH-000262,-0.6861685941165615
ACH-000263,-0.4456212726677997
ACH-000264,-0.6884139012523754
ACH-000265,-0.5733729469332024
ACH-000266,-0.5256914423031286
ACH-000272,-0.3944380518159803
ACH-000274,-0.5726125002552991
ACH-000277,-0.7132966521645075
ACH-000278,-0.6629725998724395
ACH-000279,-0.4956566452921524
ACH-000280,-0.6351468385797385
ACH-000281,-0.6213913280828299
ACH-000288,-0.4896938937362168
ACH-000291,-0.5039427096858221
ACH-000293,-0.9595526724751334
ACH-000294,-0.4582776459998496
ACH-000295,-0.41925421276496394
ACH-000296,-0.5033942654263709
ACH-000302,-0.6360388343350359
ACH-000304,-0.8284465888688174
ACH-000307,-0.5293852047591672
ACH-000308,-0.6356982921290414
ACH-000310,-0.6314596658428244
ACH-000311,-0.5805068757002529
ACH-000312,-0.6889992912823989
ACH-000315,-0.7112612764240253
ACH-000316,-0.6477218444745833
ACH-000317,-0.9141922163591478
ACH-000318,-0.7754740999234193
ACH-000319,-0.7580885698139265
ACH-000320,-0.4101816055377976
ACH-000322,-0.8758072583800348
ACH-000323,-0.4215250848354067
ACH-000324,-0.4963146115192436
ACH-000329,-0.5689183658669127
ACH-000330,-0.7348987518533305
ACH-000331,-0.7239063171522669
ACH-000332,-0.5651109490563527
ACH-000334,-0.6791624968277049
ACH-000335,-0.6263550555520292
ACH-000336,-0.8028657234339012
ACH-000337,-0.8847409525167718
ACH-000338,-0.060423783032636874
ACH-000339,-0.4625597708360154
ACH-000341,-0.29193932823334057
ACH-000348,-0.4530556628694696
ACH-000350,-0.4804997368362888
ACH-000352,-0.7718250568043397
ACH-000356,-0.8269395808659609
ACH-000361,-0.6454882365478101
ACH-000362,-0.5784146945412213
ACH-000363,-0.6711233899400927
ACH-000364,-0.8314174268262778
ACH-000365,-0.5310757254795765
ACH-000366,-0.7684695270862563
ACH-000368,-0.7992269377959961
ACH-000374,-0.7763986679464082
ACH-000375,-0.4509834690180439
ACH-000376,-0.6935710507927795
ACH-000381,-0.43903997534981215
ACH-000383,-0.4243283548750104
ACH-000387,-0.8053643039970863
ACH-000389,-0.7332312689194982
ACH-000390,-0.5338301521399871
ACH-000393,-0.6530784699706303
ACH-000395,-0.39937503216523096
ACH-000396,-0.9676161272805204
ACH-000397,-0.6831497207355826
ACH-000401,-0.6189628975996417
ACH-000402,-0.4302806063036777
ACH-000403,-0.6840477352620773
ACH-000404,-0.4886172637806454
ACH-000406,-0.9500037911906384
ACH-000407,-0.6278963303327662
ACH-000408,-0.4354753555523853
ACH-000410,-0.7790185839797269
ACH-000411,-0.9703238406530966
ACH-000414,-0.6817103610547497
ACH-000415,-0.8407692073541138
ACH-000416,-0.7322135414334918
ACH-000420,-0.8478797111050942
ACH-000421,-0.7561912388915277
ACH-000424,-0.5645642716449059
ACH-000425,-0.6644817197521693
ACH-000426,-0.6035580690931233
ACH-000427,-1.0393318378838203
ACH-000433,-0.6009340938315045
ACH-000435,-0.585494734871989
ACH-000436,-0.3118340591879508
ACH-000444,-0.8808030206287222
ACH-000445,-0.473580146806969
ACH-000448,-0.8378727198350127
ACH-000450,-0.4480411327818663
ACH-000452,-0.8185145135844414
ACH-000454,-0.5654733418421617
ACH-000458,-1.0083975232527536
ACH-000459,-0.8359796020382043
ACH-000460,-0.7824627923206484
ACH-000461,-0.8652565171049194
ACH-000463,-0.7342202241084529
ACH-000464,-0.8407041951427189
ACH-000466,-0.5703357634225532
ACH-000467,-0.7178204222029771
ACH-000468,-0.6656770392431358
ACH-000469,-0.8293607529861616
ACH-000470,-0.5524367493427038
ACH-000471,-0.7122941861935012
ACH-000472,-0.4081382305762928
ACH-000473,-0.7570301962167278
ACH-000475,-0.5806929870321849
ACH-000476,-0.6315468937826758
ACH-000477,-1.02528162355387
ACH-000479,-0.584475732955025
ACH-000480,-0.947496790863376
ACH-000481,-0.5363382053361104
ACH-000483,-0.9453136306159888
ACH-000484,-0.7227205091896236
ACH-000485,-0.6370629889601137
ACH-000486,-0.8055402207342252
ACH-000487,-0.5841073490054651
ACH-000488,-0.6398509582294069
ACH-000490,-0.5892327087327844
ACH-000491,-0.6943036812556124
ACH-000495,-0.5776417906433386
ACH-000496,-0.6711882902949071
ACH-000499,-0.751205607421107
ACH-000500,-0.5862614179550381
ACH-000502,-0.7122703974564594
ACH-000503,-0.4252183428202838
ACH-000505,-0.5822992141902943
ACH-000507,-0.460118360316554
ACH-000510,-0.5676885636921573
ACH-000511,-0.6722250486850414
ACH-000512,-0.7208564966612762
ACH-000516,-0.6998609280984022
ACH-000517,-0.7780326956490278
ACH-000518,-0.8327052356542435
ACH-000520,-0.5211737437719077
ACH-000521,-0.5328929366648342
ACH-000522,-0.5485887733353735
ACH-000524,-0.8431757177898866
ACH-000527,-0.8095186450255548
ACH-000528,-0.6985023835141143
ACH-000537,-0.9877746405547452
ACH-000541,-0.6477196079702049
ACH-000542,-0.4075198452906361
ACH-000544,-0.8717116840619559
ACH-000545,-0.7976695940363449
ACH-000547,-0.5970114192191625
ACH-000548,-0.7402799420963216
ACH-000549,-0.5496162784919499
ACH-000550,-0.7145358614604848
ACH-000552,-0.7020614814383245
ACH-000556,-0.5631045621822874
ACH-000557,-0.7509104439977875
ACH-000569,-0.3366120136742414
ACH-000570,-0.7974428253807478
ACH-000571,-0.4516542198409593
ACH-000573,-0.7627500673373484
ACH-000576,-0.7017415068433019
ACH-000579,-0.6861994089406913
ACH-000580,-0.9499496865254844
ACH-000584,-0.7888407782523275
ACH-000585,-0.7765781773874415
ACH-000588,-0.5513937350389544
ACH-000589,-0.6459102657200794
ACH-000591,-0.7252901751708107
ACH-000593,-0.7049638442340991
ACH-000600,-0.8660204850683694
ACH-000601,-0.6386249311275987
ACH-000605,-0.6307095299153372
ACH-000606,-0.9828648121534006
ACH-000608,-0.7224182275226961
ACH-000614,-0.8648048728499582
ACH-000616,-0.6208566229083274
ACH-000618,-0.8050692830761625
ACH-000619,-0.7374885330674853
ACH-000620,-0.4847769382430259
ACH-000621,-0.6591407866843234
ACH-000622,-0.5341023921380029
ACH-000623,-0.7522250993077579
ACH-000624,-0.5694440448335453
ACH-000627,-0.6066036337726955
ACH-000630,-0.6785188206800236
ACH-000631,-0.9062714356356802
ACH-000632,-0.8009934066193926
ACH-000633,-0.6574933299386889
ACH-000637,-0.6550763163131449
ACH-000638,-0.5588356038189285
ACH-000646,-0.7223400083437138
ACH-000647,-0.6154215537131406
ACH-000648,-0.4324307477408991
ACH-000649,-0.6092792817969259
ACH-000651,-0.7134828014214998
ACH-000652,-0.476158894480318
ACH-000653,-0.4982778289864306
ACH-000657,-0.6750265389830931
ACH-000658,-0.5343122127151384
ACH-000661,-0.6889589390703328
ACH-000662,-0.2125841111830855
ACH-000663,-0.8113585378231253
ACH-000665,-0.9771797503123612
ACH-000671,-0.5548974298704178
ACH-000672,-0.7388429495614569
ACH-000673,-0.7061246277580595
ACH-000676,-0.6154887088602048
ACH-000677,-0.8325239586257618
ACH-000681,-0.5928233796534695
ACH-000683,-0.7382771706323527
ACH-000684,-0.5801549231670029
ACH-000688,-0.8740021677097991
ACH-000693,-0.6180995578850446
ACH-000694,-0.7612577051677376
ACH-000695,-0.6986756360173996
ACH-000696,-0.6207439211160322
ACH-000697,-0.6145353691379375
ACH-000699,-0.988153231752306
ACH-000701,-0.5814280947934691
ACH-000706,-0.43836414613141467
ACH-000711,-0.5367678358584087
ACH-000713,-0.7507221268440235
ACH-000714,-0.8334052460744135
ACH-000718,-0.5455851420073395
ACH-000720,-0.5621244736941564
ACH-000721,-0.5853307037378093
ACH-000724,-0.41495286872864745
ACH-000725,-0.9265462975450408
ACH-000732,-0.6195045230457112
ACH-000734,-1.0122032478275471
ACH-000735,-0.4239402962346553
ACH-000736,-0.6648148957645996
ACH-000738,-0.5811060217548936
ACH-000746,-0.4751437373512784
ACH-000747,-0.7430173181247929
ACH-000748,-0.9224664209671064
ACH-000753,-0.5671727192680717
ACH-000756,-0.7294048564611797
ACH-000757,-0.8182135590059089
ACH-000758,-0.7163256088297764
ACH-000760,-0.6742305761622802
ACH-000762,-0.6601667902333784
ACH-000763,-0.7946396909964947
ACH-000764,-0.6838323287606614
ACH-000765,-0.9938532339665452
ACH-000766,-0.4501834937901947
ACH-000767,-0.3634025402572256
ACH-000768,-0.6671671605657628
ACH-000769,-0.6793856372671563
ACH-000770,-0.7018949090349488
ACH-000771,-0.7255598549667807
ACH-000773,-0.4376649222492551
ACH-000776,-1.0008161076076685
ACH-000777,-0.7103478327602608
ACH-000778,-0.8720530628743456
ACH-000781,-0.7135401282124529
ACH-000782,-0.7255463464634696
ACH-000783,-0.9225196200869265
ACH-000784,-0.7112197506508653
ACH-000785,-0.5503058491521939
ACH-000787,-0.5333459559652682
ACH-000788,-0.6589427392331703
ACH-000791,-0.4950249278781788
ACH-000792,-0.8823738521833095
ACH-000794,-0.92607913763879
ACH-000796,-0.4517739263921621
ACH-000798,-0.6347968091368127
ACH-000799,-0.9227903240079984
ACH-000800,-0.4672243434318415
ACH-000802,-0.6627410749973579
ACH-000804,-0.7463086617392668
ACH-000805,-0.7809368429922117
ACH-000809,-0.37607833480434
ACH-000810,-0.7608575324453479
ACH-000811,-0.5690364905579234
ACH-000817,-0.5940113806171419
ACH-000819,-0.7179328068130835
ACH-000820,-0.718176274267366
ACH-000821,-0.2843531927897069
ACH-000822,-0.5772272184832502
ACH-000823,-0.8859543661085462
ACH-000824,-0.846617357322732
ACH-000827,-0.7491901564221825
ACH-000829,-0.8474579524955537
ACH-000831,-0.6271799635101062
ACH-000832,-1.0272923249522832
ACH-000833,-0.6435874862654184
ACH-000834,-0.5822533019193966
ACH-000835,-0.5308347816379775
ACH-000836,-0.17460788533625646
ACH-000837,-0.484072531100795
ACH-000838,-0.4988176575509308
ACH-000839,-0.756794640527968
ACH-000840,-0.533959057340323
ACH-000841,-0.5975691254010992
ACH-000843,-0.6724203551512311
ACH-000846,-0.7182802439670847
ACH-000847,-0.772844503430389
ACH-000848,-0.8202804775221016
ACH-000849,-0.4315245986976005
ACH-000851,-0.5890046084433443
ACH-000855,-0.7023266428190277
ACH-000856,-0.6194340071083068
ACH-000858,-0.7273042333112989
ACH-000859,-0.4017311450259516
ACH-000861,-0.7549986948809098
ACH-000862,-0.7119237711276011
ACH-000865,-0.6924130446988263
ACH-000866,-0.6929923194486465
ACH-000867,-0.6429878639104553
ACH-000869,-0.6164512222979591
ACH-000872,-0.9637217451529696
ACH-000873,-0.7651031478592523
ACH-000876,-0.9126026266727983
ACH-000878,-0.6531884579171288
ACH-000880,-0.8631863104709581
ACH-000881,-0.842566096127702
ACH-000882,-0.6686646416664199
ACH-000884,-0.4072740410464157
ACH-000885,-0.9315233397390712
ACH-000887,-0.7470069134575517
ACH-000889,-0.6895951663452005
ACH-000896,-0.5109139211574005
ACH-000898,-0.7554096419865244
ACH-000900,-0.6441387361910944
ACH-000901,-0.732164015089577
ACH-000905,-0.5455948058944867
ACH-000906,-0.7230411459614527
ACH-000907,-0.672804080340408
ACH-000910,-0.4579597970618939
ACH-000911,-0.7753659480078874
ACH-000912,-0.854356645550542
ACH-000913,-0.7432170038557806
ACH-000915,-0.4734507624704641
ACH-000916,-0.5329966294750962
ACH-000917,-0.8358044487794409
ACH-000920,-0.6922045810612892
ACH-000921,-0.6093703498318288
ACH-000924,-0.5439510493081128
ACH-000926,-0.5299998508296708
ACH-000928,-0.4431145939136069
ACH-000929,-0.8349485949124437
ACH-000932,-0.5242118083207321
ACH-000935,-0.7768787310450637
ACH-000936,-0.7079618486499922
ACH-000937,-0.5896712620692549
ACH-000938,-0.5970109106994279
ACH-000939,-0.3916649341013768
ACH-000941,-0.7056109826323664
ACH-000943,-0.8308268401902281
ACH-000946,-0.7212292932800517
ACH-000947,-0.8140204544578268
ACH-000948,-0.7549484646856914
ACH-000950,-0.7087406586810445
ACH-000953,-0.4946513590234006
ACH-000954,-0.5383233261600643
ACH-000957,-0.7588991269354048
ACH-000958,-0.8837004367292803
ACH-000960,-0.7170985524832475
ACH-000963,-0.6043989726139698
ACH-000968,-0.9157639919057426
ACH-000969,-0.6620935336922513
ACH-000972,-0.6680988947509519
ACH-000973,-0.4607746507857788
ACH-000974,-0.6891363191042192
ACH-000978,-0.8637841154284339
ACH-000984,-1.0549568090971548
ACH-000986,-0.7259566583513215
ACH-000988,-0.7704955530109013
ACH-000993,-0.6380015696667621
ACH-000994,-0.6612666128409626
ACH-000996,-0.9651505721387336
ACH-001001,-0.6470205157017885
ACH-001020,-0.35929980141878426
ACH-001028,-0.5915088139636305
ACH-001031,-0.7417978437918462
ACH-001038,-0.7089673039809802
ACH-001048,-0.7494857356488203
ACH-001050,-0.5111531005799018
ACH-001053,-0.37414064430776733
ACH-001054,-0.7939479886128806
ACH-001061,-0.8254206372668369
ACH-001067,-0.8605824883993759
ACH-001075,-0.6523579622243795
ACH-001096,-0.8187459507742451
ACH-001111,-0.617141918644991
ACH-001119,-0.5580969626631819
ACH-001128,0.1610479423543406
ACH-001134,-0.5347362364374317
