,NPAT (4863)
ACH-001151,-0.7772259863176263
ACH-001163,-0.7024927216414986
ACH-001164,-0.4722006659600967
ACH-001183,-0.6462490394397539
ACH-001192,-0.5434699180693189
ACH-001193,-0.8285059878548906
ACH-001196,-0.6510517712567424
ACH-001197,-0.6126522545302892
ACH-001205,-0.8379004395338412
ACH-001211,-0.7814368160241802
ACH-001212,-0.5560777831809042
ACH-001228,-0.8668749247805364
ACH-001232,-0.5759401426215641
ACH-001239,-0.6786102789273545
ACH-001270,-0.4271504362947043
ACH-001274,-0.5596192632911514
ACH-001275,-0.5779024755014557
ACH-001277,-0.5280836675318781
ACH-001278,-0.6229528837806974
ACH-001280,-1.126556284270467
ACH-001283,-1.1060146631804624
ACH-001289,-1.0139816474524694
ACH-001300,-0.9311357443800584
ACH-001301,-0.7604035995611541
ACH-001302,-0.810300500648905
ACH-001306,-0.8279270736912163
ACH-001318,-0.6550456563448809
ACH-001322,-0.9178879151001752
ACH-001328,-0.7109873911085391
ACH-001332,-0.8147928683152627
ACH-001336,-0.7098878027732765
ACH-001346,-0.9803001976170176
ACH-001353,-0.6482112500624551
ACH-001354,-0.7584117205358334
ACH-001367,-0.6701843697166131
ACH-001368,-0.7094401497699552
ACH-001374,-0.6890728868101521
ACH-001377,-0.8960999709577201
ACH-001380,-0.6206821520897864
ACH-001391,-0.7067826364161727
ACH-001408,-0.875625768491621
ACH-001430,-0.3640294110848428
ACH-001431,-1.0507988063644007
ACH-001450,-0.5816141165615463
ACH-001496,-0.34816674397092195
ACH-001500,-0.3731817518027569
ACH-001523,-0.7953097467238794
ACH-001532,-1.16975473628076
ACH-001550,-0.4190837402772148
ACH-001552,-0.6988425824951034
ACH-001554,-0.712986794257101
ACH-001654,-0.58831625313867
ACH-001735,-0.7419037994551718
ACH-001736,-0.6644956421744224
ACH-001737,-0.3617250341104432
ACH-001740,-0.9925492398331824
ACH-001745,-0.8504640661750457
ACH-001765,-0.5286099521085884
