,TRANK1 (9881)
ACH-000748,-0.12643261369041306
ACH-000753,-0.04829898689065384
ACH-000756,-0.02574016202550122
ACH-000757,-0.14064803611428026
ACH-000758,-0.20806274097317976
ACH-000760,-0.15083002482123475
ACH-000762,-0.25460789156023045
ACH-000763,-0.09500976203206106
ACH-000764,-0.4044892286780861
ACH-000765,-0.08278728855735529
ACH-000766,-0.11220882492946688
ACH-000767,-0.03760962161070485
ACH-000768,-0.10899726874694353
ACH-000769,-0.16995978828346928
ACH-000770,-0.18539431024141767
ACH-000771,-0.09067293637798823
ACH-000773,-0.17539400062934854
ACH-000776,-0.039078025211881945
ACH-000777,-0.15800241705349669
ACH-000778,-0.1725313569416627
ACH-000781,-0.19028110852503208
ACH-000782,-0.13635768208395402
ACH-000783,-0.109011322414797
ACH-000784,-0.18565551200110064
ACH-000785,-0.0043032790082594505
ACH-000787,-0.08182475810264236
ACH-000788,-0.11845402452372546
ACH-000791,-0.12384508377332072
ACH-000792,-0.19482647719556967
ACH-000794,-0.33491791720379505
ACH-000796,-0.19041770713824827
ACH-000798,-0.023950213359797128
ACH-000799,-0.18010008137080166
ACH-000800,-0.18768523091780204
ACH-000802,-0.15574267610612946
ACH-000804,-0.1477596932291138
ACH-000805,-0.13062120829711502
ACH-000809,-0.061701258516561
ACH-000810,-0.2597694537931619
ACH-000811,-0.1628150508530046
ACH-000817,-0.1549433772636877
ACH-000819,-0.2686464895382171
ACH-000820,-0.2990512221240733
ACH-000821,0.016758172627427702
ACH-000822,-0.1819124868706248
ACH-000823,-0.0896438069510269
ACH-000824,-0.17170223861195474
ACH-000827,-0.19008771978316974
ACH-000829,-0.1591562106209163
ACH-000831,-0.09164304548931547
ACH-000832,-0.22296800185546084
ACH-000833,-0.19820586559387932
ACH-000834,-0.1676299933171996
ACH-000835,-0.17390798180038364
ACH-000836,-0.1825856065308808
ACH-000837,-0.13795585603964775
ACH-000838,-0.10938907934820223
ACH-000839,-0.4671345184740818
ACH-000840,-0.16098649590477432
ACH-000841,-0.15153571263396395
ACH-000843,-0.1241943157429716
ACH-000846,-0.13356823889335953
ACH-000847,-0.28535867935286896
ACH-000848,-0.26754872129877544
ACH-000849,-0.20200908286875213
ACH-000851,-0.110455594727004
ACH-000855,-0.0677702297075809
ACH-000856,-0.18399326800274005
ACH-000858,-0.1838792568107656
ACH-000859,-0.17397479018668954
ACH-000861,-0.15766615024406902
ACH-000862,-0.20095447806695135
ACH-000865,-0.12794377887370664
ACH-000866,-0.1322341927563518
ACH-000867,-0.11584626654050915
ACH-000869,-0.3595426771414336
ACH-000872,-0.08232742644501598
ACH-000873,-0.3051385587966929
ACH-000876,-0.03246963926265154
ACH-000878,-0.3682357135086499
ACH-000880,-0.12233147018500795
ACH-000881,-0.12869937809774332
ACH-000882,-0.14212918865102514
ACH-000884,-0.1993119353084904
ACH-000885,-0.15104708510794862
ACH-000887,-0.16511781596307207
ACH-000889,-0.14347154149737068
ACH-000896,-0.10575567485488646
ACH-000898,-0.23025290637405746
ACH-000900,-0.05066250439732759
ACH-000901,-0.1199960735561263
ACH-000905,-0.16269467418723058
ACH-000906,-0.1919208213394444
ACH-000907,-0.16691165748043324
ACH-000910,-0.17964113259157405
ACH-000911,-0.03747483922670297
ACH-000912,-0.11570429912018945
ACH-000913,-0.12348387271206533
ACH-000915,-0.21599753167231386
ACH-000916,-0.16693967636888565
ACH-000917,-0.1711718492832402
ACH-000920,-0.2395913131703597
ACH-000921,-0.1320073785995398
ACH-000924,-0.3077490104025608
ACH-000926,-0.2192717258404477
ACH-000928,-0.1509772561025126
ACH-000929,-0.1095726188024593
ACH-000932,-0.2019272504344656
ACH-000935,0.028122005857450703
ACH-000936,-0.03073424991363637
ACH-000937,-0.18960119057471891
ACH-000938,-0.1438787078948714
ACH-000939,-0.10439772892177496
ACH-000941,-0.17888312951010735
ACH-000943,-0.10669269487007817
ACH-000946,-0.11916831498299794
ACH-000947,-0.26153681623567426
ACH-000948,-0.0276866867211866
ACH-000950,-0.08021599384318315
ACH-000953,-0.23396462646365784
ACH-000954,-0.3239523274688053
ACH-000957,0.009217766087692474
ACH-000958,-0.0813310147626169
ACH-000960,-0.14635353467322765
ACH-000963,-0.045427994639261636
ACH-000968,-0.12852158761165125
ACH-000969,-0.04426091580519634
ACH-000972,-0.1086907934854761
ACH-000973,-0.17299408771625138
ACH-000974,-0.14427768627245768
ACH-000978,-0.14666117777398355
ACH-000984,-0.02661919693512592
ACH-000986,-0.09348733573274866
ACH-000988,-0.17798529104891414
ACH-000993,-0.259733194052138
ACH-000994,-0.10895330216921716
ACH-000996,-0.2613831112388417
ACH-001001,-0.19165613243064186
ACH-001020,-0.13870833008722303
ACH-001028,-0.08564896819449183
ACH-001031,-0.18830859808229625
ACH-001038,-0.1918897885451899
ACH-001048,-0.16043213507260168
ACH-001050,0.018195282990233458
ACH-001053,-0.17732823939728307
ACH-001054,-0.06487603127311954
ACH-001061,-0.11690498000950528
ACH-001067,-0.06492496544535993
ACH-001075,-0.2562841421459105
ACH-001096,-0.16723968726401214
ACH-001111,-0.18459061453309775
ACH-001119,-0.0533173167904271
ACH-001128,-0.2253672342246069
ACH-001134,-0.0649956021622366
ACH-001151,-0.15016102385988214
ACH-001163,-0.1772393765751447
ACH-001164,0.014042685688497586
ACH-001183,-0.2520772194053564
ACH-001192,-0.1879655480091231
ACH-001193,-0.1814704557259187
ACH-001196,-0.055609547142505565
ACH-001197,-0.006554626724979546
ACH-001205,-0.1216650253057949
ACH-001211,-0.2658929050304329
ACH-001212,0.0017087965942302911
ACH-001228,-0.14706930575641772
ACH-001232,-0.17832859538213666
ACH-001239,-0.10296506700977827
ACH-001270,-0.10656156785246183
ACH-001274,-0.11705452481828547
ACH-001275,-0.2092580529183584
ACH-001277,-0.2169550455395481
ACH-001278,-0.13294654446770088
ACH-001280,0.05113504836990995
ACH-001283,-0.11866296200154418
ACH-001289,-0.13182038455705228
ACH-001300,-0.007581092306313283
ACH-001301,-0.19310565581668976
ACH-001302,0.03180285574828054
ACH-001306,-0.1293131954118987
ACH-001318,-0.09881030071354263
ACH-001322,-0.13722138203614406
ACH-001328,-0.21094598677582213
ACH-001332,-0.4039401251256306
ACH-001336,-0.1915851957850741
ACH-001346,-0.2358499007026037
ACH-001353,-0.13901414713139887
ACH-001354,-0.14719153480459135
ACH-001367,-0.2351072867581217
ACH-001368,-0.11026140684630674
ACH-001374,-0.3260925855149599
ACH-001377,-0.1698004492808461
ACH-001380,-0.25219611555468363
ACH-001391,-0.00016804438986870728
ACH-001408,-0.19680699314777075
ACH-001430,-0.2157987474592208
ACH-001431,-0.2236022428587737
ACH-001450,-0.2732607399933949
ACH-001496,-0.18576807650508032
ACH-001500,-0.2815743887414265
ACH-001523,-0.15937775617644212
ACH-001532,-0.132898033223253
ACH-001550,-0.17412312851264086
ACH-001552,-0.11030646453419048
ACH-001554,-0.16172199058860484
ACH-001654,-0.1129643723505606
ACH-001735,-0.1838133990626966
ACH-001736,-0.19977423571508904
ACH-001737,0.2211306166266973
ACH-001740,0.06647802714959095
ACH-001745,-0.17446041074078245
ACH-001765,-0.08813109227717382
