,FNDC3B (64778)
ACH-000004,0.018393059590805574
ACH-000005,0.16330174019809
ACH-000007,0.1394593683340093
ACH-000009,0.0008296058496218594
ACH-000011,-0.3017744835213497
ACH-000012,0.051216231765587115
ACH-000013,0.06511216700562315
ACH-000014,0.07019360072865978
ACH-000015,-0.07906380443511643
ACH-000017,-0.14381027558303286
ACH-000018,0.1421567155939855
ACH-000019,-0.1699761649453098
ACH-000021,-0.008488320000206322
ACH-000022,0.1533961272229006
ACH-000025,-0.060679278387615485
ACH-000028,-0.13619042078230215
ACH-000030,0.08326510386193656
ACH-000035,-0.03617986208631643
ACH-000036,-0.24028800615403756
ACH-000037,0.011330970290748605
ACH-000039,-0.12690547257172233
ACH-000040,-0.0583972864266765
ACH-000041,0.06124046405325161
ACH-000042,0.0873615134269992
ACH-000045,-0.025150096482622782
ACH-000047,-0.0453500173470476
ACH-000052,0.027603968862341618
ACH-000053,0.13581942820544485
ACH-000054,0.02927508920595738
ACH-000055,0.12634636682549708
ACH-000060,0.09635809368642206
ACH-000067,-0.3610324718131931
ACH-000070,-0.006164930437085291
ACH-000075,0.1504729806514676
ACH-000078,0.16735440494132972
ACH-000082,0.05927754193064288
ACH-000085,-0.08313655528427319
ACH-000086,-0.04687586943251861
ACH-000087,-0.029041519249154695
ACH-000092,-0.06263884950961189
ACH-000095,0.09099723421418716
ACH-000097,-0.019566038204822986
ACH-000098,-0.2442723666432701
ACH-000099,0.052006849133529834
ACH-000108,-0.2247050675686265
ACH-000113,-0.005887001197046218
ACH-000116,-0.001958092834433486
ACH-000118,0.016983050992710073
ACH-000120,0.1544015232897656
ACH-000123,-0.024866273672118737
ACH-000127,0.0011366276248055995
ACH-000128,-0.12611352376138535
ACH-000132,0.06342825968895595
ACH-000133,-0.12642959787068614
ACH-000137,0.14951395733050096
ACH-000138,0.05357484970796627
ACH-000142,-0.08217558870729577
ACH-000143,-0.08009080454447674
ACH-000146,0.1211591979778522
ACH-000148,0.036267223729655934
ACH-000150,0.10507578802346099
ACH-000152,0.08303553389053843
ACH-000153,0.1119314481042132
ACH-000159,0.10764054806680202
ACH-000160,-0.0021041469076240717
ACH-000163,-0.03353795339236205
ACH-000167,-0.1554564358371873
ACH-000168,-0.038517114911565835
ACH-000169,-0.016226377158979913
ACH-000178,-0.19298483609783326
ACH-000183,0.20393445676016114
ACH-000188,-0.01108367930774116
ACH-000189,-0.1397291257919182
ACH-000190,-0.02275652426279489
ACH-000198,-0.06994674427849151
ACH-000203,-0.24708271694526204
ACH-000204,-0.2347626480639169
ACH-000206,0.10172087905251784
ACH-000207,-0.04182474108676173
ACH-000208,-0.18609459519339605
ACH-000210,0.0009576727474577887
ACH-000211,0.11214296067193832
ACH-000215,0.06440840198825498
ACH-000221,0.14743410023102066
ACH-000222,-0.28999847324258554
ACH-000223,0.03812788644918712
ACH-000226,0.1483822453175055
ACH-000227,-0.10007385885357736
ACH-000228,0.06662293791227146
ACH-000231,0.04141307568713252
ACH-000232,-0.4326292393047496
ACH-000233,0.12890696368398147
ACH-000234,-0.01966431999159446
ACH-000235,-0.01477472174542984
ACH-000237,-0.40085900031011296
ACH-000238,0.0834016651151704
ACH-000242,0.34973650757897545
ACH-000243,-0.024554601849803976
ACH-000244,-0.4408237815261488
ACH-000246,-0.23990483522553616
ACH-000248,-0.17393092126712875
ACH-000250,-0.2545656977619584
ACH-000251,-0.01070979979388514
ACH-000252,0.033998891226875716
ACH-000253,0.1417370807656954
ACH-000255,0.06238338954211245
ACH-000256,-0.008105848226600813
ACH-000257,-0.14363209520633485
ACH-000258,0.030090778068180002
ACH-000259,-0.032515012242123574
ACH-000260,0.17606154127970874
ACH-000261,0.020840354630858232
ACH-000262,-0.0532072976364975
ACH-000263,-0.1276089359092451
ACH-000264,0.12771738734363133
ACH-000265,-0.057370014695800414
ACH-000266,0.06726782567525652
ACH-000272,-0.1700608179641778
ACH-000274,-0.4324362318207479
ACH-000277,-0.03022618600925568
ACH-000278,-0.0297846189120906
ACH-000279,-0.13497762324235718
ACH-000280,-0.37479327732679424
ACH-000281,-0.2744359413503873
ACH-000288,-0.2547164729884291
ACH-000291,-0.2802053507280641
ACH-000293,0.017482408252455416
ACH-000294,0.2988235197209823
ACH-000295,-0.21161906300922675
ACH-000296,-0.158067169981869
ACH-000302,-0.07098876472176774
ACH-000304,0.19878632960823345
ACH-000307,-0.06659261453287145
ACH-000308,-0.012466033105893537
ACH-000310,0.1287300631004014
ACH-000311,0.015705479267311376
ACH-000312,-0.07933995982387636
ACH-000315,0.11629533360411
ACH-000316,-0.04298882097276378
ACH-000317,0.11817599813196475
ACH-000318,-0.02658649772832256
ACH-000319,-0.021086294889171856
ACH-000320,0.0578071352575172
ACH-000322,-0.14020263211634085
ACH-000323,-0.10507817820818388
ACH-000324,-0.21084672573677607
ACH-000329,-0.07527396522980424
ACH-000330,-0.08464769230728536
ACH-000331,-0.3598417184557093
ACH-000332,0.06397616309724315
ACH-000334,0.08423776251601832
ACH-000335,-0.0626830894687846
ACH-000336,-0.12082190809437444
ACH-000337,-0.11130200864264947
ACH-000338,-0.09559283335410228
ACH-000339,-0.0657049421534965
ACH-000341,-0.0941930524364332
ACH-000348,-0.002894324968568351
ACH-000350,-0.08404087588893437
ACH-000352,0.10058124680766402
ACH-000356,0.012106642059671177
ACH-000361,0.15835443753898246
ACH-000362,0.04844912078856997
ACH-000363,0.3415278641198561
ACH-000364,-0.2497818715051249
ACH-000365,0.13019147478262408
ACH-000366,-0.04251622099113448
ACH-000368,-0.022329012422853012
ACH-000374,-0.10553103064050848
ACH-000375,-0.04867519652339314
ACH-000376,0.04807079454331231
ACH-000381,0.13902233992006016
ACH-000383,0.1466339658641661
ACH-000387,0.1018364899709436
ACH-000389,-0.26009836592453395
ACH-000390,-0.036030446661172236
ACH-000393,-0.023627145410952663
ACH-000395,-0.25171634690318384
ACH-000396,0.18824715528989047
ACH-000397,0.038059754540524224
ACH-000401,0.12887886709099985
ACH-000402,0.02008080382083659
ACH-000403,-0.1499135248707181
ACH-000404,-0.2693827085309587
ACH-000406,0.0011433107406114535
ACH-000407,0.0494244573580025
ACH-000408,-0.1414704426770745
ACH-000410,-0.2331901536355843
ACH-000411,-0.1286685614096493
ACH-000414,-0.1751011978844905
ACH-000415,0.05149217862178182
ACH-000416,-0.14091844946270804
ACH-000420,-0.01120669693352193
ACH-000421,-0.09688646633405948
ACH-000424,0.0516778461060744
