,GTF2H2C (728340)
ACH-000657,-0.5142965961743976
ACH-000658,-0.5239761603938202
ACH-000661,-0.4880236539096609
ACH-000662,-0.3060802925158266
ACH-000663,-0.5154761866662377
ACH-000665,-0.6166233865204065
ACH-000671,-0.4987042298476532
ACH-000672,-0.4163349688881434
ACH-000673,-0.7964693270988448
ACH-000676,-0.5891427551908064
ACH-000677,-0.24278509757693897
ACH-000681,-0.45790589921954705
ACH-000683,-0.5061295353481664
ACH-000684,-0.6784233962294783
ACH-000688,-0.4599577108500904
ACH-000693,-0.5770932994569418
ACH-000694,-0.5728227352111548
ACH-000695,-0.6048357918436122
ACH-000696,-0.4952219446829642
ACH-000697,-0.5062984712236392
ACH-000699,-0.4335457226297456
ACH-000701,-0.37400777367770255
ACH-000706,-0.6125178921541817
ACH-000711,-0.6457805752431466
ACH-000713,-0.6380829385646054
ACH-000714,-0.3946203100082561
ACH-000718,-0.4675118809064527
ACH-000720,-0.5359416529767211
ACH-000721,-0.5263294985840994
ACH-000724,-0.4222718988837752
ACH-000725,-0.3129437602937205
ACH-000732,-0.5328299980286131
ACH-000734,-0.4766002171886993
ACH-000735,-0.4111907866677752
ACH-000736,-0.5049760225868183
ACH-000738,-0.5624139171977103
ACH-000746,-0.5670640238509411
ACH-000747,-0.4717443209751642
ACH-000748,-0.5213164839214396
ACH-000753,-0.5502797094706335
ACH-000756,-0.5876966548090106
ACH-000757,-0.3996736785821439
ACH-000758,-0.5281466749272393
ACH-000760,-0.6656600443653432
ACH-000762,-0.4534437026352065
ACH-000763,-0.4834437972113114
ACH-000764,-0.4962170750995087
ACH-000765,-0.5378438403717288
ACH-000766,-0.5291750389768654
ACH-000767,-0.4707930306747712
ACH-000768,-0.6623932647619997
ACH-000769,-0.5800163570769162
ACH-000770,-0.4443015378154023
ACH-000771,-0.4742535059737911
ACH-000773,-0.6369958333723721
ACH-000776,-0.5002208509585171
ACH-000777,-0.5760933688605275
ACH-000778,-0.3066794463194222
ACH-000781,-0.7190416088718365
ACH-000782,-0.4658205622088695
ACH-000783,-0.2925386872204829
ACH-000784,-0.6349319541584347
ACH-000785,-0.40739392886616604
ACH-000787,-0.5609831247944629
ACH-000788,-0.6155427085264289
ACH-000791,-0.5087736827490159
ACH-000792,-0.478212654709604
ACH-000794,-0.5575832297605071
ACH-000796,-0.5446657270776191
ACH-000798,-0.5702093786454314
ACH-000799,-0.3251921201211404
ACH-000800,-0.4679903528032017
ACH-000802,-0.6209521450389923
ACH-000804,-0.3457114133716326
ACH-000805,-0.4564658277165414
ACH-000809,-0.5327888154622491
ACH-000810,-0.5591755172713808
ACH-000811,-0.6237405762254931
ACH-000817,-0.3153819364444421
ACH-000819,-0.6297536095310811
ACH-000820,-0.6505941596139933
ACH-000821,-0.5499168566925564
ACH-000822,-0.2577406607215866
ACH-000823,-0.7457181792510308
ACH-000824,-0.6173271766490073
ACH-000827,-0.4980767738553341
ACH-000829,-0.43074186517187896
ACH-000831,-0.5011735678387167
ACH-000832,-0.59821639273903
ACH-000833,-0.5383934845501904
ACH-000834,-0.5535567886259951
ACH-000835,-0.5258877684832036
ACH-000836,-0.4764442218676543
ACH-000837,-0.5362244345084349
ACH-000838,-0.5413275836661776
ACH-000839,-0.4868886024229053
ACH-000840,-0.5023857804488421
ACH-000841,-0.5023219070676965
ACH-000843,-0.6095836752574905
ACH-000846,-0.4764160890842641
ACH-000847,-0.5813893376366589
ACH-000848,-0.6009337287278936
ACH-000849,-0.8021437076955814
ACH-000851,-0.5857662692346325
ACH-000855,-0.637745632416594
ACH-000856,-0.4650734511980724
ACH-000858,-0.5422045654468076
ACH-000859,-0.6660931857557727
ACH-000861,-0.4867983533763636
ACH-000862,-0.6777153895175272
ACH-000865,-0.6278152612901066
ACH-000866,-0.6294137987489011
ACH-000867,-0.6732261502440023
ACH-000869,-0.3931391012071703
ACH-000872,-0.6388208166298394
ACH-000873,-0.6184208058549705
ACH-000876,-0.33656517257586177
ACH-000878,-0.7407138299652963
ACH-000880,-0.5281555351046248
ACH-000881,-0.4441006670057885
ACH-000882,-0.4899166282087656
ACH-000884,-0.510386210897514
ACH-000885,-0.4627894839998572
ACH-000887,-0.7306126163627481
ACH-000889,-0.5231049769393165
ACH-000896,-0.6823362184814121
ACH-000898,-0.4158060699237244
ACH-000900,-0.5939017732107046
ACH-000901,-0.5243360687989139
ACH-000905,-0.5456326273457518
ACH-000906,-0.5425963602562843
ACH-000907,-0.4247241183152462
ACH-000910,-0.4868060022196226
ACH-000911,-0.5076018218867179
ACH-000912,-0.5478668077964423
ACH-000913,-0.5900500912747871
ACH-000915,-0.5097024087436193
ACH-000916,-0.6361982714118345
ACH-000917,-0.5496913869205129
ACH-000920,-0.5146732725691112
ACH-000921,-0.4677468603842301
ACH-000924,-0.5362190707458042
ACH-000926,-0.5590683021321069
ACH-000928,-0.4737197592289635
ACH-000929,-0.6221109210044304
ACH-000932,-0.5017382503839477
ACH-000935,-0.4936378697252493
ACH-000936,-0.6454146738139701
ACH-000937,-0.4919983669112011
ACH-000938,-0.4211150777012422
ACH-000939,-0.5411263394212055
ACH-000941,-0.5514067005176495
ACH-000943,-0.5705569881382723
ACH-000946,-0.4642594787116871
ACH-000947,-0.6150848916269339
ACH-000948,-0.4296249861883496
ACH-000950,-0.6066253892894174
ACH-000953,-0.462228329197876
ACH-000954,-0.5149217449431535
ACH-000957,-0.3573887692860707
ACH-000958,-0.4087755847950373
ACH-000960,-0.5136939317887312
ACH-000963,-0.5725611953560188
ACH-000968,-0.466739323308124
ACH-000969,-0.3848337531205147
ACH-000972,-0.8503242639201196
ACH-000973,-0.5835227313748886
ACH-000974,-0.5089052573100883
ACH-000978,-0.6033654936554946
ACH-000984,-0.5121231473986958
ACH-000986,-0.6729538880155534
ACH-000988,-0.4760468454185752
ACH-000993,-0.6666449641361001
ACH-000994,-0.5220055803024496
ACH-000996,-0.5959393176048938
ACH-001001,-0.4026118143888244
ACH-001020,-0.5042978408511878
ACH-001028,-0.641412710374869
ACH-001031,-0.5657785182619637
ACH-001038,-0.5678079136124777
ACH-001048,-0.6202396610823262
ACH-001050,-0.39985100251157696
ACH-001053,-0.4769158527912089
ACH-001054,-0.5306684579605514
ACH-001061,-0.4405016529820988
ACH-001067,-0.5706917655074096
ACH-001075,-0.4928470204035474
ACH-001096,-0.5213861295169621
ACH-001111,-0.3730861970378731
ACH-001119,-0.5293242441103363
ACH-001128,-0.5444745992265752
ACH-001134,-0.4509694669009601
ACH-001151,-0.7077066081693759
ACH-001163,-0.453588121212729
ACH-001164,-0.5376389706618561
ACH-001183,-0.5362011440858738
ACH-001192,-0.5569880750448045
ACH-001193,-0.5521447620155521
ACH-001196,-0.4441631103653374
ACH-001197,-0.3384612176672409
ACH-001205,-0.5650057458692941
ACH-001211,-0.5125919253396111
ACH-001212,-0.4759183786871393
ACH-001228,-0.4514186082540622
ACH-001232,-0.5126798076803624
ACH-001239,-0.4008297216530357
ACH-001270,-0.6797977522398774
ACH-001274,-0.4719753577960525
ACH-001275,-0.4357362862438325
ACH-001277,-0.5153463205447233
ACH-001278,-0.43950848697417294
ACH-001280,-0.3668978517487859
ACH-001283,-0.3967225577121627
ACH-001289,-0.21921597597389547
ACH-001300,-0.4378030626639271
ACH-001301,-0.4537968922389236
ACH-001302,-0.5377422221100433
ACH-001306,-0.5430180355271865
ACH-001318,-0.697876620021438
ACH-001322,-0.4689572473832568
ACH-001328,-0.4106996761567097
ACH-001332,-0.5284143972080109
ACH-001336,-0.651492448990051
ACH-001346,-0.5673514312333249
ACH-001353,-0.5168045112673155
ACH-001354,-0.42211632450723546
ACH-001367,-0.5003053935842475
ACH-001368,-0.5112666687734352
ACH-001374,-0.6486065108020527
ACH-001377,-0.5535619101793409
ACH-001380,-0.600854919083873
ACH-001391,-0.32958350749216897
ACH-001408,-0.4970786896220379
ACH-001430,-0.4934918269864623
ACH-001431,-0.4720649108648056
ACH-001450,-0.5004618524430392
ACH-001496,-0.6103530785685547
ACH-001500,-0.4039579873481658
ACH-001523,-0.6283214404075914
ACH-001532,-0.4462920689652045
ACH-001550,-0.508273043961176
ACH-001552,-0.5115857231317263
ACH-001554,-0.4983158311491849
ACH-001654,-0.5591021750262056
ACH-001735,-0.3718784506194648
ACH-001736,-0.3303171505982244
ACH-001737,-0.6887691430796009
ACH-001740,-0.627342634435859
ACH-001745,-0.5251844984776163
ACH-001765,-0.4350517089075332
