,OSGEP (55644)
ACH-000324,-1.3374450422280837
ACH-000329,-1.2307676888784012
ACH-000330,-1.5124860279046544
ACH-000331,-1.1071005850539934
ACH-000332,-1.105627403520384
ACH-000334,-0.8360462667341928
ACH-000335,-1.062608327849643
ACH-000336,-1.1240148732922814
ACH-000337,-1.3644152400403708
ACH-000338,-0.6233268170744765
ACH-000339,-1.0169893546712343
ACH-000341,-0.9886649039673168
ACH-000348,-1.2333858114666398
ACH-000350,-1.1868215901922632
ACH-000352,-1.3402079869204344
ACH-000356,-1.3320812754244482
ACH-000361,-1.4394577567172249
ACH-000362,-1.0552462828664266
ACH-000363,-0.8406576640790193
ACH-000364,-0.9219894809138282
ACH-000365,-1.233288946918886
ACH-000366,-1.3783537132501742
ACH-000368,-1.5326994561542608
ACH-000374,-1.3192235246604405
ACH-000375,-1.0876101868896924
ACH-000376,-1.2056893483321702
ACH-000381,-1.2732324523689758
ACH-000383,-1.1983823425855726
ACH-000387,-1.0081181540671762
ACH-000389,-0.9822629578227786
ACH-000390,-1.321894867496783
ACH-000393,-0.992454401168214
ACH-000395,-1.1111689884432996
ACH-000396,-1.4031471268508335
ACH-000397,-1.367346572856245
ACH-000401,-1.258737128148052
ACH-000402,-0.8695035363620842
ACH-000403,-1.1545672508669569
ACH-000404,-1.6560269933574
ACH-000406,-1.3259428674272289
ACH-000407,-1.2773560993504751
ACH-000408,-1.157036148747007
ACH-000410,-1.1340297818160143
ACH-000411,-1.4094225024086473
ACH-000414,-1.1211615022696992
ACH-000415,-1.2620882355107523
ACH-000416,-1.0942718950366337
ACH-000420,-1.0693810930182095
ACH-000421,-1.1589303129375212
ACH-000424,-1.1812758625112805
ACH-000425,-1.3763973283912556
ACH-000426,-0.9253118741185674
ACH-000427,-1.1255239598877431
ACH-000433,-1.4252971712625035
ACH-000435,-1.3576414433355497
ACH-000436,-1.08296610758073
ACH-000444,-1.1639721843197113
ACH-000445,-1.0349848744783272
ACH-000448,-1.112214151807674
ACH-000450,-0.86303797915278
ACH-000452,-1.2005296215066583
ACH-000454,-1.3202233476128298
ACH-000458,-1.3004697176422026
ACH-000459,-1.3132596165986838
ACH-000460,-1.1074765961287667
ACH-000461,-0.8571314782474266
ACH-000463,-1.1624987138107905
ACH-000464,-1.0733816586420577
ACH-000466,-1.474592669145626
ACH-000467,-1.2085827802180251
ACH-000468,-1.1835377345714118
ACH-000469,-1.115031129698588
ACH-000470,-1.2496252891758513
ACH-000471,-1.3734666319661948
ACH-000472,-1.258500269730231
ACH-000473,-1.3360438284579876
ACH-000475,-1.1636939222759624
ACH-000476,-1.320755889574538
ACH-000477,-1.219788210206206
ACH-000479,-1.24595875543795
ACH-000480,-1.2288191637303114
ACH-000481,-1.0353869045880744
ACH-000483,-1.1508287571265996
ACH-000484,-0.7724662310407454
ACH-000485,-0.8287123837557423
ACH-000486,-1.1365777170107891
ACH-000487,-1.15176043132831
ACH-000488,-1.149583336387095
ACH-000490,-1.1831860301874473
ACH-000491,-0.9460565124142576
ACH-000495,-1.3697406224374595
ACH-000496,-1.1558544196338678
ACH-000499,-1.3010637426761404
ACH-000500,-1.7831345458691656
ACH-000502,-1.278691415599461
ACH-000503,-0.9971838012465942
ACH-000505,-1.121039681063225
ACH-000507,-1.0879358537432406
ACH-000510,-1.1822854447320146
ACH-000511,-1.2214635352780934
ACH-000512,-1.1504279594771156
ACH-000516,-0.7912718972084629
ACH-000517,-1.1488578950709138
ACH-000518,-1.5429682383966352
ACH-000520,-1.1062895651700098
ACH-000521,-1.1033388956302446
ACH-000522,-1.1534047833784788
ACH-000524,-0.7016794699597589
ACH-000527,-1.2137162106361241
ACH-000528,-1.2709371171356327
ACH-000537,-1.3857295918117478
ACH-000541,-1.1045607001360789
ACH-000542,-1.157198764267004
ACH-000544,-1.1347437220852463
ACH-000545,-1.3852034154588642
ACH-000547,-0.9126071937404362
ACH-000548,-1.1488892878688146
ACH-000549,-1.1755900015030094
ACH-000550,-1.0184883979383872
ACH-000552,-1.3434573161568852
ACH-000556,-1.0612374461192338
ACH-000557,-0.8804894740481198
ACH-000569,-0.8555497817978998
ACH-000570,-1.1960268912498038
ACH-000571,-1.1893190603015291
ACH-000573,-0.954336920921748
ACH-000576,-1.0996271456534088
ACH-000579,-1.1470262474123665
ACH-000580,-0.9212600602643196
ACH-000584,-1.2466161281654835
ACH-000585,-1.273911461146788
ACH-000588,-1.1706421799535511
ACH-000589,-1.288134758207632
ACH-000591,-1.2818141799109737
ACH-000593,-1.3100733256285308
ACH-000600,-1.1796699192315578
ACH-000601,-1.0571732338484632
ACH-000605,-1.214105033321832
ACH-000606,-1.1872165365716123
ACH-000608,-0.6360805563892871
ACH-000614,-1.3019725325136062
ACH-000616,-1.0186508565555112
ACH-000618,-1.1862408513738991
ACH-000619,-1.2564957574736826
ACH-000620,-1.2639547029880764
ACH-000621,-0.7432301047429867
ACH-000622,-1.0486022444478134
ACH-000623,-1.4545020131682032
ACH-000624,-1.1175040884891123
ACH-000627,-1.12389937100701
ACH-000630,-1.0939329365323684
ACH-000631,-1.0485162296282842
ACH-000632,-1.154118393116091
ACH-000633,-1.1445843817947037
ACH-000637,-1.1369061913146823
ACH-000638,-1.1177365825428716
ACH-000646,-1.0632097879511822
ACH-000647,-1.0840479592033447
ACH-000648,-1.1816922962264542
ACH-000649,-1.3746959506843979
ACH-000651,-1.366830046979297
ACH-000652,-1.238609336674239
ACH-000653,-0.9307936260335908
ACH-000657,-1.2226054586596986
ACH-000658,-1.2686173593230354
ACH-000661,-1.3348438846471715
ACH-000662,-1.2805135748003111
ACH-000663,-1.3049266885915016
ACH-000665,-1.1932026274067982
ACH-000671,-1.3889892572329785
ACH-000672,-1.4885656349522651
ACH-000673,-1.1595063183428973
ACH-000676,-1.241564916011841
ACH-000677,-1.043405518318535
ACH-000681,-1.212724151676396
ACH-000683,-1.3535904812710091
ACH-000684,-1.4748616396993106
ACH-000688,-0.9518288582048432
ACH-000693,-1.149497354624612
ACH-000694,-1.0077500261165084
ACH-000695,-1.110934376702083
ACH-000696,-1.1905663080188476
ACH-000697,-1.205878711400186
ACH-000699,-0.7231030647868802
ACH-000701,-1.2331398857461635
ACH-000706,-1.2896847097392734
ACH-000711,-1.158215126830166
ACH-000713,-1.1352144189460471
ACH-000714,-1.0682271429016221
ACH-000718,-1.0443893164504872
ACH-000720,-1.1432486652328888
ACH-000721,-1.0711820279333693
ACH-000724,-1.5356270264531913
ACH-000725,-0.8029963125169696
ACH-000732,-1.1483676606680215
ACH-000734,-1.2045615003244832
ACH-000735,-1.3055522212061008
ACH-000736,-1.0290155166920176
ACH-000738,-1.2173487523520814
ACH-000746,-1.131222953420739
ACH-000747,-1.1718169689667646
ACH-000748,-1.2403757917903828
ACH-000753,-1.1919721336853395
ACH-000756,-1.1316768721019663
ACH-000757,-1.0849163314109382
ACH-000758,-1.3167536430070002
ACH-000760,-1.1992647534008145
ACH-000762,-1.1011993979698094
ACH-000763,-1.2990658947745424
ACH-000764,-1.2672429334356607
ACH-000765,-1.3095996520695774
ACH-000766,-1.1996238135068025
ACH-000767,-0.6802393613641455
ACH-000768,-1.1713945310497922
ACH-000769,-1.300005032928357
ACH-000770,-1.3160924321180372
ACH-000771,-1.1317198785415918
ACH-000773,-1.0077455699502378
ACH-000776,-1.1409280713214571
ACH-000777,-1.3930212333130418
ACH-000778,-0.9862445980934076
ACH-000781,-1.3742334852866551
ACH-000782,-0.8096195435282265
ACH-000783,-1.2671198388376377
ACH-000784,-1.3305517808922915
ACH-000785,-0.710394470014693
ACH-000787,-1.3141001421056089
ACH-000788,-1.3392991633134106
ACH-000791,-1.3057062947202538
ACH-000792,-1.2391925408037159
ACH-000794,-1.1432886137997746
ACH-000796,-0.9260614381645442
ACH-000798,-1.2008988351569256
ACH-000799,-1.0220574209766995
ACH-000800,-1.074848174687143
ACH-000802,-1.1792725469866867
ACH-000804,-1.0513922049614648
ACH-000805,-1.3948724043888108
ACH-000809,-1.114036750588994
ACH-000810,-1.3491627850029906
ACH-000811,-1.2080713986844664
ACH-000817,-1.1102356248089071
ACH-000819,-1.272585414394834
ACH-000820,-1.59527320723426
ACH-000821,-1.104309192928592
ACH-000822,-1.1129640861874208
ACH-000823,-1.224166596276289
ACH-000824,-1.2235356776322266
ACH-000827,-1.2595562369048603
ACH-000829,-1.135128700325941
ACH-000831,-1.1879478088426227
ACH-000832,-0.9639546795569408
ACH-000833,-1.3329280224825404
ACH-000834,-1.1809253049919168
ACH-000835,-1.2119165667100469
ACH-000836,-1.1508485775141426
ACH-000837,-1.2536829680317123
ACH-000838,-0.7867991925585658
ACH-000839,-1.1964682524430201
ACH-000840,-1.2447976989882237
ACH-000841,-1.0558504323736526
ACH-000843,-1.2522353727067883
ACH-000846,-0.9084671709549474
ACH-000847,-1.3108143573672877
ACH-000848,-1.1223287640857016
ACH-000849,-1.1599544212719008
ACH-000851,-1.3833787878756654
ACH-000855,-1.4157809998289392
ACH-000856,-1.1133987179682634
ACH-000858,-1.1798104093770696
ACH-000859,-1.4677433709976984
ACH-000861,-1.2444930458498331
ACH-000862,-1.1337270307976046
ACH-000865,-1.2634651546483178
ACH-000866,-1.2113426951496493
ACH-000867,-0.9704451132222851
ACH-000869,-0.9583172172230514
ACH-000872,-1.3280945293576039
ACH-000873,-1.439289980017944
ACH-000876,-1.0968814039451915
ACH-000878,-1.3558972635669753
ACH-000880,-1.1079100200159957
ACH-000881,-1.2934444248882953
ACH-000882,-1.23609863854034
ACH-000884,-1.4193831585694794
ACH-000885,-0.9814834936172
ACH-000887,-1.080591521496952
ACH-000889,-1.2185796034933856
ACH-000896,-1.461342459142558
ACH-000898,-1.02730298835192
ACH-000900,-1.2021210255634915
ACH-000901,-1.0960632210539485
ACH-000905,-1.260654975337939
ACH-000906,-1.2092277995595493
ACH-000907,-1.166486587104554
ACH-000910,-1.3100022145078691
ACH-000911,-1.2133170903438768
ACH-000912,-1.2036934237665082
ACH-000913,-1.2447279485287974
ACH-000915,-1.3657933420521198
ACH-000916,-1.5542778599992089
ACH-000917,-1.2419292004717992
ACH-000920,-1.0315290830204495
ACH-000921,-1.151609481694054
ACH-000924,-1.0855506836492297
ACH-000926,-1.2484240636053314
ACH-000928,-1.0557754447020895
ACH-000929,-0.9648994293369584
ACH-000932,-1.138539642242396
ACH-000935,-1.094761865381845
ACH-000936,-1.405066135342329
ACH-000937,-1.1407696942136742
ACH-000938,-1.0370222000192997
ACH-000939,-1.3800478157425404
ACH-000941,-1.4328327434957289
ACH-000943,-1.2285639488569131
ACH-000946,-1.2687490764656342
ACH-000947,-1.4443555010176594
ACH-000948,-1.303064336901838
ACH-000950,-1.4071518524770084
ACH-000953,-0.9309525374069724
ACH-000954,-1.2018193072776808
ACH-000957,-0.8899171478565128
ACH-000958,-1.2481566382883578
ACH-000960,-1.027409021112777
ACH-000963,-0.9314723372645162
ACH-000968,-1.27989367479085
ACH-000969,-1.2056699455017459
ACH-000972,-0.9071721038638558
ACH-000973,-1.1970357981108035
ACH-000974,-1.2508679031787395
ACH-000978,-1.0716460407906716
ACH-000984,-1.0609502976484548
ACH-000986,-1.0372797460244358
ACH-000988,-1.5387865491032198
ACH-000993,-1.0776867384892448
ACH-000994,-1.1487649113937533
ACH-000996,-1.0838706467875574
ACH-001001,-1.053083548421436
ACH-001020,-1.063512908879031
ACH-001028,-1.2456829723290288
ACH-001031,-1.2155041646578877
ACH-001038,-1.1116831845504174
ACH-001048,-1.33604161005056
ACH-001050,-1.163038277203318
ACH-001053,-1.3819317708666197
ACH-001054,-1.2320568039009758
ACH-001061,-1.2450903051653286
ACH-001067,-1.1613777392200866
ACH-001075,-1.1684458817574597
ACH-001096,-1.320158810776479
ACH-001111,-1.1775723753137193
ACH-001119,-1.0506418664172823
ACH-001128,-1.201709292831044
ACH-001134,-1.159381069267012
ACH-001151,-1.1820054163553708
ACH-001163,-1.1348075014359542
ACH-001164,-1.1965902111154667
ACH-001183,-1.0972755203331908
ACH-001192,-1.2831354774330097
ACH-001193,-1.4388082427171769
ACH-001196,-1.1102098170700068
ACH-001197,-1.0735622934998157
ACH-001205,-1.0802939814976755
ACH-001211,-1.1901772783007998
ACH-001212,-1.1192178055427957
ACH-001228,-1.1604674653122116
ACH-001232,-1.3952889646285977
ACH-001239,-1.1799339701440303
ACH-001270,-1.2829956656474393
ACH-001274,-1.0566548980266686
ACH-001275,-1.1682167717695593
ACH-001277,-1.0246424227608046
ACH-001278,-1.2282566880422998
ACH-001280,-0.8653382664590047
ACH-001283,-1.0716389728379163
ACH-001289,-1.1295991011527595
ACH-001300,-1.2668083824768708
ACH-001301,-1.2713919167362202
ACH-001302,-1.4764103047753
ACH-001306,-1.1798458764404491
ACH-001318,-1.3781196370058362
ACH-001322,-1.244621808149711
ACH-001328,-1.1738409002627688
ACH-001332,-1.521191017371608
ACH-001336,-1.3071641414252213
ACH-001346,-1.1736669422560395
ACH-001353,-1.2836875092297069
ACH-001354,-1.4304499762502632
ACH-001367,-1.2671434904973569
ACH-001368,-1.1532158449628391
ACH-001374,-1.1395243544149918
ACH-001377,-1.176622915698689
ACH-001380,-1.2803067094528764
ACH-001391,-1.1395691506457268
ACH-001408,-1.1269842539990549
ACH-001430,-1.0658399577161084
ACH-001431,-1.3140977051175835
ACH-001450,-1.0812243354021098
ACH-001496,-1.2461254335159944
ACH-001500,-1.1567208457187363
ACH-001523,-1.1177215979509163
ACH-001532,-1.0938928969283759
ACH-001550,-1.1482466128954951
ACH-001552,-1.4177266539074629
ACH-001554,-1.122481625953944
ACH-001654,-0.9245946159382816
ACH-001735,-1.0046309241299938
ACH-001736,-0.9937490710837888
ACH-001737,-0.8474297004812136
ACH-001740,-1.174386844640516
ACH-001745,-1.1924524864118575
ACH-001765,-1.167013117554783
