,DFNA5 (1687)
ACH-000004,0.0839835276952996
ACH-000005,-0.12914288702876328
ACH-000007,0.08748471146581781
ACH-000009,-0.022370341955058288
ACH-000011,-0.04670355139527711
ACH-000012,0.03627154142925317
ACH-000013,0.12115886494269773
ACH-000014,-0.05717618615692986
ACH-000015,0.02439564799740496
ACH-000017,0.03761248000303998
ACH-000018,-0.010448187577221822
ACH-000019,0.04043757124666583
ACH-000021,0.048175390092261385
ACH-000022,-0.01218365937902037
ACH-000025,0.06125871214908659
ACH-000028,0.14336842685948167
ACH-000030,0.04158271724820037
ACH-000035,-0.12348174769424487
ACH-000036,0.026720193765865024
ACH-000037,0.0616184495404771
ACH-000039,0.00646980855314476
ACH-000040,0.005777943114711863
ACH-000041,0.0337519543312043
ACH-000042,-0.12236205174459527
ACH-000045,-0.14505818339874732
ACH-000047,-0.05574172003772696
ACH-000052,0.06663286667696372
ACH-000053,-0.01595867143336055
ACH-000054,-0.07555979362459757
ACH-000055,0.048156951031432776
ACH-000060,-0.02633723815474373
ACH-000067,0.14627677664123026
ACH-000070,0.017484082951090284
ACH-000075,-0.04755825323745904
ACH-000078,-0.03968549242258347
ACH-000082,0.026292165364992803
ACH-000085,0.07522301463599587
ACH-000086,0.1324651195390498
ACH-000087,-0.041481656477880775
ACH-000092,0.08762326971636196
ACH-000095,-0.02487963548766936
ACH-000097,0.07306019904722434
ACH-000098,0.0013054927286545595
ACH-000099,0.003178129164993016
ACH-000108,-0.03460788010837057
ACH-000113,-0.05795013437582621
ACH-000116,0.03218768341494201
ACH-000118,0.1071401885761462
ACH-000120,-0.08227740363725343
ACH-000123,0.011510080395391396
ACH-000127,0.017514259530242042
ACH-000128,-0.03183459589499664
ACH-000132,0.2125247220191343
ACH-000133,0.038999924630749416
ACH-000137,-0.10631727796043816
ACH-000138,0.16173444859983735
ACH-000142,-0.14465659404080858
ACH-000143,0.09591529641310027
ACH-000146,0.06093708508463293
ACH-000148,0.018129590743417263
ACH-000150,-0.03318736787977387
ACH-000152,0.05696529027630948
ACH-000153,-0.09777543344485684
ACH-000159,-0.017708532356216618
ACH-000160,-0.11835004206459925
ACH-000163,-0.02285787430089854
ACH-000167,-0.12553314433641544
ACH-000168,-0.02342207480769181
ACH-000169,-0.02472483475885941
ACH-000178,-0.01955864783053152
ACH-000183,0.1824317481629256
ACH-000188,0.02245429202437665
ACH-000189,-0.2830667460957965
ACH-000190,-0.07254557308727888
ACH-000198,-0.0012971381181662493
ACH-000203,-0.13205058427240238
ACH-000204,-0.04539576273922037
ACH-000206,0.02877029186335405
ACH-000207,-0.060923778408175415
ACH-000208,-0.0006326798714683789
ACH-000210,-0.004204463544258632
ACH-000211,-0.044690541711519975
ACH-000215,0.03379155592076443
ACH-000221,-7.958150430898041e-05
ACH-000222,-0.007068822455290953
ACH-000223,0.06048460705804084
ACH-000226,0.03860412912356749
ACH-000227,0.03328111965325828
ACH-000228,-0.05249757358195275
ACH-000231,-0.004264786179454753
ACH-000232,0.0625291864114433
ACH-000233,0.07971464061683868
ACH-000234,0.06548151736367565
ACH-000235,-0.05534982518590637
ACH-000237,-0.07822333318106206
ACH-000238,0.0269787121464073
ACH-000242,0.18863660482275715
ACH-000243,0.10272293152073876
ACH-000244,-0.1456810923911769
ACH-000246,0.13099599825401184
ACH-000248,-0.0706102265762874
ACH-000250,-0.00879917971457761
ACH-000251,-0.031113152707248407
ACH-000252,0.1803939721900817
ACH-000253,-0.0027673286498498297
ACH-000255,0.10043721833757788
ACH-000256,-0.0300654835505198
ACH-000257,-0.0009204362263760027
ACH-000258,0.08255736930740153
ACH-000259,0.014416326904258503
ACH-000260,-0.0440234204883214
ACH-000261,0.046132839492375774
ACH-000262,0.09968169871991804
ACH-000263,-0.11715120937952167
ACH-000264,-0.003923561561057083
ACH-000265,0.0774252283926499
ACH-000266,-0.09426631557851653
ACH-000272,-0.017635596517135282
ACH-000274,0.17840903467773556
ACH-000277,0.13645290525477066
ACH-000278,0.049278253765909316
ACH-000279,-0.017430778799489108
ACH-000280,-0.022843308705770785
ACH-000281,-0.21796665820959454
ACH-000288,0.007202205227070212
ACH-000291,-0.05823523397897457
ACH-000293,-0.18897613536139865
ACH-000294,-0.1024223175223622
ACH-000295,0.10426311660584713
ACH-000296,-0.013513812200250008
ACH-000302,-0.051516408367845726
ACH-000304,-0.06911471624920014
ACH-000307,-0.12825159686179305
ACH-000308,0.0322963490547673
ACH-000310,0.03748164799874898
ACH-000311,0.015558302968270885
ACH-000312,0.025845400283587342
ACH-000315,0.017791289442123943
ACH-000316,-0.04893627974524017
ACH-000317,0.1191108645473648
ACH-000318,0.06925049910460454
ACH-000319,-0.03557289896418154
ACH-000320,0.04043868664989128
ACH-000322,0.00047635809106748225
ACH-000323,0.08974839492886359
ACH-000324,0.0012362114340422456
ACH-000329,0.060437488503182674
ACH-000330,-0.05831685147155401
ACH-000331,-0.0058560793976262
ACH-000332,0.031719467223898894
