,B3GALNT1 (8706)
ACH-000004,0.3128014635342364
ACH-000005,0.13315119229163935
ACH-000007,0.034216371930774335
ACH-000009,0.11053663383932837
ACH-000011,0.20732213347021086
ACH-000012,0.17870059547615422
ACH-000013,0.3212017948448088
ACH-000014,0.10360467588453656
ACH-000015,0.16953601967100534
ACH-000017,0.17268069946007553
ACH-000018,0.2428460516681789
ACH-000019,0.12721560356191616
ACH-000021,0.15165374493325984
ACH-000022,0.21820745842580525
ACH-000025,0.11795244046611947
ACH-000028,0.08506372263325736
ACH-000030,0.2535956012173394
ACH-000035,0.2573316206503536
ACH-000036,0.03132560294456231
ACH-000037,0.20132036641100784
ACH-000039,-0.0618637675197293
ACH-000040,0.17583988447280569
ACH-000041,0.2822672929503241
ACH-000042,0.1785025634877583
ACH-000045,0.24248398583520345
ACH-000047,0.2197594357646578
ACH-000052,0.21151983267241847
ACH-000053,0.13435487420743505
ACH-000054,0.12014568647822922
ACH-000055,0.26690647386685057
ACH-000060,0.1036258628155947
ACH-000067,0.10591038028446
ACH-000070,0.2868033049019693
ACH-000075,0.14537665846450934
ACH-000078,0.21871236541559474
ACH-000082,0.24239226933032385
ACH-000085,0.16975585905729096
ACH-000086,0.30144348662368936
ACH-000087,0.2971168479057957
ACH-000092,0.15804004514467204
ACH-000095,0.14955031086613527
ACH-000097,0.17610421487546335
ACH-000098,0.2347983632736711
ACH-000099,0.22234326165317567
ACH-000108,0.2883743303471806
ACH-000113,0.2090374906219857
ACH-000116,0.21626801064444612
ACH-000118,0.3250299894723515
ACH-000120,0.2512450740437735
ACH-000123,0.22164096936779087
ACH-000127,0.22789609329308586
ACH-000128,0.2622502307852547
ACH-000132,0.2376641365550015
ACH-000133,0.10028672803812412
ACH-000137,0.3255279457851165
ACH-000138,0.17253922261500476
ACH-000142,0.10455379772246673
ACH-000143,0.18562747386624606
ACH-000146,0.1439399043603129
ACH-000148,0.21744546899873715
ACH-000150,0.3114131364670275
ACH-000152,0.15684779498914042
ACH-000153,0.16428187268461808
ACH-000159,0.1635361477866724
ACH-000160,0.2359584380783161
ACH-000163,0.06665644761641795
ACH-000167,0.3856269692752622
ACH-000168,0.06169505008018623
ACH-000169,0.2116890255014094
ACH-000178,0.1614973355906364
ACH-000183,0.33302846553683096
ACH-000188,0.2777827706847893
ACH-000189,0.2698340843736943
ACH-000190,0.3010731245801309
ACH-000198,0.2407906099811106
ACH-000203,-0.15489681151212362
ACH-000204,0.06470924022730531
ACH-000206,0.18544982553360195
ACH-000207,0.19284465763707231
ACH-000208,0.32288235849372243
ACH-000210,0.23984898454056655
ACH-000211,0.151795794806532
ACH-000215,0.20082613704297367
ACH-000221,0.3012165701839311
ACH-000222,0.3802733653743304
ACH-000223,0.31760710819714544
ACH-000226,0.1401898824010358
ACH-000227,0.1330634776127336
ACH-000228,0.2049064686681596
ACH-000231,0.15321578841909722
ACH-000232,0.2482336468394985
ACH-000233,0.2097189867961114
ACH-000234,0.17911945538719104
ACH-000235,0.2017436625898072
ACH-000237,0.13896867126505072
ACH-000238,0.17065144755797496
ACH-000242,0.37971595716423096
ACH-000243,0.20267336973175665
ACH-000244,-0.09851594850537117
ACH-000246,0.1318490581593386
ACH-000248,0.156502332714749
ACH-000250,0.20221260641953098
ACH-000251,0.14224603232741967
ACH-000252,0.14963868493066398
ACH-000253,0.14924225697413826
ACH-000255,0.2522739274082021
ACH-000256,0.22553988772819736
ACH-000257,0.2311651944649092
ACH-000258,0.2443401103759899
ACH-000259,0.2510603358598088
ACH-000260,0.18387909660363574
ACH-000261,0.1409024733668235
ACH-000262,0.2860340413207354
