,ALDH5A1 (7915)
ACH-000004,-0.0980074876887302
ACH-000005,0.11507897838553224
ACH-000007,-0.2855486517205845
ACH-000009,0.01751035606929924
ACH-000011,-0.03249040544592539
ACH-000012,-0.17897551006826573
ACH-000013,-0.10801552211951146
ACH-000014,-0.07061825096608673
ACH-000015,0.032138181234450086
ACH-000017,-0.10517989052274784
ACH-000018,-0.06556999267441005
ACH-000019,-0.13235614310057614
ACH-000021,-0.05140412037999307
ACH-000022,0.0021506648112008405
ACH-000025,0.013779004971774977
ACH-000028,-0.06902390554049062
ACH-000030,-0.16050039477344866
ACH-000035,-0.07805911890585901
ACH-000036,-0.04564346868127272
ACH-000037,-0.002084790157961563
ACH-000039,-0.06125786471781761
ACH-000040,-0.05920358363204119
ACH-000041,-0.1678085683997899
ACH-000042,0.003531425902105785
ACH-000045,0.01465064835074294
ACH-000047,0.08111525212224578
ACH-000052,-0.2153331127744977
ACH-000053,-0.05646237190287475
ACH-000054,-0.13047288186569306
ACH-000055,-0.06039809801412953
ACH-000060,-0.06609043842592847
ACH-000067,-0.1339254987479398
ACH-000070,0.017163217136917142
ACH-000075,-0.02742547332162759
ACH-000078,-0.10671736294012732
ACH-000082,-0.08376877804032358
ACH-000085,-0.15014723250571704
ACH-000086,-0.11244142621015464
ACH-000087,-0.34043111578365226
ACH-000092,0.0005149493685064699
ACH-000095,0.04897360135920377
ACH-000097,-0.11223110817677874
ACH-000098,-0.012893111597291432
ACH-000099,-0.0018694804504938625
ACH-000108,0.06123983709731224
ACH-000113,0.011412317770954307
ACH-000116,-0.0639432968401235
ACH-000118,-0.10685282028428536
ACH-000120,-0.036211378295439696
ACH-000123,-0.10463599922893599
ACH-000127,-0.07251755676801316
ACH-000128,0.027054014807771736
ACH-000132,-0.020380963321781957
ACH-000133,-0.0037314196091028607
ACH-000137,-0.0639468031104788
ACH-000138,0.07826814619257899
ACH-000142,0.07930110771869671
ACH-000143,-0.0436502389681854
ACH-000146,-0.07846808024738065
ACH-000148,0.05815464233408881
ACH-000150,-0.0747960917467327
ACH-000152,-0.04015082238255231
ACH-000153,-0.10781529896492692
ACH-000159,-0.08820113727583287
ACH-000160,-0.08991112270696218
ACH-000163,-0.03190319313783039
ACH-000167,0.055965663637822134
ACH-000168,0.007660857799132215
ACH-000169,9.697625972654289e-05
ACH-000178,-0.11354661774711618
ACH-000183,0.06353757756137457
ACH-000188,0.029083047396945824
ACH-000189,-0.053646534880757483
ACH-000190,-0.540205679448034
ACH-000198,-0.05664100687822815
ACH-000203,0.18159145078191136
ACH-000204,-0.12709908097959502
ACH-000206,-0.023985490461113347
ACH-000207,0.024210998764043555
ACH-000208,-0.1597039544363537
ACH-000210,0.1405367208849717
ACH-000211,-0.11113793864709808
ACH-000215,-0.0085996491869295
ACH-000221,0.2022369241983716
ACH-000222,-0.01593751115709209
ACH-000223,-0.2056642809164859
ACH-000226,-0.07662421736363792
ACH-000227,-0.14949541027997765
ACH-000228,-0.000874536357905321
ACH-000231,-0.09014725482837738
ACH-000232,-0.08267085035402623
ACH-000233,0.041053588257759566
ACH-000234,-0.010174661989049566
ACH-000235,-0.06729871073368085
ACH-000237,-0.10705207812543388
ACH-000238,-0.11163090636264007
ACH-000242,0.004570183703838922
ACH-000243,0.02891445615084894
ACH-000244,-0.2371024500975197
ACH-000246,0.02771431328376182
ACH-000248,-0.08819747427118894
ACH-000250,-0.036307074263360335
ACH-000251,0.27023216916485804
ACH-000252,0.0062424631753938715
ACH-000253,-0.14037308884948427
ACH-000255,-0.08392092417503456
ACH-000256,0.08882852782909924
ACH-000257,0.005663226107912065
ACH-000258,0.015870469286937645
ACH-000259,-0.03862132590051656
ACH-000260,-0.17498456044999433
ACH-000261,-0.017289887208304117
ACH-000262,0.02850212375652942
ACH-000263,-0.21418465844568085
ACH-000264,-0.02702653629352466
ACH-000265,-0.1176709539840774
ACH-000266,-0.016122629443622617
ACH-000272,-0.11249797436014618
ACH-000274,-0.09948080594901007
ACH-000277,-0.08082822587192165
ACH-000278,-0.1204842192248188
ACH-000279,-0.09859432256080214
ACH-000280,-0.03148544097350358
ACH-000281,-0.20718947419527006
ACH-000288,-0.06447135529104964
ACH-000291,-0.02894623602668988
ACH-000293,0.03171526070777552
ACH-000294,-0.07782887476936451
ACH-000295,-0.16024449284205486
ACH-000296,-0.03661546972594341
ACH-000302,-0.05625950846775244
ACH-000304,0.03591792317654137
ACH-000307,-0.12662058023620332
ACH-000308,-0.16754859421567847
ACH-000310,-0.11440221764714024
ACH-000311,0.06033652126618685
ACH-000312,0.07944531947857457
ACH-000315,-0.0010413295388655836
ACH-000316,-0.10411432123744258
ACH-000317,0.05915566122745455
ACH-000318,-0.15457649801544232
ACH-000319,-0.1577183408390882
ACH-000320,0.09705374994144086
ACH-000322,-0.015084604641777175
ACH-000323,0.09600306170663524
ACH-000324,-0.03723786089880684
ACH-000329,0.02041898324647117
ACH-000330,-0.0444708835359495
ACH-000331,-0.08220777798949913
ACH-000332,-0.0938365212666982
ACH-000334,-0.13619121807391413
ACH-000335,-0.029357942954179275
ACH-000336,0.14322119322116195
ACH-000337,-0.06542157151058964
ACH-000338,-0.4401272177962463
ACH-000339,-0.09910480580516537
ACH-000341,-0.18219324193323785
ACH-000348,-0.02801559882946833
ACH-000350,-0.032645786607299936
ACH-000352,0.06177313718597504
ACH-000356,-0.12102777230234635
ACH-000361,0.11994951159284035
ACH-000362,-0.025228109012476928
ACH-000363,-0.07560715172775644
ACH-000364,-0.040616703265134564
ACH-000365,0.02285050110538346
ACH-000366,0.07010585211725777
ACH-000368,0.030411135376996256
ACH-000374,-0.2526050735543348
ACH-000375,0.14413420756103795
ACH-000376,0.002414056583983345
ACH-000381,-0.11950618712231915
ACH-000383,-0.019456480904899442
ACH-000387,0.06807244158135403
ACH-000389,0.050382198765248486
ACH-000390,-0.059931839927462975
ACH-000393,0.051909929450592085
ACH-000395,0.07839938135468168
ACH-000396,-0.0006299677988008622
ACH-000397,-0.0926231592326426
ACH-000401,-0.1169448291844708
ACH-000402,-0.27893752702188845
ACH-000403,-0.21665286720753565
ACH-000404,-0.16782025545689014
ACH-000406,-0.08264475264500176
ACH-000407,-0.12146598076651735
ACH-000408,-0.1970999310617277
ACH-000410,0.019914136859732368
ACH-000411,-0.061725200717170976
ACH-000414,-0.02987722888160715
ACH-000415,0.008027717875676209
ACH-000416,-0.014267675252407937
ACH-000420,-0.10099522746256
ACH-000421,-0.15231408234372004
ACH-000424,-0.15890524137846104
ACH-000425,-0.0644150543712122
ACH-000426,0.03954730606068697
ACH-000427,0.04083038432664799
ACH-000433,-0.05839984344980294
