,SPRYD4 (283377)
ACH-000004,-0.2268273764247187
ACH-000005,-0.6351693139538985
ACH-000007,-0.06862915590669323
ACH-000009,-0.04304157692617184
ACH-000011,0.015576936496651053
ACH-000012,-0.02736790597181159
ACH-000013,-0.06813545757439365
ACH-000014,-0.2206116831836872
ACH-000015,-0.21513460233948214
ACH-000017,-0.19381649995966296
ACH-000018,-0.07164088677721936
ACH-000019,-0.025823190091050486
ACH-000021,-0.0768583992922788
ACH-000022,-0.2639714327644599
ACH-000025,-0.21517115665574066
ACH-000028,0.01959201328188156
ACH-000030,-0.08019541303655316
ACH-000035,0.005900194712546607
ACH-000036,-0.09454432657636937
ACH-000037,-0.17947985014631898
ACH-000039,-0.12219026526518245
ACH-000040,-0.08593145405732774
ACH-000041,-0.172155000106678
ACH-000042,-0.07457544573746443
ACH-000045,-0.11965752213714627
ACH-000047,-0.06418143394817104
ACH-000052,-0.1867884730681843
ACH-000053,-0.08320796393607617
ACH-000054,-0.15464604760720588
ACH-000055,-0.3428913975583938
ACH-000060,-0.007173601726226718
ACH-000067,-0.2077844779813025
ACH-000070,-0.17434655262074092
ACH-000075,-0.040297686515392686
ACH-000078,-0.1146906406352003
ACH-000082,-0.2004251238779448
ACH-000085,-0.12832639900995735
ACH-000086,-0.3048464195293295
ACH-000087,-0.2581014917511096
ACH-000092,-0.1221084418112781
ACH-000095,-0.046092371076828335
ACH-000097,-0.23897760064060405
ACH-000098,-0.014633711480998613
ACH-000099,-0.05713446768991829
ACH-000108,-0.057776495917148465
ACH-000113,-0.14613058389360842
ACH-000116,0.0028427337830655404
ACH-000118,-0.1711286853435089
ACH-000120,-0.20271258515310672
ACH-000123,-0.2898882510784762
ACH-000127,-0.17009391088221668
ACH-000128,-0.18430964142213416
ACH-000132,0.013869632337150965
ACH-000133,-0.3942554585739823
ACH-000137,-0.10251122595744368
ACH-000138,-0.1708824986448321
ACH-000142,-0.21919047140938172
ACH-000143,-0.13690780338760306
ACH-000146,-0.168057950606687
ACH-000148,-0.09298553041056004
ACH-000150,-0.16355085903875133
ACH-000152,-0.13268159122270115
ACH-000153,-0.14089805962661736
ACH-000159,-0.0061094336161037245
ACH-000160,-0.2252751370321589
ACH-000163,-0.2811921932549658
ACH-000167,-0.4964453762801804
ACH-000168,-0.2691757251540465
ACH-000169,-0.20098798861678271
ACH-000178,-0.24019355765727465
ACH-000183,-0.00697823557775059
ACH-000188,-0.10365039850982652
ACH-000189,-0.0951780279406259
ACH-000190,-0.14086317764896564
ACH-000198,-0.031556852644175966
ACH-000203,-0.35379949689690465
ACH-000204,-0.3596409585136379
ACH-000206,-0.2330623786266589
ACH-000207,-0.18117656588693745
ACH-000208,-0.2297150491126155
ACH-000210,-0.3393610687387933
ACH-000211,-0.0993324419030566
ACH-000215,-0.17898095162205988
ACH-000221,0.11478059483026808
ACH-000222,-0.2632161882879242
ACH-000223,-0.1263371228442605
ACH-000226,-0.2818220696908069
ACH-000227,-0.14894288115246732
ACH-000228,0.005463753986147655
ACH-000231,-0.16383245642634933
ACH-000232,-0.2309811328410181
ACH-000233,-0.08539395233247625
ACH-000234,-0.39209758643802295
ACH-000235,-0.1928679817567356
ACH-000237,-0.10383936361131688
ACH-000238,0.030568708484800814
ACH-000242,-0.0566988396810454
ACH-000243,-0.11991660894557807
ACH-000244,-0.32704138634244284
ACH-000246,-0.2207945272592538
ACH-000248,-0.1053448233442494
ACH-000250,-0.14405477005737055
ACH-000251,-0.18328857752629527
ACH-000252,-0.2050360097040589
ACH-000253,-0.1316566641119467
ACH-000255,-0.052602842379933325
ACH-000256,-0.22397023081909254
ACH-000257,-0.33278087333783896
ACH-000258,-0.13889631596064791
ACH-000259,-0.12530574127139754
ACH-000260,-0.10916263791711517
ACH-000261,-0.17589470195711834
ACH-000262,-0.06356710926455371
ACH-000263,-0.15768334058579012
ACH-000264,-0.12152834056173238
ACH-000265,-0.12495260609904099
ACH-000266,-0.2330589485453235
ACH-000272,-0.010660363161550708
ACH-000274,-0.2215010365039584
ACH-000277,-0.10686647748906512
ACH-000278,-0.14598625816237262
ACH-000279,-0.163784702016516
ACH-000280,-0.027102286548291773
ACH-000281,-0.11399880083463805
ACH-000288,-0.14673144841703356
ACH-000291,-0.09936465418146376
ACH-000293,0.09912635196924076
ACH-000294,-0.046631247652828375
ACH-000295,0.045662865823931136
ACH-000296,-0.18784361524826493
ACH-000302,-0.12289529049203735
ACH-000304,-0.4261613652614432
ACH-000307,-0.04695387140667896
ACH-000308,-0.14602917946197208
ACH-000310,-0.11847560256508385
ACH-000311,-0.19436411168073528
ACH-000312,-0.07783494576534264
ACH-000315,-0.3197889584002692
ACH-000316,-0.1847581249238676
ACH-000317,-0.07185492602649181
ACH-000318,-0.21382921966443244
ACH-000319,-0.12801309104650824
ACH-000320,-0.09098004228340538
ACH-000322,-0.15545545460653226
ACH-000323,-0.010328144737702213
ACH-000324,-0.05538447867700525
ACH-000329,-0.2404203487824524
ACH-000330,-0.08562116696665922
ACH-000331,-0.20833049407221185
ACH-000332,-0.08027288682435947
ACH-000334,-0.156937240234894
ACH-000335,-0.44448883320871546
ACH-000336,0.4096940273301016
ACH-000337,0.07263508567667687
ACH-000338,0.2761868515755559
ACH-000339,-0.18981135189313866
ACH-000341,-0.1989844004998168
ACH-000348,-0.3175507822092957
ACH-000350,0.04570533263588334
ACH-000352,-0.13510942365666875
ACH-000356,-0.3011848418037064
ACH-000361,-0.08302804371019074
ACH-000362,-0.07944823169063156
ACH-000363,-0.09632787940483556
ACH-000364,-0.1878602019218147
ACH-000365,-0.257563287366114
ACH-000366,-0.13372228631187666
ACH-000368,-0.30828249245924433
ACH-000374,-0.17872539075461866
ACH-000375,-0.03826074704794818
ACH-000376,-0.059608188677182136
ACH-000381,-0.0062367029616585854
ACH-000383,-0.17656657737867212
ACH-000387,-0.3465767809299084
ACH-000389,-0.09039900857225557
ACH-000390,-0.08872365030398496
ACH-000393,-0.20981125507025675
ACH-000395,-0.032535185828894135
ACH-000396,-0.19525310604662155
ACH-000397,-0.12942902044169505
ACH-000401,-0.2097430718687126
ACH-000402,-0.15406355342460346
