,ISG20 (3669)
ACH-000004,-0.18675635317063585
ACH-000005,-0.04385965083412527
ACH-000007,-0.19978003013419948
ACH-000009,-0.0546146930617222
ACH-000011,-0.04515574554564486
ACH-000012,-0.058085547008328124
ACH-000013,-0.0034692751012675924
ACH-000014,-0.22063359842309366
ACH-000015,-0.10277726744853363
ACH-000017,-0.09669785126921902
ACH-000018,-0.114635510599725
ACH-000019,-0.14622949045240805
ACH-000021,-0.026303276644428605
ACH-000022,-0.09130244020332083
ACH-000025,-0.12548331980490227
ACH-000028,-0.07685119560068802
ACH-000030,-0.07469706944471059
ACH-000035,-0.02106378989286416
ACH-000036,0.061670361171968766
ACH-000037,-0.1428283941829786
ACH-000039,-0.07682751574377268
ACH-000040,0.07231991374502099
ACH-000041,-0.17982332233017112
ACH-000042,-0.11314757939614065
ACH-000045,-0.014103329907560053
ACH-000047,-0.05728540672241361
ACH-000052,-0.06921719693175604
ACH-000053,-0.051293925308055
ACH-000054,-0.1226443226449469
ACH-000055,0.024916342127851814
ACH-000060,-0.04121070560928208
ACH-000067,-0.1779237716031863
ACH-000070,-0.0430962385249944
ACH-000075,-0.2260749748693553
ACH-000078,-0.051895711262932735
ACH-000082,-0.050875875297587636
ACH-000085,-0.05378095329354006
ACH-000086,-0.12812256638032135
ACH-000087,-0.16523875516710038
ACH-000092,-0.049398406400567856
ACH-000095,-0.002887599113288055
ACH-000097,-0.2187449924228878
ACH-000098,0.013163752576401974
ACH-000099,-0.15058890371239306
ACH-000108,-0.05988012770316351
ACH-000113,-0.03920753606544045
ACH-000116,-0.11979324010838148
ACH-000118,0.018106405870579715
ACH-000120,-0.02629109515170492
ACH-000123,-0.07724213016476165
ACH-000127,0.013546614122116723
ACH-000128,-0.0954168271823119
ACH-000132,-0.07641308783966064
ACH-000133,-0.034193216762809536
ACH-000137,-0.19184850686213176
ACH-000138,0.020716811654402787
ACH-000142,-0.0009692904546887768
ACH-000143,-0.11164605428915017
ACH-000146,-0.044900885362761614
ACH-000148,-0.09453591142366696
ACH-000150,0.1615030269193886
ACH-000152,-0.07143261370557913
ACH-000153,-0.2477206248544793
ACH-000159,-0.1509127067070902
ACH-000160,-0.0450693806977275
ACH-000163,-0.08909389533518969
ACH-000167,-0.2834937308956332
ACH-000168,-0.07819742040152995
ACH-000169,0.010553279364736141
ACH-000178,-0.102377515943257
ACH-000183,-0.10958202553675568
ACH-000188,0.012737321094936785
ACH-000189,0.016874966626519817
ACH-000190,0.04011394017880191
ACH-000198,-0.07674119638134072
ACH-000203,-0.3434919728737173
ACH-000204,-0.03805394330075968
ACH-000206,-0.2170746099075748
ACH-000207,-0.021342755268489163
ACH-000208,0.03567847993576615
ACH-000210,-0.10145501890843607
ACH-000211,-0.09642508857813606
ACH-000215,-0.06382052500076954
ACH-000221,-0.1949274446561633
ACH-000222,-0.06980017730334928
ACH-000223,-0.0691480613902542
ACH-000226,0.09342206181569096
ACH-000227,-0.08753795373412286
ACH-000228,-0.09833092123667228
ACH-000231,-0.07012762905343288
ACH-000232,-0.035869878884861005
ACH-000233,-0.03131896942269044
ACH-000234,-0.07555529424454101
