,PIGC (5279)
ACH-000004,0.03797885249914201
ACH-000005,0.0048876651564073005
ACH-000007,0.19461797239921716
ACH-000009,0.030197623077518245
ACH-000011,-0.11796388424016464
ACH-000012,-0.06521719738020819
ACH-000013,0.05070511632281575
ACH-000014,-0.05327233021084599
ACH-000015,0.031792572465309886
ACH-000017,0.06991897457865688
ACH-000018,-0.11393983691541595
ACH-000019,0.10093052281354266
ACH-000021,0.027359398493770497
ACH-000022,0.06634215174021345
ACH-000025,-0.07470689232636178
ACH-000028,0.2454694916730111
ACH-000030,0.11833482066749415
ACH-000035,-0.1256331446403629
ACH-000036,0.008754929162424391
ACH-000037,-0.0591085338949896
ACH-000039,0.07655290557600966
ACH-000040,0.06380765607499922
ACH-000041,0.08980866550464572
ACH-000042,0.01932734737266984
ACH-000045,0.09545864655852186
ACH-000047,-0.15224747777646666
ACH-000052,-0.11675092815820493
ACH-000053,-0.06528270902160392
ACH-000054,0.095212559297806
ACH-000055,0.24187336499406106
ACH-000060,0.11955117071366413
ACH-000067,-0.03456794670203598
ACH-000070,-0.06159680091182385
ACH-000075,0.17715973739290544
ACH-000078,0.19328016187241295
ACH-000082,-0.022863108753437347
ACH-000085,0.0008437000727171711
ACH-000086,-0.1767186940680501
ACH-000087,-0.025047319095657414
ACH-000092,-0.12840189804852994
ACH-000095,0.0695608157382927
ACH-000097,0.03440008966104593
ACH-000098,-0.11008225630420004
ACH-000099,0.013540158180610818
ACH-000108,0.060386372613913136
ACH-000113,0.16608617404550272
ACH-000116,0.07340536057798529
ACH-000118,-0.034684129636313725
ACH-000120,0.07917148316504881
ACH-000123,0.044345522535513854
ACH-000127,0.1550693997928039
ACH-000128,0.015179963357117219
ACH-000132,0.12619583244323107
ACH-000133,-0.06825121399530994
ACH-000137,-0.030357733366778595
ACH-000138,0.08739892233163138
ACH-000142,0.015490894741018366
ACH-000143,0.1585093223522478
ACH-000146,0.058146368067187836
ACH-000148,0.11394674510422692
ACH-000150,0.059988832590225014
ACH-000152,0.036202364890497225
ACH-000153,0.2116486755928236
ACH-000159,0.011125157825820645
ACH-000160,0.17045857807645534
ACH-000163,-0.15389690725832816
ACH-000167,-0.01825305749667219
ACH-000168,-0.039111862779628914
ACH-000169,0.0973693014252201
ACH-000178,0.07248427528888084
ACH-000183,-0.07597838552869322
ACH-000188,0.16823380097966584
ACH-000189,-0.13666864760723352
ACH-000190,-0.16189889786240386
ACH-000198,0.1129661081542338
ACH-000203,-0.4876955376382953
ACH-000204,-0.052895190202553115
ACH-000206,0.001995793473936323
ACH-000207,-0.03340640388937007
ACH-000208,0.13446114310960686
ACH-000210,0.3438060580601379
ACH-000211,0.018780535560341163
ACH-000215,0.05045279383986315
ACH-000221,-0.011877042389540444
ACH-000222,-0.20371593353618425
ACH-000223,0.02257280411545439
ACH-000226,0.10329461109948294
ACH-000227,-0.05948899666653916
ACH-000228,0.12947036373771892
ACH-000231,-0.024323557193125175
ACH-000232,-0.16840739823968048
ACH-000233,0.19425908094989824
ACH-000234,0.1474011351561497
ACH-000235,-0.009763851638102002
ACH-000237,-0.015564820856947397
ACH-000238,0.1694562028904648
ACH-000242,0.32905064326289457
ACH-000243,-0.09850046206518392
ACH-000244,-0.18364925116226455
ACH-000246,-0.03988100812044379
ACH-000248,0.14653182164805262
ACH-000250,0.04307356967872004
ACH-000251,-0.03612964658864215
ACH-000252,0.06047206816353986
ACH-000253,0.04362961139077711
ACH-000255,-0.10395227676838246
ACH-000256,0.17175914469342685
ACH-000257,-0.08765312348163641
ACH-000258,0.0443594241060933
ACH-000259,-0.06358997547693784
ACH-000260,0.04528705954217434
ACH-000261,0.046800812822848134
ACH-000262,0.019946481640784317
ACH-000263,0.21656994980184965
ACH-000264,-0.046318059335081214
ACH-000265,0.05741089537658276
ACH-000266,-0.06709602597209502
ACH-000272,-0.18927716928673086
ACH-000274,0.07790866578821541
ACH-000277,0.2639854751902127
ACH-000278,0.00952631359331133
ACH-000279,0.08454200567747475
ACH-000280,0.07782650944863947
ACH-000281,-0.04258868798712874
ACH-000288,0.07035483421459295
ACH-000291,0.08534484580372417
ACH-000293,0.2597827133345475
ACH-000294,-0.13741052447696148
ACH-000295,-0.0855814719175832
ACH-000296,0.07199104073541006
ACH-000302,-0.00600595958863964
ACH-000304,0.0604167491463442
ACH-000307,0.007976627735155761
ACH-000308,-0.02993016375934801
ACH-000310,0.09702424685462864
ACH-000311,-0.1715334916799393
ACH-000312,0.15196308801128808
ACH-000315,-0.2620591208244832
ACH-000316,-0.14562170521068327
ACH-000317,-0.22632709183628935
ACH-000318,0.007957254012104727
ACH-000319,-0.03246632551429879
ACH-000320,-0.09817315760529832
ACH-000322,-0.13472336100988355
ACH-000323,0.047886211929725135
ACH-000324,-0.04273494538001543
ACH-000329,-0.05548416725831104
ACH-000330,0.12230689146499656
ACH-000331,-0.08349517542519255
ACH-000332,0.027769331204075327
ACH-000334,-0.24515518879534354
