,CBX1 (10951)
ACH-000004,-0.5454031077322821
ACH-000005,-0.032200926526103464
ACH-000007,-0.5738488932757589
ACH-000009,-0.5513207341401558
ACH-000011,-0.17911905013999274
ACH-000012,-0.567942593672424
ACH-000013,-0.2534014633140574
ACH-000014,-0.5539039489278056
ACH-000015,-0.4225079592339935
ACH-000017,-0.5015821454262273
ACH-000018,-0.37831214340411773
ACH-000019,-0.5562647230730432
ACH-000021,-0.4508149402934058
ACH-000022,-0.573119966517529
ACH-000025,-0.4400638016509568
ACH-000028,-0.5211137880714165
ACH-000030,-0.4108591677126552
ACH-000035,-0.553514196441082
ACH-000036,-0.37988090239518896
ACH-000037,-0.3809495695502077
ACH-000039,-0.5940231310873016
ACH-000040,-0.4073892233718817
ACH-000041,-0.5315240611845956
ACH-000042,-0.4273116508025442
ACH-000045,-0.6344081113089244
ACH-000047,-0.4963137741255258
ACH-000052,-0.34938753223549285
ACH-000053,-0.291264098950046
ACH-000054,-0.6236944857144691
ACH-000055,-0.5643560613564057
ACH-000060,-0.5195049971480186
ACH-000067,-0.4937753769770581
ACH-000070,-0.3588623892910988
ACH-000075,-0.3912020372540624
ACH-000078,-0.5528949520408819
ACH-000082,-0.6146639554636648
ACH-000085,-0.8209838203822631
ACH-000086,-0.3930047384861635
ACH-000087,-0.6141985044810235
ACH-000092,-0.27777202739716234
ACH-000095,-0.5292547578054321
ACH-000097,-0.5525359769206271
ACH-000098,-0.5869350993636848
ACH-000099,-0.4774664691086363
ACH-000108,-0.4126150105094729
ACH-000113,-0.4564178236748867
ACH-000116,-0.5673044826666817
ACH-000118,-0.3579004309759142
ACH-000120,-0.34933540372361993
ACH-000123,-0.35373335026172703
ACH-000127,-0.4191343893145406
ACH-000128,-0.507142754506992
ACH-000132,-0.47908536359129794
ACH-000133,-0.3786199911400647
ACH-000137,-0.3845439986228095
ACH-000138,-0.5349781271781017
ACH-000142,-0.4503233871471499
ACH-000143,-0.5553944752471175
ACH-000146,-0.3414319737509021
ACH-000148,-0.4160561141673612
ACH-000150,-0.5225104727788682
ACH-000152,-0.4857113435152213
ACH-000153,-0.6688859874183471
ACH-000159,-0.4221329425443887
ACH-000160,-0.07119149814782329
ACH-000163,-0.307531305296793
ACH-000167,0.04629092245547891
ACH-000168,-0.4360831164760568
ACH-000169,-0.37687573329771495
ACH-000178,-0.3964284646496589
ACH-000183,-0.3909781412862246
ACH-000188,-0.5734319714354388
ACH-000189,-0.2950706282499744
ACH-000190,0.21178378850854365
ACH-000198,-0.5708080472342713
ACH-000203,-0.9709257438439272
ACH-000204,-0.2546446442624778
ACH-000206,-0.3912644278404157
ACH-000207,-0.44344587939578334
ACH-000208,-0.3052414039005148
ACH-000210,-0.3854468449722735
ACH-000211,-0.5699218904610249
ACH-000215,-0.4455572053853501
ACH-000221,-0.5139108551213353
ACH-000222,-0.2331339346568805
ACH-000223,-0.485007547121159
ACH-000226,-0.3655091112618948
ACH-000227,-0.5403070168747129
ACH-000228,-0.6356332279914371
ACH-000231,-0.530343147959155
ACH-000232,-0.4140238114567733
ACH-000233,-0.4285914343864772
ACH-000234,-0.4049547097324864
ACH-000235,-0.3740340088309939
ACH-000237,-0.4412479406653845
ACH-000238,-0.6339320079581102
ACH-000242,-0.2317331387762185
ACH-000243,-0.3541475647176104
ACH-000244,-0.4479083241429312
ACH-000246,-0.4860885445585299
ACH-000248,-0.5111329332166373
ACH-000250,-0.4458021665464256
ACH-000251,-0.28418065755429645
ACH-000252,-0.3945189426347955
ACH-000253,-0.4112604815359996
ACH-000255,-0.5401328494726779
ACH-000256,-0.4414495097441365
ACH-000257,-0.2573258698002102
ACH-000258,-0.6514242820020092
ACH-000259,-0.4065730057746312
ACH-000260,-0.3118745094970948
ACH-000261,-0.5160587340138564
ACH-000262,-0.29154194042690906
ACH-000263,-0.8281824373349767
ACH-000264,-0.5081846913297814
ACH-000265,-0.4625068454705675
ACH-000266,-0.4451267603269716
ACH-000272,-0.4679578189182325
ACH-000274,-0.576642297879156
ACH-000277,-0.5638588018754476
ACH-000278,-0.4689938547752124
ACH-000279,-0.6772075936379087
ACH-000280,-0.5668697487935408
ACH-000281,-0.37937301432252857
ACH-000288,-0.6032129150106321
ACH-000291,-0.4826961405500431
ACH-000293,-0.4676440401029898
ACH-000294,-0.5462036352548804
ACH-000295,-0.5499923836703384
ACH-000296,-0.26907858147534464
ACH-000302,-0.49259160703637
ACH-000304,-0.2177362788762548
ACH-000307,-0.4304707894910037
ACH-000308,-0.4468231567347824
ACH-000310,-0.5961803963591241
ACH-000311,-0.3499330617649926
ACH-000312,-0.5775506361804733
ACH-000315,-0.3020023222300189
ACH-000316,-0.2065370103166795
ACH-000317,-0.3408337269695506
ACH-000318,-0.4972074004054729
ACH-000319,-0.5036328980958524
ACH-000320,-0.2881862240270823
ACH-000322,-0.3063391065143715
ACH-000323,-0.3855160101329682
ACH-000324,-0.5289184060354105
ACH-000329,-0.3418360610133107
ACH-000330,-0.4170227240394425
ACH-000331,-0.4147223598048265
ACH-000332,-0.3922545143827098
ACH-000334,-0.7083701668215315
ACH-000335,-0.33939518211331965
ACH-000336,-0.3995037672280424
ACH-000337,-0.4831432634592119
ACH-000338,-0.4269153561212424
ACH-000339,-0.4689438138306963
ACH-000341,-0.424205750931912
ACH-000348,-0.310776244630694
ACH-000350,-0.3922505370929939
ACH-000352,-0.5261177500913884
ACH-000356,-0.5242355040667889
ACH-000361,-0.6328208171014358
ACH-000362,-0.5827849044008817
ACH-000363,-0.4554974296675428
ACH-000364,-0.4495405043606904
ACH-000365,-0.5188174345857636
ACH-000366,-0.3756869176618536
ACH-000368,-0.42755248492658143
ACH-000374,-0.7120978700830346
ACH-000375,-0.2639495755350589
ACH-000376,-0.19016686452052048
ACH-000381,-0.3284528384638329
ACH-000383,-0.2730084156838799
ACH-000387,-0.4499099583936361
ACH-000389,-0.3925474404599113
ACH-000390,-0.4827122903408931
ACH-000393,-0.3308794826105658
ACH-000395,-0.6673151187544502
ACH-000396,-0.5230253753306686
ACH-000397,-0.4762660802950495
ACH-000401,-0.3037631935499687
ACH-000402,-0.38408589412528105
ACH-000403,-0.564055261243043
ACH-000404,-0.4689591476061752
