,VWCE (220001)
ACH-000004,-0.07964495384232287
ACH-000005,-0.06587761743873584
ACH-000007,-0.2931817200358877
ACH-000009,0.09256441029394456
ACH-000011,0.0680773789883197
ACH-000012,-0.126328136459765
ACH-000013,-0.08405534078799025
ACH-000014,0.2088932679425799
ACH-000015,0.023944492993734662
ACH-000017,-0.020741534601036976
ACH-000018,-0.0876224985387758
ACH-000019,-0.2038639846252272
ACH-000021,-0.15735602660387926
ACH-000022,-0.009682423974493069
ACH-000025,-0.0018543882972563085
ACH-000028,-0.014972016783327085
ACH-000030,-0.0711410994540188
ACH-000035,-0.016683049542410133
ACH-000036,-0.10582252094773452
ACH-000037,-0.15101719072736816
ACH-000039,-0.07058996342721938
ACH-000040,-0.020874984763989114
ACH-000041,-0.012464265712801341
ACH-000042,-0.16193224379862595
ACH-000045,0.0021187952654676263
ACH-000047,-0.016053205319067298
ACH-000052,0.01618268275290135
ACH-000053,-0.11500861236788534
ACH-000054,-0.08295849317596986
ACH-000055,0.0888280568679238
ACH-000060,0.09553852806993507
ACH-000067,-0.00921443943559433
ACH-000070,-0.016889234745696303
ACH-000075,-0.2443018741894033
ACH-000078,-0.061863041168889576
ACH-000082,-0.1159044192633374
ACH-000085,-0.009326988292879295
ACH-000086,-0.18692190468836173
ACH-000087,-0.2579469201717967
ACH-000092,-0.13431354533371254
ACH-000095,-0.04390235885932467
ACH-000097,-0.0982238428225959
ACH-000098,-0.014752291802526603
ACH-000099,-0.012930745365396054
ACH-000108,-0.2270049355067135
ACH-000113,-0.02449294288012302
ACH-000116,-0.2117524681411394
ACH-000118,-0.12423350087748758
ACH-000120,-0.12646441717459744
ACH-000123,-0.056803845159325635
ACH-000127,-0.11456809199603085
ACH-000128,-0.05143826655230139
ACH-000132,-0.07526674945623113
ACH-000133,-0.04829172252622945
ACH-000137,-0.0058013531869416535
ACH-000138,-0.12787085155002198
ACH-000142,-0.1026508414604373
ACH-000143,-0.17435964267449774
ACH-000146,0.02363205636259717
ACH-000148,0.058957028128125935
ACH-000150,-0.051212593430613566
ACH-000152,-0.1487729667676345
ACH-000153,-0.33524937151425843
ACH-000159,0.015502559135507443
ACH-000160,-0.17759905330295375
ACH-000163,-0.08267695679864212
ACH-000167,-0.06061329538909545
ACH-000168,-0.30976294260375953
ACH-000169,-0.05587927976559357
ACH-000178,0.005994537129199663
ACH-000183,-0.08441345758401904
ACH-000188,-0.22799567430413856
ACH-000189,-0.2008402286643196
ACH-000190,-0.012143536843253823
ACH-000198,-0.1014563123012992
ACH-000203,0.06486857262977758
ACH-000204,-0.028345577517216718
ACH-000206,-0.2132398087236334
ACH-000207,-0.43838392309010055
ACH-000208,-0.212107205792238
ACH-000210,-0.056457164778317886
ACH-000211,-0.08457211304906741
ACH-000215,-0.1329089428144228
ACH-000221,-0.06782035665688013
ACH-000222,-0.16698608711815968
ACH-000223,-0.1353584981418081
ACH-000226,-0.011708252367935455
ACH-000227,-0.07429850472938848
ACH-000228,-0.16266163912380566
ACH-000231,-0.10609251352501886
ACH-000232,-0.07328159951918413
ACH-000233,-0.031829899288233564
ACH-000234,-0.047112702803993184
ACH-000235,-0.09398023616002676
ACH-000237,-0.006858047450682729
ACH-000238,0.15795317544217552
ACH-000242,-0.31240881616595145
ACH-000243,-0.0426453300048073
ACH-000244,-0.09681643419778538
ACH-000246,-0.028029236089940675
ACH-000248,0.04130938956171019
ACH-000250,-0.04573513128272415
ACH-000251,-0.05024144782193943
ACH-000252,-0.0325639472830233
ACH-000253,0.010510651193369568
ACH-000255,-0.03239595777276611
ACH-000256,-0.006632345733363414
