,METTL11B (149281)
ACH-000004,-0.17394937110869574
ACH-000005,-0.08302474960992492
ACH-000007,0.09824109770620512
ACH-000009,-0.1509491769340814
ACH-000011,0.04434897339369785
ACH-000012,-0.10974064418071723
ACH-000013,-0.03787019201228016
ACH-000014,-0.14722444213133096
ACH-000015,-0.12962545853039914
ACH-000017,-0.1024850755342128
ACH-000018,-0.043968158940818236
ACH-000019,-0.1893007909384316
ACH-000021,-0.03653943667877412
ACH-000022,-0.0178108688969095
ACH-000025,-0.08457112295622447
ACH-000028,-0.18766404073586174
ACH-000030,-0.038715727099729584
ACH-000035,-0.03966284628097505
ACH-000036,-0.1299875482827901
ACH-000037,0.09959164143887904
ACH-000039,0.08325175356713213
ACH-000040,0.009641005704285768
ACH-000041,-0.03568501934184415
ACH-000042,-0.013336574254831956
ACH-000045,-0.15018707547624174
ACH-000047,-0.09018731239987228
ACH-000052,0.04478919971847927
ACH-000053,-0.044403774981099514
ACH-000054,-0.111789899079105
ACH-000055,-0.0914014131563302
ACH-000060,0.1262545661712462
ACH-000067,0.05894691953220611
ACH-000070,-0.18804117439251314
ACH-000075,-0.10347628528059548
ACH-000078,-0.002007915435882815
ACH-000082,-0.02565375427779093
ACH-000085,0.008985411657730237
ACH-000086,-0.1904172938031372
ACH-000087,-0.007570446020568073
ACH-000092,-0.06459670484309815
ACH-000095,-0.04106398932792423
ACH-000097,0.020374272269951005
ACH-000098,-0.20994338961354486
ACH-000099,-0.015022719802911243
ACH-000108,-0.16225108494272888
ACH-000113,-0.2295371061013484
ACH-000116,-0.06347786607405725
ACH-000118,-0.043267085811651146
ACH-000120,-0.1388935010359519
ACH-000123,-0.0262310941330728
ACH-000127,-0.05702853119883545
ACH-000128,-0.07782569415812028
ACH-000132,-0.1669710046236383
ACH-000133,-0.016640980626691417
ACH-000137,-0.13633702554815127
ACH-000138,-0.12329987509043365
ACH-000142,-0.07828036480042941
ACH-000143,-0.017032010014899998
ACH-000146,-0.058245424978476935
ACH-000148,-0.11167056927486184
ACH-000150,0.048908251671782865
ACH-000152,-0.027396104611420304
ACH-000153,-0.1642998144418423
ACH-000159,-0.1120511497086618
ACH-000160,-0.03258499678140422
ACH-000163,-0.17119734376110493
ACH-000167,-0.06196669324443855
ACH-000168,-0.09567283905636266
ACH-000169,-0.04190077406080741
ACH-000178,-0.12181194039810946
ACH-000183,-0.22480138918212028
ACH-000188,0.058470135273530816
ACH-000189,-0.050323782057912124
ACH-000190,-0.3012773952183744
ACH-000198,-0.13505981623750218
ACH-000203,-0.1784776401885202
ACH-000204,-0.36570736401942494
ACH-000206,0.09651497438565773
ACH-000207,0.16312787839944715
ACH-000208,-0.06100373362243371
ACH-000210,-0.13149711477744996
ACH-000211,-0.0783328062637198
ACH-000215,-0.03806588719531659
ACH-000221,0.011316769720521131
ACH-000222,-0.2021122760825476
ACH-000223,-0.08742443058786174
ACH-000226,-0.12641459382602854
ACH-000227,-0.003950671624069313
ACH-000228,-0.033292094469851034
ACH-000231,-0.04719149220893743
ACH-000232,-0.11991866321375234
ACH-000233,-0.12082077818140373
ACH-000234,-0.15899787980838853
ACH-000235,-0.08589376429756364
ACH-000237,0.012834725425157208
ACH-000238,0.028277947705063464
ACH-000242,0.012638246588354923
ACH-000243,-0.08030013262966018
ACH-000244,-0.09208743507558033
ACH-000246,-0.03652448850021327
ACH-000248,-0.20903930296481693
ACH-000250,-0.15555848698979954
ACH-000251,-0.1470654385326214
ACH-000252,-0.31245313986769485
ACH-000253,-0.07831391968945504
ACH-000255,-0.019808570458540783
ACH-000256,-0.06789942717948029
ACH-000257,0.2204844780761569
ACH-000258,-0.0816216115182613
ACH-000259,-0.16014878201332453
ACH-000260,-0.09341463626584336
ACH-000261,-0.1504446415478501
ACH-000262,0.05039194734011247
ACH-000263,-0.2636590648853541
ACH-000264,-0.08799948059577216
ACH-000265,-0.05194140763273297
ACH-000266,-0.08486086819106936
ACH-000272,-0.08602402849853014
ACH-000274,-0.046594116772701484
ACH-000277,0.033491664413849466
ACH-000278,0.047945882121569146
ACH-000279,-0.15630545187026074
ACH-000280,-0.1958073158111613
ACH-000281,0.005976875034188365
ACH-000288,-0.04204400140700913
ACH-000291,-0.09058342571864944
ACH-000293,-0.07852256505709262
ACH-000294,-0.08644587276537508
ACH-000295,-0.007230496857289062
ACH-000296,-0.17257356932980136
ACH-000302,-0.048951089030706184
ACH-000304,-0.07681488482401094
ACH-000307,-0.10378796731089143
ACH-000308,-0.15610811175219722
ACH-000310,0.10535027296262403
ACH-000311,-0.026522040238780357
ACH-000312,-0.03774806870787351
ACH-000315,0.12725461148676676
ACH-000316,-0.06863602898763765
ACH-000317,-0.22198750595605768
ACH-000318,-0.07141645590434734
ACH-000319,-0.034628277811277974
ACH-000320,-0.0004496478747102959
ACH-000322,-0.15554953682154893
ACH-000323,-0.09861578507293106
ACH-000324,0.011560450658397135
ACH-000329,0.04647174298693146
ACH-000330,-0.056451061037307314
ACH-000331,-0.01988784232443432
ACH-000332,-0.055808307358581145
ACH-000334,-0.008275983023091165
ACH-000335,-0.11505445308218115
ACH-000336,-0.10293509809591238
ACH-000337,-0.17197327395794665
ACH-000338,-0.3979332959749898
ACH-000339,-0.03763740507536477
ACH-000341,-0.29557639842681943
ACH-000348,-0.1457873211820786
ACH-000350,-0.14541161146782955
ACH-000352,-0.10330183289995754
ACH-000356,-0.23175560349353316
ACH-000361,-0.017996491837977472
ACH-000362,-0.009549650606730905
ACH-000363,-0.10837554599118003
ACH-000364,-0.10285916425628153
ACH-000365,-0.010608766221101604
ACH-000366,-0.1135204208499145
ACH-000368,-0.05234868962628564
ACH-000374,0.058860645726815576
ACH-000375,-0.12972839122968127
ACH-000376,-0.07470450296383302
ACH-000381,-0.09918367873694336
ACH-000383,-0.11822646616447705
ACH-000387,-0.02808441759393956
ACH-000389,0.0035238110836425525
ACH-000390,-0.12058614848300188
ACH-000393,-0.18280285099476448
ACH-000395,-0.11359614323767858
ACH-000396,-0.07089720270170351
ACH-000397,0.005516401816868625
ACH-000401,-0.14195796036933905
ACH-000402,-0.10691809313358258
ACH-000403,-0.06705702478754083
ACH-000404,-0.2698267665892609
ACH-000406,-0.06430668796732865
ACH-000407,-0.1472804497199493
ACH-000408,-0.06601535987731534
ACH-000410,-0.16392355327256367
ACH-000411,-0.1533671635465048
ACH-000414,-0.033738578319037954
ACH-000415,-0.005131558229813719
ACH-000416,-0.09963979342551048
ACH-000420,-0.16904673346743493
ACH-000421,-0.17581744231346824
ACH-000424,-0.026874545595797637
ACH-000425,-0.11587638231196187
ACH-000426,-0.125173688264696
