,ITGA8 (8516)
ACH-000004,-0.15262629933879046
ACH-000005,0.3297084964608222
ACH-000007,-0.053958125353544266
ACH-000009,-0.1419640013872128
ACH-000011,-0.10967926156835886
ACH-000012,-0.039517397351395735
ACH-000013,-0.023337440493843932
ACH-000014,-0.12645459247229207
ACH-000015,-0.06807668108700866
ACH-000017,-0.054994478656374406
ACH-000018,0.04702109120203673
ACH-000019,-0.03921869575251368
ACH-000021,-0.08855392235141799
ACH-000022,-0.13918265249075196
ACH-000025,-0.049765068344199866
ACH-000028,-0.035680516993906834
ACH-000030,-0.08682128674043205
ACH-000035,0.08178241018476089
ACH-000036,-0.04662173742063574
ACH-000037,-0.2441971326889691
ACH-000039,-0.03638910198892573
ACH-000040,-0.08054158059660291
ACH-000041,-0.12702228741478486
ACH-000042,-0.11332440779090325
ACH-000045,0.02766216117368118
ACH-000047,-0.03321816105971414
ACH-000052,-0.1005084505908302
ACH-000053,-0.02680607010615213
ACH-000054,-0.12105812704001626
ACH-000055,0.012048675749139077
ACH-000060,-0.2280660530918901
ACH-000067,-0.20065744236573266
ACH-000070,0.1453251346997537
ACH-000075,-0.06787030977013868
ACH-000078,-0.12144868568675075
ACH-000082,-0.17572474398081922
ACH-000085,-0.20852976527817496
ACH-000086,-0.016150371241170594
ACH-000087,-0.14095011673736013
ACH-000092,-0.11703312049226615
ACH-000095,-0.17360772881188122
ACH-000097,-0.16649943154777275
ACH-000098,-0.14383923427821144
ACH-000099,-0.14001481167864152
ACH-000108,-0.05343623771763387
ACH-000113,-0.1394003640655119
ACH-000116,-0.0763172420984613
ACH-000118,-0.07677062371909668
ACH-000120,-0.022775597786562636
ACH-000123,-0.08900238891402983
ACH-000127,-0.06437756661002361
ACH-000128,-0.1714158305674546
ACH-000132,-0.12303337944362955
ACH-000133,-0.040430214233593824
ACH-000137,0.04214496216016174
ACH-000138,-0.035576161002974324
ACH-000142,0.04659319324446543
ACH-000143,-0.06917981210071046
ACH-000146,-0.13601615610488405
ACH-000148,-0.22146614547668295
ACH-000150,0.04641794949179653
ACH-000152,0.01978307663280624
ACH-000153,-0.11996824278943476
ACH-000159,-0.008435044013831014
ACH-000160,-0.1095172417194962
ACH-000163,-0.10401783467210994
ACH-000167,-0.13185450045617575
ACH-000168,0.03976797680665229
ACH-000169,-0.16536299496953594
ACH-000178,-0.18646831649237025
ACH-000183,-0.15691783922790745
ACH-000188,-0.06534043338219865
ACH-000189,-0.06603595976861583
ACH-000190,-0.002684362995362757
ACH-000198,-0.1423482633831738
ACH-000203,-0.09844572285496253
ACH-000204,-0.11698175362899275
ACH-000206,-0.2355488856183815
ACH-000207,-0.061429088293560835
ACH-000208,0.38407129620584296
ACH-000210,-0.3839538708505499
ACH-000211,-0.12481868565354415
ACH-000215,-0.1570059052255572
ACH-000221,0.017343926155907706
ACH-000222,-0.17738885037033747
ACH-000223,-0.1845601271191113
ACH-000226,-0.2071314797121103
ACH-000227,-0.3071894502895609
ACH-000228,-0.11356781020852545
ACH-000231,-0.12553108736776292
ACH-000232,-0.1519432703698918
ACH-000233,0.015423913773616543
ACH-000234,-0.033221867690655625
ACH-000235,-0.038286313919722405
ACH-000237,-0.09657206378913737
ACH-000238,-0.035486846418025034
ACH-000242,0.15680138176888667
ACH-000243,0.014718941476433241
ACH-000244,-0.2068678529105144
ACH-000246,0.01368261645923422
ACH-000248,-0.04512448204771976
ACH-000250,-0.14519847910363207
ACH-000251,0.0055371451150829755
ACH-000252,0.08009274431651475
ACH-000253,-0.04818906840666879
ACH-000255,-0.20682566041094647
ACH-000256,-0.21697481686536446
ACH-000257,-0.007200771996696086
ACH-000258,-0.07165437335874038
ACH-000259,-0.16540226634465116
ACH-000260,-0.09315492205924446
ACH-000261,-0.00653251699799284
ACH-000262,-0.16519525747404976
ACH-000263,-0.2489333524067435
ACH-000264,-0.1364059285879001
ACH-000265,-0.051370745353286666
ACH-000266,-0.13302105774626646
ACH-000272,-0.04976530774639827
ACH-000274,-0.2784777624592392
ACH-000277,0.01154658475882797
ACH-000278,-0.03147175269733864
ACH-000279,-0.1018754076827934
ACH-000280,-0.04087122338929757
ACH-000281,-0.16311311374773138
ACH-000288,-0.13923461880081692
ACH-000291,-0.1219594260837651
ACH-000293,-0.19765058576247094
ACH-000294,-0.07102863965819416
ACH-000295,-0.06005121305003285
ACH-000296,-0.06672555378832731
ACH-000302,-0.19608447006210247
ACH-000304,0.07208433625105769
ACH-000307,-0.1372358261071651
ACH-000308,-0.11990604653037723
ACH-000310,-0.15473474641966584
ACH-000311,-0.13410139816805328
ACH-000312,-0.11063976888453814
ACH-000315,-0.189349736329888
ACH-000316,-0.0595870369354776
ACH-000317,-0.0821033515672799
ACH-000318,-0.16975218319036334
ACH-000319,-0.10792643636702087
ACH-000320,-0.0006375679708582634
ACH-000322,-0.05541554548141043
ACH-000323,-0.15935104825177662
ACH-000324,-0.2284646749902417
ACH-000329,-0.14961291013998046
ACH-000330,0.0012580361652787721
ACH-000331,-0.06780769231755795
ACH-000332,-0.1438552456657107
ACH-000334,-0.10458323621250536
ACH-000335,-0.028639909797688438
ACH-000336,0.1661622872669909
ACH-000337,-0.06207786658289755
ACH-000338,-0.35554615216285873
ACH-000339,0.033156970947023995
ACH-000341,-0.14893637806500915
ACH-000348,-0.09121884439022483
ACH-000350,-0.2282548241955566
ACH-000352,-0.14439594702237182
ACH-000356,-0.1441161151584251
ACH-000361,-0.1725199626115357
ACH-000362,0.013318082987639543
