,SERINC4 (619189)
ACH-000004,-0.5299480133829283
ACH-000005,-0.3494149975101379
ACH-000007,-0.1213045396798933
ACH-000009,-0.3336201118027241
ACH-000011,-0.39410635573072855
ACH-000012,-0.3741179006804033
ACH-000013,-0.3054506151198753
ACH-000014,-0.3463866967176603
ACH-000015,-0.20814941374188628
ACH-000017,-0.14265756389352086
ACH-000018,-0.19859825324267147
ACH-000019,-0.09530743054253543
ACH-000021,-0.14554416783732482
ACH-000022,-0.18557832144748365
ACH-000025,-0.25768563137664696
ACH-000028,0.02270356401677341
ACH-000030,-0.3395020213257947
ACH-000035,-0.3652671234855252
ACH-000036,-0.23648080386923606
ACH-000037,-0.5165447694166418
ACH-000039,-0.2710504005184361
ACH-000040,-0.2016790414276348
ACH-000041,-0.1325839782681368
ACH-000042,-0.2577828368841441
ACH-000045,-0.3735694674335919
ACH-000047,-0.22070341797400728
ACH-000052,-0.08087653659766933
ACH-000053,-0.3343839021790327
ACH-000054,-0.257691221758998
ACH-000055,-0.23688204633337415
ACH-000060,-0.3851227687842984
ACH-000067,-0.3188317404690753
ACH-000070,-0.42020228407780397
ACH-000075,-0.5044346492464277
ACH-000078,-0.3683805465745961
ACH-000082,-0.3453796521536451
ACH-000085,-0.07003097644651975
ACH-000086,-0.36792992256305146
ACH-000087,-0.2156109566111964
ACH-000092,-0.3818296302370967
ACH-000095,-0.33534595547592005
ACH-000097,-0.17318418782441755
ACH-000098,-0.2358543684086865
ACH-000099,-0.28051132485990377
ACH-000108,-0.2448708290713894
ACH-000113,-0.09657412634505086
ACH-000116,-0.20508275735801368
ACH-000118,-0.18597466942961646
ACH-000120,-0.3692815941292881
ACH-000123,-0.2279789426268776
ACH-000127,-0.17573984189463793
ACH-000128,-0.14651562496740564
ACH-000132,-0.3431811429405169
ACH-000133,-0.362940901206488
ACH-000137,-0.20774835229082209
ACH-000138,-0.14841414791990098
ACH-000142,-0.21198563018595296
ACH-000143,-0.32091184725637056
ACH-000146,-0.3378122601116305
ACH-000148,-0.1523356849344996
ACH-000150,-0.2306158050901885
ACH-000152,-0.2306112676756017
ACH-000153,-0.4037887815470443
ACH-000159,-0.22477809940533852
ACH-000160,-0.28697829666276464
ACH-000163,-0.2080824238500299
ACH-000167,-0.26455723571247103
ACH-000168,-0.38265701771324895
ACH-000169,-0.4066733015956185
ACH-000178,-0.32529558159959504
ACH-000183,-0.3548527858015145
ACH-000188,-0.4286840653472278
ACH-000189,0.01049133387760572
ACH-000190,-0.4700957506047509
ACH-000198,-0.24416457909029785
ACH-000203,-0.5612264311070999
ACH-000204,-0.3802018381097304
ACH-000206,-0.6170335308046213
ACH-000207,-0.3577097177616375
ACH-000208,-0.3818977113467107
ACH-000210,-0.1542788108813159
ACH-000211,-0.14057500185978478
ACH-000215,-0.29739395789676937
ACH-000221,-0.22659005228487705
ACH-000222,-0.2838706097394527
ACH-000223,-0.2823909776263227
ACH-000226,-0.2268332297767725
ACH-000227,-0.3609265051132699
ACH-000228,-0.23624326906631604
ACH-000231,-0.3276948992824372
ACH-000232,-0.3215758119922555
ACH-000233,-0.07559772482808645
ACH-000234,-0.24299128950393786
ACH-000235,-0.2999405945090464
ACH-000237,-0.31533833997668964
ACH-000238,-0.2704351669692141
ACH-000242,-0.8268422086156005
ACH-000243,-0.3055708613410245
ACH-000244,-0.2560289111513411
ACH-000246,-0.299279144175297
ACH-000248,-0.2353479093899593
ACH-000250,-0.2891858352452151
ACH-000251,-0.2764946167655586
ACH-000252,-0.4779335679170584
ACH-000253,-0.4205859611949016
ACH-000255,-0.22534665497716225
ACH-000256,-0.2837837071626355
ACH-000257,-0.3135147539801457
ACH-000258,-0.28015813485097696
ACH-000259,-0.14381301016440626
ACH-000260,-0.3502461426036393
ACH-000261,-0.3302399748738741
ACH-000262,-0.2619430204589872
ACH-000263,-0.22605035501928664
ACH-000264,-0.34685173401920943
ACH-000265,-0.3408583180324469
ACH-000266,-0.2925529030449357
ACH-000272,-0.28342250115270795
ACH-000274,-0.329877154421696
ACH-000277,-0.11718447275168392
ACH-000278,-0.384625645111586
ACH-000279,-0.2923554060515893
ACH-000280,-0.01119203677898922
ACH-000281,-0.1484508959230784
ACH-000288,-0.2875669917266693
ACH-000291,-0.4059953873997586
ACH-000293,-0.31059367131456084
ACH-000294,-0.4203476613799479
ACH-000295,-0.32184126531085977
ACH-000296,-0.39021935386950746
ACH-000302,-0.2857704346201787
ACH-000304,-0.19174329227686734
ACH-000307,-0.26210612182008025
ACH-000308,-0.21000443045624265
ACH-000310,-0.35429216268820696
ACH-000311,-0.14310780269344592
ACH-000312,-0.27422476827249165
ACH-000315,-0.13029763603476202
ACH-000316,-0.15252893192610872
ACH-000317,-0.06212212249809933
ACH-000318,-0.35013022970189506
ACH-000319,-0.342028920419822
ACH-000320,-0.20293785228539285
ACH-000322,-0.4341325665646765
ACH-000323,-0.2218435697889739
ACH-000324,-0.2886757992715314
ACH-000329,-0.1735140655327872
ACH-000330,-0.19586532380967714
ACH-000331,-0.3396372031164213
ACH-000332,-0.3263644821681512
ACH-000334,-0.11079915558652806
ACH-000335,-0.3017663155541269
ACH-000336,-0.5518590652235458
ACH-000337,-0.2845851252075561
ACH-000338,-0.2364821047377656
ACH-000339,-0.2586034047979382
ACH-000341,-0.2390719294074005
ACH-000348,-0.2420722857470917
ACH-000350,-0.3429028186226035
ACH-000352,-0.19851666687434186
ACH-000356,-0.132479736458779
ACH-000361,-0.2175329182497501
ACH-000362,-0.2015212669822932
ACH-000363,-0.3801201706736704
ACH-000364,-0.048340978662453606
ACH-000365,-0.4241548694299847
ACH-000366,-0.2263578380796446
ACH-000368,-0.36162174610516573
ACH-000374,-0.32684722973392305
ACH-000375,-0.10992133385016607
ACH-000376,-0.3239110007811134
ACH-000381,-0.22900887084994034
ACH-000383,-0.29397494391195456
ACH-000387,-0.3480409177770865
ACH-000389,-0.21781297752744105
ACH-000390,-0.3422220866218306
ACH-000393,-0.24353111698648225
