,TNNT2 (7139)
ACH-000004,-0.4774642467595486
ACH-000005,-0.02678827971443477
ACH-000007,-0.5349248695043402
ACH-000009,-0.5172871217611521
ACH-000011,-0.4810985775036469
ACH-000012,-0.4034306821106627
ACH-000013,-0.5303199673797989
ACH-000014,-0.6255805664359162
ACH-000015,-0.40404011086511904
ACH-000017,-0.5667553383802616
ACH-000018,-0.4809349667756424
ACH-000019,-0.5756290712921067
ACH-000021,-0.45676660962387605
ACH-000022,-0.3266144628486312
ACH-000025,-0.6456324583820674
ACH-000028,-0.5998342289983335
ACH-000030,-0.4596638550199315
ACH-000035,-0.6081286177826607
ACH-000036,-0.7484500671118259
ACH-000037,-0.5991182243820722
ACH-000039,-0.7458873286744309
ACH-000040,-0.6275670372526161
ACH-000041,-0.5810942321614984
ACH-000042,-0.5303290272974467
ACH-000045,-0.5436987944823001
ACH-000047,-0.4057533299836068
ACH-000052,-0.5371065543496613
ACH-000053,-0.5347016437201657
ACH-000054,-0.657484304846887
ACH-000055,-0.5865398322657364
ACH-000060,-0.5440848246725427
ACH-000067,-0.6822429238046027
ACH-000070,-0.5207574691801804
ACH-000075,-0.4755832142444567
ACH-000078,-0.7782633172626638
ACH-000082,-0.6073831421323787
ACH-000085,-0.7227896395907341
ACH-000086,-0.6182667206887764
ACH-000087,-0.469478241365034
ACH-000092,-0.8403906612482527
ACH-000095,-0.6660731572365532
ACH-000097,-0.5603116188640932
ACH-000098,-0.5652140928484354
ACH-000099,-0.5508035323732313
ACH-000108,-0.2882342205697393
ACH-000113,-0.6377752721514661
ACH-000116,-0.5581668999203229
ACH-000118,-0.3806453859187877
ACH-000120,-0.2478063984663921
ACH-000123,-0.5485170782780523
ACH-000127,-0.4907421094437638
ACH-000128,-0.5276958447932029
ACH-000132,-0.5967523775256148
ACH-000133,-0.5293637635691105
ACH-000137,-0.6062704982478667
ACH-000138,-0.31781028709083475
ACH-000142,-0.6338995660605689
ACH-000143,-0.5874465903127379
ACH-000146,-0.5012662609192382
ACH-000148,-0.6104015440112385
ACH-000150,-0.5612974499714222
ACH-000152,-0.41132834399047097
ACH-000153,-0.6524495297409081
ACH-000159,-0.646616344966565
ACH-000160,-0.473472885844872
ACH-000163,-0.5282018346102801
ACH-000167,-0.19278434939567726
ACH-000168,-0.6446572046056229
ACH-000169,-0.665183904548472
ACH-000178,-0.4860475281606956
ACH-000183,-0.32383173431120765
ACH-000188,-0.6025349383546125
ACH-000189,-0.5270899582017831
ACH-000190,-0.4195375783264795
ACH-000198,-0.6151526869949495
ACH-000203,-0.3393636219727592
ACH-000204,-0.3360682046251198
ACH-000206,-0.4820030854180422
ACH-000207,-0.6769226420454495
ACH-000208,-0.5930571627164889
ACH-000210,-0.6365042866367787
ACH-000211,-0.5508273945968271
ACH-000215,-0.5060803941893296
ACH-000221,-0.5154279674170203
ACH-000222,-0.4864800929605721
ACH-000223,-0.699885907608326
ACH-000226,-0.5150725878403184
ACH-000227,-0.7532829527105092
ACH-000228,-0.35931781704930665
ACH-000231,-0.5921166533715042
ACH-000232,-0.5812808480315533
ACH-000233,-0.3848500236725929
ACH-000234,-0.6076218162018602
ACH-000235,-0.437973159387865
ACH-000237,-0.7737002232033932
ACH-000238,-0.5382884326755474
ACH-000242,-0.3274136235690363
ACH-000243,-0.5160761123789076
ACH-000244,-0.3851908159163499
ACH-000246,-0.4798847967408065
ACH-000248,-0.4714904628790509
ACH-000250,-0.5214882761368467
ACH-000251,-0.4653127690648336
ACH-000252,-0.7908399579144872
ACH-000253,-0.6104497800233906
ACH-000255,-0.477342659762649
ACH-000256,-0.6353525420831168
ACH-000257,-0.5931886666460561
ACH-000258,-0.6867751290141125
ACH-000259,-0.5390528843895543
ACH-000260,-0.4917098833459205
ACH-000261,-0.6672278827810973
ACH-000262,-0.4691597017808557
ACH-000263,-0.6481678844081773
ACH-000264,-0.6281262333295836
ACH-000265,-0.5132172107651609
ACH-000266,-0.4432650990404381
ACH-000272,-0.7241435007018163
ACH-000274,-0.6212905620930825
ACH-000277,-0.6129629192455205
ACH-000278,-0.558113008293474
ACH-000279,-0.5351318655055793
ACH-000280,-0.4686025143106822
ACH-000281,-0.5432817816495187
ACH-000288,-0.5552941840912368
ACH-000291,-0.5162811302511479
ACH-000293,-0.5004364563085809
ACH-000294,-0.33446923128358874
ACH-000295,-0.4639125668894293
ACH-000296,-0.780867953285675
ACH-000302,-0.5243491051282273
ACH-000304,-0.6263067787964894
ACH-000307,-0.419931644515493
ACH-000308,-0.6682533337189204
ACH-000310,-0.7085135830164363
ACH-000311,-0.4530886186933354
ACH-000312,-0.3481399483186018
ACH-000315,-0.2331390544982999
ACH-000316,-0.474155569068256
ACH-000317,-0.6701501776375276
ACH-000318,-0.6642063380938479
ACH-000319,-0.4678345756782179
ACH-000320,-0.6135081803113921
ACH-000322,-0.5647363371157242
ACH-000323,-0.7260978448400139
ACH-000324,-0.6302082006264357
ACH-000329,-0.5923042354250638
ACH-000330,-0.7157505118339034
ACH-000331,-0.6109339549228975
ACH-000332,-0.5775546477715832
ACH-000334,-0.6036373662414845
ACH-000335,-0.5811258280188999
ACH-000336,-0.4652901522214959
ACH-000337,-0.4470041669005034
ACH-000338,-0.6552043609636923
ACH-000339,-0.5406104484808592
ACH-000341,-0.5134565174637286
ACH-000348,-0.6102055186347055
ACH-000350,-0.4962392883000211
ACH-000352,-0.5305448593146701
ACH-000356,-0.550811656379319
ACH-000361,-0.4493924497192674
ACH-000362,-0.4789362305657178
ACH-000363,-0.5238048970757304
ACH-000364,-0.5257265211122619
ACH-000365,-0.6109554848398258
ACH-000366,-0.44531396761862574
ACH-000368,-0.5437994215538122
ACH-000374,-0.6185319519242704
ACH-000375,-0.6536052501900319
ACH-000376,-0.5355032166233226
ACH-000381,-0.4828018631453596
ACH-000383,-0.3973801972841099
ACH-000387,-0.502021014841799
ACH-000389,-0.8027397108389762
ACH-000390,-0.5484125786132125
ACH-000393,-0.4141667668491931
ACH-000395,-0.735810720695057
ACH-000396,-0.5421248841565566
ACH-000397,-0.6501564467852803
ACH-000401,-0.8415637376652008
ACH-000402,-0.43030862373396944
ACH-000403,-0.7175922992157228
ACH-000404,-0.23996010081002925
ACH-000406,-0.3954115450224749
ACH-000407,-0.4645875495154288
ACH-000408,-0.3776329839433197
ACH-000410,-0.7210700948685824
ACH-000411,-0.568903527206141
ACH-000414,-0.5250161749178168
ACH-000415,-0.6347878942403676
ACH-000416,-0.6092405205449263
ACH-000420,-0.5139442735712225
ACH-000421,-0.5299979122501971
ACH-000424,-0.565874712480429
ACH-000425,-0.566250191118234
ACH-000426,-0.26298956447965904
ACH-000427,-0.4948365879012021
ACH-000433,-0.5544907165864231
ACH-000435,-0.2937943628362855
ACH-000436,-0.4329990039517905
ACH-000444,-0.509119936750901
ACH-000445,-0.3370349248768426
ACH-000448,-0.5110208750042876
ACH-000450,-0.6841217486715702
ACH-000452,-0.557930597751161
ACH-000454,-0.5306710984834866
ACH-000458,-0.5472792086980243
ACH-000459,-0.28971891651166004
ACH-000460,-0.6050547857121198
ACH-000461,-0.5141817170632053
ACH-000463,-0.5771885754078826
ACH-000464,-0.5393558933754491
ACH-000466,-0.5824448284373117
ACH-000467,-0.5650158393211501
ACH-000468,-0.4873564553328652
ACH-000469,-0.5198975682413031
ACH-000470,-0.4095667097605156
ACH-000471,-0.4390986507652557
ACH-000472,-0.5435521652144403
ACH-000473,-0.4971023818374545
ACH-000475,-0.5899959472516523
ACH-000476,-0.5185167506200445
ACH-000477,-0.5726363504231332
ACH-000479,-0.6751561590473458
ACH-000480,-0.6000064218144842
ACH-000481,-0.4757614386774322
ACH-000483,-0.4805096942556004
ACH-000484,-0.39873430841104784
ACH-000485,-0.5113003481109744
ACH-000486,-0.5070867803936834
ACH-000487,-0.4943926540002884
ACH-000488,-0.5146303668741433
ACH-000490,-0.6477883434845476
ACH-000491,-0.5595801184841132
ACH-000495,-0.7251529322188531
ACH-000496,-0.3859628572042925
ACH-000499,-0.3449666510033507
ACH-000500,-1.179788244447223
ACH-000502,-0.5204893066938864
ACH-000503,-0.2970810219635999
ACH-000505,-0.5241886316323587
ACH-000507,-0.4484170325827766
ACH-000510,-0.4264622586915338
ACH-000511,-0.551418402059505
ACH-000512,-0.5307482175531395
ACH-000516,-0.5690753173803801
ACH-000517,-0.6361681051180029
ACH-000518,-0.5323238890738418
ACH-000520,-0.5200251524541554
ACH-000521,-0.4464599421412695
ACH-000522,-0.4483250420099204
ACH-000524,-0.6408676106536993
ACH-000527,-0.5286639148956034
ACH-000528,-0.5758764561960839
ACH-000537,-0.4883399486826318
ACH-000541,-0.8649490231244251
ACH-000542,-0.581721698101235
ACH-000544,-0.652898621420624
ACH-000545,-0.5374953711218086
ACH-000547,-0.4560962385029082
ACH-000548,-0.5191708197205659
ACH-000549,-0.3602874043888683
ACH-000550,-0.5054512780001732
ACH-000552,-0.4597850070316632
ACH-000556,-0.6071892902954067
ACH-000557,-0.6637445336368871
ACH-000569,-0.6399280243066273
ACH-000570,-0.476844015823992
ACH-000571,-0.5523494892817142
ACH-000573,-0.5471808649726038
ACH-000576,-0.6054180938997621
ACH-000579,-0.6285485788332307
ACH-000580,-0.8426569654173495
ACH-000584,-0.5280637265036479
ACH-000585,-0.6340502336149444
ACH-000588,-0.28570238645857793
ACH-000589,-0.4440240960178163
ACH-000591,-0.3528393647102245
ACH-000593,-0.7039693567314682
ACH-000600,-0.6717754473060656
ACH-000601,-0.5152888548211598
ACH-000605,-0.5630437690334867
ACH-000606,-0.6499384415931081
ACH-000608,-0.6241936992822782
ACH-000614,-0.5625965846936766
ACH-000616,-0.6561303419336715
ACH-000618,-0.3908068719147402
ACH-000619,-0.648739912260019
ACH-000620,-0.4071619404122266
ACH-000621,-0.5323479291047749
ACH-000622,-0.4445718675516061
ACH-000623,-0.5979811352724962
ACH-000624,-0.5176509726936258
ACH-000627,-0.4761291059234232
ACH-000630,-0.6356043072332107
ACH-000631,-0.8477796840630923
ACH-000632,-0.5699496913045526
ACH-000633,-0.5671146283948312
ACH-000637,-0.4400300925943266
ACH-000638,-0.4848109846020232
ACH-000646,-0.4440330508350978
ACH-000647,-0.5083315783189458
ACH-000648,-0.7333714495515581
ACH-000649,-0.5743240966684473
ACH-000651,-0.3878776048206095
ACH-000652,-0.4282176169142032
ACH-000653,-0.5957805113272773
ACH-000657,-0.5753541683623264
ACH-000658,-0.7306559327614259
ACH-000661,-0.5183848518120385
ACH-000662,-0.7639924686958631
ACH-000663,-0.5737645737349957
ACH-000665,-0.5678962924091597
ACH-000671,-0.4414218637412738
ACH-000672,-0.7426706836223641
ACH-000673,-0.7143352369613377
ACH-000676,-0.5293398612973751
ACH-000677,-0.37231857218174025
ACH-000681,-0.4412509427868197
ACH-000683,-0.5609326844097674
ACH-000684,-0.5451769895780221
ACH-000688,-0.5546229157012734
ACH-000693,-0.4080106124311733
ACH-000694,-0.4651799767071301
ACH-000695,-0.6360069580642924
ACH-000696,-0.6805573276289567
ACH-000697,-0.7301416266464862
ACH-000699,-0.4561039946266324
ACH-000701,-0.5520407709643492
ACH-000706,-0.46745743869137196
ACH-000711,-0.6027712760361413
ACH-000713,-0.614267653198479
ACH-000714,-0.5969505699953335
ACH-000718,-0.615070394180061
ACH-000720,-0.3780090978417133
ACH-000721,-0.5077331765899404
ACH-000724,-0.6115646057867213
ACH-000725,-0.7347356318255004
ACH-000732,-0.7028324614837455
ACH-000734,-0.4506111794792543
ACH-000735,-0.6140832414064921
ACH-000736,-0.5971070638740584
ACH-000738,-0.485928178059885
ACH-000746,-0.4168309250369235
ACH-000747,-0.3990082118504623
ACH-000748,-0.3884140305666097
ACH-000753,-0.496007840847756
ACH-000756,-0.4157142275018907
ACH-000757,-0.4032249373174945
ACH-000758,-0.2872493693079491
ACH-000760,-0.5245371348936095
ACH-000762,-0.479515568653931
ACH-000763,-0.4803751857771253
ACH-000764,-0.5457953995990423
ACH-000765,-0.5828898199891664
ACH-000766,-0.6660268884268817
ACH-000767,-0.6615296234358388
ACH-000768,-0.6423335404699515
ACH-000769,-0.494775120795465
ACH-000770,-0.55675564738918
ACH-000771,-0.517484066907075
ACH-000773,-0.5556950575798979
ACH-000776,-0.6004992147663618
ACH-000777,-0.4445993568035475
ACH-000778,-0.5999398014908432
ACH-000781,-0.5078865357929393
ACH-000782,-0.6766464135547656
ACH-000783,-0.5248179141867702
ACH-000784,-0.5511489061128686
ACH-000785,-0.5025208098406966
ACH-000787,-0.5012230010585808
ACH-000788,-0.45745537789151197
ACH-000791,-0.6688232988863564
ACH-000792,-0.5729843677967604
ACH-000794,-0.5858323503647043
ACH-000796,-0.3880503907257416
ACH-000798,-0.21844873231622508
ACH-000799,-0.6125406380359839
ACH-000800,-0.8718635082359856
ACH-000802,-0.4732045621835293
ACH-000804,-0.6733647260804421
ACH-000805,-0.4344727710053261
ACH-000809,-0.4274774456383026
ACH-000810,-0.8277995486228724
ACH-000811,-0.4228158265358256
ACH-000817,-0.6549582374068071
ACH-000819,-0.4149075714886922
ACH-000820,-0.5428699369669449
ACH-000821,-0.6864288453296192
ACH-000822,-0.5187735765341428
ACH-000823,-0.4308877426229895
ACH-000824,-0.7259257478590496
ACH-000827,-0.6036766441977786
ACH-000829,-0.6532400299010236
ACH-000831,-0.3692061271121752
ACH-000832,-0.5038175840004856
ACH-000833,-0.5154707644063258
ACH-000834,-0.566493544702128
ACH-000835,-0.5269479622546812
ACH-000836,-0.5719302289402989
ACH-000837,-0.4849012170476322
ACH-000838,-0.3546051478824166
ACH-000839,-0.6306451476522021
ACH-000840,-0.34059021223176417
ACH-000841,-0.5655757561251875
ACH-000843,-0.6253743726061703
ACH-000846,-0.6355084404848962
ACH-000847,-0.3112340068215493
ACH-000848,-0.2992306052250296
ACH-000849,-0.5317111356221051
ACH-000851,-0.6081131951777808
ACH-000855,-0.6712557986556252
ACH-000856,-0.5549651864169366
ACH-000858,-0.5739835712463004
ACH-000859,-0.0793659939299091
ACH-000861,-0.6611239480824561
ACH-000862,-0.5236843901739696
ACH-000865,-0.3658845150517313
ACH-000866,-0.4806971270948126
ACH-000867,-0.5889758410599156
ACH-000869,-0.4707058142380379
ACH-000872,-0.550233296783516
ACH-000873,-0.6218689875380522
ACH-000876,-0.7726442069664621
ACH-000878,-0.1192341002405623
ACH-000880,-0.5488851961413929
ACH-000881,-0.5919435906713398
ACH-000882,-0.4986578651745489
ACH-000884,-0.5866516192487509
ACH-000885,-0.6553398852275262
ACH-000887,-0.4523760748978221
ACH-000889,-0.3994385431582353
ACH-000896,-0.5322869529954197
ACH-000898,-0.4299950791715983
ACH-000900,-0.5734316362422022
ACH-000901,-0.5832225717762324
ACH-000905,-0.5988581712536172
ACH-000906,-0.4347197594369999
ACH-000907,-0.7335129083664044
ACH-000910,-0.6292411826965019
ACH-000911,-0.4781852781549042
ACH-000912,-0.4701329812972157
ACH-000913,-0.4627432690734241
ACH-000915,-0.4268475712603171
ACH-000916,-0.8210872633468145
ACH-000917,-0.4528569279417827
ACH-000920,-0.2848905479496259
ACH-000921,-0.3868112270192362
ACH-000924,-0.4373646166977295
ACH-000926,-0.4741064046236394
ACH-000928,-0.7242283383432381
ACH-000929,-0.4421901369314809
ACH-000932,-0.3167216387051685
ACH-000935,-0.6654554521072382
ACH-000936,-0.39547006405403134
ACH-000937,-0.718778930348016
ACH-000938,-0.7239442528468759
ACH-000939,-0.406775624704766
ACH-000941,-0.4155924317858372
ACH-000943,-0.4386654531901581
ACH-000946,-0.6263951770642496
ACH-000947,-0.4713622307390148
ACH-000948,-0.6807232609570699
ACH-000950,-0.3468163153851334
ACH-000953,-0.6199346519337832
ACH-000954,-0.5423818440072171
ACH-000957,-0.4403352822607959
ACH-000958,-0.520209818299604
ACH-000960,-0.7359077499123511
ACH-000963,-0.5600334739392763
ACH-000968,-0.5180614592748731
