,PSRC1 (84722)
ACH-000368,-0.4163407337085755
ACH-000374,-0.19936752570664226
ACH-000375,-0.37313611411702063
ACH-000376,-0.24903875491152105
ACH-000381,-0.039052946654774524
ACH-000383,-0.2299496099698108
ACH-000387,-0.15239897437375374
ACH-000389,-0.13083481637540195
ACH-000390,-0.1836534510098365
ACH-000393,-0.10558193448254333
ACH-000395,-0.28616826324104905
ACH-000396,-0.3545214901351462
ACH-000397,-0.4033461864847068
ACH-000401,-0.2525800560032517
ACH-000402,-0.03678477980221728
ACH-000403,-0.07445273397561747
ACH-000404,-0.08762314217213896
ACH-000406,-0.21305614902215214
ACH-000407,-0.17306375272594696
ACH-000408,-0.5393222407498914
ACH-000410,-0.2506525437360547
ACH-000411,-0.2418572651089149
ACH-000414,-0.07249217789477379
ACH-000415,-0.2527780665961815
ACH-000416,-0.2901184849604274
ACH-000420,-0.2495648815892113
ACH-000421,-0.17632566162166047
ACH-000424,-0.4584364545688694
ACH-000425,-0.28564244168023833
ACH-000426,-0.28948968702346844
ACH-000427,-0.18668573010297565
ACH-000433,-0.22450524124757468
ACH-000435,-0.05192466407078492
ACH-000436,-0.2025900258337219
ACH-000444,-0.4188814450274072
ACH-000445,-0.4158128892165766
ACH-000448,-0.2453444316763413
ACH-000450,-0.18114834825275725
ACH-000452,-0.158922428866746
ACH-000454,-0.3197470676013319
ACH-000458,-0.13108738449171886
ACH-000459,-0.2275636732817725
ACH-000460,-0.2580333698176093
ACH-000461,-0.14295928631653776
ACH-000463,-0.19156307981620832
ACH-000464,-0.3085166493925492
ACH-000466,-0.12736744963829455
ACH-000467,-0.142290976384834
ACH-000468,-0.3403974598641133
ACH-000469,-0.3564935971889636
ACH-000470,-0.24427954130180715
ACH-000471,-0.2228590371260958
ACH-000472,-0.20135355828210444
ACH-000473,-0.253080745703381
ACH-000475,-0.2458002866623169
ACH-000476,-0.23863391192444225
ACH-000477,0.053307810159114684
ACH-000479,-0.07922918159561121
ACH-000480,-0.172028078899833
ACH-000481,-0.21035678791701734
ACH-000483,-0.15863007207147028
ACH-000484,-0.02458339449896052
ACH-000485,-0.12056136267680401
ACH-000486,-0.4045809840675088
ACH-000487,-0.20760509419139456
ACH-000488,-0.20572767603657036
ACH-000490,-0.21199551774521072
ACH-000491,-0.3449095870835497
ACH-000495,-0.3662952375317445
ACH-000496,-0.3789136791295808
ACH-000499,-0.2423839968487153
ACH-000500,-0.11807088254186565
ACH-000502,-0.1492725138264315
ACH-000503,0.0756596276562365
ACH-000505,-0.10045367786941137
ACH-000507,-0.4262612411599129
ACH-000510,-0.20553011043777225
ACH-000511,-0.1508666399126057
ACH-000512,-0.3974333377605614
ACH-000516,-0.25788417437924865
ACH-000517,-0.045956210579979034
ACH-000518,-0.15497945409385155
ACH-000520,-0.1447520328287427
ACH-000521,-0.08721439204188106
ACH-000522,-0.3080673379576473
ACH-000524,-0.07511167519058226
ACH-000527,-0.17250964662404408
ACH-000528,-0.16835126447218474
ACH-000537,-0.3156757076380128
ACH-000541,-0.1179181316855235
ACH-000542,-0.17670668269038614
ACH-000544,-0.4993999132774926
ACH-000545,-0.1664112685545126
ACH-000547,-0.06697782353104585
ACH-000548,-0.1228705766390894
ACH-000549,-0.2521901850634342
ACH-000550,-0.17594098162602936
ACH-000552,-0.27112901176966137
ACH-000556,-0.1673804921759677
ACH-000557,-0.013025543076848896
ACH-000569,-0.07395979176104213
ACH-000570,-0.1473234190842997
ACH-000571,-0.1884276124682291
ACH-000573,-0.0693193395468849
ACH-000576,-0.1022903567403296
ACH-000579,-0.4509789955407579
ACH-000580,-0.10994321847785897
ACH-000584,-0.19368404617746
ACH-000585,-0.2503619932112339
ACH-000588,-0.34893185211491123
ACH-000589,-0.05316907095817081
ACH-000591,-0.3165827239473365
ACH-000593,-0.3103101047257487
ACH-000600,-0.2266466548083757
ACH-000601,-0.34042018119619744
ACH-000605,-0.5387492268130168
ACH-000606,-0.27477184677874444
ACH-000608,-0.06392808403274891
ACH-000614,-0.2033610294074994
ACH-000616,-0.33343075027100955
ACH-000618,-0.20573477872849852
ACH-000619,-0.6590865909038701
ACH-000620,-0.2753745279946568
ACH-000621,-0.14756793810264146
ACH-000622,-0.1881905176606208
ACH-000623,-0.2924120463284862
ACH-000624,-0.12790585749707248
ACH-000627,-0.16528588107928
ACH-000630,-0.2920903650942935
ACH-000631,-0.5520253134306876
ACH-000632,-0.06152388544159618
ACH-000633,-0.19767102590475216
ACH-000637,-0.01901371032781025
ACH-000638,-0.2080027590591774
ACH-000646,-0.03820868273076695
ACH-000647,-0.23458419938588196
ACH-000648,-0.16507060698796144
ACH-000649,-0.13224332794745566
ACH-000651,-0.27791224911000023
ACH-000652,-0.2339356791579966
ACH-000653,-0.1991706619991161
ACH-000657,-0.18560701132885749
ACH-000658,-0.05708299209325447
ACH-000661,-0.14335490787643915
ACH-000662,-0.4206023189979998
ACH-000663,-0.14841548158986906
ACH-000665,-0.2493703994977673
ACH-000671,-0.3357764629907227
ACH-000672,-0.25979293594556657
ACH-000673,-0.061620561690132976
ACH-000676,-0.3145212623040038
ACH-000677,-0.1764881209768101
ACH-000681,-0.12940777668961873
ACH-000683,-0.2577175766212425
ACH-000684,-0.13650313500961234
ACH-000688,-0.09458954591415908
ACH-000693,-0.13964364924109607
ACH-000694,-0.13330891423069974
ACH-000695,-0.2604053962056136
ACH-000696,-0.28320989373664746
ACH-000697,-0.22628715486324136
ACH-000699,-0.2539584190902545
ACH-000701,-0.10535233739545004
ACH-000706,-0.2910033660393932
ACH-000711,-0.11824095551948376
ACH-000713,-0.32715380329592103
ACH-000714,-0.1315169261029877
ACH-000718,-0.07750346623354802
ACH-000720,-0.3147596721194894
ACH-000721,-0.3386829655696863
ACH-000724,-0.32355763883468397
ACH-000725,-0.3714546439206574
ACH-000732,-0.2843985923211409
ACH-000734,-0.2330810792360139
ACH-000735,-0.3165721618417649
ACH-000736,-0.15240497333679062
ACH-000738,-0.251253987599877
ACH-000746,-0.15553962057536147
ACH-000747,-0.2698590288727933
ACH-000748,-0.1772340299780035
ACH-000753,-0.13099254029331445
ACH-000756,-0.2746216100305887
ACH-000757,-0.4448936793141117
ACH-000758,-0.40584992434926137
ACH-000760,-0.16344384849583315
ACH-000762,-0.3277005318229779
ACH-000763,-0.1312160666372067
ACH-000764,-0.28089624433456706
ACH-000765,-0.3205220864231351
ACH-000766,-0.3586190088665472
ACH-000767,-0.22185148376389704
ACH-000768,-0.1197196508236993
ACH-000769,-0.09743274692365243
ACH-000770,-0.2358393343322731
ACH-000771,-0.11069992021889218
ACH-000773,-0.18617726002544466
ACH-000776,-0.30881237888779245
ACH-000777,-0.018314765560941682
ACH-000778,-0.25301271021908883
ACH-000781,-0.20356250759713326
ACH-000782,-0.4542733317191082
ACH-000783,-0.3618606471440868
ACH-000784,-0.1364679193834955
ACH-000785,-0.1770320018518149
ACH-000787,-0.2578552533806163
ACH-000788,-0.24891275621837905
ACH-000791,-0.1421303200265686
ACH-000792,-0.1723024991829916
ACH-000794,-0.27516290348419503
ACH-000796,-0.12700282334062185
ACH-000798,-0.2969025373017864
ACH-000799,-0.23047596326035225
ACH-000800,-0.07075048245803785
ACH-000802,-0.3249854316093598
ACH-000804,-0.07523032151756638
ACH-000805,-0.1294694134490553
ACH-000809,-0.219702782690922
ACH-000810,-0.5971901861936935
ACH-000811,-0.12436279839902213
ACH-000817,-0.3237635442206501
ACH-000819,-0.27518427929137224
ACH-000820,-0.3113262289146165
ACH-000821,-0.3145573808967644
ACH-000822,-0.10091243909223528
ACH-000823,-0.20548900668604714
ACH-000824,-0.19775989303324168
ACH-000827,-0.06219962172817245
ACH-000829,-0.272684536367698
ACH-000831,-0.5815760183674116
ACH-000832,-0.4663571366565285
ACH-000833,0.005051533617604336
ACH-000834,-0.21381749861929608
ACH-000835,-0.31427658531833896
ACH-000836,-0.0497186106447293
ACH-000837,-0.2342448351337941
ACH-000838,-0.16191841601932072
ACH-000839,-0.41537962095049386
ACH-000840,-0.26821297717795883
ACH-000841,-0.186423884419721
ACH-000843,-0.2318361262459509
ACH-000846,-0.23213374366957265
ACH-000847,-0.3358780994612562
ACH-000848,-0.2432800374483932
ACH-000849,-0.1497895919525478
ACH-000851,-0.25497092054481185
ACH-000855,-0.3902281865486599
ACH-000856,-0.135587173698187
ACH-000858,-0.4012759637420627
ACH-000859,-0.4813641480086562
ACH-000861,-0.13161929598094954
ACH-000862,-0.2250232787523829
ACH-000865,-0.18187620443171595
ACH-000866,-0.16178549062747724
ACH-000867,-0.15044018666996906
ACH-000869,-0.2575248704795647
ACH-000872,-0.408154963706691
ACH-000873,-0.2943303119765485
ACH-000876,-0.2272713452988733
ACH-000878,-0.05242592815082522
ACH-000880,-0.21238044287630672
ACH-000881,-0.18533902860813764
ACH-000882,-0.20020490745942549
ACH-000884,-0.16318009308549722
ACH-000885,-0.18267357876257276
ACH-000887,-0.2479064607181252
ACH-000889,-0.2935386951937326
ACH-000896,-0.3566241326246203
ACH-000898,-0.22319257205950555
ACH-000900,-0.04966739800223957
ACH-000901,-0.08484789185683342
ACH-000905,-0.33586768734246725
ACH-000906,-0.1632586393577524
ACH-000907,-0.06709957993914054
ACH-000910,-0.013159536736250926
ACH-000911,-0.22170666774884296
ACH-000912,-0.2396024205847041
ACH-000913,-0.2380892712128601
ACH-000915,-0.24031451930140524
ACH-000916,-0.4192927603984527
ACH-000917,-0.17400133263542422
ACH-000920,-0.22315617442502825
ACH-000921,-0.2865711770299153
ACH-000924,-0.22750476908381936
ACH-000926,-0.11944523281244247
ACH-000928,-0.18232245211716175
ACH-000929,-0.18411293986510194
ACH-000932,-0.2735200243558767
ACH-000935,-0.0624283171668368
ACH-000936,-0.4309501193796929
ACH-000937,-0.1957025955793343
ACH-000938,-0.1320768565159122
ACH-000939,-0.3296662248128793
ACH-000941,-0.3143928869346763
ACH-000943,-0.2221924711803725
ACH-000946,-0.2825469542333325
ACH-000947,-0.2064123933977088
ACH-000948,-0.09287043402868687
ACH-000950,-0.14055096232337755
ACH-000953,-0.31826010105316754
ACH-000954,-0.4464885843576999
ACH-000957,-0.20683827941813687
ACH-000958,-0.20876159003964748
ACH-000960,-0.19151164343848096
ACH-000963,0.2302600391964748
ACH-000968,-0.25724844922259144
ACH-000969,-0.215392864364792
ACH-000972,-0.2916011108839476
ACH-000973,-0.27194586880854416
ACH-000974,-0.18965550321209693
ACH-000978,-0.039542457185471176
ACH-000984,-0.28248654094792536
ACH-000986,-0.29366420088939066
ACH-000988,-0.17161248687597394
ACH-000993,-0.0609800126168319
ACH-000994,-0.181341441342678
ACH-000996,-0.3850971150648366
ACH-001001,-0.3905372328268087
ACH-001020,-0.06754352693858949
ACH-001028,-0.15290044095163066
ACH-001031,-0.3407962547618815
ACH-001038,-0.08240394202268714
ACH-001048,-0.2166764511556582
ACH-001050,-0.20414561783271407
ACH-001053,-0.1427770134671225
ACH-001054,-0.27954445131047645
ACH-001061,-0.2225079090687412
ACH-001067,-0.050632814826898576
ACH-001075,-0.21600783845019605
ACH-001096,-0.1618676658667985
ACH-001111,-0.041937898881518144
ACH-001119,-0.22251455082297586
ACH-001128,-0.12086992806751952
ACH-001134,-0.35677867252128004
ACH-001151,-0.1751689557115684
ACH-001163,-0.14464069820764022
ACH-001164,-0.12375932864634158
ACH-001183,-0.24478260037466976
ACH-001192,-0.3041381744146236
ACH-001193,-0.3893872943428591
ACH-001196,-0.2736368093176688
ACH-001197,-0.4359844945434765
ACH-001205,-0.07197954532826352
ACH-001211,-0.2061703585696928
ACH-001212,-0.04106549692197354
ACH-001228,-0.1740082698182745
ACH-001232,-0.2960696284916474
ACH-001239,-0.4100038693182632
ACH-001270,-0.34139103189207226
ACH-001274,-0.19006326673039364
ACH-001275,-0.08903915565102663
ACH-001277,-0.32939076363364245
ACH-001278,-0.13616245067226876
ACH-001280,-0.08176776146255156
ACH-001283,-0.20808680303360733
ACH-001289,-0.12125461738976827
ACH-001300,-0.2849603097900225
ACH-001301,-0.4294880178727348
ACH-001302,-0.4244676373536893
ACH-001306,-0.279027601027854
ACH-001318,-0.06942649956676256
ACH-001322,-0.6581221848843214
ACH-001328,-0.23737039118487646
ACH-001332,-0.5599603656577719
ACH-001336,-0.3807699989787402
ACH-001346,-0.2791504689717789
ACH-001353,-0.1871435517890868
ACH-001354,-0.06831353612317126
ACH-001367,-0.4121060309534694
ACH-001368,-0.2247886538053802
ACH-001374,-0.1418593584216464
ACH-001377,-0.1750948381272674
ACH-001380,-0.14606583592716912
ACH-001391,-0.15150269646100725
ACH-001408,-0.14171241010037286
ACH-001430,-0.251243791690312
ACH-001431,-0.2519058470735035
ACH-001450,-0.17359180439632318
ACH-001496,-0.2364319096868876
ACH-001500,-0.19072785484355376
ACH-001523,-0.303024311746461
ACH-001532,-0.224918212114074
ACH-001550,0.15727694757538296
ACH-001552,-0.4072998027465485
ACH-001554,-0.19424876232953805
ACH-001654,-0.1507674840765101
ACH-001735,-0.2802535277191166
ACH-001736,-0.15698405440711036
ACH-001737,-0.11420834773448713
ACH-001740,-0.18799940055882905
ACH-001745,-0.25672541679270744
ACH-001765,-0.11428756484699296
