,TNFRSF13B (23495)
ACH-000004,-0.04401866710590597
ACH-000005,-0.22751808505077697
ACH-000007,-0.11750256168267595
ACH-000009,-0.30278744778270394
ACH-000011,0.0891116255269338
ACH-000012,-0.05349217434111776
ACH-000013,-0.22217740301156771
ACH-000014,-0.02198612549219453
ACH-000015,-0.1334180544349975
ACH-000017,-0.12301791164620705
ACH-000018,-0.1172662423918554
ACH-000019,0.0831790739692777
ACH-000021,-0.1026525187618102
ACH-000022,-0.3268936099501952
ACH-000025,-0.050686831661278964
ACH-000028,0.03514178032936555
ACH-000030,-0.10876074497928724
ACH-000035,-0.3343963081919745
ACH-000036,-0.08063520770477905
ACH-000037,-0.03438494606673029
ACH-000039,-0.012503302099803548
ACH-000040,-0.017049221879406797
ACH-000041,-0.06291669025244179
ACH-000042,-0.2214387309787933
ACH-000045,-0.1232002239907926
ACH-000047,-0.17806411608782702
ACH-000052,-0.05005508907400297
ACH-000053,-0.10133036142050736
ACH-000054,0.0022258673382082638
ACH-000055,-0.028015500679136857
ACH-000060,-0.002570122661296802
ACH-000067,-0.12263150973211445
ACH-000070,0.05511490489956415
ACH-000075,0.1438371000422971
ACH-000078,-0.08375466690813163
ACH-000082,-0.3110819400626343
ACH-000085,0.08456793562840458
ACH-000086,0.06426950085163682
ACH-000087,-0.07160188661133257
ACH-000092,-0.021580918239265067
ACH-000095,-0.04072555505736199
ACH-000097,0.022648207991228155
ACH-000098,-0.0420450416702743
ACH-000099,-0.03572834492275916
ACH-000108,-0.07018658664813916
ACH-000113,-0.09831205515854023
ACH-000116,-0.06346759469256011
ACH-000118,-0.047402630551481736
ACH-000120,-0.06643560287004945
ACH-000123,-0.11423532546891765
ACH-000127,-0.03637053903308148
ACH-000128,-0.009744938611545451
ACH-000132,-0.045972250511239064
ACH-000133,-0.18381516583764945
ACH-000137,0.009452957799840523
ACH-000138,-0.09212940506984672
ACH-000142,-0.07535414863434223
ACH-000143,-0.10043135635343924
ACH-000146,0.027384180266266062
ACH-000148,-0.04063288748274961
ACH-000150,-0.2993074484986428
ACH-000152,-0.12339526575055818
ACH-000153,-0.4198761852419887
ACH-000159,-0.04029082275771982
ACH-000160,0.08010668000363587
ACH-000163,-0.05601788846186072
ACH-000167,-0.2343451452200021
ACH-000168,-0.16528613674600887
ACH-000169,0.001125808317639854
ACH-000178,-0.06717545937993298
ACH-000183,-0.2524912479090118
ACH-000188,-0.34875874871419066
ACH-000189,-0.1850359193916752
ACH-000190,-0.029057269484296024
ACH-000198,-0.006552862856603903
ACH-000203,-0.6128220750428026
ACH-000204,-0.1102624944072559
ACH-000206,-0.006234272290377001
ACH-000207,-0.19100785731195047
ACH-000208,-0.04943506179404307
ACH-000210,-0.06710862667543713
ACH-000211,0.06795616656920772
ACH-000215,-0.034366805381958215
ACH-000221,-0.1880172448408669
ACH-000222,-0.06246462294577997
ACH-000223,-0.005737725180644164
ACH-000226,-0.04056750294860301
ACH-000227,0.009782425449648795
ACH-000228,-0.13937836106997048
ACH-000231,-0.10522849395881843
ACH-000232,0.02175712025402081
ACH-000233,-0.012865371803255126
ACH-000234,0.05161809784277298
ACH-000235,-0.16744651295576804
ACH-000237,-0.05631560804308835
ACH-000238,-0.4678831509539346
ACH-000242,-0.44254147993680143
ACH-000243,-0.08644260952163732
ACH-000244,-0.14517947364894604
ACH-000246,0.055345344254108746
ACH-000248,0.00485344509494375
ACH-000250,-0.10155043308576077
ACH-000251,0.1005230646274497
ACH-000252,-0.12405319571492444
ACH-000253,-0.07771697344713313
ACH-000255,-0.039328499284186975
ACH-000256,-0.08821468701473477
ACH-000257,-0.04471604571479866
ACH-000258,-0.1564840059858885
ACH-000259,0.010688183219346644
ACH-000260,-0.021597502142139315
ACH-000261,-0.07542880437889925
ACH-000262,-0.055380154457749166
ACH-000263,0.08362777320737518
ACH-000264,-0.02890018857377745
ACH-000265,0.04534963268523487
ACH-000266,-0.05469108526185546
ACH-000272,-0.02811257978402393
ACH-000274,-0.07531533239694041
ACH-000277,-0.2699419504703031
ACH-000278,-0.22006132791755648
ACH-000279,0.02603346887606163
ACH-000280,-0.1080877223292807
ACH-000281,-0.08512658653283682
ACH-000288,-0.2522530333770435
ACH-000291,0.028790672580880014
ACH-000293,-0.054127222039150866
ACH-000294,-0.1856091111047939
ACH-000295,-0.01262112001561127
ACH-000296,-0.0690666917159755
ACH-000302,0.032254740676635245
ACH-000304,-0.03318696184343327
ACH-000307,0.042645211245935864
ACH-000308,-0.019331776363285237
ACH-000310,0.003030245697886455
ACH-000311,-0.09902273365415656
ACH-000312,-0.10049973664949642
ACH-000315,0.09579000110035246
ACH-000316,-0.057634337790043226
ACH-000317,0.08426319507600788
ACH-000318,-0.15313723748538158
ACH-000319,-0.11735646891791456
ACH-000320,-0.123089757547678
ACH-000322,-0.049501127425101966
ACH-000323,-0.19701621505665132
ACH-000324,0.016054704239771043
ACH-000329,-0.0034951964083004988
ACH-000330,-0.12650833399334152
ACH-000331,-0.07568329211911971
ACH-000332,-0.07193258229379952
ACH-000334,0.059497361001686525
ACH-000335,-0.020774938855348275
ACH-000336,-0.08124886888377973
ACH-000337,-0.08063043195984686
ACH-000338,0.4472031930890372
ACH-000339,-0.11564479928102694
ACH-000341,0.0032476478670780285
ACH-000348,-0.039594064256460434
ACH-000350,-0.05796918538785776
ACH-000352,0.017683662092239632
ACH-000356,-0.260965704416834
ACH-000361,0.020514519633266462
ACH-000362,-0.021206338423559068
ACH-000363,-0.037600313485479486
ACH-000364,-0.10428616665929497
ACH-000365,-0.062133235540989186
ACH-000366,-0.0015696091850138998
ACH-000368,0.010462361493511744
ACH-000374,-0.13174898647104752
ACH-000375,-0.09793978125104977
ACH-000376,0.0495622221761324
ACH-000381,-0.09183126423124374
ACH-000383,-0.12389227794084938
ACH-000387,-0.1939778868581272
ACH-000389,-0.03090837309698435
ACH-000390,-0.0401553285274841
ACH-000393,0.03965472847224039
ACH-000395,-3.8837525658770575e-06
ACH-000396,0.06476149761351616
ACH-000397,-0.015570546550719832
ACH-000401,-0.2183837281994992
ACH-000402,-0.09959069230118814
ACH-000403,-0.043852086582040095
ACH-000404,0.18548015460570344
ACH-000406,-0.04907567347511077
ACH-000407,-0.12764993280857512
ACH-000408,-0.15681512886544924
ACH-000410,-0.138856885862846
ACH-000411,-0.11266114087384405
ACH-000414,0.048231573499289235
ACH-000415,-0.10594497467502566
ACH-000416,0.0045191090269724
ACH-000420,0.044109453378707336
ACH-000421,-0.09636542360328024
ACH-000424,0.045768336310105164
ACH-000425,0.1438144269799157
ACH-000426,0.02270180098107344
ACH-000427,-0.007475471326989749
ACH-000433,-0.17098928352493822
ACH-000435,-0.21435553153653725
ACH-000436,0.2603924526650199
ACH-000444,-0.07233036809587805
ACH-000445,-0.4003797757065066
ACH-000448,-0.021011676160163827
ACH-000450,-0.047809689324616295
ACH-000452,-0.08803724461295225
ACH-000454,-0.2516310856936336
ACH-000458,-0.167528743975733
ACH-000459,-0.1803242648345744
ACH-000460,0.0738452045995955
ACH-000461,-0.06823843226836326
ACH-000463,-0.017706650386412413
ACH-000464,-0.18332644667298206
ACH-000466,-0.08524163211929796
ACH-000467,0.0639625627392461
ACH-000468,-0.15413919921275845
ACH-000469,-0.16280759437779566
ACH-000470,-0.04160984677265949
ACH-000471,-0.1811908264683121
ACH-000472,0.006883054130415836
ACH-000473,-0.2263850805714981
ACH-000475,-0.014260820085648003
ACH-000476,-0.02200112864996695
ACH-000477,0.1847357864910128
ACH-000479,-0.0765917699353188
ACH-000480,-0.07819174411451885
ACH-000481,-0.015784825637698213
ACH-000483,-0.22478453735277945
ACH-000484,-0.09870414533078603
ACH-000485,0.005612761890456815
ACH-000486,0.060935959865238476
ACH-000487,0.012464464017119271
ACH-000488,-0.1667499266493055
ACH-000490,-0.04513608077576247
ACH-000491,-0.003329379354018471
ACH-000495,0.13102620880663213
ACH-000496,-0.2693543286341849
ACH-000499,0.011670369235968684
ACH-000500,0.14441715977534464
ACH-000502,-0.17931757162945364
ACH-000503,-0.18776986273406884
ACH-000505,-0.06415639896070442
ACH-000507,-0.043106188701488385
ACH-000510,-0.06293423923208348
ACH-000511,-0.04441036681145564
ACH-000512,0.0007372997441682279
ACH-000516,-0.11958100039345915
ACH-000517,0.009105045886107376
ACH-000518,-0.02462780111345468
