,CNN1 (1264)
ACH-000004,-0.30640478406649285
ACH-000005,-0.3166623536717787
ACH-000007,0.042522977832017375
ACH-000009,0.004623488213222685
ACH-000011,-0.032882074324821
ACH-000012,-0.2726181388740884
ACH-000013,-0.266800171699906
ACH-000014,-0.12933981488504812
ACH-000015,-0.2509139260748837
ACH-000017,-0.14080281907710826
ACH-000018,-0.2158676371718406
ACH-000019,-0.25788905952252744
ACH-000021,-0.2772384536610519
ACH-000022,-0.13313332134553196
ACH-000025,-0.21556659240175835
ACH-000028,-0.3113455626705928
ACH-000030,-0.20911777540742865
ACH-000035,-0.11719408709537568
ACH-000036,-0.04418974073018124
ACH-000037,-0.1331499782635526
ACH-000039,-0.15160179266743995
ACH-000040,-0.10170280414919247
ACH-000041,-0.0809440427744364
ACH-000042,-0.012998976082081346
ACH-000045,-0.22720410773080305
ACH-000047,-0.08567803188472342
ACH-000052,-0.2262514502070999
ACH-000053,-0.159922754679899
ACH-000054,-0.07631431925592637
ACH-000055,-0.08480682667495562
ACH-000060,-0.06507635760001726
ACH-000067,-0.024180154511900438
ACH-000070,0.014262740683650632
ACH-000075,-0.09519564395990307
ACH-000078,-0.24578038967450186
ACH-000082,-0.13270116605791202
ACH-000085,-0.3437613249810622
ACH-000086,-0.032904051024970155
ACH-000087,-0.3170393362223506
ACH-000092,-0.07339819376295252
ACH-000095,-0.1362594324632803
ACH-000097,-0.08891398340669909
ACH-000098,-0.22131355886908416
ACH-000099,-0.21884565679303752
ACH-000108,-0.27070803986129344
ACH-000113,-0.19969030301430346
ACH-000116,-0.3172544424647582
ACH-000118,-0.12411439397284182
ACH-000120,-0.0940069151082854
ACH-000123,-0.11062875580612867
ACH-000127,-0.2684924137525343
ACH-000128,-0.23358047198677556
ACH-000132,-0.17954345293061427
ACH-000133,-0.004752306175875858
ACH-000137,-0.0669821286898307
ACH-000138,-0.2199507373919148
ACH-000142,-0.19829415133122832
ACH-000143,-0.2218611352500313
ACH-000146,-0.10110789082615007
ACH-000148,-0.09391076314347167
ACH-000150,-0.3091877102282001
ACH-000152,-0.16023344993572433
ACH-000153,0.01914794140926453
ACH-000159,-0.17695354524485546
ACH-000160,0.030613543565810968
ACH-000163,-0.4475624413202638
ACH-000167,-0.1443473835763955
ACH-000168,-0.08562984110032529
ACH-000169,-0.059313634600056335
ACH-000178,-0.10034319213860772
ACH-000183,-0.219938104706393
ACH-000188,-0.30367042247118703
ACH-000189,-0.1954032380399602
ACH-000190,-0.06107880542678944
ACH-000198,-0.21415762349377476
ACH-000203,0.0375367550997294
ACH-000204,0.0395143568542781
ACH-000206,-0.11735076258618203
ACH-000207,-0.2616078932646513
ACH-000208,0.02837661704798192
ACH-000210,-0.18009127531733574
ACH-000211,-0.18935489048753693
ACH-000215,-0.16037398938306546
ACH-000221,-0.18243947560623372
ACH-000222,-0.12084383726683365
ACH-000223,-0.15873753210704872
ACH-000226,-0.07441282637408783
ACH-000227,-0.06308386126905563
ACH-000228,-0.2938232237668062
ACH-000231,-0.09285113857959852
ACH-000232,-0.028600159610235643
ACH-000233,-0.14711394691109916
ACH-000234,-0.16533859893490396
ACH-000235,-0.0978141175501104
ACH-000237,-0.17576222440476813
ACH-000238,-0.03586502487023255
ACH-000242,-0.15000987901057294
ACH-000243,-0.2655103582892585
ACH-000244,-0.2639785003492057
ACH-000246,-0.16532642975352685
ACH-000248,-0.22165957178283086
ACH-000250,-0.18544888151322525
ACH-000251,-0.3336306790332373
ACH-000252,-0.04669304716868844
ACH-000253,-0.27633448853538634
ACH-000255,-0.18702952016819144
ACH-000256,-0.2525054163172605
ACH-000257,-0.30002970392139405
ACH-000258,-0.3272029876730314
ACH-000259,-0.06461115373108232
ACH-000260,-0.17653779512851075
ACH-000261,-0.15088020671376715
ACH-000262,-0.1970999972496157
ACH-000263,-0.2677713135217795
ACH-000264,-0.0950578350395751
ACH-000265,-0.10479080098519272
ACH-000266,-0.045473177017447484
ACH-000272,-0.14539703046703015
ACH-000274,-0.14106872255739186
ACH-000277,-0.01573984718851437
ACH-000278,-0.16849148345922538
ACH-000279,-0.04299272524478258
ACH-000280,-0.16466419636733082
ACH-000281,-0.18971958117031584
ACH-000288,-0.02411262707205764
ACH-000291,-0.10181147696815822
ACH-000293,0.002965752683662504
ACH-000294,-0.3633923994203002
ACH-000295,-0.3048697960492301
ACH-000296,-0.10906555911083617
ACH-000302,-0.19783823328123776
ACH-000304,-0.14790929682033502
ACH-000307,-0.1837111195264878
ACH-000308,-0.17910716546363584
ACH-000310,-0.0960460906293214
ACH-000311,-0.017960375147308513
ACH-000312,-0.14765487448897074
ACH-000315,-0.19864853113013056
ACH-000316,0.22170052583885208
ACH-000317,-0.10131753450256592
ACH-000318,-0.32683497223119234
ACH-000319,-0.29214685930579953
ACH-000320,-0.1754526098809657
ACH-000322,-0.18435204011158335
ACH-000323,-0.17108045659001586
ACH-000324,0.007968456862822099
ACH-000329,-0.004660894383376107
ACH-000330,-0.035777398943891814
ACH-000331,-0.1179937979779542
ACH-000332,-0.17054792970477056
ACH-000334,-0.318433387749466
ACH-000335,-0.037668140463791626
ACH-000336,-0.01743042139776003
ACH-000337,-0.27048546777490884
ACH-000338,0.3812084394912572
ACH-000339,-0.15144417571811744
ACH-000341,-0.22733569310922816
ACH-000348,-0.17266732082769298
ACH-000350,-0.13039824316633053
ACH-000352,-0.1966266310948208
ACH-000356,-0.10019377457567002
ACH-000361,-0.2586032192657361
ACH-000362,-0.3825281343424247
ACH-000363,-0.3270782929019197
ACH-000364,-0.2760231595970548
ACH-000365,-0.14391279766761894
ACH-000366,-0.1986067082743088
ACH-000368,-0.201671782000291
ACH-000374,-0.1683478028527493
ACH-000375,-0.16426825796758046
ACH-000376,0.10854273318744284
ACH-000381,0.039909437665840666
ACH-000383,-0.14603620423493754
ACH-000387,-0.26652071826171264
ACH-000389,-0.09614894035157627
ACH-000390,-0.1381256987977784
ACH-000393,-0.2713355015354706
ACH-000395,-0.20853030769090727
ACH-000396,-0.1670519568607072
ACH-000397,-0.03482397634724095
ACH-000401,0.03663489865620678
ACH-000402,-0.21360398131723984
ACH-000403,-0.10324723435542264
ACH-000404,-0.23628944539545765
ACH-000406,-0.09304826160210676
ACH-000407,-0.13019228192690915
ACH-000408,-0.17167740974484125
ACH-000410,-0.24109896430466565
