,RANBP1 (5902)
ACH-000004,-0.5735910404240269
ACH-000005,-0.5253462510039301
ACH-000007,0.2852028590009409
ACH-000009,-0.3276430523684174
ACH-000011,-0.6187104034670042
ACH-000012,-0.055210927120613255
ACH-000013,-0.23754176212081315
ACH-000014,-0.14044746237418734
ACH-000015,-0.28248631955807746
ACH-000017,-0.38105470243492795
ACH-000018,-0.3036934354000931
ACH-000019,-0.07718730402861962
ACH-000021,-0.2415533340016402
ACH-000022,-0.08029785675957754
ACH-000025,-0.2515399387152336
ACH-000028,-0.3485755466642643
ACH-000030,-0.24386616159955574
ACH-000035,-0.33298814656308506
ACH-000036,-0.42637383804331097
ACH-000037,-0.2650257174613376
ACH-000039,-0.7245503853691079
ACH-000040,-0.10653345569975192
ACH-000041,-0.4791546134804552
ACH-000042,-0.4431547954440101
ACH-000045,-0.18376386989473506
ACH-000047,-0.3607804998677246
ACH-000052,-0.3256730471976794
ACH-000053,-0.22202170273231106
ACH-000054,-0.09598773756002972
ACH-000055,-0.3955631776370495
ACH-000060,-0.6125394754127255
ACH-000067,-0.4648897152872297
ACH-000070,-0.3994718834409813
ACH-000075,-0.21493718302471995
ACH-000078,-0.3190568547747664
ACH-000082,-0.3230677705129036
ACH-000085,-0.1741487863773288
ACH-000086,-0.16169560065508518
ACH-000087,-0.14720771952675707
ACH-000092,-0.2464595065191767
ACH-000095,-0.7053299937689458
ACH-000097,-0.30667964536203285
ACH-000098,-0.43002970457711454
ACH-000099,-0.09935269287885998
ACH-000108,-0.30448677553814
ACH-000113,-0.5475291021754519
ACH-000116,-0.3645611867643208
ACH-000118,-0.44331650107473103
ACH-000120,-0.4954837237599451
ACH-000123,-0.365849502854984
ACH-000127,-0.1717748019833734
ACH-000128,-0.2983836204065529
ACH-000132,-0.19000380842424425
ACH-000133,-0.3200077602786991
ACH-000137,-0.3745787719629911
ACH-000138,-0.5423473535154424
ACH-000142,-0.3005796622239763
ACH-000143,-0.5056196558130422
ACH-000146,-0.19497290760059027
ACH-000148,-0.2769296797344432
ACH-000150,-0.3814003284533872
ACH-000152,-0.5813541463428481
ACH-000153,-0.040904995862323816
ACH-000159,-0.12306162955504532
ACH-000160,-0.3154392560328545
ACH-000163,-0.6011533180227162
ACH-000167,-0.202438285955457
ACH-000168,-0.6379038429329328
ACH-000169,-0.3191852215804966
ACH-000178,-0.3804610391742329
ACH-000183,-0.4147308138769796
ACH-000188,-0.2541809387302115
ACH-000189,-0.14297951137130618
ACH-000190,-0.22331678979291555
ACH-000198,-0.5788614376122033
ACH-000203,-0.4694906753810685
ACH-000204,-0.1255385965822369
ACH-000206,-0.40489740120365536
ACH-000207,-0.3040975249391898
ACH-000208,-0.1689886415700971
ACH-000210,-0.04532725205630949
ACH-000211,-0.44203396180662985
ACH-000215,-0.3174066972350483
ACH-000221,-0.4814413694895229
ACH-000222,-0.3137185839906152
ACH-000223,-0.28146562842243383
ACH-000226,-0.5227454146526587
ACH-000227,-0.13060151573630108
ACH-000228,-0.17281436418283128
ACH-000231,-0.3170753004038653
ACH-000232,-0.6476069429311982
ACH-000233,-0.3302178610053638
ACH-000234,-0.1494186367435245
ACH-000235,-0.2492172654841421
ACH-000237,-0.4596499959400305
ACH-000238,-0.2379087064249687
ACH-000242,-0.3069776668221715
ACH-000243,-0.2289990178147685
ACH-000244,-0.3720030904400685
ACH-000246,-0.2347909802227053
ACH-000248,-0.21725387620237693
ACH-000250,-0.23438135843862185
ACH-000251,-0.21184531663538686
ACH-000252,-0.051331553074462834
ACH-000253,-0.15226988624566434
ACH-000255,-0.3441805965143969
ACH-000256,-0.4616813494920909
ACH-000257,-0.0679871991505754
ACH-000258,-0.25045591374604065
ACH-000259,-0.16829801285902146
ACH-000260,-0.644179997442146
ACH-000261,-0.4826981501965722
ACH-000262,-0.18901741681729334
ACH-000263,-0.3446470362081551
ACH-000264,-0.365884588741317
ACH-000265,-0.2117095370784745
ACH-000266,-0.3320334526199188
ACH-000272,-0.2914616918532489
ACH-000274,-0.3070130766998883
ACH-000277,-0.12956920788657084
ACH-000278,-0.3933941216237449
ACH-000279,-0.31886205188175665
ACH-000280,-0.3047280298238844
ACH-000281,-0.4049361968283835
ACH-000288,-0.4157926557621707
ACH-000291,-0.3864631959185462
ACH-000293,-0.3867567317820228
ACH-000294,-0.05982993484745064
ACH-000295,-0.560967447699761
ACH-000296,-0.3036604566113471
ACH-000302,-0.274034333365606
ACH-000304,-0.2725461655113007
ACH-000307,-0.5005008123104442
ACH-000308,-0.2897429957341054
ACH-000310,-0.2614926658170954
ACH-000311,-0.3635159237652282
ACH-000312,-0.2456337998743812
ACH-000315,-0.6500639733099313
ACH-000316,-0.2472234291788609
ACH-000317,-0.1490264552166337
ACH-000318,-0.3849266515369589
ACH-000319,-0.30509774485018304
ACH-000320,-0.5968080795852315
ACH-000322,-0.5655831504141008
ACH-000323,-0.25778269392115954
ACH-000324,-0.08751429231733916
ACH-000329,-0.4212582584177561
ACH-000330,-0.8170749423486922
ACH-000331,-0.5141970411267841
ACH-000332,-0.4538623681820109
ACH-000334,-0.20549980943155785
ACH-000335,-0.5592590195913026
ACH-000336,-0.19679910311486687
ACH-000337,-0.6862254991419736
ACH-000338,-0.7517170163647499
ACH-000339,-0.28709267516408343
ACH-000341,-0.34785971161783696
ACH-000348,-0.2750514675846435
ACH-000350,-0.6515304896648092
ACH-000352,-0.3967794204676216
ACH-000356,-0.2583596409460085
ACH-000361,-0.10183721398648306
ACH-000362,-0.198669417339276
ACH-000363,-0.3617293618326431
ACH-000364,-0.2334688268098835
ACH-000365,-0.31411524769141336
ACH-000366,-0.30945416111187257
ACH-000368,-0.34352361158054745
ACH-000374,-0.16663203766567325
ACH-000375,-0.4035354750648895
ACH-000376,-0.2664627888456149
ACH-000381,-0.4783062538316801
ACH-000383,-0.10133060359788423
ACH-000387,-0.3507813431530595
ACH-000389,-0.4677129193511982
ACH-000390,-0.3160554425469808
ACH-000393,-0.3664916897693368
ACH-000395,-0.32630222044403845
ACH-000396,-0.3424081670006191
ACH-000397,-0.35862794605437764
ACH-000401,-0.3123096950490548
ACH-000402,-0.34362168246418096
ACH-000403,-0.2231589494740548
ACH-000404,0.11013433184896416
ACH-000406,-0.4436866265185044
ACH-000407,-0.5314186063514569
ACH-000408,-0.4256241543564898
ACH-000410,-0.4776997943425367
ACH-000411,-0.34542514348921555
ACH-000414,-0.184681205655328
ACH-000415,-0.2255939696060899
ACH-000416,-0.2374455895801626
ACH-000420,-0.34081034408231925
ACH-000421,-0.3396322519551164
ACH-000424,-0.2952046215531399
ACH-000425,-0.2414137689169857
ACH-000426,-0.8372184293236186
ACH-000427,-0.16329612345464967
ACH-000433,-0.4033286843906541
ACH-000435,-0.3192097751820168
ACH-000436,-0.2308185710253992
ACH-000444,-0.4174998415478967
ACH-000445,-0.4528353640626113
ACH-000448,-0.24242652550145702
ACH-000450,-0.5210347823236285
ACH-000452,-0.22826906476819336
ACH-000454,-0.40239603651000777
