,TARBP2 (6895)
ACH-000004,-0.0996397626256444
ACH-000005,-0.09948364982497276
ACH-000007,-0.1464652893557456
ACH-000009,-0.15238910365230274
ACH-000011,-0.25183648505433137
ACH-000012,-0.2034434059271952
ACH-000013,-0.18197028549297026
ACH-000014,-0.06922542204163293
ACH-000015,-0.09873434105529501
ACH-000017,-0.1963152000574822
ACH-000018,-0.2910391285832835
ACH-000019,-0.05140848693784
ACH-000021,-0.10326367518948877
ACH-000022,-0.05662118441608016
ACH-000025,-0.2672003310049932
ACH-000028,-0.12826820390614482
ACH-000030,-0.18457782854259705
ACH-000035,-0.3866084317386777
ACH-000036,-0.2855397574431482
ACH-000037,-0.14446973952624442
ACH-000039,-0.4000161046079295
ACH-000040,-0.12322809665235585
ACH-000041,-0.09815818902956812
ACH-000042,0.00909115249211442
ACH-000045,-0.18236126507650133
ACH-000047,-0.15576959846792854
ACH-000052,-0.28718903099407944
ACH-000053,-0.3053188106580749
ACH-000054,0.04057901514020349
ACH-000055,-0.3810729377312038
ACH-000060,-0.018980960221633043
ACH-000067,-0.1852409334059256
ACH-000070,-0.2649763997347445
ACH-000075,-0.2939382780082065
ACH-000078,0.023996811478765846
ACH-000082,-0.19766117093273244
ACH-000085,-0.023157954171261017
ACH-000086,-0.30825879613939555
ACH-000087,0.1265609273450679
ACH-000092,-0.2120189127699372
ACH-000095,0.04390029657163323
ACH-000097,-0.2475720074627699
ACH-000098,-0.16194279641914494
ACH-000099,-0.029953733438657117
ACH-000108,-0.035401832451753566
ACH-000113,-0.3007441127859969
ACH-000116,-0.004960555454014191
ACH-000118,-0.15600688019716208
ACH-000120,0.04694307852737498
ACH-000123,-0.08943757721616939
ACH-000127,-0.16499856184479267
ACH-000128,-0.2937707282092736
ACH-000132,-0.11923909552804472
ACH-000133,-0.40286681712828204
ACH-000137,-0.11069274724160401
ACH-000138,-0.21008044289737968
ACH-000142,-0.21748989747732997
ACH-000143,-0.3069181904640262
ACH-000146,-0.21340577832857235
ACH-000148,-0.12423347233780395
ACH-000150,-0.05918228088220575
ACH-000152,-0.29160813223122023
ACH-000153,-0.4722998405285906
ACH-000159,-0.1973340572815072
ACH-000160,-0.1442223717010452
ACH-000163,-0.29240735791311706
ACH-000167,-0.585232025616521
ACH-000168,-0.06444361742011864
ACH-000169,-0.19666296500407385
ACH-000178,-0.13208579293468764
ACH-000183,-0.17865280543075965
ACH-000188,-0.18706837800348036
ACH-000189,-0.1525904978281978
ACH-000190,-0.06335907559970648
ACH-000198,0.00572208077712641
ACH-000203,-0.3237459124051813
ACH-000204,-0.0025896253181829573
ACH-000206,-0.06550969982030783
ACH-000207,-0.2728404894326789
ACH-000208,-0.021980166898729992
ACH-000210,-0.018489262574493213
ACH-000211,-0.14649971195973954
ACH-000215,-0.1820360222986893
ACH-000221,0.07865272103410613
ACH-000222,-0.23470930790629815
ACH-000223,-0.12225225848025988
ACH-000226,-0.22647076128049595
ACH-000227,0.04076796933608327
ACH-000228,-0.11970643108829505
ACH-000231,-0.1621188263459483
ACH-000232,-0.17060014272673324
ACH-000233,-0.1567944093716684
ACH-000234,-0.2695190811388635
ACH-000235,-0.1899243840435436
ACH-000237,-0.04870498352178873
ACH-000238,-0.10424030622387292
ACH-000242,0.13956372419166602
ACH-000243,-0.1819267169382145
ACH-000244,-0.031271283911479014
ACH-000246,-0.30666275705357404
ACH-000248,-0.016419113184671378
ACH-000250,-0.10120363428137796
ACH-000251,-0.22245820114991186
ACH-000252,-0.2128404358519969
ACH-000253,-0.1875978626813173
ACH-000255,-0.1463206356551048
ACH-000256,-0.23640063294183955
ACH-000257,0.02556095931155139
ACH-000258,-0.1135700610488797
ACH-000259,0.020045716723454333
ACH-000260,-0.1120840980858306
ACH-000261,-0.2406844735826699
ACH-000262,-0.19216952585882854
ACH-000263,-0.11351218284898995
ACH-000264,-0.23306386742168786
ACH-000265,-0.12922857706716262
ACH-000266,-0.061879959917391474
ACH-000272,-0.006721581644822154
ACH-000274,-0.2167042234829555
ACH-000277,-0.12327953415248336
ACH-000278,-0.2308398569566436
ACH-000279,-0.14694448308279262
