,EML6 (400954)
ACH-000004,-0.1614065347505805
ACH-000005,-0.08589777052667068
ACH-000007,-0.4467768724138047
ACH-000009,-0.15710895852950912
ACH-000011,-0.35334368983164377
ACH-000012,-0.11738478781089245
ACH-000013,-0.21675733815991907
ACH-000014,-0.2369258528103355
ACH-000015,-0.09825139734195848
ACH-000017,-0.2405577843195547
ACH-000018,-0.17729723510351894
ACH-000019,-0.12207273552748582
ACH-000021,-0.18309540017818549
ACH-000022,-0.22690886090460166
ACH-000025,-0.15983104639142487
ACH-000028,-0.17894539309387386
ACH-000030,-0.2608506908603657
ACH-000035,-0.3265567680464277
ACH-000036,-0.3569998653128407
ACH-000037,-0.17322000973924515
ACH-000039,-0.11214002109807923
ACH-000040,-0.37198851277578093
ACH-000041,-0.33427497538131234
ACH-000042,-0.19261642504515816
ACH-000045,-0.15706146817071828
ACH-000047,-0.31038414462094394
ACH-000052,-0.2605523060520331
ACH-000053,-0.3112922957213051
ACH-000054,-0.13419807237095654
ACH-000055,-0.17552553892976627
ACH-000060,-0.14872784263457953
ACH-000067,-0.23779014673323395
ACH-000070,-0.2968282793908242
ACH-000075,-0.33644088198636835
ACH-000078,-0.2199770928763105
ACH-000082,-0.21024165442074788
ACH-000085,-0.214416317344392
ACH-000086,-0.2609863526336871
ACH-000087,-0.30548550830209426
ACH-000092,-0.28507674075477474
ACH-000095,-0.16092673575553798
ACH-000097,-0.20400389612782344
ACH-000098,-0.2278495721287653
ACH-000099,-0.2983539359436586
ACH-000108,-0.11824843632749653
ACH-000113,-0.209770287472582
ACH-000116,-0.35988942941320895
ACH-000118,-0.24803682625634485
ACH-000120,-0.2910036677006001
ACH-000123,-0.1917513056063063
ACH-000127,-0.30840646952357964
ACH-000128,-0.08949696873992546
ACH-000132,-0.2560211684357677
ACH-000133,-0.3378792121719983
ACH-000137,-0.2726920435720308
ACH-000138,-0.23396717418024346
ACH-000142,-0.26346233665856583
ACH-000143,-0.296273628901002
ACH-000146,-0.2470970035907417
ACH-000148,-0.2026043235794561
ACH-000150,-0.060814836331674324
ACH-000152,-0.3423111864979833
ACH-000153,-0.05975298471340385
ACH-000159,-0.2545104066493704
ACH-000160,-0.15232581361606626
ACH-000163,-0.2258704607492657
ACH-000167,0.04364430650432747
ACH-000168,-0.2267979905274965
ACH-000169,-0.15836300963752956
ACH-000178,-0.1806171311356218
ACH-000183,-0.1268968249942194
ACH-000188,-0.2854917030505006
ACH-000189,-0.2190997848412062
ACH-000190,-0.41218249379193583
ACH-000198,-0.14123694428164182
ACH-000203,0.1961578393917364
ACH-000204,-0.34001709629424504
ACH-000206,-0.14472774838171548
ACH-000207,-0.3103216431892103
ACH-000208,-0.2743288755196838
ACH-000210,-0.5397794707760835
ACH-000211,-0.19587144329259407
ACH-000215,-0.2486129734828852
ACH-000221,-0.3654262427378209
ACH-000222,-0.3365210806169666
ACH-000223,-0.2441611901479595
ACH-000226,-0.2556810653687201
ACH-000227,-0.3803208089471695
ACH-000228,-0.2801615449524704
ACH-000231,-0.2290377265589198
ACH-000232,-0.28350615761273545
ACH-000233,-0.197677714555696
ACH-000234,-0.06670341980503319
ACH-000235,-0.12661376382030518
ACH-000237,-0.2709692034151771
ACH-000238,-0.26317951004496065
ACH-000242,-0.02538195044712603
ACH-000243,-0.2433290251586565
ACH-000244,-0.2612645184537214
ACH-000246,-0.16797080102438078
ACH-000248,-0.3844767803509237
ACH-000250,-0.2994857520699913
ACH-000251,-0.14397969177590764
ACH-000252,-0.014583974763394547
ACH-000253,-0.14760620798172816
ACH-000255,-0.22364965579043786
ACH-000256,-0.2104366067552831
ACH-000257,-0.12212500591911506
ACH-000258,-0.22446028290885736
ACH-000259,-0.16534328718923694
ACH-000260,-0.1617328183204902
ACH-000261,-0.1657324991150978
ACH-000262,-0.2666903337690918
ACH-000263,-0.23885827209854904
ACH-000264,-0.2944840695516142
ACH-000265,-0.12941336399757142
ACH-000266,-0.203436706898704
ACH-000272,-0.21864759698082187
ACH-000274,-0.3329054122822315
ACH-000277,-0.15396847332294455
ACH-000278,-0.14984570926357588
ACH-000279,-0.3498517968570841
ACH-000280,-0.0981099672764745
ACH-000281,-0.17963856283060967
ACH-000288,-0.1945733360631692
ACH-000291,-0.24430179714303574
ACH-000293,-0.16634516932058194
ACH-000294,-0.28365136585275763
ACH-000295,-0.2071100672319923
ACH-000296,-0.007240205679195437
ACH-000302,-0.25474479640214764
ACH-000304,-0.2983856032241825
ACH-000307,-0.15961429316026762
ACH-000308,-0.3330342078064755
ACH-000310,-0.06761118254554924
ACH-000311,-0.1880777392925431
ACH-000312,-0.19047443277764095
ACH-000315,-0.1747209863901445
ACH-000316,-0.2829384602324745
ACH-000317,-0.2570719653287581
ACH-000318,-0.2142525756468668
ACH-000319,-0.2961960180028088
ACH-000320,-0.28174610888614193
ACH-000322,-0.2572464274485673
ACH-000323,-0.5661346776629439
ACH-000324,-0.1125474734327446
ACH-000329,-0.19754253876157926
ACH-000330,-0.14933786559399562
ACH-000331,-0.30146963973871993
ACH-000332,-0.28053242353342184
ACH-000334,-0.2468431709623955
ACH-000335,-0.1831949048861661
ACH-000336,-0.20934218448376646
ACH-000337,0.03403920500276076
ACH-000338,-0.1839450713703212
ACH-000339,-0.2255774044235956
ACH-000341,-0.24429600594528697
ACH-000348,-0.15738120615361206
ACH-000350,-0.16299049839759572
ACH-000352,-0.19887259628228265
ACH-000356,-0.2661688103390477
ACH-000361,-0.11864285263529782
ACH-000362,-0.12383388970573353
