,B3GNT1 (11041)
ACH-000004,0.05050202466431048
ACH-000005,-0.12382837446597715
ACH-000007,-0.15497548710923795
ACH-000009,0.0038904141639884283
ACH-000011,0.041003563506570015
ACH-000012,-0.2558192138941121
ACH-000013,-0.07138737030794305
ACH-000014,0.06067324232809376
ACH-000015,-0.07912831003456074
ACH-000017,-0.21146371749699688
ACH-000018,-0.11991144788152967
ACH-000019,-0.2468711761226529
ACH-000021,-0.17954839727999228
ACH-000022,-0.11689339775043515
ACH-000025,0.0724541182999128
ACH-000028,-0.17435053973104528
ACH-000030,-0.24614091615768216
ACH-000035,-0.027657653950425645
ACH-000036,-0.13524480210650713
ACH-000037,-0.11540465397879016
ACH-000039,-0.2603218097892732
ACH-000040,-0.22459638827135556
ACH-000041,-0.15299257918817769
ACH-000042,-0.07208390226539532
ACH-000045,-0.09445640678716044
ACH-000047,-0.0032790488542775737
ACH-000052,-0.16344060680389194
ACH-000053,-0.20415768808881435
ACH-000054,-0.07650598006048383
ACH-000055,-0.13951319191032888
ACH-000060,-0.10017371303795147
ACH-000067,-0.15996879777764206
ACH-000070,-0.1342354232132588
ACH-000075,-0.08153749954369739
ACH-000078,-0.17652580006768048
ACH-000082,-0.16052231624513982
ACH-000085,0.04977566840665459
ACH-000086,-0.3254293000661067
ACH-000087,-0.03404989441612958
ACH-000092,-0.13697439518180018
ACH-000095,-0.16505391727735996
ACH-000097,-0.4027829030339744
ACH-000098,-0.10280012215110662
ACH-000099,-0.09761095918717863
ACH-000108,-0.1096043357672
ACH-000113,-0.06564990431065873
ACH-000116,-0.35938869912640703
ACH-000118,-0.17056000788214
ACH-000120,-0.10897648412489934
ACH-000123,-0.23415548803141925
ACH-000127,-0.1128217006677026
ACH-000128,0.01111242945409615
ACH-000132,-0.2567165231002214
ACH-000133,-0.13632507425804574
ACH-000137,-0.19815993396092824
ACH-000138,-0.21536785399008476
ACH-000142,-0.23265304482101
ACH-000143,-0.16873371958741232
ACH-000146,-0.1207975934441625
ACH-000148,-0.1409798289477724
ACH-000150,-0.0897247969812655
