,SUPT6H (6830)
ACH-000004,-1.425033562782559
ACH-000005,-1.1624303498513484
ACH-000007,-1.063273698747899
ACH-000009,-1.2404735128669941
ACH-000011,-1.2196716247457613
ACH-000012,-1.3101630042797363
ACH-000013,-1.3114913493441966
ACH-000014,-1.4374854068940215
ACH-000015,-1.098226710716308
ACH-000017,-1.1575888762388862
ACH-000018,-1.2318693441750028
ACH-000019,-1.294591124266768
ACH-000021,-1.198778157557126
ACH-000022,-1.2582627474633563
ACH-000025,-1.3567730060390215
ACH-000028,-1.1030589173650345
ACH-000030,-1.3461429642822909
ACH-000035,-1.2458998814309767
ACH-000036,-1.1214404201122057
ACH-000037,-1.3813411222922074
ACH-000039,-0.9886081451584048
ACH-000040,-1.2727753951525649
ACH-000041,-1.1908715575517383
ACH-000042,-1.1281589919792077
ACH-000045,-1.2525122878399948
ACH-000047,-1.5398072281012467
ACH-000052,-1.0958376826847214
ACH-000053,-1.3666381192537072
ACH-000054,-1.1800700550406975
ACH-000055,-1.0579436355735716
ACH-000060,-1.2158735076421967
ACH-000067,-0.9682249647408234
ACH-000070,-1.1723442166592062
ACH-000075,-1.2857289485820294
ACH-000078,-1.21811456944789
ACH-000082,-1.3017786238489335
ACH-000085,-1.3301297473935687
ACH-000086,-1.274993037754376
ACH-000087,-1.1557731499643618
ACH-000092,-1.062585237962102
ACH-000095,-1.1345251510451408
ACH-000097,-1.1972851443782286
ACH-000098,-1.2496616747752325
ACH-000099,-1.2781922670289567
ACH-000108,-1.1789327375123708
ACH-000113,-1.385523100117158
ACH-000116,-1.182754001561737
ACH-000118,-1.2442172051064944
ACH-000120,-1.1643013730895817
ACH-000123,-1.1526328483274926
ACH-000127,-1.2693910330630669
ACH-000128,-1.180466779566438
ACH-000132,-1.1762239554378202
ACH-000133,-1.1939327071949102
ACH-000137,-1.3661026326587429
ACH-000138,-1.2454777656038845
ACH-000142,-1.1855244696570937
ACH-000143,-1.3216937191053204
ACH-000146,-1.188825754256248
ACH-000148,-1.4537025948125128
ACH-000150,-1.1696647840812249
ACH-000152,-1.2294286411286206
ACH-000153,-1.1389971235057357
ACH-000159,-1.0724739169953936
ACH-000160,-0.934141866592723
ACH-000163,-0.8408965635809234
ACH-000167,-1.3339879455590862
ACH-000168,-1.122509438691849
ACH-000169,-1.2032384606699624
ACH-000178,-1.2328921329229294
ACH-000183,-1.3045099347926146
ACH-000188,-1.2318763685268543
ACH-000189,-1.2164312565774031
ACH-000190,-0.903350596936759
ACH-000198,-1.25609512877178
ACH-000203,-1.2184336573910457
ACH-000204,-1.2436389674467772
ACH-000206,-1.177068612264415
ACH-000207,-1.2030594775827799
ACH-000208,-1.2697687964189903
ACH-000210,-1.1861317289858802
ACH-000211,-1.176730033007121
ACH-000215,-1.1134027462395
ACH-000221,-1.2731288374577905
ACH-000222,-1.1912991680578469
ACH-000223,-1.2185840075185816
ACH-000226,-1.0857262331499296
ACH-000227,-1.7234705899995917
ACH-000228,-1.3817590670971354
ACH-000231,-1.073924860236405
ACH-000232,-1.133636183036565
ACH-000233,-1.2488128899162962
ACH-000234,-1.5131780183490828
ACH-000235,-1.180747358282008
ACH-000237,-1.124902565331228
ACH-000238,-1.4830733570385048
ACH-000242,-1.2257891536211922
ACH-000243,-1.3795636341407027
ACH-000244,-0.9577133338181024
ACH-000246,-1.077781336822206
ACH-000248,-1.0533690801373423
ACH-000250,-1.27799628118264
ACH-000251,-1.2639204885681499
ACH-000252,-1.3446146890440642
ACH-000253,-1.1988537639892731
ACH-000255,-1.149119415826655
ACH-000256,-1.399855752351593
ACH-000257,-0.9992502827167402
ACH-000258,-1.134589747610318
ACH-000259,-1.352604343971638
ACH-000260,-1.3582579709399123
ACH-000261,-1.3724661913001777
ACH-000262,-1.061715855903803
ACH-000263,-0.8978658510310578
ACH-000264,-1.2346704218230715
ACH-000265,-1.1452395275707052
ACH-000266,-0.9841765842705904
ACH-000272,-1.0643274679438357
ACH-000274,-1.0865495778814658
ACH-000277,-1.0039150910935968
ACH-000278,-1.245646091858391
ACH-000279,-1.3883442792028302
ACH-000280,-1.3702315599609922
ACH-000281,-1.0056539896279209
ACH-000288,-0.8988927345686543
ACH-000291,-1.1387934325341638
ACH-000293,-1.4677109751682056
ACH-000294,-1.4985630016693554
ACH-000295,-1.208218868278511
ACH-000296,-1.3171077923356818
ACH-000302,-1.2995127699053637
ACH-000304,-1.2530278282603684
ACH-000307,-1.140508485178521
ACH-000308,-1.1705732343154829
ACH-000310,-1.3135268519470584
ACH-000311,-1.12353354428847
ACH-000312,-1.2632411709448048
ACH-000315,-1.0594800243738265
ACH-000316,-1.2048509521021395
ACH-000317,-1.4067647166099226
ACH-000318,-1.4421608927275809
ACH-000319,-1.337835827233137
ACH-000320,-0.8957538560640113
ACH-000322,-1.4052077257004092
ACH-000323,-1.2172704503303924
ACH-000324,-1.3632308592805449
ACH-000329,-1.3452574100956192
ACH-000330,-1.0369976971326105
ACH-000331,-1.2791601792493164
ACH-000332,-1.1333274935702693
ACH-000334,-1.7617381041973736
ACH-000335,-1.1564092257972012
ACH-000336,-1.030512885071823
ACH-000337,-1.0221454151063822
ACH-000338,-1.6447769187397312
ACH-000339,-1.1017235428078953
ACH-000341,-1.2765772232275383
ACH-000348,-1.2263640418661692
ACH-000350,-1.0981423879340664
ACH-000352,-1.4633375296589015
ACH-000356,-1.3816785581710669
ACH-000361,-1.101492504683345
ACH-000362,-1.319585787430019
ACH-000363,-1.2503695947872098
ACH-000364,-1.255998523825185
ACH-000365,-1.309862740105231
ACH-000366,-1.3238045497932909
ACH-000368,-1.1693611538279205
ACH-000374,-1.4321858696233625
ACH-000375,-1.0992186847149343
ACH-000376,-0.9893152685761688
ACH-000381,-1.0855897639270429
ACH-000383,-1.0543794031463596
ACH-000387,-1.22348635007591
ACH-000389,-1.1410391379961118
ACH-000390,-1.263926216923634
ACH-000393,-1.3447444353434717
ACH-000395,-1.205583983946634
ACH-000396,-1.4253015152848971
ACH-000397,-1.4145691095025283
ACH-000401,-1.452268768462002
ACH-000402,-1.5432818000565331
ACH-000403,-1.2165030806607908
ACH-000404,-1.4903197850360148
ACH-000406,-1.3392206413657846
ACH-000407,-1.1234604064100937
ACH-000408,-1.2646849429822944
ACH-000410,-1.216387532867595
ACH-000411,-1.2598584214660258
ACH-000414,-1.3260031751423151
ACH-000415,-1.5009436944454313
ACH-000416,-1.291203882825333
ACH-000420,-1.2787371536924896
ACH-000421,-1.3221792925054072
ACH-000424,-1.5901061486373518
ACH-000425,-1.3662150594304392
ACH-000426,-1.1351856414418071
ACH-000427,-1.3413753755228468
ACH-000433,-1.2438491721327551
ACH-000435,-1.6485608585457123
ACH-000436,-1.3867155552933872
ACH-000444,-1.1713339688438125
ACH-000445,-1.3973015048078312
ACH-000448,-1.2287046117791205
ACH-000450,-1.154768550578399
ACH-000452,-1.3725243047395912
ACH-000454,-0.9008785216342536
ACH-000458,-1.3350949550245346
ACH-000459,-1.6342334637657991
ACH-000460,-1.2398029114438558
ACH-000461,-1.221673263856563
ACH-000463,-1.159302408903025
ACH-000464,-1.051672639781815
ACH-000466,-1.5536913985054368
ACH-000467,-1.200630616150459
ACH-000468,-1.1866206318853978
ACH-000469,-1.0837441360656626
ACH-000470,-1.2601037094572003
ACH-000471,-1.3128194174872756
ACH-000472,-1.1775557229064502
ACH-000473,-1.2468057710412388
ACH-000475,-1.2762897290928676
ACH-000476,-1.1990391502207738
ACH-000477,-0.9544173980732444
ACH-000479,-1.1303860372150276
ACH-000480,-1.3730773201260589
ACH-000481,-1.3463549047437051
ACH-000483,-1.4685790534358654
ACH-000484,-1.3628249252373486
ACH-000485,-1.1879271649900325
ACH-000486,-1.2378944181516407
ACH-000487,-1.283773758042524
ACH-000488,-1.4494333158843515
ACH-000490,-1.1871977132634983
ACH-000491,-1.3079904874266124
ACH-000495,-1.3520804571972322
ACH-000496,-1.1057522031672742
ACH-000499,-1.2912401575075012
ACH-000500,-1.447320157468417
ACH-000502,-1.331480190013263
ACH-000503,-1.0928774961130934
ACH-000505,-1.1890988848850221
ACH-000507,-1.1691224021853301
ACH-000510,-1.4276893862612925
ACH-000511,-1.1629203091368836
ACH-000512,-1.2323319720509152
ACH-000516,-1.1849077853797765
ACH-000517,-1.0100878320805164
ACH-000518,-1.4871950351617398
ACH-000520,-1.2640206399955851
ACH-000521,-1.1757466086340431
ACH-000522,-1.0605176076852767
ACH-000524,-1.4293066037554814
ACH-000527,-1.1729808430622293
ACH-000528,-1.3168913293692204
ACH-000537,-1.0484887940037555
ACH-000541,-1.2906456392526848
ACH-000542,-1.1957715765472754
ACH-000544,-1.2920424300573825
ACH-000545,-1.1708773371382504
ACH-000547,-1.4532201533459341
ACH-000548,-1.3213403038586369
ACH-000549,-1.2646086853385463
ACH-000550,-1.1767094246119512
ACH-000552,-1.0952505445050524
ACH-000556,-1.1883840622544437
ACH-000557,-1.1583981922215507
ACH-000569,-1.1045395206865185
ACH-000570,-1.0914564663779698
ACH-000571,-0.997180753839966
ACH-000573,-1.4038321152241966
ACH-000576,-1.3073115636721817
ACH-000579,-1.0134390272222504
ACH-000580,-1.3111570295275679
ACH-000584,-1.3321304927924742
ACH-000585,-1.3525756973990193
ACH-000588,-0.9733423255791964
ACH-000589,-1.2230734407767052
ACH-000591,-1.1061404644560646
ACH-000593,-1.2683570832474742
ACH-000600,-1.012174182124831
ACH-000601,-1.1302498565702164
ACH-000605,-1.3213548121090153
ACH-000606,-1.1361963608501215
ACH-000608,-1.3495766070437076
ACH-000614,-1.5006680042796152
ACH-000616,-1.0325220558953945
ACH-000618,-1.3654392272648104
ACH-000619,-1.3040749452155258
ACH-000620,-1.5239708495438642
ACH-000621,-1.1057687553109543
ACH-000622,-1.3117483525393752
ACH-000623,-1.294829312687581
ACH-000624,-1.3020087485793241
ACH-000627,-1.0476730781924473
ACH-000630,-1.1148291210166033
ACH-000631,-1.224808212421938
ACH-000632,-1.1337115906393538
ACH-000633,-1.383154550393318
ACH-000637,-1.4304921306748448
ACH-000638,-1.1632638219445255
ACH-000646,-1.608150089145647
ACH-000647,-0.9917705080439252
ACH-000648,-1.1152896880645176
ACH-000649,-1.2567273780941504
ACH-000651,-1.2821450930771718
ACH-000652,-1.2605844374983586
ACH-000653,-1.1744211989598017
ACH-000657,-1.251412140862969
ACH-000658,-1.3361863755893335
ACH-000661,-1.2735796129474612
ACH-000662,-1.2284191408455052
ACH-000663,-1.2349551650452584
ACH-000665,-1.1262102454592626
ACH-000671,-1.20447521670669
ACH-000672,-1.3645305568390376
ACH-000673,-1.246331180775934
ACH-000676,-0.9982055667184712
ACH-000677,-1.2754735844690954
ACH-000681,-1.2015165043871894
ACH-000683,-1.1180890264353198
ACH-000684,-1.1939337623471604
ACH-000688,-1.6093232295687931
ACH-000693,-1.2478991803004678
ACH-000694,-1.3435209571476243
ACH-000695,-1.1452059032750619
ACH-000696,-1.4194315441209184
ACH-000697,-1.0844821792373065
ACH-000699,-1.2869483588785715
ACH-000701,-1.3188129236137176
ACH-000706,-1.169542734683332
ACH-000711,-1.133986971695157
ACH-000713,-1.1497498797198942
ACH-000714,-1.206205375068754
ACH-000718,-1.2275124586271646
ACH-000720,-1.2247108122732293
ACH-000721,-1.2177844721609477
ACH-000724,-1.2770575611404036
ACH-000725,-1.2113510529275342
ACH-000732,-1.1623713897713783
ACH-000734,-1.2155671753017905
ACH-000735,-1.0808858744702905
ACH-000736,-1.2211609528403349
ACH-000738,-1.1169981128067992
ACH-000746,-1.162946427052426
ACH-000747,-1.3151902195156937
ACH-000748,-1.1517328654991297
ACH-000753,-1.2150188536015651
ACH-000756,-1.0158447938376336
ACH-000757,-1.215861028983063
ACH-000758,-1.2281358658225947
ACH-000760,-0.9583730163087439
ACH-000762,-1.3419427464795015
ACH-000763,-1.2428927561164371
ACH-000764,-1.0591169109620504
ACH-000765,-1.191075445126653
ACH-000766,-1.0642090124447678
ACH-000767,-1.3200555951807953
ACH-000768,-1.07964666605221
ACH-000769,-1.216404084682876
ACH-000770,-1.2836058617030122
ACH-000771,-1.2567509042707856
ACH-000773,-1.302789770222844
