,HR (55806)
ACH-000004,0.04835284776051571
ACH-000005,0.051547598381147336
ACH-000007,0.010394545870722496
ACH-000009,0.2592817062133492
ACH-000011,0.2270486763460857
ACH-000012,0.06289198405776636
ACH-000013,0.04022375702965125
ACH-000014,0.11289705148757302
ACH-000015,0.025337870229282296
ACH-000017,-0.03486373135158071
ACH-000018,0.22259638031610016
ACH-000019,0.2316693056102424
ACH-000021,0.08573550972735637
ACH-000022,0.09735423442550546
ACH-000025,-0.08327340945405956
ACH-000028,0.03028442462595143
ACH-000030,0.08798801921645236
ACH-000035,-0.06722220000038137
ACH-000036,0.13966298004467867
ACH-000037,-0.0005874422630079571
ACH-000039,0.3368429149247496
ACH-000040,0.2862917318957225
ACH-000041,-0.1251789114021909
ACH-000042,0.040130141095685135
ACH-000045,-0.0018165787001418329
ACH-000047,0.06971860110602415
ACH-000052,0.0011892118152461552
ACH-000053,0.10486356394813864
ACH-000054,0.13848194574632378
ACH-000055,0.10641613104717516
ACH-000060,-0.01583968050238868
ACH-000067,0.005427896327285164
ACH-000070,0.03150028460322445
ACH-000075,-0.09010244642113957
ACH-000078,0.104267165887248
ACH-000082,-0.015694922897899578
ACH-000085,-0.08426770976188462
ACH-000086,0.0270069907952385
ACH-000087,-0.1254510813233872
ACH-000092,0.014013583849564913
ACH-000095,-0.003281622904906082
ACH-000097,-0.031433761070047916
ACH-000098,0.21591771629566966
ACH-000099,0.06789893186836556
ACH-000108,0.04708656754462242
ACH-000113,-0.024531440668732717
ACH-000116,0.0856405070255658
ACH-000118,-0.005580145902835014
ACH-000120,-0.01568756393761546
ACH-000123,0.04617011490746862
ACH-000127,0.021723356362959176
ACH-000128,0.15902618335457736
ACH-000132,0.0773371801468047
ACH-000133,0.11061947155391112
ACH-000137,0.034798381983943534
ACH-000138,-0.04067759474119158
ACH-000142,0.09044235893953954
ACH-000143,-0.05144940428910665
ACH-000146,0.06722155813686191
ACH-000148,0.09135816912807013
ACH-000150,0.09811494747734448
ACH-000152,0.020223775502783318
ACH-000153,0.1273928345118007
ACH-000159,-0.035058934554748664
ACH-000160,0.4659475780818359
ACH-000163,0.12507235864863012
ACH-000167,1.00433199632756
ACH-000168,0.04177314873137849
ACH-000169,0.20414750162389156
ACH-000178,0.013894376659182977
ACH-000183,0.03746101098887962
ACH-000188,-0.02926988579868485
ACH-000189,0.1126658126522125
ACH-000190,0.3664948803915172
ACH-000198,-0.015361202265595203
ACH-000203,-0.1878000219020207
ACH-000204,0.0037789887382581335
ACH-000206,0.11283631475970203
ACH-000207,0.0034834818500707773
ACH-000208,0.1462643419144655
ACH-000210,0.12149322727523933
ACH-000211,0.01000948134800674
ACH-000215,0.016540500802902237
ACH-000221,-0.032349616643820016
ACH-000222,0.060163778371071515
ACH-000223,0.0203928912509079
ACH-000226,0.18876986839906132
ACH-000227,0.008703704158352286
ACH-000228,-0.2814378897859122
ACH-000231,0.003238457859905605
ACH-000232,0.07422932955104787
ACH-000233,0.07741912741005894
ACH-000234,0.09170207077459687
ACH-000235,0.02162535709316945
ACH-000237,0.003239988215791678
ACH-000238,0.17585249911165288
ACH-000242,0.026598140909653768
ACH-000243,0.02334299795277656
ACH-000244,0.0025984039516934857
ACH-000246,0.07704452204261833
ACH-000248,-0.008118765829476978
ACH-000250,0.024309832807331684
ACH-000251,0.28722270512111703
ACH-000252,-0.1592320684947587
ACH-000253,0.09688313053013048
ACH-000255,0.04671172370120622
ACH-000256,0.17465949970140668
ACH-000257,-0.2441963138924993
ACH-000258,0.1652583525797725
ACH-000259,-0.0718711653705269
ACH-000260,0.005233837077254736
ACH-000261,0.007092984294063159
ACH-000262,0.012469474425563424
ACH-000263,-0.07810140930381329
ACH-000264,0.04831720787589125
ACH-000265,-0.09116944913893564
ACH-000266,0.09780709357510706
ACH-000272,0.01550525878407302
ACH-000274,-0.039326529956470416
ACH-000277,0.14351788946138536
ACH-000278,0.1731748472100446
ACH-000279,0.07748352122504848
ACH-000280,0.036311848794319534
ACH-000281,-0.14355976249830255
ACH-000288,0.12423762646102215
ACH-000291,0.1267868508086502
ACH-000293,-0.06268694536415191
ACH-000294,0.02266298631554047
ACH-000295,0.15544253651710316
ACH-000296,-0.12492573196551228
ACH-000302,0.05710344312739764
ACH-000304,-0.1291787520646198
ACH-000307,0.022491657217060267
ACH-000308,0.1190240770775645
ACH-000310,0.003867956713317175
ACH-000311,0.04272210891645578
ACH-000312,-0.0564210485434601
ACH-000315,-0.2155585185660132
ACH-000316,0.12797135789687047
ACH-000317,-0.007498876556916287
ACH-000318,0.09141950890847644
ACH-000319,0.10372070862384562
ACH-000320,-0.0867374477507358
ACH-000322,0.03808798042785284
ACH-000323,0.1910590247847631
ACH-000324,-0.03208457928556073
ACH-000329,0.07373424840821209
ACH-000330,0.06270894123305727
ACH-000331,-0.033517871614560935
ACH-000332,0.04709636604953317
ACH-000334,-0.005222776666231793
ACH-000335,-0.001869385221612185
ACH-000336,-0.16953996313314565
ACH-000337,-0.06755507214111489
ACH-000338,-0.2852370528891037
ACH-000339,0.06531273377633816
ACH-000341,0.0015353696071827962
ACH-000348,0.1872297988198497
ACH-000350,-0.09620769036310052
ACH-000352,-0.011290186168604744
