,EEA1 (8411)
ACH-000004,0.035623294878872065
ACH-000005,-0.2502377944218307
ACH-000007,0.05566083412999705
ACH-000009,0.11592204548052028
ACH-000011,0.0546165773293545
ACH-000012,0.01987628869133487
ACH-000013,0.01853501966650516
ACH-000014,0.11472178541688945
ACH-000015,0.08183827436366806
ACH-000017,-0.1548895867808247
ACH-000018,0.14303238008444955
ACH-000019,0.0073579364830268605
ACH-000021,0.05901820336399188
ACH-000022,-0.1406396017243194
ACH-000025,-0.19063072062719308
ACH-000028,0.12961446536492707
ACH-000030,0.11556635236653255
ACH-000035,-0.16064964692446665
ACH-000036,0.136162244372459
ACH-000037,0.10533133204096494
ACH-000039,0.06708680291689485
ACH-000040,-0.015516591303648696
ACH-000041,-0.050673483609898894
ACH-000042,-0.05678393839820981
ACH-000045,0.039684705125639104
ACH-000047,-0.025830877693278485
ACH-000052,-0.2910747224570765
ACH-000053,0.056154138729312096
ACH-000054,0.09352767347976323
ACH-000055,-0.13049894397943748
ACH-000060,-0.16787890682167744
ACH-000067,-0.0017029190808828475
ACH-000070,0.1718045093597791
ACH-000075,0.14736430864687994
ACH-000078,0.08282092226056613
ACH-000082,0.05348657120100834
ACH-000085,0.08328282820041323
ACH-000086,-0.0815663128094439
ACH-000087,-0.11070267032844147
ACH-000092,-0.02827573276065315
ACH-000095,0.09537106325094888
ACH-000097,0.1237800895064095
ACH-000098,0.11771879863804892
ACH-000099,0.10095694951036567
ACH-000108,0.19997014494036167
ACH-000113,-0.04355825764302302
ACH-000116,0.05823971927228764
ACH-000118,-0.0058678196118900575
ACH-000120,-0.08662174737706213
ACH-000123,0.19412642723452697
ACH-000127,0.06851485814252907
ACH-000128,0.14580044735765602
ACH-000132,0.1937727860620924
ACH-000133,-0.07177952936249032
ACH-000137,-0.12722048011201784
ACH-000138,0.07684108761048694
ACH-000142,0.18619347249927756
ACH-000143,-0.017174054694859255
ACH-000146,-0.06626877572063483
ACH-000148,0.01874865723072213
ACH-000150,-0.07403010955954446
ACH-000152,0.055103791505457515
ACH-000153,0.25920131954831593
ACH-000159,0.042509338753148336
ACH-000160,-0.06252507975510056
ACH-000163,-0.2399475310222591
ACH-000167,-0.20051687090864476
ACH-000168,0.0003503452495425102
ACH-000169,-0.09639364330283848
ACH-000178,-0.03518953560435459
ACH-000183,0.008327275989456016
ACH-000188,0.10780903099212012
ACH-000189,0.013415698600398077
ACH-000190,-0.0023566926398280452
ACH-000198,0.011954775437722085
ACH-000203,0.07441455944920766
ACH-000204,0.2281429427099525
ACH-000206,0.1901205453315032
ACH-000207,-0.011708041171847205
ACH-000208,-0.08767552046283336
ACH-000210,0.14396038372031708
ACH-000211,0.04613461259781888
ACH-000215,-0.007853347139349666
ACH-000221,0.1506700772846617
ACH-000222,-0.03526158970920023
ACH-000223,0.02737338319375149
ACH-000226,-0.015726567665597258
ACH-000227,0.014281980893412366
ACH-000228,-0.0443925148988841
ACH-000231,0.019642033818601454
ACH-000232,-0.05925826746026396
