,CRYGB (1419)
ACH-000004,-0.4878144466957538
ACH-000005,-0.13271579913046058
ACH-000007,-0.4019640797251824
ACH-000009,-0.3375483888389974
ACH-000011,-0.01898977626998372
ACH-000012,-0.26476792138014554
ACH-000013,-0.19026530700429084
ACH-000014,-0.2643138631715609
ACH-000015,-0.18482181274114234
ACH-000017,-0.25972272318537143
ACH-000018,-0.15902564912491965
ACH-000019,-0.3054579537378495
ACH-000021,-0.21596769887542305
ACH-000022,-0.3353347546744801
ACH-000025,-0.09776594337419894
ACH-000028,-0.14971718996364852
ACH-000030,-0.11337274131595113
ACH-000035,0.1640951801137383
ACH-000036,-0.2874826533356347
ACH-000037,-0.32445012339350104
ACH-000039,-0.2705909642416566
ACH-000040,-0.21555001775070207
ACH-000041,-0.1723384375539893
ACH-000042,-0.3490770274878562
ACH-000045,-0.3317288873341825
ACH-000047,-0.16381070600813466
ACH-000052,-0.37257794729871296
ACH-000053,-0.23803265276287186
ACH-000054,-0.2218643609240451
ACH-000055,-0.04927440968616063
ACH-000060,-0.2029186985764872
ACH-000067,-0.32511312901098754
ACH-000070,-0.23417728110137626
ACH-000075,-0.0377609399065366
ACH-000078,-0.2298496409758603
ACH-000082,-0.2977931114601029
ACH-000085,-0.2424843628070579
ACH-000086,-0.31200610945939355
ACH-000087,-0.1563019607120045
ACH-000092,-0.1908617666102312
ACH-000095,-0.2293966439082676
ACH-000097,-0.10878893985711932
ACH-000098,-0.2534322185990152
ACH-000099,-0.27785947289462337
ACH-000108,-0.2885166676801761
ACH-000113,-0.22139493137107272
ACH-000116,-0.22106728840335627
ACH-000118,-0.2470302090660653
ACH-000120,-0.19067672042138425
ACH-000123,-0.2548864761757026
ACH-000127,-0.2949282960117405
ACH-000128,-0.4936424667261017
ACH-000132,-0.2273120285079176
ACH-000133,-0.2927796575420528
ACH-000137,-0.22603399573088026
ACH-000138,-0.3021391208785587
ACH-000142,-0.2007981777433206
ACH-000143,-0.3968009115860298
ACH-000146,-0.2071904886321312
ACH-000148,-0.2585815747127233
ACH-000150,-0.2615224924465048
ACH-000152,-0.20242523059801298
ACH-000153,-0.41351509650863294
ACH-000159,-0.18126317370426226
ACH-000160,-0.18962958434159544
ACH-000163,-0.3755986217033007
ACH-000167,-0.19084583248838166
ACH-000168,-0.3925745875756242
ACH-000169,-0.16262576369553627
ACH-000178,-0.2450519596306939
ACH-000183,-0.17483392609556972
ACH-000188,-0.2418957590603262
ACH-000189,-0.3672625686555768
ACH-000190,-0.3294147344075104
ACH-000198,-0.3077967353353693
ACH-000203,-0.4562558371423783
ACH-000204,-0.4556843563431461
ACH-000206,-0.28158157872785555
ACH-000207,-0.14581223293143958
ACH-000208,-0.43105441986155896
ACH-000210,-0.20702525237558847
ACH-000211,-0.3260852113113372
ACH-000215,-0.2322546642447021
ACH-000221,-0.2993760474912098
ACH-000222,-0.10274685813407958
ACH-000223,-0.18684916780582328
ACH-000226,-0.28985542841590445
ACH-000227,-0.2889253827949637
ACH-000228,-0.20146341288333047
ACH-000231,-0.2898502711687071
ACH-000232,-0.22781458925737985
ACH-000233,-0.28121539492172043
ACH-000234,-0.3164857815616087
ACH-000235,-0.2369313547405419
ACH-000237,-0.2559865524760811
ACH-000238,-0.20774388583615186
ACH-000242,-0.5043283399469776
ACH-000243,-0.2377992427702087
ACH-000244,-0.2838344621319072
ACH-000246,-0.2729192793351864
ACH-000248,-0.17527925570316613
ACH-000250,-0.28963742183445984
ACH-000251,-0.460253194192476
ACH-000252,0.0030090077171724345
ACH-000253,-0.2713713688434484
ACH-000255,-0.1880192522558777
ACH-000256,-0.15082650537620532
ACH-000257,-0.365195598769359
ACH-000258,-0.13134802588820815
ACH-000259,-0.155925337101903
ACH-000260,-0.10785568433453398
ACH-000261,-0.2249833035515016
ACH-000262,-0.18287409097825236
ACH-000263,-0.1776446008708054
ACH-000264,-0.1860173879075485
ACH-000265,-0.25595031911956545
ACH-000266,-0.2307850766689318
ACH-000272,-0.2647035383316739
ACH-000274,-0.28586183084128924
ACH-000277,-0.13865190789491505
ACH-000278,-0.2314126583637967
ACH-000279,-0.27887760201542017
ACH-000280,-0.11429081709570114
ACH-000281,-0.2736129636265209
ACH-000288,-0.2946202376650234
ACH-000291,-0.3182113457110803
ACH-000293,-0.1661814189250002
ACH-000294,-0.3739934114001895
ACH-000295,-0.2544556168662371
ACH-000296,-0.07667261767169614
ACH-000302,-0.15570104459255216
ACH-000304,-0.13699906896439235
ACH-000307,-0.3746587798174109
ACH-000308,-0.2798870282758841
ACH-000310,-0.3580606611153472
ACH-000311,-0.3185341196934637
ACH-000312,-0.2322519548991211
ACH-000315,-0.3062774573083024
ACH-000316,-0.3362884501970046
ACH-000317,-0.40733984979615023
ACH-000318,-0.09613677896662663
ACH-000319,-0.17026142451673848
ACH-000320,-0.1936544744734992
ACH-000322,0.018896889210936515
ACH-000323,-0.16447921741788235
ACH-000324,-0.2590787650745912
ACH-000329,-0.475910005614309
ACH-000330,-0.3144672919730431
ACH-000331,-0.2130460226373601
ACH-000332,-0.2466429885424623
ACH-000334,-0.221497662298066
ACH-000335,-0.3383557391802258
ACH-000336,-0.03838734635854111
ACH-000337,-0.2540561725710822
ACH-000338,-0.4323217118647768
ACH-000339,-0.24442711480180884
ACH-000341,-0.16026043711651852
ACH-000348,-0.222538410009947
ACH-000350,-0.12901192279397275
ACH-000352,-0.17808881889737105
ACH-000356,-0.2747185932231687
ACH-000361,-0.3468998236135395
ACH-000362,-0.1664275252545356
ACH-000363,-0.2714446857075488
ACH-000364,-0.13060938331699856
ACH-000365,-0.3219737365966429
ACH-000366,-0.21410007437145728
ACH-000368,-0.37171008680476975
ACH-000374,-0.2491038997558981
ACH-000375,-0.33249603130568434
ACH-000376,-0.2893809541126665
ACH-000381,-0.2857769057737845
ACH-000383,-0.2515762762123108
ACH-000387,-0.2497035565491701
ACH-000389,-0.3864500864845604
ACH-000390,-0.3331450467026695
ACH-000393,-0.39296241796346576
ACH-000395,-0.16409835007867046
ACH-000396,-0.02861019157672277
ACH-000397,-0.1955074519161042
ACH-000401,-0.23791452063700516
ACH-000402,-0.10543195835155504
ACH-000403,-0.3747602992813153
ACH-000404,-0.2523101300613802
ACH-000406,-0.2211555675601317
ACH-000407,-0.3074733202673692
ACH-000408,-0.2269470714252718
ACH-000410,-0.2686713366161241
ACH-000411,-0.2362351143912333
ACH-000414,-0.14784246402627052
ACH-000415,-0.2984165622893692
ACH-000416,-0.17232756563855542
ACH-000420,-0.2770759798402167
ACH-000421,-0.10437194613569847
ACH-000424,-0.27203898801220505
ACH-000425,-0.2261841756889243
ACH-000426,-0.2423456715665061
ACH-000427,-0.3098491755538406
ACH-000433,-0.20566518254515526
ACH-000435,-0.5535733564818791
ACH-000436,-0.3988227051895288
ACH-000444,-0.2778194989985372
ACH-000445,-0.3573302843540876
ACH-000448,-0.1584900225902746
ACH-000450,-0.2065679759524136
ACH-000452,-0.2216722352923698
ACH-000454,-0.2587033357789219
ACH-000458,-0.024806720233336826
