,CDC25C (995)
ACH-000279,-0.2383837092495704
ACH-000280,-0.3249167941373807
ACH-000281,-0.28283074605165937
ACH-000288,-0.1568598976529127
ACH-000291,-0.3596802243208881
ACH-000293,-0.22625725298505325
ACH-000294,-0.1660583433748856
ACH-000295,-0.1148595598566243
ACH-000296,-0.11068110959900544
ACH-000302,-0.216707483570318
ACH-000304,-0.20633255840251186
ACH-000307,-0.1889439303905824
ACH-000308,-0.2505743005970381
ACH-000310,-0.17069627572278684
ACH-000311,-0.16290345563856534
ACH-000312,-0.2863952865762641
ACH-000315,-0.17728679155864194
ACH-000316,-0.12162919509037835
ACH-000317,-0.09168964734937743
ACH-000318,-0.18124553880203392
ACH-000319,-0.31805890477117604
ACH-000320,-0.13009502533736414
ACH-000322,-0.10957488383843376
ACH-000323,-0.11109603370051396
ACH-000324,-0.22395994100289407
ACH-000329,-0.22474278410595974
ACH-000330,-0.12634219632310728
ACH-000331,-0.1910680805227632
ACH-000332,-0.2789295672187321
ACH-000334,-0.2830434692484672
ACH-000335,-0.26960180352787805
ACH-000336,-0.3925845559348535
ACH-000337,-0.4846196727835518
ACH-000338,0.6422592619922237
ACH-000339,-0.2157124463207432
ACH-000341,-0.3728700428725317
ACH-000348,-0.2182836693096377
ACH-000350,-0.2690629358388881
ACH-000352,-0.2616434741563504
ACH-000356,-0.11078707192294432
ACH-000361,-0.21281297190998666
ACH-000362,-0.1621507490309496
ACH-000363,-0.13926553612342787
ACH-000364,-0.013411411545883736
ACH-000365,-0.15809902400729514
ACH-000366,-0.2318204171414558
ACH-000368,-0.20809083812747106
ACH-000374,-0.1405573888035788
ACH-000375,-0.20772215804032945
ACH-000376,-0.17645508709820507
ACH-000381,-0.2122917169523996
ACH-000383,-0.22265074861123474
ACH-000387,-0.2106268040788193
ACH-000389,-0.3212423208586705
ACH-000390,-0.1604383178949587
ACH-000393,-0.2718579635883825
ACH-000395,-0.19424308273527405
ACH-000396,0.0216646284272619
ACH-000397,-0.34213249257808265
ACH-000401,-0.1079503903571198
ACH-000402,-0.2848043354179605
ACH-000403,-0.24713084639668534
ACH-000404,-0.17480834177126062
ACH-000406,-0.16192457462286114
ACH-000407,-0.30749397329798245
ACH-000408,-0.14378090555310533
ACH-000410,-0.17755676003742593
ACH-000411,-0.20361404440680367
ACH-000414,-0.16884307297360462
ACH-000415,-0.1560868028680622
ACH-000416,-0.1291785458818303
ACH-000420,-0.23576636054413
ACH-000421,-0.14987099585260574
ACH-000424,-0.2747553435418072
ACH-000425,-0.2779207493478835
ACH-000426,-0.2404254424769804
ACH-000427,-0.15075360613049646
ACH-000433,-0.21388612495115325
ACH-000435,-0.10844963228953347
ACH-000436,-0.28359037590800784
ACH-000444,0.044512861715651685
ACH-000445,-0.1649142382351163
ACH-000448,-0.11762557451416827
ACH-000450,0.046193892646103664
ACH-000452,-0.1626997236092806
ACH-000454,-0.2497988930787129
ACH-000458,-0.19963300981417795
ACH-000459,-0.1192904902362056
ACH-000460,-0.18425334026103185
ACH-000461,-0.20554120569169906
ACH-000463,-0.4014157285334136
ACH-000464,-0.1840551194718022
ACH-000466,-0.3126287506720887
ACH-000467,-0.21101885986881774
ACH-000468,-0.15596722477640587
ACH-000469,-0.2000849533207386
ACH-000470,-0.17334164607925442
ACH-000471,-0.2491730008601067
ACH-000472,-0.1493145084408636
ACH-000473,-0.28903822947361585
ACH-000475,-0.2394040347526035
ACH-000476,-0.21615338591475985
ACH-000477,-0.1898612863112196
ACH-000479,-0.4588774867250061
ACH-000480,-0.19187186581797985
ACH-000481,-0.2240028397896412
ACH-000483,-0.16041458694992633
ACH-000484,-0.1792649614268581
ACH-000485,-0.11820734299600966
ACH-000486,-0.14908069697882434
ACH-000487,-0.2775966159602249
ACH-000488,-0.25511793070588384
ACH-000490,-0.25776092095019404
ACH-000491,-0.1748279822079246
ACH-000495,-0.22436792481677068
ACH-000496,-0.2753044581928137
ACH-000499,-0.20796753249343697
ACH-000500,-0.4531210580093097
ACH-000502,-0.2942147113783978
ACH-000503,-0.13271923765419366
ACH-000505,-0.2605658210901436
ACH-000507,-0.14997734098478008
ACH-000510,-0.2453498144394261
ACH-000511,-0.17318391686610385
ACH-000512,-0.20516602062386208
ACH-000516,-0.16806949192339093
ACH-000517,-0.23266938977746654
ACH-000518,-0.29635288377562513
ACH-000520,-0.3930203945715511
ACH-000521,-0.07316574162959702
ACH-000522,-0.2473774058849832
ACH-000524,-0.22053658306005247
ACH-000527,-0.16664827429894236
ACH-000528,-0.16002060150813335
ACH-000537,-0.1859115557515758
ACH-000541,-0.14679605500840748
ACH-000542,-0.08396725166401821
ACH-000544,-0.18371104880589084
ACH-000545,-0.18409463713738689
ACH-000547,-0.09064339486482398
ACH-000548,-0.22267478116631648
ACH-000549,-0.12317719323738048
ACH-000550,-0.3362720732795478
ACH-000552,-0.15027189099291102
ACH-000556,-0.2813419970020568
ACH-000557,-0.21504947207538794
ACH-000569,-0.17121236778218524
ACH-000570,-0.1367081352402246
ACH-000571,-0.2815220902769717
ACH-000573,-0.20315846788765526
ACH-000576,-0.08407032901003858
ACH-000579,-0.3007501486484409
ACH-000580,-0.03386345344072518
ACH-000584,-0.23889972599454615
ACH-000585,-0.20273965153657475
ACH-000588,-0.05825790116380841
ACH-000589,-0.2500350196583885
ACH-000591,-0.08906274737661864
ACH-000593,-0.20455417020457825
ACH-000600,-0.0999503788048312
ACH-000601,-0.2570117992463799
ACH-000605,-0.07884187453806764
ACH-000606,-0.19280031077710935
ACH-000608,-0.22294082203725127
ACH-000614,-0.16232972822868538
ACH-000616,-0.325973126416058
ACH-000618,-0.1384787968128266
ACH-000619,-0.12006738329100693
ACH-000620,-0.15979827471645566
ACH-000621,-0.1953154976615882
ACH-000622,-0.13446131463023506
ACH-000623,-0.24436277334382397
ACH-000624,-0.2583437747679235
ACH-000627,-0.2382692658509428
ACH-000630,-0.26494394340149136
ACH-000631,-0.02025446948468694
ACH-000632,-0.15341982834793896
ACH-000633,-0.17768729514405932
ACH-000637,-0.12639103651475395
ACH-000638,-0.1274111952211328
ACH-000646,-0.1467395390973176
ACH-000647,-0.2454948434461456
ACH-000648,-0.14856340385669592
ACH-000649,-0.26623999993002384
ACH-000651,-0.1866427616608845
ACH-000652,-0.2451350797591284
ACH-000653,-0.16127301760184765
ACH-000657,-0.2349702655941923
ACH-000658,-0.20848163803947747
ACH-000661,-0.2525559441432872
ACH-000662,-0.32760089089472955
ACH-000663,-0.047007994948714764
ACH-000665,-0.27071067851160563
ACH-000671,-0.16114894364168506
ACH-000672,-0.6142017905616469
ACH-000673,-0.2536141191177707
ACH-000676,-0.17763577190014118
ACH-000677,-0.0799360465482526
ACH-000681,-0.2514199943281279
ACH-000683,-0.11573388272631925
ACH-000684,-0.2628044616754593
ACH-000688,-0.13756926029565658
ACH-000693,-0.13816264376561296
ACH-000694,-0.13430856848857295
ACH-000695,-0.3197896289703047
ACH-000696,-0.1948283624000625
ACH-000697,-0.2401120975876965
ACH-000699,-0.3441331881044764
ACH-000701,-0.2459668413792175
ACH-000706,-0.1770185040783625
ACH-000711,-0.22835629969608345
ACH-000713,-0.14223069963123894
ACH-000714,-0.21058351124301108
ACH-000718,-0.10295201634329193
ACH-000720,-0.2411712446054811
ACH-000721,-0.19586549653940066
ACH-000724,-0.3335445255478632
ACH-000725,-0.14944434460196898
ACH-000732,-0.30549692686455976
ACH-000734,-0.2310489536090839
ACH-000735,-0.21251074176197496
ACH-000736,-0.2572723297070081
ACH-000738,-0.2604036325940371
ACH-000746,-0.09330406530630607
ACH-000747,-0.17209263976771202
ACH-000748,-0.14950530027249395
ACH-000753,-0.23655055190040836
ACH-000756,-0.16115253801837753
ACH-000757,-0.19880257676243335
ACH-000758,-0.3024860787411502
ACH-000760,-0.213567357167724
ACH-000762,-0.25022511081831683
ACH-000763,-0.3588606136197656
ACH-000764,-0.1495362990062833
ACH-000765,-0.23887497689351106
ACH-000766,-0.2290615393957776
ACH-000767,-0.1237536769093474
ACH-000768,-0.07379195063863989
ACH-000769,-0.3049432412607017
ACH-000770,-0.2719480876679109
ACH-000771,-0.21009163211593526
ACH-000773,-0.20951307225182225
ACH-000776,-0.1406630124855475
ACH-000777,-0.12217077196001075
ACH-000778,-0.2738756223583557
ACH-000781,-0.16779617046101605
ACH-000782,-0.24235424798997646
ACH-000783,-0.3759204090442997
ACH-000784,-0.2641621576908073
ACH-000785,-0.2669821035517809
ACH-000787,-0.19348117936784254
ACH-000788,-0.1804758125793839
ACH-000791,-0.2681516730984833
ACH-000792,-0.22129250365559672
ACH-000794,-0.2453063819466243
ACH-000796,-0.1521168434283852
ACH-000798,0.06091190273843849
ACH-000799,-0.4246503041167293
ACH-000800,-0.1440829297748248
ACH-000802,-0.3733923158622421
ACH-000804,-0.22060267672337866
ACH-000805,-0.08449217956111373
ACH-000809,-0.2974733055466677
ACH-000810,-0.2067287610569296
ACH-000811,-0.2602113881469456
ACH-000817,-0.024247781107074748
ACH-000819,-0.20181738052974202
ACH-000820,-0.003078894745223975
ACH-000821,-0.14356271403217385
ACH-000822,-0.3432428941746747
ACH-000823,-0.27000040678662746
ACH-000824,-0.31864782873759184
ACH-000827,-0.10025219085016963
ACH-000829,-0.13777254223749633
ACH-000831,-0.04698979857173912
ACH-000832,-0.2489491414797321
ACH-000833,-0.2265091753027043
ACH-000834,-0.2948774105539253
ACH-000835,-0.18556687827247373
ACH-000836,-0.1204670222109112
ACH-000837,-0.17722525482263995
ACH-000838,-0.198651112399246
ACH-000839,-0.2711067428697683
ACH-000840,-0.4368997032821719
ACH-000841,-0.2764630553344309
ACH-000843,-0.2635056495067585
ACH-000846,-0.08088379526617996
ACH-000847,-0.06318490919976527
ACH-000848,-0.18293522596474648
ACH-000849,-0.17026119534146988
ACH-000851,-0.2922625754062772
ACH-000855,-0.2702980531720315
ACH-000856,-0.1283258692877635
ACH-000858,-0.2329761816186961
ACH-000859,-0.13211771276998985
ACH-000861,-0.2452452474778265
ACH-000862,-0.2569492807737072
ACH-000865,-0.24697114159801986
ACH-000866,-0.16332043111656486
ACH-000867,-0.24327950598036885
ACH-000869,-0.19975730675512984
ACH-000872,-0.15792238482279325
ACH-000873,-0.3215504551451309
ACH-000876,-0.2984884461239895
ACH-000878,-0.17832969804442392
ACH-000880,-0.25463634337250457
ACH-000881,-0.2690412094966696
ACH-000882,-0.1952823783246203
ACH-000884,-0.1899180335835953
ACH-000885,-0.05930912584908005
ACH-000887,-0.14570457478015678
ACH-000889,-0.17412354033466046
ACH-000896,-0.14555971140603866
ACH-000898,-0.1231143408103341
ACH-000900,-0.199332447979236
ACH-000901,-0.27295940063697777
ACH-000905,-0.29740373847767543
ACH-000906,-0.2323954836085713
ACH-000907,-0.08999399803216103
ACH-000910,-0.18173525655204809
ACH-000911,-0.17321512671298284
ACH-000912,-0.3090855652815576
ACH-000913,-0.2884836595093584
ACH-000915,-0.2619033497419639
ACH-000916,-0.19765989511593268
ACH-000917,-0.2593919873361816
ACH-000920,-0.0896081750184192
ACH-000921,-0.21321203870585384
ACH-000924,-0.3070725281235071
ACH-000926,-0.25410403584673724
ACH-000928,-0.296475294263278
ACH-000929,-0.1735827964984613
ACH-000932,-0.2758308400903756
ACH-000935,-0.13480331971618253
ACH-000936,-0.207669738118978
ACH-000937,-0.1585319514690205
ACH-000938,-0.17297425997865262
ACH-000939,-0.2374949013456773
ACH-000941,-0.28622517762782057
ACH-000943,-0.2256608923795391
ACH-000946,-0.323785161904078
ACH-000947,-0.16887984694840152
ACH-000948,-0.19924441539872784
ACH-000950,-0.2268123203137084
ACH-000953,-0.21769308926091285
ACH-000954,-0.02779871829645702
ACH-000957,-0.14030665446521856
ACH-000958,-0.1406909981573717
ACH-000960,-0.1525180573130223
ACH-000963,-0.34859939207840884
ACH-000968,-0.21675856414127556
ACH-000969,-0.278716211824006
ACH-000972,-0.15923939578719812
ACH-000973,-0.16707498029015685
ACH-000974,-0.1646842207259216
ACH-000978,-0.3199282826135389
ACH-000984,-0.14155800672258212
ACH-000986,-0.21498927928688685
ACH-000988,-0.16103211634339598
ACH-000993,-0.043809727869010384
ACH-000994,-0.4418585573140133
ACH-000996,-0.08480051144737474
ACH-001001,-0.2232879271541746
ACH-001020,-0.5542045589168421
ACH-001028,-0.2441446296581212
ACH-001031,-0.13828178724645154
ACH-001038,-0.2664352360325587
ACH-001048,-0.18416807892839265
ACH-001050,-0.1839366066623112
ACH-001053,-0.14257040999403028
ACH-001054,-0.07820524629110957
ACH-001061,-0.2555282317910806
ACH-001067,-0.13327075178756942
ACH-001075,-0.3332224721610692
ACH-001096,-0.2440303950372743
ACH-001111,-0.2426384575852425
ACH-001119,-0.28193333882031063
ACH-001128,-0.28387823583032523
ACH-001134,-0.24804354967921
ACH-001151,-0.18566517497205434
ACH-001163,-0.22424356309709215
ACH-001164,-0.003054294008542725
ACH-001183,-0.4809376444536429
ACH-001192,-0.23521201468816985
ACH-001193,-0.04109024476649397
ACH-001196,-0.11397737401541967
ACH-001197,-0.3947562538609344
ACH-001205,-0.18327629569939974
ACH-001211,-0.18539508527023987
ACH-001212,-0.06716895185864377
ACH-001228,-0.1305839576943793
ACH-001232,-0.2519128033821627
ACH-001239,-0.11312119521967795
ACH-001270,-0.2293299431936782
ACH-001274,-0.2131926041113204
ACH-001275,0.010887542252112829
ACH-001277,-0.3035746034618371
ACH-001278,-0.1323709041644518
ACH-001280,-0.05611452408472778
ACH-001283,-0.12938512785993453
ACH-001289,-0.39082631950635904
ACH-001300,-0.3648189682762136
ACH-001301,-0.17307271239426508
ACH-001302,-0.2901965698457061
ACH-001306,-0.11551237512011997
ACH-001318,-0.33056119145592405
ACH-001322,-0.4012094538094688
ACH-001328,-0.23306130932938604
ACH-001332,-0.049398675700291286
ACH-001336,-0.13223216942391988
ACH-001346,-0.3066350950101646
ACH-001353,-0.19714542906081728
ACH-001354,-0.2104071986011777
ACH-001367,-0.1657423576885409
ACH-001368,-0.2535330867665189
ACH-001374,-0.24645763720851166
ACH-001377,-0.1576484635436308
ACH-001380,-0.2559366603914753
ACH-001391,-0.20271581489553486
ACH-001408,-0.34466219468679393
ACH-001430,0.01887839863741632
ACH-001431,-0.3540244804411059
ACH-001450,-0.0005531856308487289
ACH-001496,-0.1936250722228439
ACH-001500,-0.28643636845084564
ACH-001523,-0.2090934131326312
ACH-001532,-0.16047520270206034
ACH-001550,-0.23805996686731776
ACH-001552,-0.32837721833328104
ACH-001554,-0.1953686166625397
ACH-001654,-0.16154483736246586
ACH-001735,-0.3545834305731692
ACH-001736,-0.3065777770822693
ACH-001737,-0.15625372257750428
ACH-001740,-0.23007530731263376
ACH-001745,-0.18896112434306728
ACH-001765,-0.23277704684404896
