,RPUSD4 (84881)
ACH-000004,-0.3035261257141281
ACH-000005,0.0065447497886281574
ACH-000007,-0.4992472299254668
ACH-000009,-0.296375953690984
ACH-000011,-0.26339986847974434
ACH-000012,-0.5584560319322459
ACH-000013,-0.5616769780280931
ACH-000014,-0.4013294101782833
ACH-000015,-0.4376615660634187
ACH-000017,-0.3094280679166942
ACH-000018,-0.42861275349704026
ACH-000019,-0.5833162592360288
ACH-000021,-0.4004285759700347
ACH-000022,-0.5150274505782932
ACH-000025,-0.39861167530633307
ACH-000028,-0.8490003312522634
ACH-000030,-0.2780210647264254
ACH-000035,-0.4962970114972312
ACH-000036,-0.18399260561260392
ACH-000037,-0.3603916829521882
ACH-000039,-0.2180219105877054
ACH-000040,-0.3488534136150755
ACH-000041,-0.31446038999010545
ACH-000042,-0.19599993913018893
ACH-000045,-0.09368150402253174
ACH-000047,-0.7507068174353957
ACH-000052,-0.33330653764082546
ACH-000053,-0.39876686708623
ACH-000054,-0.3614686281714135
ACH-000055,-0.2984875246498308
ACH-000060,-0.3077477993021768
ACH-000067,-0.3648177291928297
ACH-000070,-0.4386978210256011
ACH-000075,-0.4509645851157684
ACH-000078,-0.4343450614698415
ACH-000082,-0.29091386958113563
ACH-000085,-0.3043096715500756
ACH-000086,-0.564793866342102
ACH-000087,-0.5674549622169113
ACH-000092,-0.3079590256653551
ACH-000095,-0.08457201640109094
ACH-000097,-0.2503653266534427
ACH-000098,-0.3561722479642495
ACH-000099,-0.5820896276511062
ACH-000108,-0.2929006606938616
ACH-000113,-0.5493826467860525
ACH-000116,-0.3860220829485936
ACH-000118,-0.7625169725875934
ACH-000120,-0.42629191168567576
ACH-000123,-0.2968128646134612
ACH-000127,-0.4257807553432593
ACH-000128,-0.3994423562662608
ACH-000132,-0.3306861108927526
ACH-000133,-0.5270296952505453
ACH-000137,-0.4492615924062051
ACH-000138,-0.4229731946659325
ACH-000142,-0.18288317792164915
ACH-000143,-0.34970429146460696
ACH-000146,-0.19314324901138352
ACH-000148,-0.5848540374032629
ACH-000150,-0.6490366435039528
ACH-000152,-0.3289272830434671
ACH-000153,-0.6338114459886061
ACH-000159,-0.3440699040067912
ACH-000160,-0.784757307313308
ACH-000163,-0.2689668023151276
ACH-000167,-0.2568744168162448
ACH-000168,-0.18351737125957002
ACH-000169,-0.5265311853420068
ACH-000178,-0.3572963198690685
ACH-000183,-0.22495500080277456
ACH-000188,-0.4568042019849285
ACH-000189,-0.524221989687481
ACH-000190,-0.6271611209222713
ACH-000198,-0.3483865219879204
ACH-000203,-0.3171178318799815
ACH-000204,-0.310419117745812
ACH-000206,-0.4089732826018447
ACH-000207,-0.4197919520763464
ACH-000208,-0.3591349473088141
ACH-000210,-0.9546277422454224
ACH-000211,-0.31627243146165385
ACH-000215,-0.5400830297422308
ACH-000221,-0.5286182939826916
ACH-000222,-0.2866790544004344
ACH-000223,-0.4836789765404122
ACH-000226,-0.4134101996848508
ACH-000227,-0.4167027999946742
ACH-000228,-0.32098259982275623
ACH-000231,-0.3906696346153434
ACH-000232,-0.3670281808910738
ACH-000233,-0.6110764330657203
ACH-000234,-0.23421332918210586
ACH-000235,-0.22296519910240764
ACH-000237,-0.25521184307755185
ACH-000238,-0.4391349777975495
ACH-000242,-0.0601654978986508
ACH-000243,-0.31829800480700715
ACH-000244,-0.21265103272517094
ACH-000246,-0.5197545503841721
ACH-000248,-0.6017460787550338
ACH-000250,-0.10862061737333777
ACH-000251,-0.4441980530587744
ACH-000252,-0.4253743134993661
ACH-000253,-0.22993332871671285
ACH-000255,-0.3799417848783457
ACH-000256,-0.3597494375676972
ACH-000257,-0.33052843426248724
ACH-000258,-0.3001191816602797
ACH-000259,-0.8314607286328224
ACH-000260,-0.3632756148470973
ACH-000261,-0.25522494195865897
ACH-000262,-0.6022028862618752
ACH-000263,-0.3726527522822172
ACH-000264,-0.3271501671484941
ACH-000265,-0.7092059666033269
ACH-000266,-0.25797874489362244
ACH-000272,-0.2662747625281468
ACH-000274,-0.4038346993429564
ACH-000277,-0.529507750888871
ACH-000278,-0.1970297227969832
ACH-000279,-0.5386986553303429
ACH-000280,-0.3416652850727996
ACH-000281,-0.3746830903680294
ACH-000288,-0.5533728987947757
ACH-000291,-0.19478654819596425
ACH-000293,-0.7151781242862534
ACH-000294,-0.2801832388824787
ACH-000295,-0.4292798058770069
ACH-000296,-0.3195171609671449
ACH-000302,-0.4099604906196128
ACH-000304,-0.2937512842704376
ACH-000307,-0.36817704503235577
ACH-000308,-0.3888244051128907
ACH-000310,-0.19541113073004068
ACH-000311,-0.2961822629308718
ACH-000312,-0.5209547528240923
ACH-000315,-0.5433800211599454
ACH-000316,-0.14767237444938108
ACH-000317,-0.7408825720798441
ACH-000318,-0.2989953974285648
ACH-000319,-0.2671349990594412
ACH-000320,-0.3832826778015613
ACH-000322,-0.7325333880942972
ACH-000323,-0.4349799767625167
ACH-000324,-0.2380297240288547
ACH-000329,-0.3787945384035573
ACH-000330,-0.41689303759610413
ACH-000331,-0.2686102410399058
ACH-000332,-0.16827850262867358
ACH-000334,-0.5524971337103516
ACH-000335,-0.5338884479683341
ACH-000336,-0.3958471149528793
ACH-000337,-0.4623679184000876
ACH-000338,-0.5170631185289029
ACH-000339,-0.4041702982655849
ACH-000341,-0.6093566576334859
ACH-000348,-0.3661787556868321
ACH-000350,-0.22339661386159454
ACH-000352,-0.2419370741708831
ACH-000356,-0.4810641513085993
ACH-000361,-0.4383900452276513
ACH-000362,-0.1639578850938826
ACH-000363,-0.26675998667470274
ACH-000364,-0.5013202767577203
ACH-000365,-0.3722737383336447
ACH-000366,-0.3185293835884681
ACH-000368,-0.4070313490390071
ACH-000374,-0.7147186828545101
ACH-000375,-0.07311701137776111
ACH-000376,-0.590117638710364
ACH-000381,-0.1968462972565045
ACH-000383,-0.3900575203269625
ACH-000387,-0.32166996528708325
ACH-000389,-0.2850785869854728
ACH-000390,-0.4948045073714916
ACH-000393,-0.2251007921855326
ACH-000395,-0.21223566882807351
ACH-000396,-0.2961023243427832
ACH-000397,-0.07467277996764958
ACH-000401,-0.5155509378781337
ACH-000402,-0.5686125662352333
ACH-000403,-0.3660167374141853
ACH-000404,-0.6883965729529167
ACH-000406,-0.5110393595839249
ACH-000407,-0.3725926694995339
ACH-000408,-0.6297551142273096
ACH-000410,-0.4729441202801626
ACH-000411,-0.2043090929248112
ACH-000414,-0.4281464333748745
ACH-000415,-0.47035470277434205
ACH-000416,-0.2707657581876102
ACH-000420,-0.3619274571680532
ACH-000421,-0.2600763554290385
ACH-000424,-0.6147855967839947
ACH-000425,-0.36006945203404994
ACH-000426,0.1503315273488882
ACH-000427,-0.46513098051844
ACH-000433,-0.4030190427879414
ACH-000435,-0.3571688038344018
ACH-000436,-0.05409429390196459
ACH-000444,-0.5569481284947478
ACH-000445,-0.4380559016605973
ACH-000448,-0.39637901987563817
ACH-000450,-0.8351354940741775
ACH-000452,-0.32222594954225786
ACH-000454,-0.4355350253688333
ACH-000458,-0.5860592689761018
ACH-000459,-0.958521549522808
ACH-000460,-0.3341765919913024
ACH-000461,-0.5833492822116053
ACH-000463,-0.2907490599663408
ACH-000464,-0.21191270865672088
ACH-000466,-0.355367208388684
ACH-000467,-0.7106390723032349
ACH-000468,-0.36043569192598
ACH-000469,-0.7363461438197245
ACH-000470,-0.12522295905482778
ACH-000471,-0.27147811103900144
ACH-000472,-0.29029911629085164
ACH-000473,-0.5243913210919595
ACH-000475,-0.4875894302693968
ACH-000476,-0.37656642234220095
ACH-000477,-0.3302384289025439
ACH-000479,-0.186653863976647
ACH-000480,-0.6668496583106776
ACH-000481,-0.2311979039898132
ACH-000483,-0.4910604013767874
ACH-000484,-0.23528216664570956
ACH-000485,-0.2450893241727209
ACH-000486,-0.5418290818955197
ACH-000487,-0.5904267068869098
ACH-000488,-0.7249545898906059
ACH-000490,-0.4580679525172684
ACH-000491,-0.6249554886315856
ACH-000495,-0.3993875216334032
ACH-000496,-0.43861300880972737
ACH-000499,-0.7361593153200514
ACH-000500,-0.4786699114564197
ACH-000502,-0.3837805491265872
ACH-000503,-0.529454761497285
ACH-000505,-0.2643728285121246
ACH-000507,-0.44915509545620813
ACH-000510,-0.4312777229387315
ACH-000511,-0.30207658497233003
ACH-000512,-0.35028153399620304
ACH-000516,-0.18561438797920315
ACH-000517,-0.2470854446510353
ACH-000518,-0.23814399196376185
ACH-000520,-0.2659747401447093
ACH-000521,-0.3963603911006652
ACH-000522,-0.5010569416059885
ACH-000524,-0.2438548181910159
ACH-000527,-0.5850506313965896
ACH-000528,-0.5344039343792938
ACH-000537,-0.6873055644052787
ACH-000541,-0.052708259590971265
ACH-000542,-0.16006548939756854
ACH-000544,-0.7133723676415197
ACH-000545,-0.7593225575315358
ACH-000547,-0.5253049972095859
ACH-000548,-0.30120395601646466
ACH-000549,-0.5856745208595461
ACH-000550,-0.23602554587166324
ACH-000552,-0.4899161186027994
ACH-000556,-0.3186917361144694
ACH-000557,-0.2255397321624319
ACH-000569,-0.8189668644463619
ACH-000570,-0.5185991771184489
ACH-000571,-0.3842781421532235
ACH-000573,-0.4685777526231056
ACH-000576,-0.1628027492861232
ACH-000579,-0.725325890079084
ACH-000580,-0.304830551242187
ACH-000584,-0.31915183291379096
ACH-000585,-0.2504506227872596
ACH-000588,-0.5200122380379169
ACH-000589,-0.8693814071903477
ACH-000591,-0.5476384626196978
ACH-000593,-0.5127826647119029
ACH-000600,-0.4385050976099232
ACH-000601,-0.6453997737708865
ACH-000605,-0.4089128774500216
ACH-000606,-0.5888473638329871
ACH-000608,-0.38827904397722907
ACH-000614,-0.7897906587583304
ACH-000616,-0.4504016640372788
ACH-000618,-0.9223874439335352
ACH-000619,-0.4890695593989776
ACH-000620,-0.3017100246425774
ACH-000621,-0.3129599924369114
ACH-000622,-0.3653483399337991
ACH-000623,-0.3421653148537809
ACH-000624,-0.287245567259886
ACH-000627,-0.5286021211887694
ACH-000630,-0.6582954579344805
ACH-000631,-0.4553156754732867
ACH-000632,-0.32475155857788324
ACH-000633,-0.7537935941426787
ACH-000637,-0.7552178678031949
ACH-000638,-0.2518941716343738
ACH-000646,-0.5372149960984106
ACH-000647,-0.5416110477917879
ACH-000648,-0.5395515654908474
ACH-000649,-0.36063033582712
ACH-000651,-0.5296741941543536
ACH-000652,-0.6707146312889319
ACH-000653,-0.3785642434316373
ACH-000657,-0.28457720671404124
ACH-000658,-0.2739741808030388
ACH-000661,-0.4091277066464283
ACH-000662,-0.3666676981463043
ACH-000663,-0.4332743177870537
ACH-000665,-0.3592736849557672
ACH-000671,-0.7521298094234011
ACH-000672,-0.4992548719062212
ACH-000673,-0.23889560421958644
ACH-000676,-0.7377815590457971
ACH-000677,-0.7569252836726047
ACH-000681,-0.5472001635954414
ACH-000683,-0.453383602099921
ACH-000684,-0.4780742297619588
ACH-000688,-0.47599767759489203
ACH-000693,-0.8016741132321921
ACH-000694,-0.9201412136369768
ACH-000695,-0.3015901619886571
ACH-000696,-0.5401094485186101
ACH-000697,-0.481254661991545
ACH-000699,-0.3709769164330693
