,VPS37C (55048)
ACH-000208,-0.6282099436741166
ACH-000210,-0.2670899506654312
ACH-000211,-0.3875291208184744
ACH-000215,-0.3201044669476487
ACH-000221,-0.3950310338324944
ACH-000222,-0.3018904163796297
ACH-000223,-0.3231332530811123
ACH-000226,-0.4716836400371269
ACH-000227,-0.4053984170065128
ACH-000228,-0.5882531546553971
ACH-000231,-0.4136119196480115
ACH-000232,-0.30387611173354034
ACH-000233,-0.2944717430328481
ACH-000234,-0.4403972111696944
ACH-000235,-0.29036509714321984
ACH-000237,-0.4852421223794985
ACH-000238,-0.4138113317572953
ACH-000242,-0.4422550983971402
ACH-000243,-0.2893105264215711
ACH-000244,-0.3524663190237444
ACH-000246,-0.4792101691929275
ACH-000248,-0.30322226147271514
ACH-000250,-0.3313913392428729
ACH-000251,-0.2353247440726087
ACH-000252,-0.4528905970736848
ACH-000253,-0.3814431892008097
ACH-000255,-0.40915559516841504
ACH-000256,-0.2200976376198889
ACH-000257,-0.35681167135076963
ACH-000258,-0.5053670469850342
ACH-000259,-0.323031322911254
ACH-000260,-0.3535206829470285
ACH-000261,-0.36187754915918857
ACH-000262,-0.3435432182107834
ACH-000263,-0.10476337044733224
ACH-000264,-0.2786890089878269
ACH-000265,-0.4116234193483362
ACH-000266,-0.32884691593773924
ACH-000272,-0.30063530722488113
ACH-000274,-0.2744312844537937
ACH-000277,-0.0723349115906085
ACH-000278,-0.5466325274125209
ACH-000279,-0.28540290805380075
ACH-000280,-0.3033124681684013
ACH-000281,-0.32659500240931905
ACH-000288,-0.3425130318330705
ACH-000291,-0.2452722747542931
ACH-000293,-0.4418464708565598
ACH-000294,-0.31342643653880725
ACH-000295,-0.3242668734831988
ACH-000296,-0.4526810994773952
ACH-000302,-0.33167543307135416
ACH-000304,-0.647226704769692
ACH-000307,-0.32412994944147583
ACH-000308,-0.3816040247870737
ACH-000310,-0.34905485903946737
ACH-000311,-0.3147778988522902
ACH-000312,-0.2960995588890035
ACH-000315,-0.3343228857477517
ACH-000316,-0.4606670090721394
ACH-000317,-0.6035910628115186
ACH-000318,-0.3600392163347801
ACH-000319,-0.2869370169901264
ACH-000320,-0.3527688419981833
ACH-000322,-0.1340281658199352
ACH-000323,-0.3399847540930169
ACH-000324,-0.3542526210802455
ACH-000329,-0.12573795504015006
ACH-000330,-0.3625406022387999
ACH-000331,-0.4774846613151868
ACH-000332,-0.3426016078852736
ACH-000334,-0.31733736263675544
ACH-000335,-0.2911723245395754
ACH-000336,-0.12642435829476498
ACH-000337,-0.27806394457163125
ACH-000338,-0.12996024868022765
ACH-000339,-0.2848686372398568
ACH-000341,-0.4011338960855377
ACH-000348,-0.3303045056862417
ACH-000350,-0.3502654022508653
ACH-000352,-0.3043595185634851
ACH-000356,-0.3061946166919304
ACH-000361,-0.3186513554696431
ACH-000362,-0.35440006870141616
ACH-000363,-0.3506574874597401
ACH-000364,-0.5034143661039752
ACH-000365,-0.3042450516253747
ACH-000366,-0.4851003411482869
ACH-000368,-0.4142671059178469
ACH-000374,-0.4336100463766718
ACH-000375,-0.5149908654593561
ACH-000376,-0.3908801299955197
ACH-000381,-0.2575411002448139
ACH-000383,-0.25979154358199225
ACH-000387,-0.3958218752276456
ACH-000389,-0.3849460569988639
ACH-000390,-0.3776484279048968
ACH-000393,-0.3601093513985236
ACH-000395,-0.23879572719710346
ACH-000396,-0.7092106972964028
ACH-000397,-0.2760043967747364
ACH-000401,-0.44467214130504706
ACH-000402,-0.08066855372093283
ACH-000403,-0.3907874392420818
ACH-000404,-0.42201332653228296
ACH-000406,-0.2587137187696956
ACH-000407,-0.3513834561146382
ACH-000408,-0.7850786285858892
ACH-000410,-0.4143512424148841
ACH-000411,-0.2047563178515803
ACH-000414,-0.3865120966474612
ACH-000415,-0.4847960718355498
ACH-000416,-0.18732037723303266
ACH-000420,-0.2665496141958893
ACH-000421,-0.3641914388415724
ACH-000424,-0.27440327214215593
ACH-000425,-0.3626153380144722
ACH-000426,-0.31854763206203746
ACH-000427,-0.3082715550338401
ACH-000433,-0.6506947490033749
ACH-000435,-0.30420229333198884
ACH-000436,-0.18693108598618985
ACH-000444,-0.4503129178263823
ACH-000445,-0.28749006213343165
ACH-000448,-0.3186246610353862
ACH-000450,-0.5133713203048031
ACH-000452,-0.36322422855637415
ACH-000454,-0.5319067433406431
ACH-000458,-0.4377435537481288
ACH-000459,-0.29394845197912445
ACH-000460,-0.2980281621645628
ACH-000461,-0.5364273724353167
ACH-000463,-0.4026180273240456
ACH-000464,-0.2367711284721106
ACH-000466,-0.3878479010468228
ACH-000467,-0.3819030501468171
ACH-000468,-0.3584873851852428
ACH-000469,-0.3507595382151187
ACH-000470,-0.29499711160228315
ACH-000471,-0.3150526735562271
ACH-000472,-0.2754297632528442
ACH-000473,-0.1857589028762009
ACH-000475,-0.3540994523994072
ACH-000476,-0.3147263532453484
ACH-000477,-0.4438861093259495
ACH-000479,-0.056005322743479656
ACH-000480,-0.3232910468681348
ACH-000481,-0.2469703172419808
ACH-000483,-0.5235542469763353
ACH-000484,-0.3780218576466336
ACH-000485,-0.2889449517575488
ACH-000486,-0.26451096561674386
ACH-000487,-0.4235928119878364
ACH-000488,-0.3450210792978263
ACH-000490,-0.41233180306696704
ACH-000491,-0.2954379348083304
ACH-000495,-0.3095114438982643
ACH-000496,-0.4296181774548344
ACH-000499,-0.525860061820306
ACH-000500,0.08314881470688318
ACH-000502,-0.3099069665802661
ACH-000503,-0.497324319102889
ACH-000505,-0.2652159988947789
ACH-000507,-0.3446004786549419
ACH-000510,-0.30448736591050113
ACH-000511,-0.3259646795912069
ACH-000512,-0.3068390549227684
ACH-000516,-0.3346643950785497
ACH-000517,-0.4437567572359254
ACH-000518,-0.2990962418900522
ACH-000520,-0.4567197211732911
ACH-000521,-0.19578801270053467
ACH-000522,-0.3633360279087485
ACH-000524,-0.2931591295044325
ACH-000527,-0.40562574361989
ACH-000528,-0.32821518841653674
ACH-000537,-0.20971153967951445
ACH-000541,-0.2570987860053259
ACH-000542,-0.30413108549856266
ACH-000544,-0.2781008222259563
ACH-000545,-0.4527785150509927
ACH-000547,-0.2622978447693571
ACH-000548,-0.4462496088251075
ACH-000549,-0.2061212234668587
ACH-000550,-0.2025506396985197
ACH-000552,-0.1505406918462892
ACH-000556,-0.2571707695245736
ACH-000557,-0.21304923567862435
ACH-000569,-0.18499731889191992
ACH-000570,-0.33643459556787475
ACH-000571,-0.3280069069010761
ACH-000573,-0.4584663748421143
ACH-000576,-0.3197391041965363
ACH-000579,-0.34148629426945865
ACH-000580,-0.4115756781626295
ACH-000584,-0.4225952225420744
ACH-000585,-0.4987579769428489
ACH-000588,-0.2829712420029931
ACH-000589,-0.2589055310553771
ACH-000591,-0.4543945674460779
ACH-000593,-0.2615122255006844
ACH-000600,-0.4261809568980008
ACH-000601,-0.40473693904443786
ACH-000605,-0.5185183069448889
ACH-000606,-0.4363374196020028
ACH-000608,-0.3352939618836656
ACH-000614,-0.3341625785131289
ACH-000616,-0.21992720572662852
ACH-000618,-0.4655197675510445
ACH-000619,-0.34538680759867363
ACH-000620,-0.2683218344530209
ACH-000621,-0.34686253063417355
ACH-000622,-0.3440368784076383
ACH-000623,-0.4438821502224074
ACH-000624,-0.5074159211862255
ACH-000627,-0.20631030628121505
ACH-000630,-0.3984678383646481
ACH-000631,-0.2118512729482909
ACH-000632,-0.3935258698509377
ACH-000633,-0.29600440286474183
ACH-000637,-0.392600433315258
ACH-000638,-0.3500857287736986
ACH-000646,-0.14912812287552635
ACH-000647,-0.4684856380423476
ACH-000648,-0.34303800011038177
ACH-000649,-0.2737459203740356
ACH-000651,-0.3818071110316628
ACH-000652,-0.3628087077561555
ACH-000653,-0.3514440731406537
ACH-000657,-0.4339307367650027
ACH-000658,-0.2975520246109996
ACH-000661,-0.3984732349237767
ACH-000662,-0.4696469034773517
ACH-000663,-0.4893762249744209
ACH-000665,-0.5611859824503114
ACH-000671,-0.3525827933215962
ACH-000672,-0.2593752218304728
ACH-000673,-0.3222315305534707
ACH-000676,-0.3172036896660975
ACH-000677,-0.22007621714836254
ACH-000681,-0.3249354530642578
ACH-000683,-0.3505082467919792
ACH-000684,-0.4661104163896519
ACH-000688,-0.16716830603016802
ACH-000693,-0.3051375157272485
ACH-000694,-0.3481607496484906
ACH-000695,-0.11940558354336694
ACH-000696,-0.4629649099336765
ACH-000697,-0.3586929601756747
ACH-000699,-0.2170590969395116
ACH-000701,-0.06348847596276448
ACH-000706,-0.3877918785889249
ACH-000711,-0.3387983592804037
ACH-000713,-0.4852394492396144
ACH-000714,-0.5641971851522868
ACH-000718,-0.3297723681208547
ACH-000720,-0.2194018026562365
ACH-000721,-0.23670193712909926
ACH-000724,-0.2211687914553977
ACH-000725,-0.31394973548340666
ACH-000732,-0.3717429447595785
ACH-000734,-0.3648125556524555
ACH-000735,-0.298539194230381
ACH-000736,-0.4489231632226577
ACH-000738,-0.3031591904442323
ACH-000746,-0.4100472572547091
ACH-000747,-0.2919668527145339
ACH-000748,-0.5804012755539238
ACH-000753,-0.329894920121141
ACH-000756,-0.3681606327853262
ACH-000757,-0.33594654711382416
ACH-000758,-0.5073782318983574
ACH-000760,-0.3913826045824647
ACH-000762,-0.6033623106192207
ACH-000763,-0.3742991150230292
ACH-000764,-0.5355745820216764
ACH-000765,-0.4071982743110524
ACH-000766,-0.34456014188725764
ACH-000767,-0.3565832109383757
ACH-000768,-0.4868945619671342
ACH-000769,-0.4711814217918772
ACH-000770,-0.3801513742651712
ACH-000771,-0.2615129195507665
ACH-000773,-0.1996435414354372
ACH-000776,-0.4778552551059557
ACH-000777,-0.26595807340028593
ACH-000778,-0.28959150415274365
ACH-000781,-0.3643698500214839
ACH-000782,-0.5045598069496302
ACH-000783,-0.2727069049445805
ACH-000784,-0.3733949886340668
ACH-000785,-0.23723580416736456
ACH-000787,-0.3672247406827113
ACH-000788,-0.3346259629300353
ACH-000791,-0.23191179938297596
ACH-000792,-0.3378146150283631
ACH-000794,-0.5316433472724708
ACH-000796,-0.30870562067705
ACH-000798,-0.6424874606735232
ACH-000799,-0.43839760837354463
ACH-000800,-0.22068439295237616
ACH-000802,-0.21719140576477344
ACH-000804,-0.6122471412075714
ACH-000805,-0.2610372671283219
ACH-000809,-0.284077377555892
ACH-000810,-0.811640999111989
ACH-000811,-0.2189675995235772
ACH-000817,-0.3531833612681607
ACH-000819,-0.4671959961163387
ACH-000820,-0.29706638454416073
ACH-000821,-0.15125904706493234
ACH-000822,-0.357727544389226
ACH-000823,-0.3207354492124224
ACH-000824,-0.2687280471408886
ACH-000827,-0.4256360751403089
ACH-000829,-0.41369066307375024
ACH-000831,-0.5275396858111912
ACH-000832,-0.5054343266915761
ACH-000833,-0.4272070794125449
ACH-000834,-0.389616090130198
ACH-000835,-0.31483280837435346
ACH-000836,-0.359183930993802
ACH-000837,-0.2723541362169435
ACH-000838,-0.43066445773712003
ACH-000839,-0.37168457554954537
ACH-000840,-0.4107580395557256
ACH-000841,-0.3769989992014846
ACH-000843,-0.4818498254289684
ACH-000846,-0.3383591267739809
ACH-000847,-0.5002235360632725
ACH-000848,-0.2882464194288399
ACH-000849,-0.19572952175876854
ACH-000851,-0.3846205821213609
ACH-000855,-0.2405666951063969
ACH-000856,-0.26001518588108674
ACH-000858,-0.35335397125386986
ACH-000859,-0.4521634158963675
ACH-000861,-0.5335636889946244
ACH-000862,-0.20585316544543653
ACH-000865,-0.4213461108822776
ACH-000866,-0.3072695714473412
ACH-000867,-0.3741724092198996
ACH-000869,-0.40203401427974345
ACH-000872,-0.390400344007029
ACH-000873,-0.6689978923883854
ACH-000876,-0.22340602731037526
ACH-000878,-0.3935240089799982
ACH-000880,-0.3744066965551888
ACH-000881,-0.3209588696719443
ACH-000882,-0.33600182130929784
ACH-000884,-0.4313384986941375
ACH-000885,-0.3499394996043972
ACH-000887,-0.3872264911950523
ACH-000889,-0.20526291106099445
ACH-000896,-0.2260402762940932
ACH-000898,-0.29829783944647786
ACH-000900,-0.40785872326822376
ACH-000901,-0.5289663439325628
ACH-000905,-0.3178737825131181
ACH-000906,-0.33015539834110963
ACH-000907,-0.3561851228964632
ACH-000910,-0.2277080840996379
ACH-000911,-0.228617573812464
ACH-000912,-0.3642321730424225
ACH-000913,-0.1816657211009173
ACH-000915,-0.4753689095448162
ACH-000916,-0.6433677286432687
ACH-000917,-0.3340134925310708
ACH-000920,-0.2889661818308633
ACH-000921,-0.3112364734958609
ACH-000924,-0.2552640864958357
ACH-000926,-0.37085004426107854
ACH-000928,-0.15808827772083076
ACH-000929,-0.41319510636492
ACH-000932,-0.2559873581223494
ACH-000935,-0.2547461827175051
ACH-000936,-0.3200781080575921
ACH-000937,-0.3933792203625454
ACH-000938,-0.35077859790573845
ACH-000939,-0.3093949948743278
ACH-000941,-0.5696748923027776
ACH-000943,-0.4020272636300515
ACH-000946,-0.3404421861812294
ACH-000947,-0.3690010926621113
ACH-000948,-0.3249877765102949
ACH-000950,-0.29551556824886555
ACH-000953,-0.5952546995452943
ACH-000954,-0.18606079106267487
ACH-000957,-0.507920928120613
ACH-000958,-0.30892477478605435
ACH-000960,-0.4064486565499861
ACH-000963,-0.26266901720399
ACH-000968,-0.342128348255594
ACH-000969,-0.4812088764050864
ACH-000972,-0.3525221089488941
ACH-000973,-0.29373237225811344
ACH-000974,-0.26520355671110896
ACH-000978,-0.3857726058276488
ACH-000984,-0.31130936116430424
ACH-000986,-0.2895154384361859
ACH-000988,-0.5025097959864839
ACH-000993,-0.26697480657094297
ACH-000994,-0.1864438884305696
ACH-000996,-0.5640215025159744
ACH-001001,-0.16858853091117307
ACH-001020,-0.3581578703404288
ACH-001028,-0.4084788072175471
ACH-001031,0.02650945026368621
ACH-001038,-0.35533441248373143
ACH-001048,-0.277317406981011
ACH-001050,-0.33029084380847196
ACH-001053,-0.3729009752093117
ACH-001054,-0.3813013605703077
ACH-001061,-0.37709305281170463
ACH-001067,-0.2471412417399794
ACH-001075,-0.4240431625658462
ACH-001096,-0.3362932171083293
ACH-001111,-0.14093108030240878
ACH-001119,-0.2510880345872747
ACH-001128,0.04445284454065472
ACH-001134,-0.3767042671269214
ACH-001151,-0.27525106673003363
ACH-001163,-0.5077448202406214
ACH-001164,-0.003450474195645509
ACH-001183,-0.2663519956151462
ACH-001192,-0.12691437564666028
ACH-001193,-0.593211119518138
ACH-001196,-0.4567852635348195
ACH-001197,-0.3593783373519387
ACH-001205,-0.3499312998510563
ACH-001211,-0.37991550518649053
ACH-001212,-0.6090134930947736
ACH-001228,-0.35058515995821143
ACH-001232,-0.4593935813957936
ACH-001239,-0.24478607281442274
ACH-001270,-0.3153219215685975
ACH-001274,-0.40504896452442174
ACH-001275,-0.26237108879316323
ACH-001277,-0.3576648436523317
ACH-001278,-0.4835944710247633
ACH-001280,-0.2762746247714403
ACH-001283,-0.2606185726007193
ACH-001289,-0.5317745416242301
ACH-001300,-0.3394462760283207
ACH-001301,-0.3000534780055073
ACH-001302,-0.3860535180989824
ACH-001306,-0.3669228130262201
ACH-001318,-0.5668279481077527
ACH-001322,-0.4421071850840472
ACH-001328,-0.4012890964568627
ACH-001332,-0.18714412255527854
ACH-001336,-0.4370652362728392
ACH-001346,-0.4221292144832264
ACH-001353,-0.4681609578849179
ACH-001354,-0.1137447420609433
ACH-001367,-0.6245168294003053
ACH-001368,-0.3534410840077766
ACH-001374,-0.44861925805200986
ACH-001377,-0.24194629913185714
ACH-001380,-0.2377966750872508
ACH-001391,-0.2471440934724639
ACH-001408,-0.2534658144026201
ACH-001430,-0.39329805742192897
ACH-001431,-0.22794405387808025
ACH-001450,-0.3105997870961578
ACH-001496,-0.28692579035337684
ACH-001500,-0.4352738843001862
ACH-001523,-0.35869950900218395
ACH-001532,-0.4085431911215996
ACH-001550,-0.2767558198361557
ACH-001552,-0.12093760466596284
ACH-001554,-0.3661934647964999
ACH-001654,-0.3189020273416751
ACH-001735,-0.28394529754401315
ACH-001736,-0.27317623850603545
ACH-001737,-0.5776029633486367
ACH-001740,-0.3200000360115459
ACH-001745,-0.2723671932309487
ACH-001765,-0.3636695859107442
