,ACER2 (340485)
ACH-000004,-0.05541537926077728
ACH-000005,-0.027061495250379257
ACH-000007,0.0742647561201067
ACH-000009,-0.003435450152460225
ACH-000011,0.015353490226008838
ACH-000012,0.13706538970565535
ACH-000013,0.09216213725939013
ACH-000014,0.08198679481252757
ACH-000015,-0.040969004814963406
ACH-000017,0.13127336595544944
ACH-000018,0.1907187530403709
ACH-000019,0.07750573446444754
ACH-000021,0.03332243761787874
ACH-000022,-0.04090902456806008
ACH-000025,0.05217691484917634
ACH-000028,0.019517247132916547
ACH-000030,-0.028684471908523582
ACH-000035,0.13278006997148112
ACH-000036,0.06516211767731818
ACH-000037,0.05545624700824302
ACH-000039,0.07500099962195808
ACH-000040,0.1050985694225676
ACH-000041,0.10388372191995356
ACH-000042,0.07776873353549489
ACH-000045,-0.02142553824719108
ACH-000047,0.07401034291536056
ACH-000052,0.18568450931889646
ACH-000053,0.05696817410666893
ACH-000054,-0.04029878845152829
ACH-000055,0.04682597973080445
ACH-000060,0.030915620802652026
ACH-000067,0.0938897947169686
ACH-000070,-0.0567410791504303
ACH-000075,0.2725976569896409
ACH-000078,0.07462356507687969
ACH-000082,0.015969980183386426
ACH-000085,0.060125821365529235
ACH-000086,0.0187069130534449
ACH-000087,0.13886320000051838
ACH-000092,0.04847185139050554
ACH-000095,0.012670714765695805
ACH-000097,0.041338327519002925
ACH-000098,0.05854766048899435
ACH-000099,0.01428089574179483
ACH-000108,0.11343365353210096
ACH-000113,0.09269730126168144
ACH-000116,0.16895511377797848
ACH-000118,0.015543711876971518
ACH-000120,0.05415542514434316
ACH-000123,0.01885034558128764
ACH-000127,0.04772543175541714
ACH-000128,0.1235872556461419
ACH-000132,-0.1475594785140691
ACH-000133,0.09528678851866447
ACH-000137,-0.1723334175305893
ACH-000138,0.05257942995130308
ACH-000142,0.15764275769696032
ACH-000143,0.16218115097057026
ACH-000146,0.1120580631580811
ACH-000148,0.016618526558844618
ACH-000150,0.06282927668896103
ACH-000152,0.2286804081173216
ACH-000153,0.00865477720200169
ACH-000159,0.007001462183289049
