,SPIN1 (10927)
ACH-000004,0.11646210994991125
ACH-000005,0.09004562402213719
ACH-000007,-0.1132028381926438
ACH-000009,0.029733394503986457
ACH-000011,-0.032396753543422245
ACH-000012,-0.03413333980152738
ACH-000013,-0.034543650520412424
ACH-000014,0.043120283162202316
ACH-000015,-0.06275376747346664
ACH-000017,0.02462109563950143
ACH-000018,-0.1061261013124696
ACH-000019,0.0446788751896956
ACH-000021,-0.09854362957928514
ACH-000022,0.022343163222753915
ACH-000025,0.07171125772219687
ACH-000028,0.10672171238891248
ACH-000030,-0.028802181968227883
ACH-000035,-0.09569834072256407
ACH-000036,0.13501176030375067
ACH-000037,0.2060857241127165
ACH-000039,0.08475910638474737
ACH-000040,-0.11782232018478088
ACH-000041,-0.17794629751370022
ACH-000042,-0.09975757631248064
ACH-000045,0.03435709510846671
ACH-000047,-0.040080282839638826
ACH-000052,0.020592630902984545
ACH-000053,0.04625942958156627
ACH-000054,0.03927524010858454
ACH-000055,0.13260614474548085
ACH-000060,-0.07803955527385763
ACH-000067,0.12884918104792314
ACH-000070,-0.050000497310827965
ACH-000075,0.20006883817468368
ACH-000078,0.06699338352744191
ACH-000082,0.20456266103473544
ACH-000085,-0.3378979755996124
ACH-000086,0.03697725067369935
ACH-000087,-0.5304583946095363
ACH-000092,0.12362668716011695
ACH-000095,-0.005231668471156005
ACH-000097,-0.001958925666180649
ACH-000098,0.01845460751040204
ACH-000099,0.1898402825848116
ACH-000108,-0.01698977528983547
ACH-000113,-0.13713620099559434
ACH-000116,0.11411137800953718
ACH-000118,0.07605649952271512
ACH-000120,-0.043869242723683914
ACH-000123,-0.13367814276301168
ACH-000127,-0.0645367404924486
ACH-000128,-0.17943120122523326
ACH-000132,0.16114237927206165
ACH-000133,-0.0981833404021546
ACH-000137,0.13339581905229345
ACH-000138,-0.1407086010566902
ACH-000142,0.15189204697779124
ACH-000143,-0.3785562809017711
ACH-000146,-0.011275232965200726
ACH-000148,0.03809239253139183
ACH-000150,0.09261919117359133
ACH-000152,-0.055181598047129465
ACH-000153,0.03661219441641017
ACH-000159,-0.030953043650068093
ACH-000160,0.1936847275869708
ACH-000163,-0.08414620993982586
ACH-000167,0.4898973128800181
ACH-000168,0.06688198205579482
ACH-000169,-0.1547266398871152
ACH-000178,-0.04385946350391248
ACH-000183,-0.008446482945916494
ACH-000188,-0.0014445996970165705
ACH-000189,0.20044571507160025
ACH-000190,0.2332141890550345
ACH-000198,0.01894888838077576
ACH-000203,0.24823707748199164
ACH-000204,-0.0535725590652273
ACH-000206,0.15814376524626825
ACH-000207,-0.01369134009004058
ACH-000208,0.04833263083052961
ACH-000210,0.15231826275197471
ACH-000211,0.034554631847804135
ACH-000215,0.06881764466760851
ACH-000221,-0.06371841523801013
ACH-000222,0.008849220199635334
ACH-000223,0.05199399328415925
ACH-000226,0.010481616727740128
ACH-000227,0.1876346088468994
ACH-000228,-0.15415380412553722
ACH-000231,0.09716965738312212
ACH-000232,-0.07066487515231189
ACH-000233,0.16340167921227006
ACH-000234,0.21644772648730068
ACH-000235,-0.057633244910413724
ACH-000237,0.0991214463542252
ACH-000238,-0.1060210690665516
ACH-000242,-0.37614215621414704
ACH-000243,-0.1375868764667494
ACH-000244,0.22798461544368684
ACH-000246,0.19040773470819047
ACH-000248,0.09135973097836417
ACH-000250,0.1247308380801962
ACH-000251,0.035248156132042005
ACH-000252,0.04657890097037926
ACH-000253,-0.059529340060376384
ACH-000255,0.03995898422978777
ACH-000256,-0.05433706083787804
ACH-000257,-0.07530629915723178
ACH-000258,-0.3063735489633699
ACH-000259,-0.013969804013225914
ACH-000260,-0.0018700953702309663
ACH-000261,0.04263853864668675
ACH-000262,0.22022953862863845
ACH-000263,-0.17821801149283714
ACH-000264,0.07866074850848521
ACH-000265,0.08886519626964605
ACH-000266,0.008766030194758183
ACH-000272,0.07198902674976745
ACH-000274,0.07297856641401705
ACH-000277,-0.1167567274583712
ACH-000278,-0.12567247003617454
ACH-000279,-0.03161869766237757
ACH-000280,-0.09746669821922274
ACH-000281,0.10176693882389168
ACH-000288,0.2636467034455113
ACH-000291,-0.08425464770752826
ACH-000293,0.000858913776404604
ACH-000294,0.1442375823466476
ACH-000295,-0.08092628403755697
ACH-000296,-0.06694507161220316
ACH-000302,-0.04900067857724325
ACH-000304,-0.2548792477064287
ACH-000307,-0.08743717767559682
ACH-000308,0.06280050989841253
ACH-000310,0.10251075760902716
ACH-000311,0.13732330292533626
ACH-000312,-0.07877556762711085
ACH-000315,0.11073240154898367
ACH-000316,-0.044422780254930815
ACH-000317,0.20987607814763187
ACH-000318,-0.1763123853048354
ACH-000319,0.06754219205409565
ACH-000320,0.08111944368467526
ACH-000322,0.28436863120027056
ACH-000323,-0.00749086411568998
ACH-000324,0.0867504806548238
ACH-000329,0.0927038836951988
ACH-000330,0.1670339320168693
ACH-000331,-0.050061053618596967
ACH-000332,-0.045929696033850234
ACH-000334,0.16385602100402175
ACH-000335,-0.08538284186548807
ACH-000336,0.05617885093431073
ACH-000337,-0.031843509258610105
ACH-000338,-0.001744087895445913
ACH-000339,0.1364813026583453
ACH-000341,0.09827606366501568
ACH-000348,0.0014862159872079945
ACH-000350,-0.01563878378318647
ACH-000352,0.13748776053132222
ACH-000356,-0.040786433469116624
ACH-000361,-0.10579887123413388
ACH-000362,-0.035171126751463486
ACH-000363,0.031273897055888344
ACH-000364,0.14759736305855806
ACH-000365,-0.0029740643137508545
ACH-000366,-0.02115048414266388
ACH-000368,0.22864355315583065
ACH-000374,-0.049450900398684015
ACH-000375,0.18440674771209756
ACH-000376,-0.05088013478732016
ACH-000381,0.09902480886237824
ACH-000383,-0.00014547145583354213
ACH-000387,0.11651482458206455
ACH-000389,0.10245593280779652
ACH-000390,0.0804095509789155
ACH-000393,-0.04828599809203099
ACH-000395,-0.2732787740524761
ACH-000396,-0.33104840114052897
ACH-000397,-0.12789524006767192
ACH-000401,-0.11985586973415754
ACH-000402,0.1541176510807007
ACH-000403,-0.0093022306451025
ACH-000404,0.0039210686440667225
ACH-000406,0.06832827476847694
ACH-000407,0.054655642294455416
ACH-000408,0.024187924069106533
ACH-000410,0.054342769497549986
ACH-000411,0.07181400691448192
ACH-000414,0.13185481082547962
ACH-000415,0.12129794488169413
ACH-000416,-0.029180066167476763
ACH-000420,0.04890911988161843
ACH-000421,-0.026042804090526502
ACH-000424,-0.17194655127779038
ACH-000425,-0.001946703549825589
ACH-000426,-0.2025303872763904
ACH-000427,0.09862797633806004
ACH-000433,0.2557803233378229
ACH-000435,0.3007667186481085
ACH-000436,0.1334844909200558
ACH-000444,0.04320977638068285
ACH-000445,0.10441729574688602
ACH-000448,-0.024551990739763663
ACH-000450,0.017124034757555754
ACH-000452,0.12946636181820573
ACH-000454,-0.1664765247238623
ACH-000458,-0.13311582742187392
ACH-000459,0.2798643194990421
ACH-000460,0.010934573604116444
ACH-000461,-0.014127860131308278
ACH-000463,0.10242361879071862
ACH-000464,0.3033780178157013
ACH-000466,-0.14952181424545402
ACH-000467,0.1631815646377016
ACH-000468,-0.03608160140763153
ACH-000469,0.1425444166682174
ACH-000470,0.1594096823778274
ACH-000471,0.13706448870755128
ACH-000472,-0.051419343101051285
ACH-000473,-0.12720188421834375
ACH-000475,0.03642003026136626
ACH-000476,0.2038670070750138
ACH-000477,0.012732528392700629
ACH-000479,-0.07308965305522602
ACH-000480,0.21581417090607152
ACH-000481,-0.023649909623510226
ACH-000483,0.031877054674017996
ACH-000484,0.023935746967763672
ACH-000485,0.05438920922469823
ACH-000486,0.1953478778240762
ACH-000487,-0.007218621009178994
ACH-000488,0.08122173770877189
ACH-000490,0.04794890141575043
ACH-000491,0.08454231699123231
ACH-000495,-0.11356523015909033
ACH-000496,0.07187216950488101
ACH-000499,0.1378235272722336
ACH-000500,-0.04594412493723082
ACH-000502,-0.08860832928169585
ACH-000503,-0.07501990947034896
ACH-000505,-0.029931873991882425
ACH-000507,-0.06932066961597579
ACH-000510,0.14160523967362545
ACH-000511,0.09345119042454476
ACH-000512,0.2221224959925497
ACH-000516,0.10329706312801656
ACH-000517,0.057661441881537524
