,PSMB4 (5692)
ACH-000004,-1.2703210251540429
ACH-000005,-1.68632816745906
ACH-000007,-1.3820649839120225
ACH-000009,-1.5856767406404106
ACH-000011,-1.2406666519783305
ACH-000012,-1.2907255488970195
ACH-000013,-1.3418188534230229
ACH-000014,-1.4239701239267115
ACH-000015,-1.1879909705577687
ACH-000017,-1.1099705801202515
ACH-000018,-1.461881182145876
ACH-000019,-0.944441983660046
ACH-000021,-1.338174451858848
ACH-000022,-1.284572222312087
ACH-000025,-1.3274432540460308
ACH-000028,-1.2539961047475787
ACH-000030,-1.3091927023610008
ACH-000035,-1.3673603892261543
ACH-000036,-1.2733313761027203
ACH-000037,-1.4781759025678534
ACH-000039,-1.308965031031093
ACH-000040,-1.2789169757745231
ACH-000041,-1.1109378416367772
ACH-000042,-1.3921999743772682
ACH-000045,-1.2836172599533628
ACH-000047,-1.3477121820048947
ACH-000052,-1.2178110820269312
ACH-000053,-1.1802861416517032
ACH-000054,-1.3452721266884544
ACH-000055,-1.4671891858236332
ACH-000060,-1.3709542368244267
ACH-000067,-1.2491542792983654
ACH-000070,-1.3295106006212705
ACH-000075,-1.269838889332167
ACH-000078,-1.1635770008380082
ACH-000082,-1.386289914399687
ACH-000085,-1.4301196782473349
ACH-000086,-1.2767828021257719
ACH-000087,-1.3004416383107864
ACH-000092,-1.2905993561126814
ACH-000095,-1.2184122629968044
ACH-000097,-1.1770664631441363
ACH-000098,-1.1373097800673726
ACH-000099,-1.0813547200339555
ACH-000108,-1.223183911806334
ACH-000113,-1.2121377185421711
ACH-000116,-1.2257016259997775
ACH-000118,-1.4110970515201409
ACH-000120,-1.3568407808541665
ACH-000123,-1.3530044732058777
ACH-000127,-1.411403929272616
ACH-000128,-1.3776685912859952
ACH-000132,-1.19343779903238
ACH-000133,-1.0245522572944403
ACH-000137,-1.4025057761288258
ACH-000138,-1.455719145782626
ACH-000142,-1.250615136978374
ACH-000143,-1.3603024137028497
ACH-000146,-1.2297513718555964
ACH-000148,-1.4591093996337017
ACH-000150,-1.386472823769511
ACH-000152,-1.2103510312471268
ACH-000153,-1.3487778186078925
ACH-000159,-1.106815273511785
ACH-000160,-1.4010357829147806
ACH-000163,-1.3646481124227634
ACH-000167,-0.9284859690846651
ACH-000168,-1.6963058871266594
ACH-000169,-1.2824113317141983
ACH-000178,-1.2296189736093934
ACH-000183,-1.3690956239723275
ACH-000188,-1.2940729674751532
ACH-000189,-1.2296130823955669
ACH-000190,-1.188059350813529
ACH-000198,-1.4635634963519333
ACH-000203,-1.2545683449562572
ACH-000204,-1.3754925839603067
ACH-000206,-1.1628315607144275
ACH-000207,-1.441321374653224
ACH-000208,-1.1662755048740805
ACH-000210,-1.662789783619148
ACH-000211,-1.2219565561292285
ACH-000215,-1.309030335936703
ACH-000221,-1.1880239496107283
ACH-000222,-1.3488697223270047
ACH-000223,-1.6214704420479908
ACH-000226,-1.2988721852962413
ACH-000227,-1.320848854084913
ACH-000228,-1.4980966415684245
ACH-000231,-1.1568344968716964
ACH-000232,-1.311011058139885
ACH-000233,-1.3116454400108943
ACH-000234,-1.1111305495904311
ACH-000235,-1.1976684541001108
ACH-000237,-1.3532621419493465
ACH-000238,-1.4841832770689531
ACH-000242,-1.2994797805271594
ACH-000243,-1.3908052776746012
ACH-000244,-1.2759340885070074
ACH-000246,-1.245096347217089
ACH-000248,-1.35338303663578
ACH-000250,-1.2599794666789288
ACH-000251,-1.4804871827590451
ACH-000252,-1.5704674823805371
ACH-000253,-1.1881299380657877
ACH-000255,-1.1940902608394235
ACH-000256,-1.3980280439080512
ACH-000257,-1.186367484791812
ACH-000258,-1.0004987497858708
ACH-000259,-1.281236258020921
ACH-000260,-1.2459755464900493
ACH-000261,-1.1326104334693472
ACH-000262,-1.327090830416971
ACH-000263,-1.2736614445522711
ACH-000264,-1.2728486230902083
ACH-000265,-1.3296902898341523
ACH-000266,-1.292151999204811
ACH-000272,-1.2872403781903017
ACH-000274,-1.2543786409823905
ACH-000277,-1.5065277635442205
ACH-000278,-1.1384685937761263
ACH-000279,-1.2119792464437422
ACH-000280,-1.2073105871014842
ACH-000281,-1.2170316908585574
ACH-000288,-1.288897156410936
ACH-000291,-1.3140629262859855
ACH-000293,-1.3818875044170944
ACH-000294,-1.6821927363101852
ACH-000295,-1.5631329942489167
ACH-000296,-1.6344948526444933
