,CEND1 (51286)
ACH-000004,0.1463188553622851
ACH-000005,-0.14331367179903393
ACH-000007,-0.0653465308689417
ACH-000009,-0.234523385603827
ACH-000011,-0.21875412058806365
ACH-000012,-0.1787247056081215
ACH-000013,-0.059056776439959324
ACH-000014,-0.2065108416816575
ACH-000015,-0.15616704291183522
ACH-000017,-0.054909512610995234
ACH-000018,-0.18389581409075534
ACH-000019,0.035300577871070285
ACH-000021,-0.18200697974329308
ACH-000022,-0.07993067453620112
ACH-000025,-0.3620418583623937
ACH-000028,-0.028941885572918144
ACH-000030,-0.12026789063804548
ACH-000035,-0.17200901960685935
ACH-000036,-0.122154009350184
ACH-000037,-0.1801961133691112
ACH-000039,-0.3331708115721361
ACH-000040,-0.1868465114121472
ACH-000041,-0.012712588374519695
ACH-000042,-0.23189542202896746
ACH-000045,-0.08467922436419237
ACH-000047,-0.14382445444556208
ACH-000052,-0.2249439041467377
ACH-000053,-0.15699109300740066
ACH-000054,-0.17417917169965333
ACH-000055,-0.16109590620202655
ACH-000060,-0.2362531684407741
ACH-000067,-0.08192669515659258
ACH-000070,-0.3880011685806056
ACH-000075,-0.4008823624157829
ACH-000078,-0.2553741964612791
ACH-000082,-0.16157058518535544
ACH-000085,-0.21783564304143546
ACH-000086,-0.19897198089063825
ACH-000087,-0.23134426085068285
ACH-000092,-0.1083206952383431
ACH-000095,-0.2397689000138877
ACH-000097,-0.18122487616315056
ACH-000098,-0.21860144770203047
ACH-000099,-0.1395955597024022
ACH-000108,-0.08150568886727314
ACH-000113,-0.022988727800481758
ACH-000116,0.04694789974820757
ACH-000118,-0.11134847930348794
ACH-000120,-0.13040401519373565
ACH-000123,0.07116244300688511
ACH-000127,-0.10629732127497284
ACH-000128,-0.14443937289348446
ACH-000132,-0.2362797383898382
ACH-000133,-0.1379813726529062
ACH-000137,-0.1694219019792673
ACH-000138,-0.17432459495450367
ACH-000142,-0.21922801804006667
ACH-000143,-0.11161243572549942
ACH-000146,-0.17887211056806268
ACH-000148,-0.2587701261519592
ACH-000150,-0.33835675936678683
ACH-000152,-0.13902396999730351
ACH-000153,-0.05129837671166025
ACH-000159,-0.14626083915474966
ACH-000160,-0.05067620384044787
ACH-000163,-0.12731142717952415
ACH-000167,-0.3772571323900255
ACH-000168,0.05824561072363828
ACH-000169,-0.16178001321180474
ACH-000178,-0.1439503964002596
ACH-000183,-0.12933705286636768
ACH-000188,-0.07086124261086349
ACH-000189,-0.245030607519956
ACH-000190,-0.07961470114228407
ACH-000198,-0.06642052238483806
ACH-000203,-0.1548772607633281
ACH-000204,-0.10096380314934666
ACH-000206,-0.053999208138753134
ACH-000207,-0.15822836510078414
ACH-000208,-0.4118911841935273
ACH-000210,0.10641175055935444
ACH-000211,-0.10845946459124192
ACH-000215,-0.2159357158438898
ACH-000221,-0.18951676059536132
ACH-000222,-0.3330682006493564
ACH-000223,-0.16185795514227466
ACH-000226,-0.20341847510419456
ACH-000227,0.17799648796635925
ACH-000228,-0.13935289282297536
ACH-000231,-0.2211268111558687
ACH-000232,-0.1491705808153192
ACH-000233,-0.14901067960993047
ACH-000234,-0.14873958572220927
ACH-000235,-0.12666032567119856
ACH-000237,-0.06852538244520791
ACH-000238,-0.2455379068926941
ACH-000242,-0.2767141614251796
ACH-000243,-0.04722487050383861
ACH-000244,-0.08185743500755938
ACH-000246,-0.10586961644890903
ACH-000248,0.23181954952012815
ACH-000250,-0.27510083716493605
ACH-000251,-0.5988154825759594
ACH-000252,0.21185122511870189
ACH-000253,-0.28133344144620404
ACH-000255,0.009522694386403914
ACH-000256,-0.3724697211723463
ACH-000257,-0.16345772178094253
ACH-000258,-0.2089739416692311
ACH-000259,-0.15399109173660824
ACH-000260,-0.27249886176238924
ACH-000261,-0.3356717215147012
ACH-000262,-0.4188175687333209
ACH-000263,-0.14324606769169762
ACH-000264,-0.0875567357460521
ACH-000265,-0.1343805992099282
ACH-000266,-0.1474077815612858
ACH-000272,-0.15902878563445905
ACH-000274,-0.1999987265522721
ACH-000277,-0.12943188685948478
ACH-000278,-0.015732556618450987
ACH-000279,-0.18531120314189614
ACH-000280,-0.2416156929233953
ACH-000281,-0.16473696264431706
ACH-000288,-0.22652399985596386
ACH-000291,-0.13984483315785476
ACH-000293,-0.14686957337781842
ACH-000294,0.014838074050754938
ACH-000295,-0.21653092490964454
ACH-000296,-0.33820433152224216
ACH-000302,-0.14256871059246054
ACH-000304,-0.20141556733731455
ACH-000307,-0.1577492287907268
ACH-000308,-0.0886802928067975
ACH-000310,-0.2055475186431683
ACH-000311,-0.1725830062405906
ACH-000312,-0.21209333206656425
ACH-000315,-0.27692443328114025
ACH-000316,-0.21863177951533386
ACH-000317,-0.19363187496427184
ACH-000318,-0.016041816358014074
ACH-000319,-0.20943043770336967
ACH-000320,-0.3699180836977467
ACH-000322,-0.2789344389337751
ACH-000323,-0.09821729253778153
ACH-000324,-0.1833596363036975
ACH-000329,-0.17634985499510045
