,GRB2 (2885)
ACH-000004,-0.7275358155646925
ACH-000005,-0.4493195857228725
ACH-000007,-0.9383014659587321
ACH-000009,-1.0929013011848054
ACH-000011,-0.9910347700566152
ACH-000012,-1.2830423617033264
ACH-000013,-0.05756299083988808
ACH-000014,-0.7835097029766391
ACH-000015,-1.1299351975121126
ACH-000017,-0.5107607493710199
ACH-000018,-0.7688315473489099
ACH-000019,-0.7985182773591959
ACH-000021,-0.5741285952004277
ACH-000022,-0.7535042011909477
ACH-000025,-0.1697521713277338
ACH-000028,-0.6709842648211222
ACH-000030,-1.2099835618150143
ACH-000035,-1.1549116538476096
ACH-000036,-1.0588818072277266
ACH-000037,-0.9527051865298608
ACH-000039,-0.7788504348968905
ACH-000040,-1.1788116312380572
ACH-000041,-0.5325657608997638
ACH-000042,-0.7079429893248249
ACH-000045,-1.1880205219633986
ACH-000047,-1.1679040619104528
ACH-000052,-0.7348633805779224
ACH-000053,-0.9797992381728178
ACH-000054,-0.22459615548970646
ACH-000055,-0.5744824199082776
ACH-000060,-0.9737633146016956
ACH-000067,-1.0825815424365146
ACH-000070,-0.5515392066305296
ACH-000075,-0.9924202095989348
ACH-000078,-1.0138938305598821
ACH-000082,-1.332946714991364
ACH-000085,-0.21208959726005103
ACH-000086,-0.9315968149773124
ACH-000087,-0.9917101119373568
ACH-000092,-0.4029800805230016
ACH-000095,-0.5302172761235571
ACH-000097,-0.6153484839744877
ACH-000098,-1.0671776383447256
ACH-000099,-1.1365931728722043
ACH-000108,-0.7039342796406893
ACH-000113,-0.35443284483670084
ACH-000116,-0.8935058948192892
ACH-000118,-0.9885608811307104
ACH-000120,-0.295249276648216
ACH-000123,-0.8892345265335899
ACH-000127,-0.5258294360466892
ACH-000128,-0.8919359394608897
ACH-000132,-1.1611864845917963
ACH-000133,-0.8697325508858544
ACH-000137,-0.7598144204517556
ACH-000138,-0.7046648681184093
ACH-000142,-1.1772610858018646
ACH-000143,-0.8250211710347575
ACH-000146,-0.3115192019959575
ACH-000148,-0.6845329902321056
ACH-000150,-0.8696429624690255
ACH-000152,-0.8756084221967483
ACH-000153,-0.7639581580353593
ACH-000159,-0.7273494706043127
ACH-000160,-0.6374783090387989
ACH-000163,-1.1770532162903644
ACH-000167,-0.7483750027341091
ACH-000168,-0.3026254524873321
ACH-000169,-0.2368569548946624
ACH-000178,-0.4727937273394482
ACH-000183,-0.27024933194763234
ACH-000188,-0.9213520033920908
ACH-000189,-1.2761490576305798
ACH-000190,-0.0942616545884048
ACH-000198,-1.1955277938674669
ACH-000203,-0.5826608524387817
ACH-000204,-0.4522365685243935
ACH-000206,-0.39267268091989693
ACH-000207,-0.6241957139477838
ACH-000208,-0.8269969768251559
ACH-000210,-0.7103008376402932
ACH-000211,-0.7758791588259177
ACH-000215,-0.8846457938530778
ACH-000221,-0.7479658965094429
ACH-000222,-1.0648541066798576
ACH-000223,-0.5796308737777518
ACH-000226,-0.9349268821815192
ACH-000227,-0.8534028571309575
ACH-000228,-1.0899314037759933
ACH-000231,-0.8253039519355645
ACH-000232,-1.101852065331252
ACH-000233,-0.5984513489193111
ACH-000234,-1.1074170348044916
ACH-000235,-0.947138538325902
ACH-000237,-0.8349836718904633
ACH-000238,-1.0758582445963336
ACH-000242,-0.6111889253034745
ACH-000243,-0.2628482097177979
ACH-000244,-0.8378012666958732
ACH-000246,-1.0317634529996438
ACH-000248,-0.5440780017245942
ACH-000250,-1.261890558934475
ACH-000251,-0.7612968038211478
ACH-000252,-0.6647190514198245
ACH-000253,-0.23702282674571976
ACH-000255,-0.8826900166371463
ACH-000256,-0.6318677875995344
ACH-000257,-0.5887075018596745
ACH-000258,-0.26454571570548074
ACH-000259,-1.2134503602419766
ACH-000260,-0.35052840286772124
ACH-000261,-1.09147196381005
ACH-000262,-1.0437772335988833
ACH-000263,-1.0796754491212786
ACH-000264,-0.16565437043432596
ACH-000265,-0.6200092413699541
ACH-000266,-0.9318182907162164
ACH-000272,-1.122187778527474
ACH-000274,-1.1768078611460246
ACH-000277,-1.1000235436258456
ACH-000278,-0.741327806858208
ACH-000279,-0.32168675903073096
ACH-000280,-0.89966824982932
ACH-000281,0.08746592565553665
ACH-000288,-0.7916625450949208
ACH-000291,-0.3888549591760487
ACH-000293,-0.9501255962449424
ACH-000294,-0.2361021821252719
ACH-000295,-1.09230654178899
ACH-000296,-0.4022495854538856
ACH-000302,-1.0827074942764994
ACH-000304,-0.7287076528154549
ACH-000307,-0.8460835616526696
ACH-000308,-0.5423257770109648
ACH-000310,-0.6496022590758782
ACH-000311,-0.5785246305241953
ACH-000312,-0.9405926318259136
ACH-000315,-0.2625410738223282
ACH-000316,-0.9989798967602594
ACH-000317,-1.505083879509333
ACH-000318,-0.9690628433489344
ACH-000319,-0.8885079658340312
ACH-000320,-0.4665154308103997
ACH-000322,-0.4254398729952536
ACH-000323,-1.1097285047821863
ACH-000324,-1.1375497444899716
ACH-000329,-0.8153130081250531
ACH-000330,-0.6539044933908743
ACH-000331,-1.0542900319937565
ACH-000332,-0.541120666208267
ACH-000334,-0.051310805932407264
ACH-000335,-0.9075655986884392
ACH-000336,-0.4393044696625025
ACH-000337,-0.7441420678077209
ACH-000338,-1.2607264036999468
ACH-000339,-0.5715817095497242
ACH-000341,-0.9497153258335732
ACH-000348,-0.3492990100792505
ACH-000350,-0.8303234688598782
ACH-000352,-0.609240485911237
ACH-000356,-1.1023932296036192
ACH-000361,-0.6579642853422342
ACH-000362,-0.5817487287606449
ACH-000363,-0.16422721239281765
ACH-000364,-0.8595600369281441
ACH-000365,-0.3170120209238341
ACH-000366,-0.5601655727590635
ACH-000368,-1.348170850332596
ACH-000374,-0.96864862239348
ACH-000375,-1.0438315452580769
ACH-000376,-0.909890489943184
ACH-000381,-0.7695721203613946
ACH-000383,-1.0474679411888457
ACH-000387,-1.1574414132115676
ACH-000389,-1.006115284187108
ACH-000390,-0.9714946286985048
ACH-000393,-0.9614003535454028
ACH-000395,-1.0254769668389758
ACH-000396,-0.8638410727996161
ACH-000397,-1.1520548951864733
ACH-000401,-0.3402028672426164
ACH-000402,-0.3012105997397393
ACH-000403,-0.9752835642422574
ACH-000404,-0.3977802474951047
ACH-000406,-0.9801365827731652
ACH-000407,-0.7124766072606578
ACH-000408,-0.7303845644408363
ACH-000410,-0.4028316925671069
ACH-000411,-1.1712070106941903
ACH-000414,-0.8715830034333778
ACH-000415,-0.7906822690906439
ACH-000416,-0.8378906818134354
ACH-000420,-0.9171108108978268
ACH-000421,-1.057853095631658
ACH-000424,-0.9117734809796456
ACH-000425,-0.2336155992434904
ACH-000426,-0.6251817415571573
ACH-000427,-0.9571860965007064
ACH-000433,-1.0525429827923958
ACH-000435,-0.8597244548790252
ACH-000436,-0.28614223576855924
ACH-000444,-1.2135096203698363
ACH-000445,-1.093390685922626
ACH-000448,-0.9765380868027316
ACH-000450,-0.3292062740196827
ACH-000452,-1.4370688397357942
ACH-000454,-0.7095143608830379
ACH-000458,-0.2566867414030071
ACH-000459,-0.9095874443189244
ACH-000460,-1.1212591182967144
ACH-000461,-0.4909862849171449
ACH-000463,-0.12793787183618638
ACH-000464,-0.9907713188053584
ACH-000466,-1.0991615876626213
ACH-000467,-0.6251622962085805
ACH-000468,-0.342033693290257
ACH-000469,-1.4087217196656792
ACH-000470,-0.6165553892827065
ACH-000471,-1.1341171518589894
ACH-000472,-1.0593407268182755
ACH-000473,-1.007597415268897
ACH-000475,-1.1336507802628917
ACH-000476,-0.9790446961968876
ACH-000477,-0.2708410343252881
ACH-000479,-0.7828403673219221
ACH-000480,-1.1037584699956515
ACH-000481,-0.8876679148148764
ACH-000483,-0.9492858162496506
ACH-000484,-0.3088943300907198
ACH-000485,-0.7834355158233779
ACH-000486,-0.17864732315847104
ACH-000487,-1.1550715686229562
ACH-000488,-0.8588065109356663
ACH-000490,-0.9739964598683866
ACH-000491,-1.6056486685604785
ACH-000495,-0.9141895923045744
ACH-000496,-1.060307912548133
ACH-000499,-0.5938839808955343
ACH-000500,-0.6830906660074149
ACH-000502,-0.02541051350915149
ACH-000503,-0.8951764748768299
ACH-000505,-0.2913614951296577
ACH-000507,-1.0082175587552769
ACH-000510,-0.06751319964300903
ACH-000511,-0.6026399913708865
ACH-000512,-0.3439865553811292
ACH-000516,-0.4760528993770365
