,NOL4L (140688)
ACH-000004,-0.2334669173623274
ACH-000005,-0.5977385529422488
ACH-000007,0.0875449567158387
ACH-000009,-0.012359758287762571
ACH-000011,0.09934397095763504
ACH-000012,0.038229599634900885
ACH-000013,0.043952157913358776
ACH-000014,0.054267489409784285
ACH-000015,0.26092618461037165
ACH-000017,0.10049589812062687
ACH-000018,-0.07139786254370957
ACH-000019,-0.04907878608636872
ACH-000021,-0.03243512558150051
ACH-000022,0.03920291137572299
ACH-000025,0.015118229768098332
ACH-000028,0.031015808543466195
ACH-000030,-0.00758688647410417
ACH-000035,-0.023518620344139256
ACH-000036,0.1490700595459947
ACH-000037,0.19078555567937375
ACH-000039,-0.04118792693179358
ACH-000040,0.016643703886268967
ACH-000041,-0.052395480688968085
ACH-000042,0.1472138274712079
ACH-000045,-0.06818016155979807
ACH-000047,-0.030825776457323338
ACH-000052,-0.007625378532565956
ACH-000053,0.035493361862602664
ACH-000054,-0.004689049420452397
ACH-000055,0.060267792280303614
ACH-000060,-0.07063266840261719
ACH-000067,0.10410504771589722
ACH-000070,0.17280837422018994
ACH-000075,0.1119312202544053
ACH-000078,0.08390818543007761
ACH-000082,-0.02250806932208339
ACH-000085,0.23777010833900344
ACH-000086,0.14081280819321582
ACH-000087,-0.1546332625280793
ACH-000092,0.03609361359497409
ACH-000095,0.03626193024526568
ACH-000097,0.15331643929306252
ACH-000098,0.24112493449754996
ACH-000099,0.1169085654763532
ACH-000108,0.014494841511839713
ACH-000113,-0.1729929095068322
ACH-000116,-0.013433735667135993
ACH-000118,0.043016543502527455
ACH-000120,0.2277313440003851
ACH-000123,-0.13907331536523573
ACH-000127,0.0395614767328209
ACH-000128,-0.007293867166682995
ACH-000132,0.2364145561316857
ACH-000133,-0.0616297634602347
ACH-000137,0.036565798911545065
ACH-000138,0.07320726410234908
ACH-000142,-0.05300974608927878
ACH-000143,0.2637795166669669
ACH-000146,-0.05398307460884361
ACH-000148,-0.08397951583114863
ACH-000150,-0.01893838198779258
ACH-000152,0.00658949951037737
ACH-000153,0.07889008538478161
ACH-000159,0.15731265712871126
ACH-000160,0.0025650774812959213
ACH-000163,0.05716056617738367
ACH-000167,-0.09202447342323096
ACH-000168,0.4162458011075053
ACH-000169,0.08904467128639541
ACH-000178,0.029656902795321974
ACH-000183,-0.03114851551476093
ACH-000188,-0.0546696507289583
