,PLAC8 (51316)
ACH-000004,-0.1772587324504232
ACH-000005,-0.10428350248334724
ACH-000007,-0.06616107760096089
ACH-000009,-0.10888446952957777
ACH-000011,-0.16294705917928265
ACH-000012,-0.17032547952227814
ACH-000013,-0.16346536286314
ACH-000014,-0.1715349103141521
ACH-000015,-0.2386776189004444
ACH-000017,-0.3008635361339494
ACH-000018,-0.06387682781600239
ACH-000019,-0.2752724043195745
ACH-000021,-0.15415015071817678
ACH-000022,-0.12581361595068738
ACH-000025,-0.18107967729201668
ACH-000028,-0.1908759964649456
ACH-000030,-0.1725078673922916
ACH-000035,-0.2760270976044455
ACH-000036,-0.2148850278333258
ACH-000037,-0.32267941418511115
ACH-000039,-0.0906111290090098
ACH-000040,-0.3215935939828933
ACH-000041,-0.3568256459191457
ACH-000042,-0.25018869654224063
ACH-000045,-0.3188798601277804
ACH-000047,-0.19756727816526726
ACH-000052,-0.22021954308699676
ACH-000053,-0.21700520697240905
ACH-000054,-0.21488428186149955
ACH-000055,-0.3067829945152172
ACH-000060,-0.3372472050520349
ACH-000067,-0.30935456448612725
ACH-000070,-0.038493576192193436
ACH-000075,-0.1196280975492231
ACH-000078,-0.2761521609067783
ACH-000082,-0.215934459054584
ACH-000085,-0.27749617638648605
ACH-000086,-0.2961461282721247
ACH-000087,-0.38799238194749147
ACH-000092,-0.26081515260139143
ACH-000095,-0.29976248369209113
ACH-000097,-0.2273626149912117
ACH-000098,-0.2290259527666511
ACH-000099,-0.15947099416335325
ACH-000108,-0.13795271198653106
ACH-000113,-0.27856262940384496
ACH-000116,-0.16259496431933518
ACH-000118,-0.1328079303297446
ACH-000120,-0.26228618469004233
ACH-000123,-0.24888423904657114
ACH-000127,-0.2272915944281557
ACH-000128,-0.1972317768982858
ACH-000132,-0.21140828646698867
ACH-000133,-0.16203539866518932
ACH-000137,-0.23359796653569195
ACH-000138,-0.05056016764239613
ACH-000142,-0.25071780181763925
ACH-000143,-0.15681372675914984
ACH-000146,0.04145261659288792
ACH-000148,-0.06588339528595766
ACH-000150,-0.0695660111481026
ACH-000152,-0.1989667826687249
ACH-000153,-0.24599254150022604
ACH-000159,-0.2540598365300738
ACH-000160,-0.1419441029029688
ACH-000163,-0.18589307619791626
ACH-000167,0.04880538830388578
ACH-000168,-0.3663610148828418
ACH-000169,-0.19929172469462986
ACH-000178,-0.1179652095800523
ACH-000183,-0.20214324875014889
ACH-000188,-0.1696946902845684
ACH-000189,-0.21274796407641075
ACH-000190,-0.4280396834900255
ACH-000198,-0.4099636051421677
ACH-000203,-0.21461041436307154
ACH-000204,-0.4675071761247068
ACH-000206,-0.33954239081313337
ACH-000207,-0.15433727376726422
ACH-000208,-0.14751310523217667
ACH-000210,0.10738429886709763
ACH-000211,-0.15606427990704205
ACH-000215,-0.2941446792207439
ACH-000221,-0.1869619918774288
ACH-000222,-0.27484894718517505
ACH-000223,-0.3925730675198496
ACH-000226,-0.2149038432717062
ACH-000227,-0.3165012911322899
ACH-000228,-0.19883837567792506
ACH-000231,-0.13494358895453315
ACH-000232,-0.29946136391010514
ACH-000233,-0.1522153802222949
ACH-000234,-0.2614128050762794
ACH-000235,-0.22340573186613905
ACH-000237,-0.16980951065079375
ACH-000238,-0.21985623985796945
ACH-000242,-0.12310526460667898
ACH-000243,-0.3343824785138395
ACH-000244,-0.09978575307139184
ACH-000246,-0.15850094221735336
ACH-000248,-0.3091045872657407
ACH-000250,-0.3867077421969911
ACH-000251,-0.3422057290809781
ACH-000252,-0.1779557562728355
ACH-000253,-0.16912326982604628
ACH-000255,-0.25042658891980285
ACH-000256,-0.08624918810393684
ACH-000257,-0.3483950700027271
ACH-000258,-0.21077154620948566
ACH-000259,-0.3123375011314235
ACH-000260,-0.2264585430280975
ACH-000261,-0.2720722082340058
ACH-000262,-0.04747582138551238
ACH-000263,-0.2394021866005492
ACH-000264,-0.1793377872557584
ACH-000265,-0.18598357468150306
ACH-000266,-0.18180774171914715
ACH-000272,-0.1726557611263563
ACH-000274,-0.26433020109005195
ACH-000277,-0.02361307062441053
ACH-000278,-0.1904144266478884
ACH-000279,-0.14947735959586686
ACH-000280,-0.2293142733630019
ACH-000281,-0.1993959542991197
ACH-000288,-0.21994285853170475
ACH-000291,-0.05977887290424109
ACH-000293,-0.2577547428437985
ACH-000294,-0.24970731621472164
ACH-000295,-0.1473079851722871
ACH-000296,-0.2025610935451716
ACH-000302,-0.22996817902411065
ACH-000304,-0.2482132952735961
ACH-000307,-0.1688019247401256
ACH-000308,-0.18984907782113816
ACH-000310,-0.4050598745215333
ACH-000311,-0.33778951948098584
ACH-000312,-0.32091974560544795
ACH-000315,0.08206693166491688
ACH-000316,-0.3865803253747993
ACH-000317,-0.2451752192409879
ACH-000318,-0.2300144926322857
ACH-000319,-0.2016612441006804
ACH-000320,-0.3755753962844356
ACH-000322,-0.115904720099758
ACH-000323,-0.3159541056775141
ACH-000324,-0.13879300611049658
ACH-000329,-0.2294350122865904
ACH-000330,-0.2600088402076233
ACH-000331,-0.2887302785669435
ACH-000332,-0.196781731030078
ACH-000334,-0.1441066627752782
ACH-000335,0.028200466240479317
ACH-000336,-0.2734377696497297
ACH-000337,-0.238436771162326
ACH-000338,-0.14217296507916444
ACH-000339,-0.13947191019929353
ACH-000341,-0.3046117639803166
ACH-000348,-0.2952478903591293
ACH-000350,-0.157145670659758
ACH-000352,-0.12933750700108976
ACH-000356,0.17551038146806405
ACH-000361,-0.19277087049177488
ACH-000362,-0.2075496139167136
ACH-000363,-0.3222944877348907
ACH-000364,-0.2448213190114781
ACH-000365,-0.22914813019453506
ACH-000366,-0.35067075695311783
ACH-000368,-0.10220415748144387
ACH-000374,-0.195716138088372
ACH-000375,-0.2247194660092718
ACH-000376,-0.2153824373267217
ACH-000381,-0.20156031358465626
ACH-000383,-0.1676199297876256
ACH-000387,-0.1310216890326933
ACH-000389,-0.17260886928519428
ACH-000390,-0.2347126201276227
ACH-000393,-0.3032001574257137
ACH-000395,-0.2136059170988916
ACH-000396,-0.05129663996652592
ACH-000397,-0.32251279104308345
ACH-000401,-0.1350162295695521
ACH-000402,-0.1707714492769737
ACH-000403,-0.1410631187845048
ACH-000404,-0.057686726831278574
ACH-000406,-0.13725619703625302
ACH-000407,-0.26637957363345666
ACH-000408,-0.1454605309838588
ACH-000410,-0.1746730583927356
ACH-000411,-0.30821212431725226
ACH-000414,-0.1115798309374257
ACH-000415,-0.19444805876418736
ACH-000416,-0.2659795748267037
ACH-000420,-0.18752158440549074
ACH-000421,-0.10317844511077133
ACH-000424,-0.2094620223154943
ACH-000425,-0.2581498066860309
ACH-000426,-0.006853094756843201
ACH-000427,-0.2285851516327341
ACH-000433,-0.1808461816556092
ACH-000435,-0.25532209835421105
ACH-000436,-0.2628537086550113
ACH-000444,-0.2169822009463024
ACH-000445,-0.2744150570776661
ACH-000448,-0.16873075140541738
ACH-000450,-0.3443064396693848
ACH-000452,-0.18393884771036312
ACH-000454,-0.249053797227577
ACH-000458,-0.22716327686038626
ACH-000459,-0.10041466362568008
ACH-000460,-0.16570976766734066
ACH-000461,-0.1735989953457087
ACH-000463,-0.16365710162832967
ACH-000464,-0.2600434771704295
ACH-000466,-0.2729383049072228
ACH-000467,-0.16063232940161692
ACH-000468,-0.05992852793218203
ACH-000469,-0.2370737138089039
ACH-000470,-0.2863119716989754
ACH-000471,-0.09619035961636027
ACH-000472,-0.14349908877778392
ACH-000473,-0.09251825270259127
ACH-000475,-0.30240733669990183
ACH-000476,-0.206350595478746
ACH-000477,-0.15118631479965228
ACH-000479,-0.464429029829581
ACH-000480,-0.2546804392708122
ACH-000481,-0.28300980334104303
ACH-000483,-0.22422975474001308
ACH-000484,-0.08751307457601586
ACH-000485,-0.2237949937289564
ACH-000486,-0.2376704808298564
ACH-000487,-0.3674631840993205
ACH-000488,-0.3749374023227259
ACH-000490,-0.1931660917118364
ACH-000491,-0.21107871393379446
ACH-000495,-0.28920412703255993
ACH-000496,-0.3332052114613524
ACH-000499,-0.1570219727660302
ACH-000500,-0.2781654331729083
ACH-000502,-0.12752425911737375
ACH-000503,-0.2634715513312089
ACH-000505,-0.2500289240739105
ACH-000507,-0.2677320326346644
ACH-000510,-0.2629958428873292
ACH-000511,-0.42076835656369815
ACH-000512,-0.38821594697326506
ACH-000516,-0.3546125709566086
ACH-000517,-0.3238201685853917
ACH-000518,-0.2561102395663309
ACH-000520,-0.3280372950448037
ACH-000521,-0.24748749788820398
ACH-000522,-0.36366141484977454
ACH-000524,-0.1743482099883388
ACH-000527,-0.13348570944762445
ACH-000528,-0.1100809066602682
ACH-000537,-0.2550667427773945
ACH-000541,-0.2594494656675571
ACH-000542,-0.19463278124785985
ACH-000544,-0.1686648930492764
ACH-000545,-0.271923474215529
ACH-000547,-0.34575590358780045
ACH-000548,-0.3199428254568
ACH-000549,-0.4266318863633236
ACH-000550,-0.30885517909140603
ACH-000552,-0.17240179610466858
ACH-000556,-0.33694790382085715
ACH-000557,-0.27474256581523904
ACH-000569,-0.2331434466733843
ACH-000570,-0.2022795964862072
ACH-000571,-0.23811484901953855
ACH-000573,-0.16135134873985682
ACH-000576,-0.22892746053771898
ACH-000579,-0.2440002452494708
