,KERA (11081)
ACH-000004,0.20875222164479992
ACH-000005,0.4084789546243285
ACH-000007,0.21997482990767955
ACH-000009,0.11571931381161656
ACH-000011,0.1282350345912107
ACH-000012,0.18138225235600947
ACH-000013,0.1921935516630124
ACH-000014,0.07456171564181026
ACH-000015,0.15515432425895848
ACH-000017,0.2328684041379341
ACH-000018,0.11205661046895098
ACH-000019,0.1481884162238619
ACH-000021,0.0980107582239522
ACH-000022,0.20171567307374744
ACH-000025,0.010570921925185424
ACH-000028,0.15158924174698307
ACH-000030,0.198296031396464
ACH-000035,0.1530539216338712
ACH-000036,0.2169322228301995
ACH-000037,0.2773953550930933
ACH-000039,0.23450343295493795
ACH-000040,0.1394408788803457
ACH-000041,0.12466890382536068
ACH-000042,0.12476101177443788
ACH-000045,0.2917245231636037
ACH-000047,0.21812575232229853
ACH-000052,0.25162404597277943
ACH-000053,0.2418022895746116
ACH-000054,0.13092484574575605
ACH-000055,0.22188913083873013
ACH-000060,0.28636587176925216
ACH-000067,0.15164654251588944
ACH-000070,0.26329469610404005
ACH-000075,0.11598062116768384
ACH-000078,0.15754547079403194
ACH-000082,0.09638107381863567
ACH-000085,-0.025656187221592297
ACH-000086,0.2304055648717167
ACH-000087,0.1285480264135035
ACH-000092,0.11965083644903045
ACH-000095,0.16145497876258444
ACH-000097,0.13754399019170485
ACH-000098,0.2038179467615235
ACH-000099,0.15885238733725124
ACH-000108,0.2057658354765312
ACH-000113,0.1948778132131167
ACH-000116,0.1767688279078032
ACH-000118,0.09860451995919804
ACH-000120,0.10552750869680697
ACH-000123,0.15856294817868846
ACH-000127,0.17937524639415625
ACH-000128,0.13944552687208456
ACH-000132,0.28044780979946377
ACH-000133,0.03036898301986738
ACH-000137,0.12373280698646945
ACH-000138,0.179176712015471
ACH-000142,0.13863497037178327
ACH-000143,0.1381547406929301
ACH-000146,0.2035046531652402
ACH-000148,0.09841325439381483
ACH-000150,0.13494316459315991
ACH-000152,0.122064874480499
ACH-000153,0.3380464450654149
ACH-000159,0.2338335287831292
ACH-000160,0.17905106132235474
ACH-000163,0.21739144725592965
