,KDM4E (390245)
ACH-000004,0.17579828066314687
ACH-000005,-0.19052511987927093
ACH-000007,-0.00762261664828391
ACH-000009,0.12155074055190497
ACH-000011,0.0223982817213238
ACH-000012,0.10890852890797743
ACH-000013,0.0394657531348896
ACH-000014,0.2704888442742623
ACH-000015,0.08281332777040111
ACH-000017,0.11274797908386285
ACH-000018,0.01096038006245238
ACH-000019,0.0553329434299321
ACH-000021,0.07107113521217824
ACH-000022,0.11930541206097715
ACH-000025,0.1092424394124238
ACH-000028,0.07291287344485102
ACH-000030,0.1080147271708861
ACH-000035,0.21446026810551114
ACH-000036,0.2891386350205093
ACH-000037,-0.14069759813499694
ACH-000039,0.03710076885262501
ACH-000040,0.08796201947441483
ACH-000041,0.08748519696350722
ACH-000042,0.13752486052507196
ACH-000045,-0.07162608240824879
ACH-000047,0.11247995394033618
ACH-000052,-0.07545531572378973
ACH-000053,0.06557079007037638
ACH-000054,0.03178202711577486
ACH-000055,0.04898278687134758
ACH-000060,0.1327474123080222
ACH-000067,0.214583727494882
ACH-000070,-0.031706068338731824
ACH-000075,0.2694861810023304
ACH-000078,0.05874461317018165
ACH-000082,0.028842403752519813
ACH-000085,0.1362601894180207
ACH-000086,-0.16604376711404434
ACH-000087,0.157880800048271
ACH-000092,0.08370490529037583
ACH-000095,-0.04395553399750904
ACH-000097,-0.033064683724797296
ACH-000098,0.15380964680276174
ACH-000099,-0.0015700051157212164
ACH-000108,0.1182602323193056
ACH-000113,-0.03727427278639656
ACH-000116,-0.05548057563926362
ACH-000118,-0.01622700313108388
ACH-000120,0.03667782144532015
ACH-000123,0.003755045961125325
ACH-000127,0.12804668885968415
ACH-000128,-0.044333254117021915
ACH-000132,-0.007785196573809473
ACH-000133,-0.034656469183745715
ACH-000137,-0.056195478590369316
ACH-000138,-0.04128161540739343
ACH-000142,-0.08782058558588678
ACH-000143,0.1999175653139072
ACH-000146,0.08873353872075064
ACH-000148,0.04247639151536608
ACH-000150,-0.02358423862075025
ACH-000152,-0.10820427160289488
ACH-000153,-0.0630189410746298
ACH-000159,0.041336592056213727
ACH-000160,0.4741596750895163
ACH-000163,0.07604542980183908
ACH-000167,0.5074092284544156
ACH-000168,-0.1517700634561254
ACH-000169,-0.02183064634508916
ACH-000178,-0.003061544215994612
ACH-000183,-0.13824480565533598
ACH-000188,-0.10811075552210897
ACH-000189,-0.1681147372624958
ACH-000190,0.43950596246272206
ACH-000198,-0.021504593757451087
ACH-000203,0.5688696293050356
ACH-000204,0.2272097659853269
ACH-000206,0.11493515242228973
ACH-000207,-0.13436640092194516
ACH-000208,0.13996152157583042
ACH-000210,0.009731590330226412
ACH-000211,0.03973004907155415
ACH-000215,0.02244035285659921
ACH-000221,0.0605246464576041
ACH-000222,0.09802366423371603
ACH-000223,0.09408412961541172
ACH-000226,0.02089854790720416
ACH-000227,0.03305780383800688
ACH-000228,0.005235176344415163
ACH-000231,-0.07537741496338805
ACH-000232,0.028974665312324836
ACH-000233,0.029722205089472507
ACH-000234,0.05908393463942298
ACH-000235,0.09278886867504646
ACH-000237,-0.010833957887871785
ACH-000238,0.018512433811327642
ACH-000242,-0.4353968419021132
ACH-000243,0.10124153757103503
ACH-000244,-0.3982376420177876
ACH-000246,-0.0013153671012292947
ACH-000248,0.07270032439070795
ACH-000250,0.07477743514324034
ACH-000251,0.1044695814615846
ACH-000252,-0.024666618013891133
ACH-000253,-0.0057773870300499176
ACH-000255,-0.04104761869444397
ACH-000256,-0.08708940212297937
ACH-000257,0.08091955245736017
ACH-000258,0.01632808330048438
ACH-000259,-0.008956750059346416
ACH-000260,-0.06767584377152246
ACH-000261,0.167511327184444
ACH-000262,-0.12421034586804305
ACH-000263,0.09111752484314796
ACH-000264,-0.04986159706184682
ACH-000265,0.10472488585042927
ACH-000266,0.09062315174086898
ACH-000272,0.14029211073149156
ACH-000274,-0.014707587336860931
ACH-000277,-0.011557741405557449
ACH-000278,-0.092785196432423
ACH-000279,0.05590225858842328
ACH-000280,0.1383657264218447
ACH-000281,-0.046746924090281375
ACH-000288,0.0467312487001578
ACH-000291,0.11011522683433712
ACH-000293,-0.02531660623999599
ACH-000294,0.005843815605774072
ACH-000295,0.23312398109829002
ACH-000296,0.06664617766789077
ACH-000302,0.18836259971772384
ACH-000304,-0.05985609517437492
ACH-000307,0.10298019858170047
ACH-000308,-0.08017102805321452
ACH-000310,0.1406187138520918
ACH-000311,0.06134897101287789
ACH-000312,0.03396517442011182
ACH-000315,-0.1358236121724817
ACH-000316,-0.062289614928368986
ACH-000317,0.1506989651146968
ACH-000318,0.12712834500166115
ACH-000319,-0.029780200889168086
ACH-000320,0.08346524465250725
ACH-000322,0.032482387189697835
ACH-000323,-0.01098954541511246
ACH-000324,-0.040576511127718665
ACH-000329,0.11275094919723215
ACH-000330,0.11515559639746407
ACH-000331,0.07771301647398135
ACH-000332,0.04773313199385898
ACH-000334,-0.03654539990200062
ACH-000335,-0.1012398591494212
ACH-000336,-0.2289428510428637
ACH-000337,0.04238748794187787
ACH-000338,-0.2657312856332381
