,DDIT4L (115265)
ACH-000004,-0.022491973571951915
ACH-000005,0.17849811946819935
ACH-000007,0.15020999469649735
ACH-000009,0.006014229242829885
ACH-000011,0.13714202352682575
ACH-000012,0.03559032180721056
ACH-000013,0.060492232504923714
ACH-000014,-0.014862894724190247
ACH-000015,-0.06680017609392715
ACH-000017,0.09192118596978968
ACH-000018,0.018074375368065
ACH-000019,0.1848890324989597
ACH-000021,0.0836320641390032
ACH-000022,-0.0701645701521454
ACH-000025,0.13803908368708573
ACH-000028,0.023029627702466245
ACH-000030,0.03309538210287125
ACH-000035,-0.08603068539054015
ACH-000036,0.14619700077100312
ACH-000037,-0.0348737764082014
ACH-000039,0.003866432081988429
ACH-000040,0.12566931082608104
ACH-000041,-0.1354049471964851
ACH-000042,0.07479274838177777
ACH-000045,0.10908892645030216
ACH-000047,0.014802907392347424
ACH-000052,0.08716490965209589
ACH-000053,0.05725783593480215
ACH-000054,0.033504649367038966
ACH-000055,-0.007856142034416872
ACH-000060,0.0252149605039344
ACH-000067,0.10413376265625372
ACH-000070,-0.10614376494908068
ACH-000075,-0.012999998358537159
ACH-000078,-0.04197344852909594
ACH-000082,0.04927898944374313
ACH-000085,-0.057084119085177715
ACH-000086,-0.06726147168775046
ACH-000087,0.07137873342453488
ACH-000092,-0.14795565660974033
ACH-000095,-0.030481788111174087
ACH-000097,0.0841722667020492
ACH-000098,-0.0646727006581971
ACH-000099,0.03158413859886832
ACH-000108,0.031216935438096526
ACH-000113,0.13221435462051667
ACH-000116,0.015599623274593463
ACH-000118,0.1289693196692438
ACH-000120,-0.015787705618935576
ACH-000123,0.039377306450032235
ACH-000127,-0.00045547201260389764
ACH-000128,0.025315975556957027
ACH-000132,0.06005657964072241
ACH-000133,-0.034509239338385296
ACH-000137,0.11206065750372317
ACH-000138,0.021029590384343464
ACH-000142,-0.07171410735008463
ACH-000143,0.0991188194582156
ACH-000146,-0.0100547597347725
ACH-000148,-0.02820033962853678
ACH-000150,-0.06395632537163894
ACH-000152,0.1487872905606407
ACH-000153,0.038938324898213576
ACH-000159,-0.04014517596109947
ACH-000160,0.01632703807692014
ACH-000163,-0.009135979787115443
ACH-000167,-0.056729173710468525
ACH-000168,0.2465027870451294
ACH-000169,-0.07751614281861631
ACH-000178,0.13759635665479208
ACH-000183,0.06054721039676569
ACH-000188,-0.0219239427213072
ACH-000189,0.12533902910741748
ACH-000190,-0.029204518413841175
ACH-000198,-0.060080666373714224
ACH-000203,-0.04172113454903942
ACH-000204,0.02240104075389028
ACH-000206,0.20128228887569835
ACH-000207,0.032945359765124
ACH-000208,-0.16470670456047473
ACH-000210,-0.10528948088604123
ACH-000211,-0.0725119950343823
ACH-000215,0.0025972497086433244
ACH-000221,-0.10909226271433783
ACH-000222,-0.06786427345354168
ACH-000223,-0.0462508069489809
ACH-000226,0.04559014072392762
ACH-000227,-0.041541815558662716
ACH-000228,0.19269429014181427
ACH-000231,0.051981866311319014
ACH-000232,0.048699865467527616
ACH-000233,-0.026320557177010824
ACH-000234,0.06884164878816966
ACH-000235,0.12075008596370748
ACH-000237,-0.06389186299966372
ACH-000238,0.07465821290533284
ACH-000242,0.126913391004493
ACH-000243,0.0010551929934652568
ACH-000244,-0.20924930807453526
ACH-000246,0.06404030405942635
ACH-000248,0.0685440279723547
ACH-000250,0.025034334124078926
ACH-000251,0.0060260923735494035
ACH-000252,0.06471374229570033
ACH-000253,0.03795757402030464
ACH-000255,-0.12160886324347038
ACH-000256,0.13381250397057573
ACH-000257,0.12469598101951418
ACH-000258,-0.013254301420804821
ACH-000259,0.06548716933941298
ACH-000260,0.012561588945481894
ACH-000261,0.04242024451816492
ACH-000262,-0.046654097099931534
ACH-000263,-0.1206999123735009
ACH-000264,0.04667463318100586
ACH-000265,-0.052217876208657435
ACH-000266,0.06375830705899342
ACH-000272,-0.07395709010688913
ACH-000274,0.003950843734711856
ACH-000277,-0.13726166969519166
ACH-000278,0.04512226800603872
ACH-000279,-0.054698219349512696
ACH-000280,-0.0036177441082437373
ACH-000281,0.01813666073632586
ACH-000288,0.04474754979531358
ACH-000291,0.10323016295170732
ACH-000293,-0.01188215977729735
ACH-000294,0.17111530442450168
ACH-000295,0.10477192333763632
ACH-000296,-0.007867605038956714
ACH-000302,-0.009326630768427588
ACH-000304,0.019930866137395437
ACH-000307,-0.08769058376108316
ACH-000308,0.06144896129433694
ACH-000310,0.03753897075818252
ACH-000311,0.07467220175308938
ACH-000312,0.18020098854599734
ACH-000315,-0.07615325385289877
ACH-000316,0.05241759147747408
ACH-000317,-0.08959267485631077
ACH-000318,-0.09186052308284474
ACH-000319,-0.06813481119970448
ACH-000320,-0.0976354155882779
ACH-000322,0.169808250077346
ACH-000323,0.03515416002723746
ACH-000324,0.045116159595447736
ACH-000329,0.05249295851902277
ACH-000330,0.07046355567314919
ACH-000331,-0.021421828849777218
ACH-000332,0.08212836588595909
ACH-000334,-0.10310765555327353
ACH-000335,0.10453065512665637
ACH-000336,-0.0724874979261188
ACH-000337,0.06125435555669961
ACH-000338,0.5655093326601007
ACH-000339,-0.02142299057003956
ACH-000341,0.09708583398029193
ACH-000348,-0.029503650978851437
ACH-000350,0.11717070265320707
ACH-000352,0.15604046044766942
ACH-000356,0.02770526701729794
ACH-000361,0.21714912451456075
ACH-000362,0.0885345852753066
ACH-000363,0.04009919957216818
ACH-000364,0.09613517086560087
ACH-000365,0.06937544474238101
ACH-000366,-0.06836970124631911
ACH-000368,0.08086582501056899
ACH-000374,-0.0764926008915793
ACH-000375,-0.006322868572049614
ACH-000376,-0.012172008332979491
ACH-000381,-0.07549164760271912
ACH-000383,0.026095241240254887
ACH-000387,-0.07205946969310806
ACH-000389,-0.020144617400219725
ACH-000390,0.11538258181146302
ACH-000393,0.00951190543165792
ACH-000395,0.020418921377471283
ACH-000396,-0.17826771924387766
ACH-000397,0.08043155848766613
ACH-000401,-0.19587138095795856
ACH-000402,-0.4279774769583916
ACH-000403,0.0009301112172299072
ACH-000404,-0.04262547813973387
ACH-000406,0.07039038960812348
ACH-000407,0.11737260294036625
ACH-000408,-0.033256487716918595
ACH-000410,-0.02409213471606079
ACH-000411,0.13351376539305868
ACH-000414,0.11113110041842267
ACH-000415,0.028643431495520826
ACH-000416,-0.08815818582804914
ACH-000420,0.13743518417080594
ACH-000421,-0.07274416234096505
ACH-000424,-0.09621530697519652
ACH-000425,-0.09180640694959576
ACH-000426,0.08253630907745994
ACH-000427,0.055534149283363664
ACH-000433,0.17216654566661108
ACH-000435,0.07352586610380732
ACH-000436,-0.017513263664327434
ACH-000444,0.15774610681984047
ACH-000445,-0.09881923922102788
ACH-000448,0.005721700472213954
ACH-000450,0.08701037880291564
ACH-000452,0.07337026550339434
ACH-000454,-0.05447126968532202
ACH-000458,0.19426393274187725
ACH-000459,0.017571816893100386
ACH-000460,0.06490913847851318
ACH-000461,0.0471641486085078
ACH-000463,0.2476385651363205
ACH-000464,0.1238173715025527
ACH-000466,-0.012390179014825477
ACH-000467,0.0952872622595121
ACH-000468,0.03961128194308236
ACH-000469,-0.058863516070240464
ACH-000470,-0.05660951608698095
ACH-000471,0.03726120725252815
ACH-000472,0.060738953666929565
ACH-000473,0.07475149231286964
ACH-000475,0.009270208771722755
ACH-000476,0.10979192182856562
ACH-000477,-0.0853429513114896
ACH-000479,-0.04011509218032702
ACH-000480,0.0099004747504037
ACH-000481,-0.0840996041103956
ACH-000483,0.06520718535385882
ACH-000484,0.14655304977874575
ACH-000485,0.01215096065136892
ACH-000486,0.06324186633754278
ACH-000487,-0.008120627927136019
ACH-000488,0.06363209863687863
ACH-000490,0.046171314315634204
ACH-000491,0.057435173936470525
ACH-000495,0.0967618182614126
ACH-000496,0.0872886826671591
ACH-000499,0.04665961872971678
ACH-000500,0.7096916747631257
ACH-000502,0.05926017195640219
ACH-000503,0.1707191490465552
ACH-000505,0.03142370226411372
ACH-000507,0.14995344674061686
